customer_id,customer_first_name,customer_last_name,staff_id,staff_first_name,staff_last_name,payment_count,total_amount,average_payment,high_attention_flag
332,STEPHEN,QUALLS,2,Jon,Stephens,9,47.91,5.32,1
300,JOHN,FARNSWORTH,1,Mike,Hillyer,10,47.9,4.79,1
469,WESLEY,BULL,2,Jon,Stephens,11,47.89,4.35,1
526,KARL,SEAL,2,Jon,Stephens,11,47.89,4.35,1
479,ZACHARY,HITE,2,Jon,Stephens,7,46.93,6.7,1
264,GWENDOLYN,MAY,1,Mike,Hillyer,9,46.91,5.21,1
591,KENT,ARSENAULT,1,Mike,Hillyer,10,46.9,4.69,1
50,DIANE,COLLINS,2,Jon,Stephens,10,46.9,4.69,1
63,ASHLEY,RICHARDSON,2,Jon,Stephens,10,46.9,4.69,1
89,JULIA,FLORES,2,Jon,Stephens,11,46.89,4.26,1
404,STANLEY,SCROGGINS,1,Mike,Hillyer,11,46.89,4.26,1
92,TINA,SIMMONS,2,Jon,Stephens,7,45.93,6.56,1
295,DAISY,BATES,1,Mike,Hillyer,8,45.92,5.74,1
482,MAURICE,CRAWLEY,2,Jon,Stephens,8,45.92,5.74,1
309,CHRISTOPHER,GRECO,2,Jon,Stephens,8,45.92,5.74,1
103,GLADYS,HAMILTON,2,Jon,Stephens,8,45.92,5.74,1
131,MONICA,HICKS,1,Mike,Hillyer,10,45.9,4.59,1
373,LOUIS,LEONE,1,Mike,Hillyer,10,45.9,4.59,1
312,MARK,RINEHART,1,Mike,Hillyer,10,45.9,4.59,1
467,ALVIN,DELOACH,2,Jon,Stephens,8,44.92,5.62,1
579,DARYL,LARUE,2,Jon,Stephens,8,44.92,5.62,1
71,KATHY,JAMES,1,Mike,Hillyer,10,44.9,4.49,1
563,KEN,PREWITT,2,Jon,Stephens,10,44.9,4.49,1
592,TERRANCE,ROUSH,1,Mike,Hillyer,10,44.9,4.49,1
573,BYRON,BOX,2,Jon,Stephens,8,43.92,5.49,1
331,ERIC,ROBERT,1,Mike,Hillyer,9,43.91,4.88,1
323,MATTHEW,MAHAN,2,Jon,Stephens,10,43.9,4.39,1
128,MARJORIE,TUCKER,2,Jon,Stephens,10,43.9,4.39,1
477,DAN,PAINE,2,Jon,Stephens,7,42.93,6.13,1
187,BRITTANY,RILEY,2,Jon,Stephens,7,42.93,6.13,1
286,VELMA,LUCAS,2,Jon,Stephens,8,42.92,5.37,1
506,LESLIE,SEWARD,2,Jon,Stephens,8,42.92,5.37,1
102,CRYSTAL,FORD,1,Mike,Hillyer,9,42.91,4.77,1
196,ALMA,AUSTIN,2,Jon,Stephens,10,42.9,4.29,1
390,SHAWN,HEATON,1,Mike,Hillyer,10,42.9,4.29,1
219,WILLIE,HOWELL,2,Jon,Stephens,10,42.9,4.29,1
314,GEORGE,LINTON,2,Jon,Stephens,10,42.9,4.29,1
406,NATHAN,RUNYON,2,Jon,Stephens,12,42.88,3.57,1
426,BRADLEY,MOTLEY,1,Mike,Hillyer,7,41.93,5.99,1
245,COURTNEY,DAY,1,Mike,Hillyer,8,41.92,5.24,1
273,PRISCILLA,LOWE,1,Mike,Hillyer,8,41.92,5.24,1
585,PERRY,SWAFFORD,2,Jon,Stephens,8,41.92,5.24,1
301,ROBERT,BAUGHMAN,2,Jon,Stephens,9,41.91,4.66,1
393,PHILIP,CAUSEY,2,Jon,Stephens,9,41.91,4.66,1
475,PEDRO,CHESTNUT,1,Mike,Hillyer,9,41.91,4.66,1
536,FERNANDO,CHURCHILL,1,Mike,Hillyer,9,41.91,4.66,1
502,BRETT,CORNWELL,2,Jon,Stephens,9,41.91,4.66,1
336,JOSHUA,MARK,2,Jon,Stephens,9,41.91,4.66,1
125,ETHEL,WEBB,1,Mike,Hillyer,9,41.91,4.66,1
295,DAISY,BATES,2,Jon,Stephens,10,41.9,4.19,1
168,REGINA,BERRY,2,Jon,Stephens,10,41.9,4.19,1
26,JESSICA,HALL,1,Mike,Hillyer,10,41.9,4.19,1
366,BRANDON,HUEY,2,Jon,Stephens,10,41.9,4.19,1
333,ANDREW,PURDY,2,Jon,Stephens,10,41.9,4.19,1
531,JAMIE,WAUGH,2,Jon,Stephens,10,41.9,4.19,1
363,ROY,WHITING,2,Jon,Stephens,10,41.9,4.19,1
102,CRYSTAL,FORD,2,Jon,Stephens,12,41.88,3.49,1
372,STEVE,MACKENZIE,2,Jon,Stephens,6,40.94,6.82,1
149,VALERIE,BLACK,1,Mike,Hillyer,8,40.92,5.12,1
101,PEGGY,MYERS,2,Jon,Stephens,8,40.92,5.12,1
105,DAWN,SULLIVAN,2,Jon,Stephens,8,40.92,5.12,1
282,JENNY,CASTRO,2,Jon,Stephens,9,40.91,4.55,1
366,BRANDON,HUEY,1,Mike,Hillyer,9,40.91,4.55,1
348,ROGER,QUINTANILLA,2,Jon,Stephens,10,40.9,4.09,1
558,JIMMIE,EGGLESTON,1,Mike,Hillyer,11,40.89,3.72,1
3,LINDA,WILLIAMS,2,Jon,Stephens,6,39.94,6.66,1
148,ELEANOR,HUNT,2,Jon,Stephens,7,39.93,5.7,1
86,JACQUELINE,LONG,1,Mike,Hillyer,7,39.93,5.7,1
473,JORGE,OLIVARES,2,Jon,Stephens,7,39.93,5.7,1
84,SARA,PERRY,2,Jon,Stephens,7,39.93,5.7,1
99,EMILY,DIAZ,2,Jon,Stephens,9,39.91,4.43,1
32,AMY,LOPEZ,1,Mike,Hillyer,9,39.91,4.43,1
232,CONSTANCE,REID,2,Jon,Stephens,9,39.91,4.43,1
172,BERNICE,WILLIS,1,Mike,Hillyer,9,39.91,4.43,1
581,VIRGIL,WOFFORD,1,Mike,Hillyer,9,39.91,4.43,1
481,HERMAN,DEVORE,1,Mike,Hillyer,10,39.9,3.99,1
30,MELISSA,KING,2,Jon,Stephens,10,39.9,3.99,1
335,GREGORY,MAULDIN,1,Mike,Hillyer,10,39.9,3.99,1
210,ELLA,OLIVER,2,Jon,Stephens,10,39.9,3.99,1
425,FRANCIS,SIKES,1,Mike,Hillyer,10,39.9,3.99,1
107,FLORENCE,WOODS,2,Jon,Stephens,10,39.9,3.99,1
518,GABRIEL,HARDER,2,Jon,Stephens,7,38.93,5.56,1
433,DON,BONE,1,Mike,Hillyer,8,38.92,4.87,1
73,BEVERLY,BROOKS,1,Mike,Hillyer,8,38.92,4.87,1
137,RHONDA,KENNEDY,2,Jon,Stephens,8,38.92,4.87,1
526,KARL,SEAL,1,Mike,Hillyer,8,38.92,4.87,1
587,SERGIO,STANFIELD,2,Jon,Stephens,8,38.92,4.87,1
211,STACEY,MONTGOMERY,2,Jon,Stephens,9,38.91,4.32,1
408,MANUEL,MURRELL,2,Jon,Stephens,9,38.91,4.32,1
265,JENNIE,TERRY,1,Mike,Hillyer,9,38.91,4.32,1
520,MITCHELL,WESTMORELAND,1,Mike,Hillyer,9,38.91,4.32,1
236,MARCIA,DEAN,2,Jon,Stephens,10,38.9,3.89,1
360,RALPH,MADRIGAL,1,Mike,Hillyer,10,38.9,3.89,1
229,TAMARA,NGUYEN,2,Jon,Stephens,10,38.9,3.89,1
429,FREDERICK,ISBELL,2,Jon,Stephens,7,37.93,5.42,1
389,ALAN,KAHN,1,Mike,Hillyer,7,37.93,5.42,1
532,NEIL,RENNER,2,Jon,Stephens,7,37.93,5.42,1
257,MARSHA,DOUGLAS,1,Mike,Hillyer,8,37.92,4.74,1
284,SONIA,GREGORY,1,Mike,Hillyer,8,37.92,4.74,1
437,RANDALL,NEUMANN,2,Jon,Stephens,8,37.92,4.74,1
166,LYNN,PAYNE,1,Mike,Hillyer,8,37.92,4.74,1
402,LUIS,YANEZ,2,Jon,Stephens,8,37.92,4.74,1
446,THEODORE,CULP,2,Jon,Stephens,9,37.91,4.21,1
438,BARRY,LOVELACE,2,Jon,Stephens,9,37.91,4.21,1
566,CASEY,MENA,1,Mike,Hillyer,9,37.91,4.21,1
75,TAMMY,SANDERS,1,Mike,Hillyer,9,37.91,4.21,1
320,ANTHONY,SCHWAB,2,Jon,Stephens,9,37.91,4.21,1
49,JOYCE,EDWARDS,2,Jon,Stephens,7,36.93,5.28,1
100,ROBIN,HAYES,2,Jon,Stephens,7,36.93,5.28,1
342,HAROLD,MARTINO,2,Jon,Stephens,7,36.93,5.28,1
491,RICK,MATTOX,2,Jon,Stephens,7,36.93,5.28,1
221,BESSIE,MORRISON,1,Mike,Hillyer,7,36.93,5.28,1
59,CHERYL,MURPHY,1,Mike,Hillyer,7,36.93,5.28,1
206,TERRI,VASQUEZ,1,Mike,Hillyer,7,36.93,5.28,1
403,MIKE,WAY,2,Jon,Stephens,7,36.93,5.28,1
380,RUSSELL,BRINSON,1,Mike,Hillyer,8,36.92,4.62,1
291,TONI,HOLT,2,Jon,Stephens,8,36.92,4.62,1
428,HERBERT,KRUGER,1,Mike,Hillyer,8,36.92,4.62,1
23,SARAH,LEWIS,2,Jon,Stephens,8,36.92,4.62,1
452,TOM,MILNER,2,Jon,Stephens,8,36.92,4.62,1
80,MARILYN,ROSS,2,Jon,Stephens,8,36.92,4.62,1
268,NINA,SOTO,2,Jon,Stephens,8,36.92,4.62,1
424,KYLE,SPURLOCK,1,Mike,Hillyer,8,36.92,4.62,1
114,GRACE,ELLIS,1,Mike,Hillyer,9,36.91,4.1,1
237,TANYA,GILBERT,2,Jon,Stephens,9,36.91,4.1,1
41,STEPHANIE,MITCHELL,1,Mike,Hillyer,9,36.91,4.1,1
173,AUDREY,RAY,2,Jon,Stephens,9,36.91,4.1,1
213,GINA,WILLIAMSON,2,Jon,Stephens,9,36.91,4.1,1
372,STEVE,MACKENZIE,1,Mike,Hillyer,10,36.9,3.69,1
553,MAX,PITT,2,Jon,Stephens,10,36.9,3.69,1
371,BILLY,POULIN,1,Mike,Hillyer,10,36.9,3.69,1
539,MATHEW,BOLIN,2,Jon,Stephens,7,35.93,5.13,1
400,BRYAN,HARDISON,2,Jon,Stephens,7,35.93,5.13,1
453,CALVIN,MARTEL,2,Jon,Stephens,7,35.93,5.13,1
497,GILBERT,SLEDGE,1,Mike,Hillyer,7,35.93,5.13,1
207,GERTRUDE,CASTILLO,2,Jon,Stephens,8,35.92,4.49,1
576,MORRIS,MCCARTER,1,Mike,Hillyer,8,35.92,4.49,1
42,CAROLYN,PEREZ,2,Jon,Stephens,8,35.92,4.49,1
559,EVERETT,BANDA,1,Mike,Hillyer,9,35.91,3.99,1
13,KAREN,JACKSON,1,Mike,Hillyer,9,35.91,3.99,1
354,JUSTIN,NGO,1,Mike,Hillyer,9,35.91,3.99,1
241,HEIDI,LARSON,1,Mike,Hillyer,10,35.9,3.59,1
583,MARSHALL,THORN,2,Jon,Stephens,5,34.95,6.99,1
560,JORDAN,ARCHULETA,2,Jon,Stephens,6,34.94,5.82,1
302,MICHAEL,SILVERMAN,1,Mike,Hillyer,6,34.94,5.82,1
44,MARIE,TURNER,2,Jon,Stephens,6,34.94,5.82,1
468,TIM,CARY,2,Jon,Stephens,7,34.93,4.99,1
440,BERNARD,COLBY,1,Mike,Hillyer,7,34.93,4.99,1
296,RAMONA,HALE,1,Mike,Hillyer,7,34.93,4.99,1
222,DELORES,HANSEN,2,Jon,Stephens,7,34.93,4.99,1
185,ROBERTA,HARPER,1,Mike,Hillyer,7,34.93,4.99,1
486,GLEN,TALBERT,2,Jon,Stephens,7,34.93,4.99,1
66,JANICE,WARD,1,Mike,Hillyer,7,34.93,4.99,1
176,JUNE,CARROLL,1,Mike,Hillyer,8,34.92,4.37,1
154,MICHELE,GRANT,2,Jon,Stephens,8,34.92,4.37,1
233,LILLIE,KIM,1,Mike,Hillyer,8,34.92,4.37,1
90,RUBY,WASHINGTON,2,Jon,Stephens,8,34.92,4.37,1
38,MARTHA,GONZALEZ,2,Jon,Stephens,9,34.91,3.88,1
115,WENDY,HARRISON,1,Mike,Hillyer,9,34.91,3.88,1
441,MARIO,CHEATHAM,2,Jon,Stephens,10,34.9,3.49,1
236,MARCIA,DEAN,1,Mike,Hillyer,10,34.9,3.49,1
82,KATHRYN,COLEMAN,2,Jon,Stephens,6,33.94,5.66,1
528,CLAUDE,HERZOG,2,Jon,Stephens,6,33.94,5.66,1
41,STEPHANIE,MITCHELL,2,Jon,Stephens,6,33.94,5.66,1
47,FRANCES,PARKER,2,Jon,Stephens,6,33.94,5.66,1
269,CASSANDRA,WALTERS,1,Mike,Hillyer,6,33.94,5.66,1
319,RONALD,WEINER,1,Mike,Hillyer,6,33.94,5.66,1
50,DIANE,COLLINS,1,Mike,Hillyer,7,33.93,4.85,1
88,BONNIE,HUGHES,1,Mike,Hillyer,7,33.93,4.85,1
490,SAM,MCDUFFIE,2,Jon,Stephens,7,33.93,4.85,1
45,JANET,PHILLIPS,1,Mike,Hillyer,7,33.93,4.85,1
20,SHARON,ROBINSON,2,Jon,Stephens,7,33.93,4.85,1
165,LORRAINE,STEPHENS,2,Jon,Stephens,7,33.93,4.85,1
583,MARSHALL,THORN,1,Mike,Hillyer,7,33.93,4.85,1
317,EDWARD,BAUGH,1,Mike,Hillyer,8,33.92,4.24,1
550,GUY,BROWNLEE,1,Mike,Hillyer,8,33.92,4.24,1
209,TONYA,CHAPMAN,1,Mike,Hillyer,8,33.92,4.24,1
446,THEODORE,CULP,1,Mike,Hillyer,8,33.92,4.24,1
210,ELLA,OLIVER,1,Mike,Hillyer,8,33.92,4.24,1
407,DALE,RATCLIFF,1,Mike,Hillyer,8,33.92,4.24,1
347,RYAN,SALISBURY,1,Mike,Hillyer,8,33.92,4.24,1
386,TODD,TAN,1,Mike,Hillyer,8,33.92,4.24,1
243,LYDIA,BURKE,2,Jon,Stephens,9,33.91,3.77,1
519,RON,DELUCA,2,Jon,Stephens,9,33.91,3.77,1
30,MELISSA,KING,1,Mike,Hillyer,9,33.91,3.77,1
286,VELMA,LUCAS,1,Mike,Hillyer,9,33.91,3.77,1
566,CASEY,MENA,2,Jon,Stephens,9,33.91,3.77,1
158,VERONICA,STONE,1,Mike,Hillyer,10,33.9,3.39,1
138,HAZEL,WARREN,1,Mike,Hillyer,11,33.89,3.08,1
337,JERRY,JORDON,2,Jon,Stephens,5,32.95,6.59,1
49,JOYCE,EDWARDS,1,Mike,Hillyer,6,32.94,5.49,1
100,ROBIN,HAYES,1,Mike,Hillyer,6,32.94,5.49,1
259,LENA,JENSEN,2,Jon,Stephens,6,32.94,5.49,1
7,MARIA,MILLER,2,Jon,Stephens,6,32.94,5.49,1
321,KEVIN,SCHULER,2,Jon,Stephens,6,32.94,5.49,1
95,PAULA,BRYANT,1,Mike,Hillyer,7,32.93,4.7,1
469,WESLEY,BULL,1,Mike,Hillyer,7,32.93,4.7,1
113,CINDY,FISHER,2,Jon,Stephens,7,32.93,4.7,1
191,JEANETTE,GREENE,1,Mike,Hillyer,7,32.93,4.7,1
522,ARNOLD,HAVENS,1,Mike,Hillyer,7,32.93,4.7,1
274,NAOMI,JENNINGS,2,Jon,Stephens,7,32.93,4.7,1
226,MAUREEN,LITTLE,1,Mike,Hillyer,7,32.93,4.7,1
96,DIANA,ALEXANDER,1,Mike,Hillyer,8,32.92,4.12,1
217,AGNES,BISHOP,2,Jon,Stephens,8,32.92,4.12,1
251,VICKIE,BREWER,2,Jon,Stephens,8,32.92,4.12,1
598,WADE,DELVALLE,1,Mike,Hillyer,8,32.92,4.12,1
590,SETH,HANNON,1,Mike,Hillyer,8,32.92,4.12,1
479,ZACHARY,HITE,1,Mike,Hillyer,8,32.92,4.12,1
57,EVELYN,MORGAN,2,Jon,Stephens,8,32.92,4.12,1
297,SHERRI,RHODES,1,Mike,Hillyer,8,32.92,4.12,1
498,GENE,SANBORN,1,Mike,Hillyer,8,32.92,4.12,1
92,TINA,SIMMONS,1,Mike,Hillyer,8,32.92,4.12,1
302,MICHAEL,SILVERMAN,2,Jon,Stephens,9,32.91,3.66,1
14,BETTY,WHITE,1,Mike,Hillyer,9,32.91,3.66,1
388,CRAIG,MORRELL,2,Jon,Stephens,10,32.9,3.29,1
485,CLYDE,TOBIAS,1,Mike,Hillyer,10,32.9,3.29,1
75,TAMMY,SANDERS,2,Jon,Stephens,11,32.89,2.99,1
443,FRANCISCO,SKIDMORE,1,Mike,Hillyer,5,31.95,6.39,1
538,TED,BREAUX,2,Jon,Stephens,6,31.94,5.32,1
502,BRETT,CORNWELL,1,Mike,Hillyer,6,31.94,5.32,1
577,CLIFTON,MALCOLM,1,Mike,Hillyer,6,31.94,5.32,1
567,ALFREDO,MCADAMS,1,Mike,Hillyer,6,31.94,5.32,1
553,MAX,PITT,1,Mike,Hillyer,6,31.94,5.32,1
447,CLIFFORD,BOWENS,1,Mike,Hillyer,7,31.93,4.56,1
5,ELIZABETH,BROWN,1,Mike,Hillyer,7,31.93,4.56,1
441,MARIO,CHEATHAM,1,Mike,Hillyer,7,31.93,4.56,1
122,THELMA,MURRAY,2,Jon,Stephens,7,31.93,4.56,1
153,SUZANNE,NICHOLS,2,Jon,Stephens,7,31.93,4.56,1
532,NEIL,RENNER,1,Mike,Hillyer,7,31.93,4.56,1
497,GILBERT,SLEDGE,2,Jon,Stephens,7,31.93,4.56,1
265,JENNIE,TERRY,2,Jon,Stephens,7,31.93,4.56,1
513,DUANE,TUBBS,2,Jon,Stephens,7,31.93,4.56,1
598,WADE,DELVALLE,2,Jon,Stephens,8,31.92,3.99,1
535,JAVIER,ELROD,1,Mike,Hillyer,8,31.92,3.99,1
230,JOY,GEORGE,2,Jon,Stephens,8,31.92,3.99,1
235,JACKIE,LYNCH,2,Jon,Stephens,8,31.92,3.99,1
409,RODNEY,MOELLER,1,Mike,Hillyer,8,31.92,3.99,1
362,NICHOLAS,BARFIELD,1,Mike,Hillyer,9,31.91,3.55,1
442,LEROY,BUSTAMANTE,1,Mike,Hillyer,9,31.91,3.55,1
132,ESTHER,CRAWFORD,1,Mike,Hillyer,9,31.91,3.55,1
347,RYAN,SALISBURY,2,Jon,Stephens,9,31.91,3.55,1
228,ALLISON,STANLEY,1,Mike,Hillyer,9,31.91,3.55,1
135,JUANITA,MASON,1,Mike,Hillyer,10,31.9,3.19,1
354,JUSTIN,NGO,2,Jon,Stephens,10,31.9,3.19,1
396,EARL,SHANKS,2,Jon,Stephens,10,31.9,3.19,1
170,BEATRICE,ARNOLD,1,Mike,Hillyer,5,30.95,6.19,1
525,ADRIAN,CLARY,2,Jon,Stephens,5,30.95,6.19,1
82,KATHRYN,COLEMAN,1,Mike,Hillyer,5,30.95,6.19,1
480,COREY,HAUSER,2,Jon,Stephens,5,30.95,6.19,1
249,DORA,MEDINA,1,Mike,Hillyer,5,30.95,6.19,1
311,PAUL,TROUT,2,Jon,Stephens,5,30.95,6.19,1
172,BERNICE,WILLIS,2,Jon,Stephens,5,30.95,6.19,1
504,NATHANIEL,ADAM,2,Jon,Stephens,6,30.94,5.16,1
432,EDWIN,BURK,1,Mike,Hillyer,6,30.94,5.16,1
423,ALFRED,CASILLAS,2,Jon,Stephens,6,30.94,5.16,1
108,TRACY,COLE,2,Jon,Stephens,6,30.94,5.16,1
459,TOMMY,COLLAZO,2,Jon,Stephens,6,30.94,5.16,1
199,BETH,FRANKLIN,2,Jon,Stephens,6,30.94,5.16,1
116,VICTORIA,GIBSON,2,Jon,Stephens,6,30.94,5.16,1
29,ANGELA,HERNANDEZ,2,Jon,Stephens,6,30.94,5.16,1
334,RAYMOND,MCWHORTER,1,Mike,Hillyer,6,30.94,5.16,1
87,WANDA,PATTERSON,2,Jon,Stephens,6,30.94,5.16,1
277,OLGA,JIMENEZ,2,Jon,Stephens,7,30.93,4.42,1
235,JACKIE,LYNCH,1,Mike,Hillyer,7,30.93,4.42,1
360,RALPH,MADRIGAL,2,Jon,Stephens,7,30.93,4.42,1
490,SAM,MCDUFFIE,1,Mike,Hillyer,7,30.93,4.42,1
31,BRENDA,WRIGHT,2,Jon,Stephens,7,30.93,4.42,1
448,MIGUEL,BETANCOURT,2,Jon,Stephens,8,30.92,3.87,1
262,PATSY,DAVIDSON,1,Mike,Hillyer,8,30.92,3.87,1
245,COURTNEY,DAY,2,Jon,Stephens,8,30.92,3.87,1
309,CHRISTOPHER,GRECO,1,Mike,Hillyer,8,30.92,3.87,1
533,JESSIE,MILAM,2,Jon,Stephens,8,30.92,3.87,1
332,STEPHEN,QUALLS,1,Mike,Hillyer,8,30.92,3.87,1
397,JIMMY,SCHRADER,2,Jon,Stephens,8,30.92,3.87,1
178,MARION,SNYDER,2,Jon,Stephens,8,30.92,3.87,1
485,CLYDE,TOBIAS,2,Jon,Stephens,8,30.92,3.87,1
64,JUDITH,COX,1,Mike,Hillyer,9,30.91,3.43,1
38,MARTHA,GONZALEZ,1,Mike,Hillyer,9,30.91,3.43,1
129,CARRIE,PORTER,1,Mike,Hillyer,9,30.91,3.43,1
91,LOIS,BUTLER,2,Jon,Stephens,12,30.88,2.57,1
460,LEON,BOSTIC,1,Mike,Hillyer,5,29.95,5.99,0
205,EILEEN,CARR,2,Jon,Stephens,5,29.95,5.99,0
571,JOHNNIE,CHISHOLM,1,Mike,Hillyer,5,29.95,5.99,0
343,DOUGLAS,GRAF,2,Jon,Stephens,5,29.95,5.99,0
212,WILMA,RICHARDS,2,Jon,Stephens,5,29.95,5.99,0
582,ANDY,VANHORN,2,Jon,Stephens,5,29.95,5.99,0
552,HUGH,WALDROP,1,Mike,Hillyer,5,29.95,5.99,0
362,NICHOLAS,BARFIELD,2,Jon,Stephens,6,29.94,4.99,0
495,CHARLIE,BESS,1,Mike,Hillyer,6,29.94,4.99,0
475,PEDRO,CHESTNUT,2,Jon,Stephens,6,29.94,4.99,0
316,STEVEN,CURLEY,2,Jon,Stephens,6,29.94,4.99,0
123,SHANNON,FREEMAN,1,Mike,Hillyer,6,29.94,4.99,0
501,RUBEN,GEARY,2,Jon,Stephens,6,29.94,4.99,0
493,BRENT,HARKINS,1,Mike,Hillyer,6,29.94,4.99,0
427,JESUS,MCCARTNEY,2,Jon,Stephens,6,29.94,4.99,0
516,ELMER,NOE,2,Jon,Stephens,6,29.94,4.99,0
348,ROGER,QUINTANILLA,1,Mike,Hillyer,6,29.94,4.99,0
1,MARY,SMITH,1,Mike,Hillyer,6,29.94,4.99,0
572,SIDNEY,BURLESON,1,Mike,Hillyer,7,29.93,4.28,0
421,LEE,HAWKS,2,Jon,Stephens,7,29.93,4.28,0
399,DANNY,ISOM,2,Jon,Stephens,7,29.93,4.28,0
337,JERRY,JORDON,1,Mike,Hillyer,7,29.93,4.28,0
322,JASON,MORRISSEY,1,Mike,Hillyer,7,29.93,4.28,0
43,CHRISTINE,ROBERTS,1,Mike,Hillyer,7,29.93,4.28,0
195,VANESSA,SIMS,1,Mike,Hillyer,7,29.93,4.28,0
139,AMBER,DIXON,2,Jon,Stephens,8,29.92,3.74,0
529,ERIK,GUILLEN,2,Jon,Stephens,8,29.92,3.74,0
225,ARLENE,HARVEY,2,Jon,Stephens,8,29.92,3.74,0
122,THELMA,MURRAY,1,Mike,Hillyer,8,29.92,3.74,0
507,EDGAR,RHOADS,1,Mike,Hillyer,8,29.92,3.74,0
244,VIOLA,HANSON,2,Jon,Stephens,9,29.91,3.32,0
591,KENT,ARSENAULT,2,Jon,Stephens,5,28.95,5.79,0
476,DERRICK,BOURQUE,2,Jon,Stephens,5,28.95,5.79,0
272,KAY,CALDWELL,2,Jon,Stephens,5,28.95,5.79,0
377,HOWARD,FORTNER,2,Jon,Stephens,5,28.95,5.79,0
55,DORIS,REED,2,Jon,Stephens,5,28.95,5.79,0
472,GREG,ROBINS,2,Jon,Stephens,5,28.95,5.79,0
184,VIVIAN,RUIZ,2,Jon,Stephens,5,28.95,5.79,0
346,ARTHUR,SIMPKINS,1,Mike,Hillyer,5,28.95,5.79,0
585,PERRY,SWAFFORD,1,Mike,Hillyer,5,28.95,5.79,0
326,JOSE,ANDREW,1,Mike,Hillyer,6,28.94,4.82,0
540,TYRONE,ASHER,2,Jon,Stephens,6,28.94,4.82,0
344,HENRY,BILLINGSLEY,2,Jon,Stephens,6,28.94,4.82,0
56,GLORIA,COOK,1,Mike,Hillyer,6,28.94,4.82,0
238,NELLIE,GARRETT,1,Mike,Hillyer,6,28.94,4.82,0
488,SHANE,MILLARD,2,Jon,Stephens,6,28.94,4.82,0
339,WALTER,PERRYMAN,2,Jon,Stephens,6,28.94,4.82,0
140,EVA,RAMOS,1,Mike,Hillyer,6,28.94,4.82,0
112,ROSA,REYNOLDS,2,Jon,Stephens,6,28.94,4.82,0
254,MAXINE,SILVA,1,Mike,Hillyer,6,28.94,4.82,0
513,DUANE,TUBBS,1,Mike,Hillyer,6,28.94,4.82,0
368,HARRY,ARCE,1,Mike,Hillyer,7,28.93,4.13,0
168,REGINA,BERRY,1,Mike,Hillyer,7,28.93,4.13,0
442,LEROY,BUSTAMANTE,2,Jon,Stephens,7,28.93,4.13,0
91,LOIS,BUTLER,1,Mike,Hillyer,7,28.93,4.13,0
202,CARLA,GUTIERREZ,2,Jon,Stephens,7,28.93,4.13,0
385,PHILLIP,HOLM,1,Mike,Hillyer,7,28.93,4.13,0
198,ELSIE,KELLEY,1,Mike,Hillyer,7,28.93,4.13,0
289,VIOLET,RODRIQUEZ,2,Jon,Stephens,7,28.93,4.13,0
267,MARGIE,WADE,1,Mike,Hillyer,7,28.93,4.13,0
3,LINDA,WILLIAMS,1,Mike,Hillyer,7,28.93,4.13,0
227,COLLEEN,BURTON,1,Mike,Hillyer,8,28.92,3.62,0
16,SANDRA,MARTIN,2,Jon,Stephens,8,28.92,3.62,0
