customer_id,customer_name,city,country,payment_date,payment_count,daily_payment_sum,distinct_store_count,stores,distinct_staff_count,staff_members,avg_daily_sum_prev_30d,deviation_amount,deviation_ratio,deviation_rank
10,DOROTHY TAYLOR,Esfahan,Iran,2005-07-09,3,11.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.9,11.07,13.34,2
12,NANCY THOMAS,Yamuna Nagar,India,2005-07-09,4,6.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.03,5.93,6.75,1
13,KAREN JACKSON,Osmaniye,Turkey,2005-07-31,3,13.97,2,"1,2",1,1:Mike Hillyer,1.6,12.37,8.75,1
13,KAREN JACKSON,Osmaniye,Turkey,2005-08-19,3,13.97,2,"2,1",1,2:Jon Stephens,1.83,12.14,7.64,2
13,KAREN JACKSON,Osmaniye,Turkey,2005-07-12,3,6.97,2,"2,1",1,1:Mike Hillyer,1.06,5.91,6.55,3
14,BETTY WHITE,Citrus Heights,United States,2005-07-09,3,13.97,1,2,2,"1:Mike Hillyer,2:Jon Stephens",0.3,13.67,46.72,1
15,HELEN HARRIS,Bhopal,India,2005-08-20,3,14.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",2.16,12.81,6.93,1
15,HELEN HARRIS,Bhopal,India,2005-08-02,4,11.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.36,10.6,8.77,2
15,HELEN HARRIS,Bhopal,India,2005-08-18,3,8.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.36,7.61,6.58,3
17,DONNA THOMPSON,Elista,Russian Federation,2005-07-30,4,21.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.73,21.23,30.01,1
20,SHARON ROBINSON,Mardan,Pakistan,2005-08-19,3,12.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.33,11.64,9.75,1
20,SHARON ROBINSON,Mardan,Pakistan,2005-08-22,3,9.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.86,8.11,5.35,2
21,MICHELLE CLARK,Tangail,Bangladesh,2005-08-20,4,32.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.86,31.1,17.71,1
21,MICHELLE CLARK,Tangail,Bangladesh,2005-06-18,3,15.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.3,15.67,53.41,2
21,MICHELLE CLARK,Tangail,Bangladesh,2005-08-19,3,12.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.43,11.54,9.08,3
23,SARAH LEWIS,Liepaja,Latvia,2005-08-19,3,14.97,2,"1,2",1,2:Jon Stephens,1.5,13.47,10.0,1
24,KIMBERLY LEE,Crdoba,Argentina,2005-08-19,3,7.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.0,6.97,7.99,1
25,DEBORAH WALKER,Shikarpur,Pakistan,2005-07-30,3,12.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.7,12.27,18.59,1
25,DEBORAH WALKER,Shikarpur,Pakistan,2005-07-07,3,6.97,1,1,2,"1:Mike Hillyer,2:Jon Stephens",1.13,5.84,6.16,2
26,JESSICA HALL,Citt del Vaticano,Holy See (Vatican City State),2005-08-21,4,23.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.0,22.96,24.03,1
26,JESSICA HALL,Citt del Vaticano,Holy See (Vatican City State),2005-07-07,5,20.95,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.4,19.55,14.99,2
26,JESSICA HALL,Citt del Vaticano,Holy See (Vatican City State),2005-08-02,3,7.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.7,6.27,4.7,3
27,SHIRLEY ALLEN,Davao,Philippines,2005-08-17,3,21.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.2,20.77,18.35,1
27,SHIRLEY ALLEN,Davao,Philippines,2005-07-31,3,18.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.93,18.04,20.39,2
28,CYNTHIA YOUNG,Munger (Monghyr),India,2005-07-31,4,15.96,2,"1,2",1,2:Jon Stephens,1.2,14.76,13.34,1
28,CYNTHIA YOUNG,Munger (Monghyr),India,2005-08-18,3,6.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.6,5.37,4.37,2
29,ANGELA HERNANDEZ,Shimonoseki,Japan,2005-08-18,4,21.96,1,2,2,"1:Mike Hillyer,2:Jon Stephens",1.36,20.6,16.11,1
29,ANGELA HERNANDEZ,Shimonoseki,Japan,2005-06-19,5,15.95,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.07,15.88,240.45,2
29,ANGELA HERNANDEZ,Shimonoseki,Japan,2005-07-27,3,11.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.73,11.24,16.36,3
30,MELISSA KING,Lungtan,Taiwan,2005-07-28,4,19.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.43,18.53,13.96,1
30,MELISSA KING,Lungtan,Taiwan,2005-07-09,3,16.97,1,1,2,"2:Jon Stephens,1:Mike Hillyer",0.8,16.17,21.27,2
30,MELISSA KING,Lungtan,Taiwan,2005-07-11,3,11.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.36,10.61,8.78,3
30,MELISSA KING,Lungtan,Taiwan,2005-08-18,3,6.97,1,2,2,"1:Mike Hillyer,2:Jon Stephens",1.36,5.61,5.11,4
30,MELISSA KING,Lungtan,Taiwan,2005-07-31,3,4.97,1,1,2,"2:Jon Stephens,1:Mike Hillyer",2.29,2.68,2.17,5
31,BRENDA WRIGHT,Kamarhati,India,2005-06-18,4,16.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.23,16.73,72.89,1
31,BRENDA WRIGHT,Kamarhati,India,2005-07-27,4,11.96,1,1,2,"1:Mike Hillyer,2:Jon Stephens",1.2,10.76,9.98,2
32,AMY LOPEZ,Jhansi,India,2005-08-20,3,11.97,2,"1,2",1,1:Mike Hillyer,1.6,10.37,7.5,1
33,ANNA HILL,Alessandria,Italy,2005-07-30,3,11.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.6,11.37,20.01,1
33,ANNA HILL,Alessandria,Italy,2005-08-20,3,11.97,2,"1,2",1,1:Mike Hillyer,1.1,10.87,10.9,2
34,REBECCA SCOTT,Kurashiki,Japan,2005-07-27,3,6.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.77,6.21,9.11,1
34,REBECCA SCOTT,Kurashiki,Japan,2005-08-18,3,6.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.86,6.11,8.07,2
35,VIRGINIA GREEN,Toulouse,France,2005-08-21,3,8.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.7,7.27,5.29,1
35,VIRGINIA GREEN,Toulouse,France,2005-07-09,3,4.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.86,4.11,5.75,2
36,KATHLEEN ADAMS,Arak,Iran,2005-07-28,3,8.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.66,8.31,13.5,1
36,KATHLEEN ADAMS,Arak,Iran,2005-08-20,3,9.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.73,8.24,5.77,2
37,PAMELA BAKER,Nanyang,China,2005-08-20,4,14.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.23,13.73,12.15,1
38,MARTHA GONZALEZ,Chisinau,Moldova,2005-07-27,4,17.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.1,16.86,16.37,1
38,MARTHA GONZALEZ,Chisinau,Moldova,2005-07-07,3,12.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.53,12.44,24.39,2
38,MARTHA GONZALEZ,Chisinau,Moldova,2005-07-30,3,5.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.73,4.24,3.45,3
39,DEBRA NELSON,Vila Velha,Brazil,2005-07-08,3,23.97,2,"2,1",1,2:Jon Stephens,1.1,22.87,21.84,1
39,DEBRA NELSON,Vila Velha,Brazil,2005-07-29,4,19.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.36,18.6,14.63,2
39,DEBRA NELSON,Vila Velha,Brazil,2005-08-01,4,20.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",2.46,18.5,8.51,3
39,DEBRA NELSON,Vila Velha,Brazil,2005-07-31,3,10.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",2.1,8.87,5.23,4
40,AMANDA CARTER,Nador,Morocco,2005-07-31,3,13.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.9,13.07,15.57,1
40,AMANDA CARTER,Nador,Morocco,2005-08-19,3,10.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.56,9.41,7.02,2
41,STEPHANIE MITCHELL,Yerevan,Armenia,2005-07-28,4,17.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.1,16.86,16.36,1
41,STEPHANIE MITCHELL,Yerevan,Armenia,2005-07-27,3,11.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.7,11.27,17.13,2
42,CAROLYN PEREZ,Pak Kret,Thailand,2005-07-28,3,10.97,2,"1,2",1,1:Mike Hillyer,0.96,10.01,11.38,1
42,CAROLYN PEREZ,Pak Kret,Thailand,2005-07-29,3,10.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.33,9.64,8.25,2
44,MARIE TURNER,Lipetsk,Russian Federation,2005-07-10,4,24.96,1,2,2,"1:Mike Hillyer,2:Jon Stephens",0.9,24.06,27.8,1
45,JANET PHILLIPS,Antofagasta,Chile,2005-08-02,5,27.95,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.36,26.59,20.5,1
46,CATHERINE CAMPBELL,Moscow,Russian Federation,2005-08-01,3,15.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.1,14.87,14.55,1
46,CATHERINE CAMPBELL,Moscow,Russian Federation,2005-08-18,4,15.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.4,14.56,11.43,2
46,CATHERINE CAMPBELL,Moscow,Russian Federation,2005-08-23,3,9.97,2,"1,2",1,1:Mike Hillyer,2.53,7.44,3.94,3
47,FRANCES PARKER,Juazeiro do Norte,Brazil,2005-07-11,3,14.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.0,13.97,15.0,1
49,JOYCE EDWARDS,Jedda,Saudi Arabia,2005-08-21,3,15.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.43,14.54,11.17,1
49,JOYCE EDWARDS,Jedda,Saudi Arabia,2005-08-01,3,6.97,2,"1,2",1,1:Mike Hillyer,2.33,4.64,2.99,2
50,DIANE COLLINS,Omdurman,Sudan,2005-07-31,5,26.95,1,2,2,"1:Mike Hillyer,2:Jon Stephens",1.8,25.15,15.01,1
50,DIANE COLLINS,Omdurman,Sudan,2005-07-10,3,21.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.66,21.31,33.05,2
51,ALICE STEWART,Fontana,United States,2005-07-09,3,16.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.43,16.54,39.25,1
51,ALICE STEWART,Fontana,United States,2005-08-21,3,16.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",2.23,14.74,7.62,2
52,JULIE SANCHEZ,A Corua (La Corua),Spain,2005-08-22,3,15.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.6,14.37,10.01,1
53,HEATHER MORRIS,Nagareyama,Japan,2005-08-21,3,11.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.53,10.44,7.82,1
54,TERESA ROGERS,Iwakuni,Japan,2005-08-02,3,15.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.2,14.77,13.34,1
54,TERESA ROGERS,Iwakuni,Japan,2005-08-19,3,8.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.3,7.67,6.91,2
55,DORIS REED,Balaiha,Russian Federation,2005-08-19,3,13.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.03,12.94,13.55,1
55,DORIS REED,Balaiha,Russian Federation,2005-06-20,3,12.97,2,"2,1",1,1:Mike Hillyer,0.73,12.24,17.73,2
57,EVELYN MORGAN,Vaduz,Liechtenstein,2005-07-12,3,11.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.33,10.64,9.0,1
57,EVELYN MORGAN,Vaduz,Liechtenstein,2005-07-31,3,8.97,1,1,2,"1:Mike Hillyer,2:Jon Stephens",1.36,7.61,6.58,2
57,EVELYN MORGAN,Vaduz,Liechtenstein,2005-07-30,3,3.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.23,2.74,3.23,3
58,JEAN BELL,Kuching,Malaysia,2005-07-31,3,10.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.93,10.04,11.78,1
60,MILDRED BAILEY,Jaipur,India,2005-08-23,3,9.97,2,"2,1",1,1:Mike Hillyer,1.56,8.41,6.38,1
60,MILDRED BAILEY,Jaipur,India,2005-07-27,3,5.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.4,5.57,14.96,2
63,ASHLEY RICHARDSON,Lincoln,United States,2005-07-10,3,16.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.5,16.47,34.01,1
63,ASHLEY RICHARDSON,Lincoln,United States,2005-07-31,5,13.95,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.7,12.25,8.22,2
63,ASHLEY RICHARDSON,Lincoln,United States,2005-08-22,3,12.97,2,"2,1",1,1:Mike Hillyer,1.83,11.14,7.09,3
64,JUDITH COX,Daxian,China,2005-07-08,3,13.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.33,13.64,42.08,1
64,JUDITH COX,Daxian,China,2005-07-31,3,13.97,2,"2,1",1,1:Mike Hillyer,1.53,12.44,9.14,2
64,JUDITH COX,Daxian,China,2005-07-09,3,7.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.8,7.17,9.99,3
64,JUDITH COX,Daxian,China,2005-07-27,3,5.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.16,4.81,5.13,4
64,JUDITH COX,Daxian,China,2005-07-12,3,3.97,2,"1,2",1,2:Jon Stephens,1.16,2.81,3.41,5
65,ROSE HOWARD,Cayenne,French Guiana,2005-08-02,3,19.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.26,18.71,15.8,1
66,JANICE WARD,Malm,Sweden,2005-07-11,3,18.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",2.0,16.97,9.51,1
66,JANICE WARD,Malm,Sweden,2005-07-07,3,14.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.26,13.71,11.85,2
66,JANICE WARD,Malm,Sweden,2005-08-21,4,13.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.1,12.86,12.73,3
67,KELLY TORRES,Xiangtan,China,2005-08-20,3,10.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.33,9.64,8.24,1
68,NICOLE PETERSON,Shivapuri,India,2005-07-31,3,16.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.9,16.07,18.9,1
68,NICOLE PETERSON,Shivapuri,India,2005-06-19,3,10.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.5,10.47,21.97,2
68,NICOLE PETERSON,Shivapuri,India,2005-07-06,3,6.97,1,1,2,"1:Mike Hillyer,2:Jon Stephens",0.87,6.11,8.06,3
69,JUDY GRAY,Bchar,Algeria,2005-08-17,3,9.97,2,"1,2",1,1:Mike Hillyer,0.47,9.5,21.43,1
69,JUDY GRAY,Bchar,Algeria,2005-08-21,3,7.97,2,"2,1",1,2:Jon Stephens,1.2,6.77,6.66,2
71,KATHY JAMES,Baybay,Philippines,2005-07-10,3,18.97,1,2,2,"1:Mike Hillyer,2:Jon Stephens",0.83,18.14,22.82,1
71,KATHY JAMES,Baybay,Philippines,2005-07-29,5,18.95,2,"2,1",1,1:Mike Hillyer,1.7,17.25,11.17,2
72,THERESA WATSON,Taguig,Philippines,2005-08-17,4,13.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.1,12.86,12.72,1
72,THERESA WATSON,Taguig,Philippines,2005-07-09,3,10.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.2,10.77,55.03,2
72,THERESA WATSON,Taguig,Philippines,2005-08-20,3,6.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.83,5.14,3.81,3
73,BEVERLY BROOKS,Chiayi,Taiwan,2005-08-02,3,10.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.73,9.24,6.34,1
74,DENISE KELLY,Rio Claro,Brazil,2005-07-10,3,10.97,1,2,2,"1:Mike Hillyer,2:Jon Stephens",0.57,10.41,19.42,1
74,DENISE KELLY,Rio Claro,Brazil,2005-08-20,3,8.97,1,1,2,"2:Jon Stephens,1:Mike Hillyer",1.06,7.91,8.43,2
74,DENISE KELLY,Rio Claro,Brazil,2005-08-23,3,6.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.7,5.27,4.11,3
75,TAMMY SANDERS,Changhwa,Taiwan,2005-08-18,5,14.95,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",2.2,12.76,6.81,1
75,TAMMY SANDERS,Changhwa,Taiwan,2005-07-28,3,5.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.06,4.91,5.62,2
75,TAMMY SANDERS,Changhwa,Taiwan,2005-07-12,3,4.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.63,3.34,3.05,3
76,IRENE PRICE,Pavlodar,Kazakstan,2005-07-29,3,13.97,2,"1,2",1,2:Jon Stephens,0.23,13.74,60.13,1
77,JANE BENNETT,Araatuba,Brazil,2005-08-02,4,7.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.7,7.26,11.41,1
78,LORI WOOD,Rae Bareli,India,2005-07-28,3,15.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.86,15.11,18.49,1
78,LORI WOOD,Rae Bareli,India,2005-08-01,3,14.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.76,13.21,8.5,2
79,RACHEL BARNES,Kamakura,Japan,2005-07-31,3,9.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.46,8.51,6.81,1
80,MARILYN ROSS,Ife,Nigeria,2005-08-01,3,16.97,2,"1,2",1,1:Mike Hillyer,2.06,14.91,8.23,1
81,ANDREA HENDERSON,Mahajanga,Madagascar,2005-08-21,3,16.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.93,16.04,18.23,1
81,ANDREA HENDERSON,Mahajanga,Madagascar,2005-08-23,4,14.96,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.7,13.26,8.82,2
82,KATHRYN COLEMAN,Simferopol,Ukraine,2005-07-30,3,19.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.5,18.47,13.34,1
84,SARA PERRY,Atlixco,Mexico,2005-07-11,3,18.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.2,17.77,15.85,1
84,SARA PERRY,Atlixco,Mexico,2005-08-02,4,19.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",2.2,17.76,9.09,2
86,JACQUELINE LONG,Songkhla,Thailand,2005-08-01,3,20.97,2,"2,1",1,2:Jon Stephens,2.16,18.81,9.7,1
87,WANDA PATTERSON,Sincelejo,Colombia,2005-08-18,3,15.97,2,"2,1",1,1:Mike Hillyer,1.5,14.47,10.67,1
87,WANDA PATTERSON,Sincelejo,Colombia,2005-07-30,3,12.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.46,11.51,8.86,2
87,WANDA PATTERSON,Sincelejo,Colombia,2005-08-20,3,12.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",2.03,10.94,6.39,3
88,BONNIE HUGHES,Cheju,South Korea,2005-07-06,4,13.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.47,13.49,29.98,1
88,BONNIE HUGHES,Cheju,South Korea,2005-07-29,3,8.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.2,7.77,7.49,2
89,JULIA FLORES,La Plata,Argentina,2005-07-28,4,15.96,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.33,14.63,11.99,1
89,JULIA FLORES,La Plata,Argentina,2005-07-09,3,13.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.53,12.44,9.13,2
89,JULIA FLORES,La Plata,Argentina,2005-07-31,3,8.97,2,"2,1",1,2:Jon Stephens,2.0,6.97,4.5,3
90,RUBY WASHINGTON,Meixian,China,2005-08-01,3,17.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.73,16.24,10.39,1
90,RUBY WASHINGTON,Meixian,China,2005-07-27,3,13.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",0.47,13.5,30.02,2
90,RUBY WASHINGTON,Meixian,China,2005-08-22,3,6.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",2.43,4.54,2.87,3
91,LOIS BUTLER,Bandar Seri Begawan,Brunei,2005-07-07,3,12.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",0.47,12.51,27.89,1
91,LOIS BUTLER,Bandar Seri Begawan,Brunei,2005-08-19,3,10.97,1,2,2,"1:Mike Hillyer,2:Jon Stephens",0.76,10.21,14.36,2
91,LOIS BUTLER,Bandar Seri Begawan,Brunei,2005-08-22,3,9.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",1.16,8.81,8.58,3
91,LOIS BUTLER,Bandar Seri Begawan,Brunei,2005-07-30,3,8.97,2,"1,2",1,2:Jon Stephens,1.53,7.44,5.87,4
92,TINA SIMMONS,Goinia,Brazil,2005-07-10,4,23.96,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.33,22.63,18.0,1
93,PHYLLIS FOSTER,Zalantun,China,2005-08-20,4,19.96,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",0.5,19.46,40.03,1
93,PHYLLIS FOSTER,Zalantun,China,2005-08-23,3,5.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",1.56,4.41,3.82,2
94,NORMA GONZALES,Bislig,Philippines,2005-08-22,3,7.97,1,1,2,"2:Jon Stephens,1:Mike Hillyer",0.6,7.37,13.32,1
95,PAULA BRYANT,Pathankot,India,2005-07-31,3,12.97,2,"1,2",1,1:Mike Hillyer,1.03,11.94,12.58,1
96,DIANA ALEXANDER,Augusta-Richmond County,United States,2005-07-10,3,8.97,2,"2,1",1,1:Mike Hillyer,1.1,7.87,8.18,1
97,ANNIE RUSSELL,Tete,Mozambique,2005-07-06,3,8.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.3,8.67,30.0,1
98,LILLIAN GRIFFIN,al-Ayn,United Arab Emirates,2005-07-29,3,16.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.7,16.27,24.3,1
98,LILLIAN GRIFFIN,al-Ayn,United Arab Emirates,2005-08-02,3,6.97,2,"2,1",2,"1:Mike Hillyer,2:Jon Stephens",1.5,5.47,4.66,2
99,EMILY DIAZ,Kimchon,South Korea,2005-07-08,3,8.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",0.77,8.21,11.73,1
100,ROBIN HAYES,Jelets,Russian Federation,2005-07-09,3,18.97,2,"1,2",1,2:Jon Stephens,1.53,17.44,12.39,1
100,ROBIN HAYES,Jelets,Russian Federation,2005-06-15,3,11.97,1,2,2,"2:Jon Stephens,1:Mike Hillyer",0.03,11.94,362.73,2
100,ROBIN HAYES,Jelets,Russian Federation,2005-07-28,3,7.97,1,1,2,"2:Jon Stephens,1:Mike Hillyer",1.7,6.27,4.7,3
101,PEGGY MYERS,Abha,Saudi Arabia,2005-08-01,3,8.97,2,"2,1",2,"2:Jon Stephens,1:Mike Hillyer",1.8,7.17,4.99,1
101,PEGGY MYERS,Abha,Saudi Arabia,2005-07-29,3,7.97,2,"1,2",2,"1:Mike Hillyer,2:Jon Stephens",1.3,6.67,6.14,2
102,CRYSTAL FORD,Ashdod,Israel,2005-07-09,3,17.97,2,"2,1",1,1:Mike Hillyer,1.06,16.91,16.88,1
102,CRYSTAL FORD,Ashdod,Israel,2005-07-06,3,8.97,2,"2,1",1,2:Jon Stephens,0.4,8.57,22.46,2
102,CRYSTAL FORD,Ashdod,Israel,2005-07-27,3,8.97,2,"2,1",1,2:Jon Stephens,1.76,7.21,5.09,3
102,CRYSTAL FORD,Ashdod,Israel,2005-07-30,3,7.97,2,"1,2",2,"2:Jon Stephens,1:Mike Hillyer",2.29,5.68,3.47,4
