avg_payment,customer_id,first_name,last_name,max_payment,payment_count,store_id,suspicious_large_payment_count,total_amount
4.101111111111112,210,ELLA,OLIVER,8.99,18,2,1,73.82000000000001
4.10764705882353,360,RALPH,MADRIGAL,9.99,17,2,1,69.83000000000001
4.115000000000001,125,ETHEL,WEBB,9.99,16,1,1,65.84000000000002
4.115000000000001,128,MARJORIE,TUCKER,6.99,16,1,0,65.84000000000002
4.123333333333334,114,GRACE,ELLIS,10.99,15,2,1,61.850000000000016
4.123333333333334,122,THELMA,MURRAY,7.99,15,1,0,61.85000000000001
4.123333333333334,592,TERRANCE,ROUSH,11.99,15,1,2,61.85000000000001
4.123333333333335,362,NICHOLAS,BARFIELD,8.99,15,1,1,61.85000000000002
4.1328571428571435,135,JUANITA,MASON,7.99,14,2,0,57.860000000000014
4.1328571428571435,232,CONSTANCE,REID,10.99,14,2,1,57.860000000000014
4.1328571428571435,581,VIRGIL,WOFFORD,8.99,14,1,1,57.860000000000014
4.132857142857144,173,AUDREY,RAY,8.99,14,1,1,57.86000000000002
4.143846153846154,529,ERIK,GUILLEN,7.99,13,2,0,53.87000000000001
4.143846153846155,79,RACHEL,BARNES,9.99,13,1,1,53.87000000000002
4.166470588235294,168,REGINA,BERRY,6.99,17,1,0,70.83
4.190000000000001,235,JACKIE,LYNCH,6.99,15,1,0,62.85000000000002
4.204285714285715,380,RUSSELL,BRINSON,10.99,14,1,2,58.86000000000001
4.2042857142857155,468,TIM,CARY,6.99,14,1,0,58.860000000000014
4.220769230769232,386,TODD,TAN,8.99,13,1,1,54.87000000000002
4.225294117647059,446,THEODORE,CULP,9.99,17,2,1,71.83
4.240000000000001,1,MARY,SMITH,7.99,12,1,0,50.88000000000002
4.240000000000001,14,BETTY,WHITE,7.99,12,2,0,50.88000000000002
4.240000000000001,185,ROBERTA,HARPER,9.99,12,1,2,50.88000000000001
4.240000000000001,317,EDWARD,BAUGH,8.99,12,2,2,50.88000000000002
4.240000000000001,324,GARY,COY,7.99,12,2,0,50.88000000000001
4.240000000000001,517,BRAD,MCCURDY,7.99,12,2,0,50.88000000000001
4.256666666666668,576,MORRIS,MCCARTER,8.99,15,2,1,63.850000000000016
4.275714285714287,404,STANLEY,SCROGGINS,8.99,14,2,1,59.860000000000014
4.275714285714287,560,JORDAN,ARCHULETA,9.99,14,1,1,59.860000000000014
4.275714285714288,300,JOHN,FARNSWORTH,10.99,14,1,1,59.86000000000002
4.297692307692309,254,MAXINE,SILVA,7.99,13,2,0,55.87000000000001
4.2976923076923095,233,LILLIE,KIM,8.99,13,2,1,55.87000000000002
4.2976923076923095,518,GABRIEL,HARDER,7.99,13,1,0,55.87000000000002
4.302500000000001,35,VIRGINIA,GREEN,6.99,16,2,0,68.84000000000002
4.302500000000001,373,LOUIS,LEONE,8.99,16,1,1,68.84000000000002
4.302500000000001,553,MAX,PITT,6.99,16,1,0,68.84000000000002
4.323333333333333,213,GINA,WILLIAMSON,8.99,12,1,1,51.88
4.323333333333333,264,GWENDOLYN,MAY,8.99,12,1,2,51.88
4.323333333333334,240,MARLENE,WELCH,8.99,12,1,1,51.88000000000001
4.323333333333334,282,JENNY,CASTRO,9.99,15,2,2,64.85000000000001
4.323333333333334,536,FERNANDO,CHURCHILL,8.99,12,2,1,51.88000000000001
4.323333333333334,90,RUBY,WASHINGTON,9.99,12,2,1,51.88000000000001
4.323333333333335,139,AMBER,DIXON,7.99,12,1,0,51.88000000000002
4.323333333333335,219,WILLIE,HOWELL,7.99,15,2,0,64.85000000000002
4.323333333333335,237,TANYA,GILBERT,8.99,15,1,1,64.85000000000002
4.323333333333335,368,HARRY,ARCE,8.99,12,1,1,51.88000000000002
4.323333333333335,574,JULIAN,VEST,7.99,15,2,0,64.85000000000002
4.347142857142859,520,MITCHELL,WESTMORELAND,10.99,14,2,1,60.86000000000002
4.358421052631578,366,BRANDON,HUEY,6.99,19,1,0,82.80999999999999
4.374615384615386,166,LYNN,PAYNE,8.99,13,1,1,56.87000000000002
4.406666666666667,291,TONI,HOLT,7.99,12,1,0,52.88000000000001
4.406666666666667,304,DAVID,ROYAL,8.99,12,2,1,52.88000000000001
4.406666666666667,436,TROY,QUIGLEY,9.99,12,1,2,52.88000000000001
4.406666666666668,199,BETH,FRANKLIN,8.99,12,2,1,52.88000000000002
4.406666666666668,319,RONALD,WEINER,8.99,12,2,1,52.88000000000002
4.406666666666668,336,JOSHUA,MARK,8.99,12,1,1,52.88000000000002
4.406666666666668,402,LUIS,YANEZ,7.99,12,1,0,52.88000000000002
4.41857142857143,107,FLORENCE,WOODS,7.99,14,1,0,61.860000000000014
4.4275,265,JENNIE,TERRY,9.99,16,2,1,70.84
4.4275,348,ROGER,QUINTANILLA,9.99,16,2,2,70.84
4.451538461538463,473,JORGE,OLIVARES,8.99,13,2,1,57.87000000000002
4.451538461538463,481,HERMAN,DEVORE,10.99,13,1,1,57.87000000000001
4.489999999999999,469,WESLEY,BULL,10.99,18,2,1,80.82
4.49,494,RAMON,CHOATE,8.99,18,2,1,80.82000000000001
4.490000000000001,101,PEGGY,MYERS,8.99,12,1,1,53.88000000000002
4.490000000000001,268,NINA,SOTO,7.99,12,1,0,53.88000000000002
4.519411764705883,286,VELMA,LUCAS,9.99,17,1,1,76.83000000000001
4.523333333333334,273,PRISCILLA,LOWE,8.99,15,2,1,67.85000000000001
4.523333333333334,302,MICHAEL,SILVERMAN,8.99,15,1,1,67.85000000000001
4.5284615384615385,423,ALFRED,CASILLAS,9.99,13,2,3,58.870000000000005
4.528461538461539,533,JESSIE,MILAM,9.99,13,1,3,58.87000000000001
4.5525,245,COURTNEY,DAY,10.99,16,1,1,72.84
4.561428571428572,196,ALMA,AUSTIN,10.99,14,1,1,63.860000000000014
4.568947368421052,526,KARL,SEAL,7.99,19,2,0,86.81
4.568947368421052,595,TERRENCE,GUNDERSON,10.99,19,1,2,86.80999999999999
4.573333333333335,296,RAMONA,HALE,7.99,12,2,0,54.88000000000002
4.580909090909089,148,ELEANOR,HUNT,10.99,22,1,3,100.77999999999997
4.590000000000001,103,GLADYS,HAMILTON,6.99,15,1,0,68.85000000000001
4.626363636363636,447,CLIFFORD,BOWENS,8.99,11,1,1,50.89
4.626363636363637,389,ALAN,KAHN,8.99,11,1,1,50.89000000000001
4.626363636363638,112,ROSA,REYNOLDS,6.99,11,2,0,50.890000000000015
4.626363636363638,488,SHANE,MILLARD,8.99,11,2,1,50.890000000000015
4.6328571428571435,490,SAM,MCDUFFIE,8.99,14,1,1,64.86000000000001
4.6328571428571435,531,JAMIE,WAUGH,6.99,14,2,0,64.86000000000001
4.6328571428571435,63,ASHLEY,RICHARDSON,8.99,14,1,2,64.86000000000001
4.637058823529411,332,STEPHEN,QUALLS,8.99,17,1,2,78.82999999999998
4.656666666666667,376,RANDY,GAITHER,8.99,15,1,2,69.85000000000001
4.656666666666668,176,JUNE,CARROLL,6.99,12,1,0,55.88000000000002
4.656666666666668,316,STEVEN,CURLEY,7.99,12,1,0,55.88000000000002
4.656666666666668,363,ROY,WHITING,8.99,15,2,1,69.85000000000002
4.656666666666668,539,MATHEW,BOLIN,7.99,12,1,0,55.88000000000002
4.677499999999999,462,WARREN,SHERROD,8.99,16,2,2,74.83999999999999
4.6775,292,MISTY,LAMBERT,8.99,16,2,2,74.84
4.682307692307694,206,TERRI,VASQUEZ,6.99,13,1,0,60.87000000000002
4.682307692307694,23,SARAH,LEWIS,9.99,13,2,1,60.87000000000001
4.682307692307694,393,PHILIP,CAUSEY,8.99,13,1,2,60.87000000000002
4.682307692307694,513,DUANE,TUBBS,9.99,13,2,1,60.87000000000001
4.682307692307694,66,JANICE,WARD,8.99,13,2,1,60.87000000000001
4.7042857142857155,433,DON,BONE,8.99,14,1,1,65.86000000000001
4.7042857142857155,579,DARYL,LARUE,9.99,14,2,3,65.86000000000001
4.7042857142857155,594,EDUARDO,HIATT,8.99,14,1,1,65.86000000000001
4.723333333333334,558,JIMMIE,EGGLESTON,9.99,15,1,2,70.85000000000001
4.723333333333334,573,BYRON,BOX,10.99,15,1,2,70.85000000000001
4.7233333333333345,41,STEPHANIE,MITCHELL,9.99,15,1,1,70.85000000000002
4.740000000000001,170,BEATRICE,ARNOLD,9.99,12,1,1,56.88000000000001
4.740000000000001,432,EDWIN,BURK,6.99,12,1,0,56.88000000000002
4.754705882352941,225,ARLENE,HARVEY,7.99,17,1,0,80.83
4.754705882352941,50,DIANE,COLLINS,10.99,17,1,3,80.83
4.75923076923077,13,KAREN,JACKSON,11.99,13,2,3,61.87000000000002
4.767777777777777,178,MARION,SNYDER,10.99,18,2,1,85.82
4.79,475,PEDRO,CHESTNUT,9.99,15,2,1,71.85
4.802499999999999,309,CHRISTOPHER,GRECO,8.99,16,1,1,76.83999999999999
4.808181818181819,355,TERRY,GRISSOM,6.99,11,2,0,52.89000000000001
4.808181818181819,577,CLIFTON,MALCOLM,8.99,11,2,1,52.89000000000001
4.823333333333334,421,LEE,HAWKS,8.99,12,1,1,57.88000000000001
4.836153846153847,307,JOSEPH,JOY,10.99,13,2,1,62.87000000000001
4.847142857142858,497,GILBERT,SLEDGE,9.99,14,2,1,67.86000000000001
4.865000000000001,372,STEVE,MACKENZIE,8.99,16,2,1,77.84000000000002
4.87235294117647,209,TONYA,CHAPMAN,8.99,17,2,1,82.83
4.8788888888888895,295,DAISY,BATES,9.99,18,1,3,87.82000000000001
4.899090909090909,334,RAYMOND,MCWHORTER,7.99,11,2,0,53.89000000000001
4.89909090909091,11,LISA,ANDERSON,9.99,11,2,1,53.890000000000015
4.906666666666668,221,BESSIE,MORRISON,8.99,12,1,1,58.88000000000002
4.906666666666668,486,GLEN,TALBERT,8.99,12,1,1,58.88000000000002
4.906666666666668,51,ALICE,STEWART,9.99,12,1,1,58.88000000000002
4.91857142857143,179,DANA,HART,8.99,14,1,1,68.86000000000001
4.923333333333334,39,DEBRA,NELSON,8.99,15,1,1,73.85000000000001
4.923333333333334,502,BRETT,CORNWELL,8.99,15,1,2,73.85000000000001
4.934444444444444,257,MARSHA,DOUGLAS,6.99,18,2,0,88.82
4.989999999999998,459,TOMMY,COLLAZO,10.99,18,1,2,89.81999999999998
4.990000000000001,149,VALERIE,BLACK,10.99,11,1,1,54.890000000000015
4.990000000000001,220,CHARLENE,ALVAREZ,10.99,12,2,3,59.88000000000001
4.990000000000001,532,NEIL,RENNER,8.99,14,2,1,69.86000000000001
5.0566666666666675,591,KENT,ARSENAULT,11.99,15,1,2,75.85000000000001
5.061428571428571,172,BERNICE,WILLIS,7.99,14,1,0,70.86
5.073333333333335,284,SONIA,GREGORY,8.99,12,1,1,60.88000000000002
5.090000000000002,321,KEVIN,SCHULER,8.99,10,1,1,50.90000000000001
5.0952631578947365,137,RHONDA,KENNEDY,8.99,19,2,1,96.80999999999999
5.143846153846155,467,ALVIN,DELOACH,8.99,13,2,1,66.87000000000002
5.156666666666668,403,MIKE,WAY,7.99,12,1,0,61.88000000000002
5.156666666666668,80,MARILYN,ROSS,8.99,12,1,1,61.88000000000002
5.171818181818183,495,CHARLIE,BESS,9.99,11,2,1,56.89000000000001
5.171818181818183,528,CLAUDE,HERZOG,9.99,11,1,2,56.89000000000001
5.171818181818183,87,WANDA,PATTERSON,8.99,11,1,1,56.890000000000015
5.19,484,ROBERTO,VU,9.99,15,1,2,77.85000000000001
5.190000000000001,400,BRYAN,HARDISON,6.99,10,2,0,51.90000000000001
5.212222222222221,144,CLARA,SHAW,9.99,18,1,2,93.81999999999998
5.240000000000001,337,JERRY,JORDON,8.99,12,1,1,62.88000000000001
5.256666666666667,92,TINA,SIMMONS,8.99,15,2,1,78.85000000000001
5.262727272727274,504,NATHANIEL,ADAM,9.99,11,1,2,57.89000000000001
5.297692307692308,285,MIRIAM,MCKINNEY,9.99,13,1,3,68.87
5.2976923076923095,3,LINDA,WILLIAMS,10.99,13,1,1,68.87000000000002
5.323333333333333,479,ZACHARY,HITE,8.99,15,1,3,79.85
5.323333333333335,331,ERIC,ROBERT,10.99,12,1,2,63.88000000000002
5.347142857142857,508,MILTON,HOWLAND,9.99,14,2,2,74.86
5.374615384615385,100,ROBIN,HAYES,8.99,13,1,2,69.87
5.374615384615385,49,JOYCE,EDWARDS,10.99,13,2,2,69.87
5.378888888888889,522,ARNOLD,HAVENS,9.99,18,2,1,96.82
5.3900000000000015,259,LENA,JENSEN,7.99,10,2,0,53.90000000000001
5.3900000000000015,44,MARIE,TURNER,9.99,10,1,2,53.90000000000001
5.3900000000000015,582,ANDY,VANHORN,9.99,10,2,1,53.90000000000001
5.406666666666667,84,SARA,PERRY,9.99,12,2,2,64.88000000000001
5.406666666666667,86,JACQUELINE,LONG,10.99,12,2,3,64.88000000000001
5.418571428571428,2,PATRICIA,JOHNSON,10.99,14,1,1,75.86
5.444545454545456,7,MARIA,MILLER,8.99,11,1,1,59.890000000000015
5.451538461538463,585,PERRY,SWAFFORD,9.99,13,1,2,70.87000000000002
5.490000000000001,443,FRANCISCO,SKIDMORE,9.99,10,2,2,54.90000000000001
5.535454545454547,491,RICK,MATTOX,8.99,11,2,1,60.890000000000015
5.535454545454547,59,CHERYL,MURPHY,8.99,11,1,2,60.890000000000015
5.59,346,ARTHUR,SIMPKINS,8.99,15,1,3,83.85
5.695882352941176,470,GORDON,ALLARD,10.99,17,1,2,96.82999999999998
5.739999999999999,583,MARSHALL,THORN,9.99,12,1,1,68.88
5.8081818181818194,187,BRITTANY,RILEY,10.99,11,2,2,63.890000000000015
5.823333333333334,482,MAURICE,CRAWLEY,8.99,12,1,2,69.88000000000001
5.8900000000000015,477,DAN,PAINE,10.99,10,1,2,58.90000000000001
5.89909090909091,82,KATHRYN,COLEMAN,9.99,11,1,2,64.89000000000001
5.990000000000001,426,BRADLEY,MOTLEY,10.99,11,1,2,65.89000000000001
6.073333333333333,181,ANA,BRADLEY,9.99,12,2,3,72.88
6.101111111111113,343,DOUGLAS,GRAF,9.99,9,1,1,54.91000000000001
