customer_id,first_name,last_name,payment_count,total_amount,avg_payment,max_payment,risk_flag
26,JESSICA,HALL,13,46.87000000000002,3.605384615384617,6.99,0
208,LUCY,WHEELER,13,46.87000000000001,3.605384615384616,6.99,0
158,VERONICA,STONE,13,45.87000000000001,3.5284615384615394,8.99,0
243,LYDIA,BURKE,13,45.87000000000001,3.5284615384615394,5.99,0
452,TOM,MILNER,13,45.870000000000005,3.528461538461539,6.99,0
263,HILDA,HOPKINS,13,43.870000000000005,3.374615384615385,4.99,0
36,KATHLEEN,ADAMS,13,40.870000000000005,3.1438461538461544,6.99,0
12,NANCY,THOMAS,13,39.870000000000005,3.0669230769230773,5.99,0
419,CHAD,CARBONE,13,39.870000000000005,3.0669230769230773,5.99,0
147,JOANNE,ROBERTSON,13,31.87,2.4515384615384614,7.99,1
181,ANA,BRADLEY,12,72.88,6.073333333333333,9.99,0
482,MAURICE,CRAWLEY,12,69.88000000000001,5.823333333333334,8.99,0
583,MARSHALL,THORN,12,68.88,5.739999999999999,9.99,0
84,SARA,PERRY,12,64.88000000000001,5.406666666666667,9.99,0
86,JACQUELINE,LONG,12,64.88000000000001,5.406666666666667,10.99,0
331,ERIC,ROBERT,12,63.88000000000002,5.323333333333335,10.99,0
337,JERRY,JORDON,12,62.88000000000001,5.240000000000001,8.99,0
80,MARILYN,ROSS,12,61.88000000000002,5.156666666666668,8.99,0
403,MIKE,WAY,12,61.88000000000002,5.156666666666668,7.99,0
284,SONIA,GREGORY,12,60.88000000000002,5.073333333333335,8.99,0
220,CHARLENE,ALVAREZ,12,59.88000000000001,4.990000000000001,10.99,0
51,ALICE,STEWART,12,58.88000000000002,4.906666666666668,9.99,0
221,BESSIE,MORRISON,12,58.88000000000002,4.906666666666668,8.99,0
486,GLEN,TALBERT,12,58.88000000000002,4.906666666666668,8.99,0
421,LEE,HAWKS,12,57.88000000000001,4.823333333333334,8.99,0
432,EDWIN,BURK,12,56.88000000000002,4.740000000000001,6.99,0
170,BEATRICE,ARNOLD,12,56.88000000000001,4.740000000000001,9.99,0
176,JUNE,CARROLL,12,55.88000000000002,4.656666666666668,6.99,0
316,STEVEN,CURLEY,12,55.88000000000002,4.656666666666668,7.99,0
539,MATHEW,BOLIN,12,55.88000000000002,4.656666666666668,7.99,0
296,RAMONA,HALE,12,54.88000000000002,4.573333333333335,7.99,0
101,PEGGY,MYERS,12,53.88000000000002,4.490000000000001,8.99,0
268,NINA,SOTO,12,53.88000000000002,4.490000000000001,7.99,0
199,BETH,FRANKLIN,12,52.88000000000002,4.406666666666668,8.99,0
319,RONALD,WEINER,12,52.88000000000002,4.406666666666668,8.99,0
336,JOSHUA,MARK,12,52.88000000000002,4.406666666666668,8.99,0
402,LUIS,YANEZ,12,52.88000000000002,4.406666666666668,7.99,0
291,TONI,HOLT,12,52.88000000000001,4.406666666666667,7.99,0
304,DAVID,ROYAL,12,52.88000000000001,4.406666666666667,8.99,0
436,TROY,QUIGLEY,12,52.88000000000001,4.406666666666667,9.99,0
139,AMBER,DIXON,12,51.88000000000002,4.323333333333335,7.99,0
368,HARRY,ARCE,12,51.88000000000002,4.323333333333335,8.99,0
90,RUBY,WASHINGTON,12,51.88000000000001,4.323333333333334,9.99,0
240,MARLENE,WELCH,12,51.88000000000001,4.323333333333334,8.99,0
536,FERNANDO,CHURCHILL,12,51.88000000000001,4.323333333333334,8.99,0
213,GINA,WILLIAMSON,12,51.88,4.323333333333333,8.99,0
264,GWENDOLYN,MAY,12,51.88,4.323333333333333,8.99,0
1,MARY,SMITH,12,50.88000000000002,4.240000000000001,7.99,0
14,BETTY,WHITE,12,50.88000000000002,4.240000000000001,7.99,0
317,EDWARD,BAUGH,12,50.88000000000002,4.240000000000001,8.99,0
185,ROBERTA,HARPER,12,50.88000000000001,4.240000000000001,9.99,0
324,GARY,COY,12,50.88000000000001,4.240000000000001,7.99,0
517,BRAD,MCCURDY,12,50.88000000000001,4.240000000000001,7.99,0
96,DIANA,ALEXANDER,12,49.88000000000002,4.156666666666668,6.99,0
165,LORRAINE,STEPHENS,12,49.88000000000002,4.156666666666668,7.99,0
131,MONICA,HICKS,12,49.88000000000001,4.156666666666667,8.99,0
289,VIOLET,RODRIQUEZ,12,49.88000000000001,4.156666666666667,8.99,0
52,JULIE,SANCHEZ,12,48.88000000000001,4.073333333333334,7.99,0
239,MINNIE,ROMERO,12,48.88,4.073333333333333,8.99,0
43,CHRISTINE,ROBERTS,12,47.88000000000001,3.9900000000000007,4.99,0
440,BERNARD,COLBY,12,47.88,3.99,9.99,0
326,JOSE,ANDREW,12,46.88000000000002,3.906666666666668,7.99,0
277,OLGA,JIMENEZ,12,46.88000000000001,3.9066666666666676,5.99,0
371,BILLY,POULIN,12,46.88000000000001,3.9066666666666676,8.99,0
27,SHIRLEY,ALLEN,12,46.88,3.9066666666666667,7.99,0
349,JOE,GILLILAND,12,45.88000000000002,3.8233333333333346,5.99,0
369,FRED,WHEAT,12,45.88000000000002,3.8233333333333346,7.99,0
439,ALEXANDER,FENNELL,12,45.88000000000002,3.8233333333333346,6.99,0
322,JASON,MORRISSEY,12,45.88000000000001,3.823333333333334,7.99,0
342,HAROLD,MARTINO,12,45.88000000000001,3.823333333333334,8.99,0
408,MANUEL,MURRELL,12,45.88000000000001,3.823333333333334,6.99,0
227,COLLEEN,BURTON,12,44.88000000000002,3.7400000000000015,7.99,0
584,SALVADOR,TEEL,12,44.88000000000001,3.7400000000000007,7.99,0
593,RENE,MCALISTER,12,44.88000000000001,3.7400000000000007,6.99,0
499,MARC,OUTLAW,12,43.88000000000001,3.6566666666666676,6.99,0
357,KEITH,RICO,12,42.88000000000001,3.573333333333334,8.99,0
330,SCOTT,SHELLEY,12,41.88000000000001,3.4900000000000007,5.99,0
559,EVERETT,BANDA,12,41.88,3.49,7.99,0
97,ANNIE,RUSSELL,12,40.88000000000001,3.4066666666666676,5.99,0
537,CLINTON,BUFORD,12,40.88000000000001,3.4066666666666676,5.99,0
396,EARL,SHANKS,12,39.88000000000001,3.323333333333334,6.99,0
25,DEBORAH,WALKER,12,39.88,3.3233333333333337,8.99,0
182,RENEE,LANE,12,39.88,3.3233333333333337,8.99,0
260,CHRISTY,VARGAS,12,36.879999999999995,3.073333333333333,7.99,0
8,SUSAN,WILSON,12,35.88000000000001,2.9900000000000007,5.99,0
411,NORMAN,CURRIER,12,32.88,2.74,5.99,0
426,BRADLEY,MOTLEY,11,65.89000000000001,5.990000000000001,10.99,0
82,KATHRYN,COLEMAN,11,64.89000000000001,5.89909090909091,9.99,0
187,BRITTANY,RILEY,11,63.890000000000015,5.8081818181818194,10.99,0
59,CHERYL,MURPHY,11,60.890000000000015,5.535454545454547,8.99,0
491,RICK,MATTOX,11,60.890000000000015,5.535454545454547,8.99,0
7,MARIA,MILLER,11,59.890000000000015,5.444545454545456,8.99,0
504,NATHANIEL,ADAM,11,57.89000000000001,5.262727272727274,9.99,0
87,WANDA,PATTERSON,11,56.890000000000015,5.171818181818183,8.99,0
495,CHARLIE,BESS,11,56.89000000000001,5.171818181818183,9.99,0
528,CLAUDE,HERZOG,11,56.89000000000001,5.171818181818183,9.99,0
149,VALERIE,BLACK,11,54.890000000000015,4.990000000000001,10.99,0
11,LISA,ANDERSON,11,53.890000000000015,4.89909090909091,9.99,0
334,RAYMOND,MCWHORTER,11,53.89000000000001,4.899090909090909,7.99,0
355,TERRY,GRISSOM,11,52.89000000000001,4.808181818181819,6.99,0
577,CLIFTON,MALCOLM,11,52.89000000000001,4.808181818181819,8.99,0
112,ROSA,REYNOLDS,11,50.890000000000015,4.626363636363638,6.99,0
488,SHANE,MILLARD,11,50.890000000000015,4.626363636363638,8.99,0
389,ALAN,KAHN,11,50.89000000000001,4.626363636363637,8.99,0
447,CLIFFORD,BOWENS,11,50.89,4.626363636363636,8.99,0
407,DALE,RATCLIFF,11,49.890000000000015,4.535454545454547,9.99,0
428,HERBERT,KRUGER,11,49.890000000000015,4.535454545454547,6.99,0
525,ADRIAN,CLARY,11,49.89000000000001,4.535454545454546,7.99,0
31,BRENDA,WRIGHT,11,48.890000000000015,4.444545454545456,9.99,0
312,MARK,RINEHART,11,48.890000000000015,4.444545454545456,6.99,0
535,JAVIER,ELROD,11,48.89000000000001,4.444545454545455,8.99,0
69,JUDY,GRAY,11,47.890000000000015,4.353636363636365,8.99,0
195,VANESSA,SIMS,11,47.89000000000001,4.353636363636364,6.99,0
262,PATSY,DAVIDSON,11,47.89000000000001,4.353636363636364,7.99,0
572,SIDNEY,BURLESON,11,46.890000000000015,4.2627272727272745,6.99,0
29,ANGELA,HERNANDEZ,11,46.89000000000001,4.262727272727274,10.99,0
175,ANNETTE,OLSON,11,46.89000000000001,4.262727272727274,7.99,0
222,DELORES,HANSEN,11,46.89000000000001,4.262727272727274,8.99,0
367,ADAM,GOOCH,11,46.89000000000001,4.262727272727274,8.99,0
10,DOROTHY,TAYLOR,11,45.89000000000001,4.171818181818183,7.99,0
267,MARGIE,WADE,11,45.89000000000001,4.171818181818183,6.99,0
276,BRANDY,GRAVES,11,45.89000000000001,4.171818181818183,8.99,0
578,WILLARD,LUMPKIN,11,45.89000000000001,4.171818181818183,6.99,0
454,ALEX,GRESHAM,11,45.89,4.171818181818182,9.99,0
550,GUY,BROWNLEE,11,44.890000000000015,4.080909090909092,8.99,0
88,BONNIE,HUGHES,11,44.89000000000001,4.080909090909092,8.99,0
299,JAMES,GANNON,11,44.89000000000001,4.080909090909092,9.99,0
385,PHILLIP,HOLM,11,44.89000000000001,4.080909090909092,8.99,0
546,KELLY,KNOTT,11,43.890000000000015,3.9900000000000015,9.99,0
113,CINDY,FISHER,11,43.89000000000001,3.9900000000000007,6.99,0
251,VICKIE,BREWER,11,41.890000000000015,3.8081818181818194,8.99,0
141,DEBBIE,REYES,11,41.89000000000001,3.808181818181819,7.99,0
377,HOWARD,FORTNER,11,41.89000000000001,3.808181818181819,10.99,0
40,AMANDA,CARTER,11,40.89000000000001,3.717272727272728,8.99,0
287,BECKY,MILES,11,40.89000000000001,3.717272727272728,6.99,0
415,GLENN,PULLEN,11,40.89000000000001,3.717272727272728,8.99,0
567,ALFREDO,MCADAMS,11,40.89000000000001,3.717272727272728,7.99,0
163,CATHY,SPENCER,11,40.88999999999999,3.717272727272727,10.99,0
320,ANTHONY,SCHWAB,11,39.890000000000015,3.626363636363638,4.99,0
420,JACOB,LANCE,11,39.890000000000015,3.626363636363638,4.99,0
500,REGINALD,KINDER,11,38.89000000000001,3.535454545454546,6.99,0
118,KIM,CRUZ,11,37.89000000000001,3.4445454545454552,7.99,0
391,CLARENCE,GAMEZ,11,37.89000000000001,3.4445454545454552,7.99,0
231,GEORGIA,JACOBS,11,36.89,3.3536363636363635,9.99,0
388,CRAIG,MORRELL,11,35.89000000000001,3.2627272727272736,5.99,0
511,CHESTER,BENNER,11,35.89,3.2627272727272727,6.99,0
280,TRACEY,BARRETT,11,34.89000000000001,3.1718181818181823,7.99,0
183,IDA,ANDREWS,11,34.89,3.171818181818182,5.99,0
565,JAIME,NETTLES,11,34.89,3.171818181818182,5.99,0
405,LEONARD,SCHOFIELD,11,29.889999999999997,2.717272727272727,7.99,0
461,DEREK,BLAKELY,11,26.89,2.444545454545455,4.99,0
477,DAN,PAINE,10,58.90000000000001,5.8900000000000015,10.99,0
443,FRANCISCO,SKIDMORE,10,54.90000000000001,5.490000000000001,9.99,0
44,MARIE,TURNER,10,53.90000000000001,5.3900000000000015,9.99,0
259,LENA,JENSEN,10,53.90000000000001,5.3900000000000015,7.99,0
582,ANDY,VANHORN,10,53.90000000000001,5.3900000000000015,9.99,0
400,BRYAN,HARDISON,10,51.90000000000001,5.190000000000001,6.99,0
321,KEVIN,SCHULER,10,50.90000000000001,5.090000000000002,8.99,0
169,ERICA,MATTHEWS,10,49.90000000000001,4.990000000000001,9.99,0
345,CARL,ARTIS,10,49.90000000000001,4.990000000000001,8.99,0
427,JESUS,MCCARTNEY,10,49.90000000000001,4.990000000000001,7.99,0
105,DAWN,SULLIVAN,10,48.90000000000001,4.8900000000000015,9.99,0
301,ROBERT,BAUGHMAN,10,48.90000000000001,4.8900000000000015,6.99,0
587,SERGIO,STANFIELD,10,48.900000000000006,4.890000000000001,8.99,0
74,DENISE,KELLY,10,47.90000000000001,4.790000000000001,7.99,0
294,SHELLY,WATTS,10,47.90000000000001,4.790000000000001,7.99,0
47,FRANCES,PARKER,10,47.900000000000006,4.790000000000001,9.99,0
73,BEVERLY,BROOKS,10,46.90000000000001,4.690000000000001,9.99,0
293,MAE,FLETCHER,10,46.90000000000001,4.690000000000001,9.99,0
510,BEN,EASTER,10,46.90000000000001,4.690000000000001,9.99,0
453,CALVIN,MARTEL,10,46.900000000000006,4.69,8.99,0
506,LESLIE,SEWARD,10,46.9,4.6899999999999995,9.99,0
123,SHANNON,FREEMAN,10,45.900000000000006,4.590000000000001,8.99,0
274,NAOMI,JENNINGS,10,45.900000000000006,4.590000000000001,7.99,0
418,JEFF,EAST,10,45.900000000000006,4.590000000000001,10.99,0
305,RICHARD,MCCRARY,10,44.90000000000001,4.490000000000001,8.99,0
365,BRUCE,SCHWARZ,10,44.90000000000001,4.490000000000001,7.99,0
437,RANDALL,NEUMANN,10,44.90000000000001,4.490000000000001,8.99,0
104,RITA,GRAHAM,10,44.900000000000006,4.49,7.99,0
119,SHERRY,MARSHALL,10,44.900000000000006,4.49,8.99,0
258,MYRTLE,FLEMING,10,44.900000000000006,4.49,9.99,0
68,NICOLE,PETERSON,10,43.90000000000001,4.3900000000000015,7.99,0
435,RICKY,SHELBY,10,43.90000000000001,4.3900000000000015,8.99,0
448,MIGUEL,BETANCOURT,10,43.900000000000006,4.390000000000001,10.99,0
20,SHARON,ROBINSON,10,42.90000000000001,4.290000000000001,6.99,0
155,GAIL,KNIGHT,10,42.90000000000001,4.290000000000001,7.99,0
142,APRIL,BURNS,10,41.90000000000001,4.190000000000001,7.99,0
161,GERALDINE,PERKINS,10,41.90000000000001,4.190000000000001,6.99,0
