average_payment_amount,customer_id,full_name,large_payment_count,payment_count,total_payment_amount
4.115000000000001,128,MARJORIE TUCKER,0,16,65.84000000000002
4.123333333333334,114,GRACE ELLIS,1,15,61.850000000000016
4.123333333333334,122,THELMA MURRAY,0,15,61.85000000000001
4.123333333333335,362,NICHOLAS BARFIELD,1,15,61.85000000000002
4.1328571428571435,135,JUANITA MASON,0,14,57.860000000000014
4.1328571428571435,232,CONSTANCE REID,1,14,57.860000000000014
4.1328571428571435,581,VIRGIL WOFFORD,1,14,57.860000000000014
4.132857142857144,173,AUDREY RAY,1,14,57.86000000000002
4.143846153846154,529,ERIK GUILLEN,0,13,53.87000000000001
4.143846153846155,79,RACHEL BARNES,1,13,53.87000000000002
4.166470588235294,168,REGINA BERRY,0,17,70.83
4.190000000000001,235,JACKIE LYNCH,0,15,62.85000000000002
4.204285714285715,380,RUSSELL BRINSON,2,14,58.86000000000001
4.2042857142857155,468,TIM CARY,0,14,58.860000000000014
4.220769230769232,386,TODD TAN,1,13,54.87000000000002
4.240000000000001,1,MARY SMITH,0,12,50.88000000000002
4.240000000000001,14,BETTY WHITE,0,12,50.88000000000002
4.240000000000001,185,ROBERTA HARPER,2,12,50.88000000000001
4.240000000000001,317,EDWARD BAUGH,2,12,50.88000000000002
4.240000000000001,324,GARY COY,0,12,50.88000000000001
4.240000000000001,517,BRAD MCCURDY,0,12,50.88000000000001
4.256666666666668,576,MORRIS MCCARTER,1,15,63.850000000000016
4.275714285714287,404,STANLEY SCROGGINS,1,14,59.860000000000014
4.275714285714287,560,JORDAN ARCHULETA,1,14,59.860000000000014
4.275714285714288,300,JOHN FARNSWORTH,1,14,59.86000000000002
4.297692307692309,254,MAXINE SILVA,0,13,55.87000000000001
4.2976923076923095,233,LILLIE KIM,1,13,55.87000000000002
4.2976923076923095,518,GABRIEL HARDER,0,13,55.87000000000002
4.302500000000001,35,VIRGINIA GREEN,0,16,68.84000000000002
4.302500000000001,373,LOUIS LEONE,1,16,68.84000000000002
4.302500000000001,553,MAX PITT,0,16,68.84000000000002
4.323333333333333,213,GINA WILLIAMSON,1,12,51.88
4.323333333333333,264,GWENDOLYN MAY,2,12,51.88
4.323333333333334,240,MARLENE WELCH,1,12,51.88000000000001
4.323333333333334,282,JENNY CASTRO,2,15,64.85000000000001
4.323333333333334,536,FERNANDO CHURCHILL,1,12,51.88000000000001
4.323333333333334,90,RUBY WASHINGTON,1,12,51.88000000000001
4.323333333333335,139,AMBER DIXON,0,12,51.88000000000002
4.323333333333335,219,WILLIE HOWELL,0,15,64.85000000000002
4.323333333333335,237,TANYA GILBERT,1,15,64.85000000000002
4.323333333333335,574,JULIAN VEST,0,15,64.85000000000002
4.347142857142859,520,MITCHELL WESTMORELAND,1,14,60.86000000000002
4.358421052631578,366,BRANDON HUEY,0,19,82.80999999999999
4.374615384615386,166,LYNN PAYNE,1,13,56.87000000000002
4.406666666666667,291,TONI HOLT,0,12,52.88000000000001
4.406666666666667,304,DAVID ROYAL,1,12,52.88000000000001
4.406666666666667,436,TROY QUIGLEY,2,12,52.88000000000001
4.406666666666668,199,BETH FRANKLIN,1,12,52.88000000000002
4.406666666666668,319,RONALD WEINER,1,12,52.88000000000002
4.406666666666668,336,JOSHUA MARK,1,12,52.88000000000002
4.406666666666668,402,LUIS YANEZ,0,12,52.88000000000002
4.41857142857143,107,FLORENCE WOODS,0,14,61.860000000000014
4.4275,265,JENNIE TERRY,1,16,70.84
4.4275,348,ROGER QUINTANILLA,2,16,70.84
4.451538461538463,473,JORGE OLIVARES,1,13,57.87000000000002
4.451538461538463,481,HERMAN DEVORE,1,13,57.87000000000001
4.489999999999999,469,WESLEY BULL,1,18,80.82
4.49,494,RAMON CHOATE,1,18,80.82000000000001
4.490000000000001,101,PEGGY MYERS,1,12,53.88000000000002
4.490000000000001,268,NINA SOTO,0,12,53.88000000000002
4.519411764705883,286,VELMA LUCAS,1,17,76.83000000000001
4.523333333333334,273,PRISCILLA LOWE,1,15,67.85000000000001
4.523333333333334,302,MICHAEL SILVERMAN,1,15,67.85000000000001
4.5284615384615385,423,ALFRED CASILLAS,3,13,58.870000000000005
4.528461538461539,533,JESSIE MILAM,3,13,58.87000000000001
4.5525,245,COURTNEY DAY,1,16,72.84
4.561428571428572,196,ALMA AUSTIN,1,14,63.860000000000014
4.568947368421052,526,KARL SEAL,0,19,86.81
4.568947368421052,595,TERRENCE GUNDERSON,2,19,86.80999999999999
4.573333333333335,296,RAMONA HALE,0,12,54.88000000000002
4.580909090909089,148,ELEANOR HUNT,3,22,100.77999999999997
4.590000000000001,103,GLADYS HAMILTON,0,15,68.85000000000001
4.626363636363636,447,CLIFFORD BOWENS,1,11,50.89
4.626363636363637,389,ALAN KAHN,1,11,50.89000000000001
4.626363636363638,112,ROSA REYNOLDS,0,11,50.890000000000015
4.626363636363638,488,SHANE MILLARD,1,11,50.890000000000015
4.6328571428571435,490,SAM MCDUFFIE,1,14,64.86000000000001
4.6328571428571435,531,JAMIE WAUGH,0,14,64.86000000000001
4.6328571428571435,63,ASHLEY RICHARDSON,2,14,64.86000000000001
4.637058823529411,332,STEPHEN QUALLS,2,17,78.82999999999998
4.656666666666667,376,RANDY GAITHER,2,15,69.85000000000001
4.656666666666668,176,JUNE CARROLL,0,12,55.88000000000002
4.656666666666668,316,STEVEN CURLEY,0,12,55.88000000000002
4.656666666666668,363,ROY WHITING,1,15,69.85000000000002
4.656666666666668,539,MATHEW BOLIN,0,12,55.88000000000002
4.677499999999999,462,WARREN SHERROD,2,16,74.83999999999999
4.6775,292,MISTY LAMBERT,2,16,74.84
4.682307692307694,206,TERRI VASQUEZ,0,13,60.87000000000002
4.682307692307694,23,SARAH LEWIS,1,13,60.87000000000001
4.682307692307694,393,PHILIP CAUSEY,2,13,60.87000000000002
4.682307692307694,513,DUANE TUBBS,1,13,60.87000000000001
4.682307692307694,66,JANICE WARD,1,13,60.87000000000001
4.7042857142857155,433,DON BONE,1,14,65.86000000000001
4.7042857142857155,579,DARYL LARUE,3,14,65.86000000000001
4.7042857142857155,594,EDUARDO HIATT,1,14,65.86000000000001
4.723333333333334,573,BYRON BOX,2,15,70.85000000000001
4.7233333333333345,41,STEPHANIE MITCHELL,1,15,70.85000000000002
4.740000000000001,170,BEATRICE ARNOLD,1,12,56.88000000000001
4.740000000000001,432,EDWIN BURK,0,12,56.88000000000002
4.754705882352941,225,ARLENE HARVEY,0,17,80.83
4.754705882352941,50,DIANE COLLINS,3,17,80.83
4.75923076923077,13,KAREN JACKSON,3,13,61.87000000000002
4.767777777777777,178,MARION SNYDER,1,18,85.82
4.79,475,PEDRO CHESTNUT,1,15,71.85
4.802499999999999,309,CHRISTOPHER GRECO,1,16,76.83999999999999
4.808181818181819,355,TERRY GRISSOM,0,11,52.89000000000001
4.808181818181819,577,CLIFTON MALCOLM,1,11,52.89000000000001
4.823333333333334,421,LEE HAWKS,1,12,57.88000000000001
4.836153846153847,307,JOSEPH JOY,1,13,62.87000000000001
4.847142857142858,497,GILBERT SLEDGE,1,14,67.86000000000001
4.865000000000001,372,STEVE MACKENZIE,1,16,77.84000000000002
4.87235294117647,209,TONYA CHAPMAN,1,17,82.83
4.8788888888888895,295,DAISY BATES,3,18,87.82000000000001
4.87888888888889,17,DONNA THOMPSON,3,9,43.91000000000001
4.899090909090909,334,RAYMOND MCWHORTER,0,11,53.89000000000001
4.89909090909091,11,LISA ANDERSON,1,11,53.890000000000015
4.906666666666668,221,BESSIE MORRISON,1,12,58.88000000000002
4.906666666666668,486,GLEN TALBERT,1,12,58.88000000000002
4.906666666666668,51,ALICE STEWART,1,12,58.88000000000002
4.91857142857143,179,DANA HART,1,14,68.86000000000001
4.923333333333334,39,DEBRA NELSON,1,15,73.85000000000001
4.923333333333334,502,BRETT CORNWELL,2,15,73.85000000000001
4.934444444444444,257,MARSHA DOUGLAS,0,18,88.82
4.989999999999998,459,TOMMY COLLAZO,2,18,89.81999999999998
4.990000000000001,149,VALERIE BLACK,1,11,54.890000000000015
4.990000000000001,220,CHARLENE ALVAREZ,3,12,59.88000000000001
4.990000000000001,532,NEIL RENNER,1,14,69.86000000000001
5.0566666666666675,591,KENT ARSENAULT,2,15,75.85000000000001
5.061428571428571,172,BERNICE WILLIS,0,14,70.86
5.073333333333335,284,SONIA GREGORY,1,12,60.88000000000002
5.090000000000002,321,KEVIN SCHULER,1,10,50.90000000000001
5.0952631578947365,137,RHONDA KENNEDY,1,19,96.80999999999999
5.143846153846155,467,ALVIN DELOACH,1,13,66.87000000000002
5.156666666666668,403,MIKE WAY,0,12,61.88000000000002
5.156666666666668,80,MARILYN ROSS,1,12,61.88000000000002
5.171818181818183,495,CHARLIE BESS,1,11,56.89000000000001
5.171818181818183,528,CLAUDE HERZOG,2,11,56.89000000000001
5.171818181818183,87,WANDA PATTERSON,1,11,56.890000000000015
5.19,484,ROBERTO VU,2,15,77.85000000000001
5.190000000000001,400,BRYAN HARDISON,0,10,51.90000000000001
5.212222222222221,144,CLARA SHAW,2,18,93.81999999999998
5.240000000000001,337,JERRY JORDON,1,12,62.88000000000001
5.256666666666667,92,TINA SIMMONS,1,15,78.85000000000001
5.262727272727274,504,NATHANIEL ADAM,2,11,57.89000000000001
5.297692307692308,285,MIRIAM MCKINNEY,3,13,68.87
5.2976923076923095,3,LINDA WILLIAMS,1,13,68.87000000000002
5.323333333333333,479,ZACHARY HITE,3,15,79.85
5.323333333333335,331,ERIC ROBERT,2,12,63.88000000000002
5.347142857142857,508,MILTON HOWLAND,2,14,74.86
5.374615384615385,100,ROBIN HAYES,2,13,69.87
5.374615384615385,49,JOYCE EDWARDS,2,13,69.87
5.378888888888889,522,ARNOLD HAVENS,1,18,96.82
5.3900000000000015,259,LENA JENSEN,0,10,53.90000000000001
5.3900000000000015,44,MARIE TURNER,2,10,53.90000000000001
5.3900000000000015,582,ANDY VANHORN,1,10,53.90000000000001
5.406666666666667,84,SARA PERRY,2,12,64.88000000000001
5.406666666666667,86,JACQUELINE LONG,3,12,64.88000000000001
5.418571428571428,2,PATRICIA JOHNSON,1,14,75.86
5.444545454545456,7,MARIA MILLER,1,11,59.890000000000015
5.451538461538463,585,PERRY SWAFFORD,2,13,70.87000000000002
5.490000000000001,443,FRANCISCO SKIDMORE,2,10,54.90000000000001
5.535454545454547,491,RICK MATTOX,1,11,60.890000000000015
5.535454545454547,59,CHERYL MURPHY,2,11,60.890000000000015
5.59,346,ARTHUR SIMPKINS,3,15,83.85
5.695882352941176,470,GORDON ALLARD,2,17,96.82999999999998
5.739999999999999,583,MARSHALL THORN,1,12,68.88
5.8081818181818194,187,BRITTANY RILEY,2,11,63.890000000000015
5.8900000000000015,477,DAN PAINE,2,10,58.90000000000001
5.89909090909091,82,KATHRYN COLEMAN,2,11,64.89000000000001
5.990000000000001,426,BRADLEY MOTLEY,2,11,65.89000000000001
6.073333333333333,181,ANA BRADLEY,3,12,72.88
6.101111111111113,343,DOUGLAS GRAF,1,9,54.91000000000001
