average_payment,customer_id,first_name,last_name,other_store_staff_amount,payment_count,total_amount
4.323333333333335,574,JULIAN,VEST,56.87000000000002,15,64.85000000000002
4.347142857142859,520,MITCHELL,WESTMORELAND,38.910000000000004,14,60.86000000000002
4.358421052631578,366,BRANDON,HUEY,41.90000000000001,19,82.80999999999999
4.374615384615386,166,LYNN,PAYNE,18.950000000000003,13,56.87000000000002
4.406666666666667,291,TONI,HOLT,36.92,12,52.88000000000001
4.406666666666667,304,DAVID,ROYAL,27.939999999999998,12,52.88000000000001
4.406666666666667,436,TROY,QUIGLEY,24.94,12,52.88000000000001
4.406666666666668,199,BETH,FRANKLIN,21.940000000000005,12,52.88000000000002
4.406666666666668,319,RONALD,WEINER,33.940000000000005,12,52.88000000000002
4.406666666666668,336,JOSHUA,MARK,41.91000000000001,12,52.88000000000002
4.406666666666668,402,LUIS,YANEZ,37.92000000000001,12,52.88000000000002
4.41857142857143,107,FLORENCE,WOODS,39.900000000000006,14,61.860000000000014
4.4275,265,JENNIE,TERRY,38.91000000000001,16,70.84
4.4275,348,ROGER,QUINTANILLA,29.940000000000005,16,70.84
4.451538461538463,473,JORGE,OLIVARES,17.94,13,57.87000000000002
4.451538461538463,481,HERMAN,DEVORE,17.97,13,57.87000000000001
4.489999999999999,469,WESLEY,BULL,32.93000000000001,18,80.82
4.49,494,RAMON,CHOATE,15.950000000000001,18,80.82000000000001
4.490000000000001,101,PEGGY,MYERS,40.92,12,53.88000000000002
4.490000000000001,268,NINA,SOTO,36.92,12,53.88000000000002
4.519411764705883,286,VELMA,LUCAS,42.92,17,76.83000000000001
4.523333333333334,273,PRISCILLA,LOWE,41.92,15,67.85000000000001
4.523333333333334,302,MICHAEL,SILVERMAN,32.910000000000004,15,67.85000000000001
4.5284615384615385,423,ALFRED,CASILLAS,27.93,13,58.870000000000005
4.528461538461539,533,JESSIE,MILAM,30.92,13,58.87000000000001
4.5525,245,COURTNEY,DAY,30.92,16,72.84
4.561428571428572,196,ALMA,AUSTIN,42.9,14,63.860000000000014
4.568947368421052,526,KARL,SEAL,38.92000000000001,19,86.81
4.568947368421052,595,TERRENCE,GUNDERSON,27.93,19,86.80999999999999
4.573333333333335,296,RAMONA,HALE,34.93000000000001,12,54.88000000000002
4.580909090909089,148,ELEANOR,HUNT,39.93000000000001,22,100.77999999999997
4.590000000000001,103,GLADYS,HAMILTON,45.92000000000001,15,68.85000000000001
4.626363636363636,447,CLIFFORD,BOWENS,18.96,11,50.89
4.626363636363637,389,ALAN,KAHN,12.96,11,50.89000000000001
4.626363636363638,112,ROSA,REYNOLDS,21.950000000000003,11,50.890000000000015
4.626363636363638,488,SHANE,MILLARD,21.95,11,50.890000000000015
4.6328571428571435,490,SAM,MCDUFFIE,33.93000000000001,14,64.86000000000001
4.6328571428571435,531,JAMIE,WAUGH,22.96,14,64.86000000000001
4.6328571428571435,63,ASHLEY,RICHARDSON,46.90000000000001,14,64.86000000000001
4.637058823529411,332,STEPHEN,QUALLS,47.91000000000001,17,78.82999999999998
4.656666666666667,376,RANDY,GAITHER,14.97,15,69.85000000000001
4.656666666666668,176,JUNE,CARROLL,20.96,12,55.88000000000002
4.656666666666668,316,STEVEN,CURLEY,29.940000000000005,12,55.88000000000002
4.656666666666668,363,ROY,WHITING,27.950000000000003,15,69.85000000000002
4.656666666666668,539,MATHEW,BOLIN,35.93000000000001,12,55.88000000000002
4.677499999999999,462,WARREN,SHERROD,55.88000000000002,16,74.83999999999999
4.6775,292,MISTY,LAMBERT,54.90000000000001,16,74.84
4.682307692307694,206,TERRI,VASQUEZ,23.940000000000005,13,60.87000000000002
4.682307692307694,23,SARAH,LEWIS,23.950000000000003,13,60.87000000000001
4.682307692307694,393,PHILIP,CAUSEY,41.910000000000004,13,60.87000000000002
4.682307692307694,513,DUANE,TUBBS,28.940000000000005,13,60.87000000000001
4.682307692307694,66,JANICE,WARD,34.93000000000001,13,60.87000000000001
4.7042857142857155,433,DON,BONE,26.940000000000005,14,65.86000000000001
4.7042857142857155,579,DARYL,LARUE,20.939999999999994,14,65.86000000000001
4.7042857142857155,594,EDUARDO,HIATT,17.950000000000003,14,65.86000000000001
4.723333333333334,558,JIMMIE,EGGLESTON,29.96,15,70.85000000000001
4.723333333333334,573,BYRON,BOX,43.92000000000001,15,70.85000000000001
4.7233333333333345,41,STEPHANIE,MITCHELL,33.940000000000005,15,70.85000000000002
4.740000000000001,170,BEATRICE,ARNOLD,25.930000000000007,12,56.88000000000001
4.740000000000001,432,EDWIN,BURK,25.940000000000005,12,56.88000000000002
4.754705882352941,225,ARLENE,HARVEY,29.92000000000001,17,80.83
4.754705882352941,50,DIANE,COLLINS,46.900000000000006,17,80.83
4.75923076923077,13,KAREN,JACKSON,35.910000000000004,13,61.87000000000002
4.767777777777777,178,MARION,SNYDER,54.90000000000001,18,85.82
4.79,475,PEDRO,CHESTNUT,41.910000000000004,15,71.85
4.802499999999999,309,CHRISTOPHER,GRECO,45.92000000000001,16,76.83999999999999
4.808181818181819,355,TERRY,GRISSOM,27.939999999999998,11,52.89000000000001
4.808181818181819,577,CLIFTON,MALCOLM,31.940000000000005,11,52.89000000000001
4.823333333333334,421,LEE,HAWKS,29.930000000000003,12,57.88000000000001
4.836153846153847,307,JOSEPH,JOY,55.88000000000001,13,62.87000000000001
4.847142857142858,497,GILBERT,SLEDGE,35.93000000000001,14,67.86000000000001
4.865000000000001,372,STEVE,MACKENZIE,36.900000000000006,16,77.84000000000002
4.87235294117647,209,TONYA,CHAPMAN,33.92000000000001,17,82.83
4.8788888888888895,295,DAISY,BATES,41.900000000000006,18,87.82000000000001
4.899090909090909,334,RAYMOND,MCWHORTER,30.940000000000005,11,53.89000000000001
4.89909090909091,11,LISA,ANDERSON,25.950000000000003,11,53.890000000000015
4.906666666666668,221,BESSIE,MORRISON,21.949999999999996,12,58.88000000000002
4.906666666666668,486,GLEN,TALBERT,34.93000000000001,12,58.88000000000002
4.906666666666668,51,ALICE,STEWART,6.98,12,58.88000000000002
4.91857142857143,179,DANA,HART,12.97,14,68.86000000000001
4.923333333333334,39,DEBRA,NELSON,48.92000000000001,15,73.85000000000001
4.923333333333334,502,BRETT,CORNWELL,41.91000000000001,15,73.85000000000001
4.934444444444444,257,MARSHA,DOUGLAS,37.92,18,88.82
4.989999999999998,459,TOMMY,COLLAZO,30.940000000000005,18,89.81999999999998
4.990000000000001,149,VALERIE,BLACK,13.97,11,54.890000000000015
4.990000000000001,220,CHARLENE,ALVAREZ,10.97,12,59.88000000000001
4.990000000000001,532,NEIL,RENNER,31.930000000000007,14,69.86000000000001
5.0566666666666675,591,KENT,ARSENAULT,28.950000000000003,15,75.85000000000001
5.061428571428571,172,BERNICE,WILLIS,30.950000000000003,14,70.86
5.073333333333335,284,SONIA,GREGORY,22.96,12,60.88000000000002
5.090000000000002,321,KEVIN,SCHULER,32.940000000000005,10,50.90000000000001
5.0952631578947365,137,RHONDA,KENNEDY,57.890000000000015,19,96.80999999999999
5.143846153846155,467,ALVIN,DELOACH,21.950000000000003,13,66.87000000000002
5.156666666666668,403,MIKE,WAY,36.93000000000001,12,61.88000000000002
5.156666666666668,80,MARILYN,ROSS,36.92000000000001,12,61.88000000000002
5.171818181818183,495,CHARLIE,BESS,29.940000000000005,11,56.89000000000001
5.171818181818183,528,CLAUDE,HERZOG,33.94,11,56.89000000000001
5.171818181818183,87,WANDA,PATTERSON,30.939999999999998,11,56.890000000000015
5.19,484,ROBERTO,VU,56.900000000000006,15,77.85000000000001
5.190000000000001,400,BRYAN,HARDISON,15.97,10,51.90000000000001
5.212222222222221,144,CLARA,SHAW,68.88000000000001,18,93.81999999999998
5.240000000000001,337,JERRY,JORDON,32.95,12,62.88000000000001
5.256666666666667,92,TINA,SIMMONS,32.92,15,78.85000000000001
5.262727272727274,504,NATHANIEL,ADAM,30.939999999999998,11,57.89000000000001
5.297692307692308,285,MIRIAM,MCKINNEY,20.939999999999998,13,68.87
5.2976923076923095,3,LINDA,WILLIAMS,39.940000000000005,13,68.87000000000002
5.323333333333333,479,ZACHARY,HITE,46.93000000000001,15,79.85
5.323333333333335,331,ERIC,ROBERT,19.97,12,63.88000000000002
5.347142857142857,508,MILTON,HOWLAND,13.97,14,74.86
5.374615384615385,100,ROBIN,HAYES,36.93,13,69.87
5.374615384615385,49,JOYCE,EDWARDS,32.940000000000005,13,69.87
5.378888888888889,522,ARNOLD,HAVENS,32.93000000000001,18,96.82
5.3900000000000015,259,LENA,JENSEN,20.96,10,53.90000000000001
5.3900000000000015,44,MARIE,TURNER,34.940000000000005,10,53.90000000000001
5.3900000000000015,582,ANDY,VANHORN,23.950000000000003,10,53.90000000000001
5.406666666666667,84,SARA,PERRY,24.950000000000003,12,64.88000000000001
5.406666666666667,86,JACQUELINE,LONG,39.93000000000001,12,64.88000000000001
5.418571428571428,2,PATRICIA,JOHNSON,48.92000000000001,14,75.86
5.444545454545456,7,MARIA,MILLER,32.940000000000005,11,59.890000000000015
5.451538461538463,585,PERRY,SWAFFORD,41.92000000000001,13,70.87000000000002
5.490000000000001,443,FRANCISCO,SKIDMORE,31.950000000000003,10,54.90000000000001
5.535454545454547,491,RICK,MATTOX,23.96,11,60.890000000000015
5.535454545454547,59,CHERYL,MURPHY,23.96,11,60.890000000000015
5.59,346,ARTHUR,SIMPKINS,54.90000000000001,15,83.85
5.695882352941176,470,GORDON,ALLARD,25.96,17,96.82999999999998
5.739999999999999,583,MARSHALL,THORN,34.95,12,68.88
5.8081818181818194,187,BRITTANY,RILEY,20.96,11,63.890000000000015
5.823333333333334,482,MAURICE,CRAWLEY,45.92000000000001,12,69.88000000000001
5.8900000000000015,477,DAN,PAINE,42.93000000000001,10,58.90000000000001
5.89909090909091,82,KATHRYN,COLEMAN,33.94,11,64.89000000000001
5.990000000000001,426,BRADLEY,MOTLEY,23.96,11,65.89000000000001
6.073333333333333,181,ANA,BRADLEY,51.92000000000001,12,72.88
6.101111111111113,343,DOUGLAS,GRAF,29.950000000000003,9,54.91000000000001
