customer_id,customer_name,payment_date,customer_country,payment_count,daily_payment_amount,avg_prev_30_day_amount,staff_count,store_count,store_countries,suspicion_rank
352,ALBERT CROUSE,2005-07-27,Cameroon,4,22.96,5.49,2,2,"Canada,Australia",1
361,LAWRENCE LAWTON,2005-08-02,Cameroon,4,15.96,4.41,2,2,"Australia,Canada",2
361,LAWRENCE LAWTON,2005-07-12,Cameroon,3,7.97,3.39,2,2,"Australia,Canada",3
410,CURTIS IRBY,2005-07-09,Canada,4,17.96,4.15,2,2,"Canada,Australia",1
535,JAVIER ELROD,2005-07-08,Chad,3,16.97,4.99,2,2,"Canada,Australia",1
45,JANET PHILLIPS,2005-08-02,Chile,5,27.95,5.84,2,2,"Australia,Canada",1
515,ANDRE RAPP,2005-08-17,Chile,3,15.97,3.79,2,2,"Australia,Canada",2
129,CARRIE PORTER,2005-07-31,China,4,26.96,5.78,2,2,"Australia,Canada",1
267,MARGIE WADE,2005-06-19,China,4,22.96,5.99,2,2,"Australia,Canada",2
546,KELLY KNOTT,2005-07-12,China,3,19.97,3.49,2,2,"Australia,Canada",3
93,PHYLLIS FOSTER,2005-08-20,China,4,19.96,3.74,2,2,"Canada,Australia",4
424,KYLE SPURLOCK,2005-07-31,China,3,20.97,5.41,2,2,"Canada,Australia",5
538,TED BREAUX,2005-07-31,China,3,18.97,4.11,2,2,"Canada,Australia",6
384,ERNEST STEPP,2005-06-20,China,3,18.97,4.65,2,2,"Australia,Canada",7
267,MARGIE WADE,2005-07-30,China,3,15.97,3.66,2,2,"Australia,Canada",8
538,TED BREAUX,2005-07-09,China,3,16.97,4.79,2,2,"Australia,Canada",9
485,CLYDE TOBIAS,2005-07-30,China,4,17.96,5.98,2,2,"Australia,Canada",10
283,FELICIA SUTTON,2005-07-06,China,4,17.96,5.98,2,2,"Canada,Australia",11
533,JESSIE MILAM,2005-08-17,China,3,19.97,8.18,2,2,"Australia,Canada",12
302,MICHAEL SILVERMAN,2005-07-30,China,3,19.97,8.38,2,2,"Canada,Australia",13
90,RUBY WASHINGTON,2005-08-01,China,3,17.97,6.49,2,2,"Australia,Canada",14
64,JUDITH COX,2005-07-08,China,3,13.97,2.49,2,2,"Canada,Australia",15
260,CHRISTY VARGAS,2005-08-21,China,3,17.97,6.69,2,2,"Australia,Canada",16
424,KYLE SPURLOCK,2005-07-30,China,4,14.96,3.82,2,2,"Canada,Australia",17
241,HEIDI LARSON,2005-07-11,China,3,14.97,3.84,2,2,"Canada,Australia",18
242,GLENDA FRAZIER,2005-06-15,China,3,14.97,3.99,2,2,"Australia,Canada",19
272,KAY CALDWELL,2005-08-17,China,3,16.97,5.99,2,2,"Australia,Canada",20
595,TERRENCE GUNDERSON,2005-07-31,China,3,18.97,8.48,2,2,"Australia,Canada",21
90,RUBY WASHINGTON,2005-07-27,China,3,13.97,3.49,2,2,"Australia,Canada",22
260,CHRISTY VARGAS,2005-06-17,China,3,16.97,6.49,2,2,"Australia,Canada",23
154,MICHELE GRANT,2005-07-27,China,3,14.97,4.65,2,2,"Australia,Canada",24
569,DAVE GARDINER,2005-08-02,China,4,14.96,4.65,2,2,"Australia,Canada",25
550,GUY BROWNLEE,2005-08-21,China,3,16.97,6.98,2,2,"Australia,Canada",26
594,EDUARDO HIATT,2005-07-31,China,3,16.97,6.98,2,2,"Canada,Australia",27
154,MICHELE GRANT,2005-08-22,China,3,15.97,6.1,2,2,"Australia,Canada",28
138,HAZEL WARREN,2005-08-01,China,3,14.97,5.32,2,2,"Australia,Canada",29
484,ROBERTO VU,2005-07-10,China,3,14.97,5.39,2,2,"Australia,Canada",30
302,MICHAEL SILVERMAN,2005-08-23,China,4,16.96,7.38,2,2,"Australia,Canada",31
129,CARRIE PORTER,2005-06-19,China,3,9.97,0.99,2,2,"Canada,Australia",32
384,ERNEST STEPP,2005-08-22,China,3,11.97,2.99,2,2,"Canada,Australia",32
588,MARION OCAMPO,2005-07-29,China,4,13.96,5.15,2,2,"Canada,Australia",34
37,PAMELA BAKER,2005-08-20,China,4,14.96,6.16,2,2,"Australia,Canada",35
514,FRANKLIN TROUTMAN,2005-08-18,China,4,13.96,5.32,2,2,"Canada,Australia",36
151,MEGAN PALMER,2005-08-22,China,3,13.97,5.56,2,2,"Canada,Australia",37
138,HAZEL WARREN,2005-07-28,China,3,11.97,3.59,2,2,"Canada,Australia",38
339,WALTER PERRYMAN,2005-08-17,China,3,12.97,4.82,2,2,"Canada,Australia",39
595,TERRENCE GUNDERSON,2005-07-27,China,4,14.96,6.82,2,2,"Canada,Australia",40
550,GUY BROWNLEE,2005-08-23,China,3,15.97,7.98,2,2,"Australia,Canada",41
550,GUY BROWNLEE,2005-08-17,China,3,12.97,5.98,2,2,"Canada,Australia",42
521,ROLAND SOUTH,2005-08-17,China,3,11.97,4.99,2,2,"Australia,Canada",43
241,HEIDI LARSON,2005-07-09,China,3,8.97,2.79,2,2,"Australia,Canada",44
168,REGINA BERRY,2005-07-30,China,3,11.97,5.86,2,2,"Australia,Canada",45
389,ALAN KAHN,2005-08-02,China,3,10.97,5.08,2,2,"Canada,Australia",46
168,REGINA BERRY,2005-07-29,China,3,10.97,5.13,2,2,"Australia,Canada",47
569,DAVE GARDINER,2005-07-30,China,3,9.97,4.32,2,2,"Canada,Australia",48
120,SYLVIA ORTIZ,2005-08-21,Colombia,3,19.97,5.21,2,2,"Canada,Australia",1
490,SAM MCDUFFIE,2005-07-12,Colombia,3,16.97,4.99,2,2,"Canada,Australia",2
235,JACKIE LYNCH,2005-07-06,Colombia,3,14.97,2.99,2,2,"Australia,Canada",3
460,LEON BOSTIC,2005-08-19,Colombia,3,13.97,5.85,2,2,"Canada,Australia",4
375,AARON SELBY,2005-08-02,"Congo, The Democratic Republic of the",3,18.97,5.32,2,2,"Canada,Australia",1
387,JESSE SCHILLING,2005-08-19,"Congo, The Democratic Republic of the",3,15.97,3.59,2,2,"Canada,Australia",2
265,JENNIE TERRY,2005-08-21,Czech Republic,3,18.97,5.24,2,2,"Australia,Canada",1
258,MYRTLE FLEMING,2005-08-01,Dominican Republic,5,20.95,5.61,2,2,"Australia,Canada",1
418,JEFF EAST,2005-07-08,Dominican Republic,3,11.97,3.32,2,2,"Australia,Canada",2
437,RANDALL NEUMANN,2005-08-20,Dominican Republic,3,12.97,5.32,2,2,"Australia,Canada",3
262,PATSY DAVIDSON,2005-07-12,Ecuador,4,26.96,4.27,2,2,"Australia,Canada",1
494,RAMON CHOATE,2005-08-22,Ecuador,4,26.96,7.48,2,2,"Canada,Australia",2
494,RAMON CHOATE,2005-07-31,Ecuador,3,18.97,7.73,2,2,"Australia,Canada",3
262,PATSY DAVIDSON,2005-08-23,Ecuador,4,14.96,7.15,2,2,"Canada,Australia",4
423,ALFRED CASILLAS,2005-07-27,Egypt,5,24.95,2.32,2,2,"Canada,Australia",1
134,EMMA BOYD,2005-08-02,Egypt,4,20.96,3.16,2,2,"Canada,Australia",2
559,EVERETT BANDA,2005-08-19,Egypt,3,13.97,4.13,2,2,"Canada,Australia",3
119,SHERRY MARSHALL,2005-08-22,Egypt,3,15.97,6.8,2,2,"Canada,Australia",4
233,LILLIE KIM,2005-06-18,Egypt,3,10.97,2.99,2,2,"Australia,Canada",5
104,RITA GRAHAM,2005-07-08,France,3,15.97,4.19,2,2,"Australia,Canada",1
162,LAUREN HUDSON,2005-07-31,France,3,14.97,5.99,2,2,"Canada,Australia",2
65,ROSE HOWARD,2005-08-02,French Guiana,3,19.97,4.74,2,2,"Australia,Canada",1
196,ALMA AUSTIN,2005-07-31,Germany,3,22.97,5.84,2,2,"Canada,Australia",1
251,VICKIE BREWER,2005-05-31,Germany,3,11.97,3.99,2,2,"Australia,Canada",2
251,VICKIE BREWER,2005-08-19,Germany,3,12.97,4.99,2,2,"Australia,Canada",3
3,LINDA WILLIAMS,2005-07-28,Greece,4,24.96,8.99,2,2,"Australia,Canada",1
26,JESSICA HALL,2005-08-21,Holy See (Vatican City State),4,23.96,4.27,2,2,"Australia,Canada",1
26,JESSICA HALL,2005-07-07,Holy See (Vatican City State),5,20.95,8.39,2,2,"Canada,Australia",2
468,TIM CARY,2005-08-21,India,5,32.95,7.84,2,2,"Australia,Canada",1
192,LAURIE LAWRENCE,2005-08-21,India,4,24.96,5.32,2,2,"Australia,Canada",2
529,ERIK GUILLEN,2005-07-12,India,3,20.97,2.99,2,2,"Australia,Canada",3
121,JOSEPHINE GOMEZ,2005-08-21,India,4,25.96,7.98,2,2,"Canada,Australia",4
412,ALLEN BUTTERFIELD,2005-07-29,India,3,18.97,0.99,2,2,"Australia,Canada",4
259,LENA JENSEN,2005-07-30,India,3,21.97,5.32,2,2,"Australia,Canada",6
297,SHERRI RHODES,2005-06-18,India,3,16.97,2.99,2,2,"Canada,Australia",7
259,LENA JENSEN,2005-06-16,India,3,18.97,5.32,2,2,"Canada,Australia",8
403,MIKE WAY,2005-08-02,India,4,21.96,9.36,2,2,"Canada,Australia",9
78,LORI WOOD,2005-07-28,India,3,15.97,3.7,2,2,"Australia,Canada",10
492,LESTER KRAUS,2005-07-07,India,3,18.97,7.32,2,2,"Australia,Canada",11
170,BEATRICE ARNOLD,2005-07-10,India,3,15.97,4.49,2,2,"Canada,Australia",12
370,WAYNE TRUONG,2005-07-27,India,3,15.97,4.49,2,2,"Canada,Australia",13
336,JOSHUA MARK,2005-07-29,India,3,16.97,6.24,2,2,"Australia,Canada",14
68,NICOLE PETERSON,2005-07-31,India,3,16.97,6.73,2,2,"Canada,Australia",15
367,ADAM GOOCH,2005-08-18,India,3,14.97,4.99,2,2,"Canada,Australia",16
508,MILTON HOWLAND,2005-07-27,India,3,17.97,7.99,2,2,"Canada,Australia",16
31,BRENDA WRIGHT,2005-06-18,India,4,16.96,6.98,2,2,"Canada,Australia",18
419,CHAD CARBONE,2005-08-02,India,4,13.96,4.29,2,2,"Australia,Canada",19
534,CHRISTIAN JUNG,2005-08-01,India,3,13.97,4.32,2,2,"Australia,Canada",20
135,JUANITA MASON,2005-07-27,India,3,13.97,4.39,2,2,"Australia,Canada",21
170,BEATRICE ARNOLD,2005-07-31,India,3,15.97,6.82,2,2,"Australia,Canada",22
78,LORI WOOD,2005-08-01,India,3,14.97,5.87,2,2,"Australia,Canada",23
316,STEVEN CURLEY,2005-07-27,India,4,15.96,6.99,2,2,"Australia,Canada",24
231,GEORGIA JACOBS,2005-08-18,India,3,13.97,5.39,2,2,"Canada,Australia",25
502,BRETT CORNWELL,2005-07-28,India,3,14.97,6.61,2,2,"Canada,Australia",26
297,SHERRI RHODES,2005-07-11,India,3,14.97,7.15,2,2,"Australia,Canada",27
15,HELEN HARRIS,2005-08-20,India,3,14.97,7.21,2,2,"Australia,Canada",28
15,HELEN HARRIS,2005-08-02,India,4,11.96,4.55,2,2,"Canada,Australia",29
446,THEODORE CULP,2005-07-12,India,4,13.96,6.78,2,2,"Australia,Canada",30
123,SHANNON FREEMAN,2005-07-28,India,4,12.96,5.99,2,2,"Canada,Australia",31
167,SALLY PIERCE,2005-07-09,India,4,11.96,5.49,2,2,"Australia,Canada",32
186,HOLLY FOX,2005-08-20,India,3,11.97,5.74,2,2,"Australia,Canada",33
297,SHERRI RHODES,2005-08-17,India,3,8.97,3.65,2,2,"Australia,Canada",34
458,LLOYD DOWD,2005-07-12,Indonesia,3,15.97,2.99,2,2,"Canada,Australia",1
473,JORGE OLIVARES,2005-08-02,Indonesia,5,19.95,7.23,2,2,"Canada,Australia",2
328,JEFFREY SPEAR,2005-08-20,Indonesia,3,14.97,4.82,2,2,"Canada,Australia",3
450,JAY ROBB,2005-08-20,Indonesia,3,10.97,2.99,2,2,"Australia,Canada",4
239,MINNIE ROMERO,2005-07-27,Indonesia,3,12.97,5.49,2,2,"Australia,Canada",5
450,JAY ROBB,2005-08-22,Indonesia,3,10.97,4.24,2,2,"Australia,Canada",6
459,TOMMY COLLAZO,2005-07-28,Iran,5,29.95,2.66,2,2,"Canada,Australia",1
279,DIANNE SHELTON,2005-07-09,Iran,3,20.97,5.49,2,2,"Canada,Australia",2
449,OSCAR AQUINO,2005-08-01,Iran,4,21.96,7.38,2,2,"Australia,Canada",3
459,TOMMY COLLAZO,2005-08-01,Iran,4,22.96,8.98,2,2,"Canada,Australia",4
279,DIANNE SHELTON,2005-08-19,Iran,4,18.96,5.16,2,2,"Australia,Canada",5
368,HARRY ARCE,2005-08-19,Iran,4,17.96,4.61,2,2,"Canada,Australia",6
10,DOROTHY TAYLOR,2005-07-28,Iran,3,14.97,6.48,2,2,"Canada,Australia",7
10,DOROTHY TAYLOR,2005-07-09,Iran,3,11.97,3.85,2,2,"Canada,Australia",8
36,KATHLEEN ADAMS,2005-07-28,Iran,3,8.97,3.99,2,2,"Canada,Australia",9
478,LEWIS LYMAN,2005-06-19,Israel,3,20.97,2.99,2,2,"Canada,Australia",1
161,GERALDINE PERKINS,2005-08-22,Israel,4,15.96,6.27,2,2,"Canada,Australia",2
478,LEWIS LYMAN,2005-07-31,Israel,3,10.97,4.49,2,2,"Canada,Australia",3
541,DARREN WINDHAM,2005-08-22,Italy,5,18.95,5.74,2,2,"Australia,Canada",1
499,MARC OUTLAW,2005-08-17,Italy,3,14.97,6.18,2,2,"Australia,Canada",2
33,ANNA HILL,2005-07-30,Italy,3,11.97,3.59,2,2,"Canada,Australia",3
499,MARC OUTLAW,2005-07-28,Italy,4,13.96,6.24,2,2,"Canada,Australia",4
221,BESSIE MORRISON,2005-08-21,Italy,3,14.97,7.27,2,2,"Australia,Canada",5
519,RON DELUCA,2005-07-31,Japan,5,23.95,4.65,2,2,"Australia,Canada",1
404,STANLEY SCROGGINS,2005-07-08,Japan,4,21.96,3.79,2,2,"Canada,Australia",2
531,JAMIE WAUGH,2005-08-02,Japan,4,26.96,9.27,2,2,"Australia,Canada",3
29,ANGELA HERNANDEZ,2005-08-18,Japan,4,21.96,5.84,2,2,"Canada,Australia",4
240,MARLENE WELCH,2005-07-27,Japan,3,18.97,2.99,2,2,"Canada,Australia",5
1,MARY SMITH,2005-06-15,Japan,3,16.97,1.99,2,2,"Canada,Australia",6
147,JOANNE ROBERTSON,2005-08-23,Japan,3,20.97,6.87,2,2,"Australia,Canada",7
29,ANGELA HERNANDEZ,2005-06-19,Japan,5,15.95,1.99,2,2,"Canada,Australia",8
253,TERRY CARLSON,2005-08-21,Japan,3,17.97,6.23,2,2,"Australia,Canada",9
401,TONY CARRANZA,2005-07-29,Japan,3,14.97,3.99,2,2,"Canada,Australia",10
54,TERESA ROGERS,2005-08-02,Japan,3,15.97,5.13,2,2,"Australia,Canada",11
264,GWENDOLYN MAY,2005-07-11,Japan,3,12.97,3.85,2,2,"Canada,Australia",12
547,KURT EMMONS,2005-08-02,Japan,4,14.96,5.99,2,2,"Canada,Australia",13
285,MIRIAM MCKINNEY,2005-07-11,Japan,4,14.96,6.32,2,2,"Canada,Australia",14
396,EARL SHANKS,2005-08-21,Japan,3,13.97,5.98,2,2,"Canada,Australia",15
531,JAMIE WAUGH,2005-07-10,Japan,3,11.97,4.49,2,2,"Canada,Australia",16
264,GWENDOLYN MAY,2005-07-31,Japan,3,12.97,5.56,2,2,"Australia,Canada",17
503,ANGEL BARCLAY,2005-08-22,Japan,4,11.96,4.74,2,2,"Canada,Australia",18
574,JULIAN VEST,2005-06-16,Japan,3,7.97,0.99,2,2,"Canada,Australia",19
53,HEATHER MORRIS,2005-08-21,Japan,3,11.97,5.1,2,2,"Australia,Canada",20
147,JOANNE ROBERTSON,2005-08-22,Japan,3,12.97,6.11,2,2,"Australia,Canada",21
574,JULIAN VEST,2005-07-09,Japan,3,12.97,6.15,2,2,"Australia,Canada",22
1,MARY SMITH,2005-08-22,Japan,3,10.97,4.19,2,2,"Canada,Australia",23
29,ANGELA HERNANDEZ,2005-07-27,Japan,3,11.97,5.49,2,2,"Australia,Canada",24
193,KATIE ELLIOTT,2005-08-22,Kenya,3,16.97,4.61,2,2,"Canada,Australia",1
234,CLAUDIA FULLER,2005-08-02,Kuwait,4,17.96,7.65,2,2,"Australia,Canada",1
347,RYAN SALISBURY,2005-07-28,Latvia,4,15.96,4.16,2,2,"Canada,Australia",1
57,EVELYN MORGAN,2005-07-12,Liechtenstein,3,11.97,4.99,2,2,"Australia,Canada",1
557,FELIX GAFFNEY,2005-07-12,Lithuania,4,10.96,4.98,2,2,"Canada,Australia",1
81,ANDREA HENDERSON,2005-08-21,Madagascar,3,16.97,3.99,2,2,"Canada,Australia",1
81,ANDREA HENDERSON,2005-08-23,Madagascar,4,14.96,5.65,2,2,"Canada,Australia",2
306,CHARLES KOWALSKI,2005-08-20,Malaysia,4,16.96,6.44,2,2,"Canada,Australia",1
171,DOLORES WAGNER,2005-08-19,Malaysia,4,14.96,6.24,2,2,"Canada,Australia",2
306,CHARLES KOWALSKI,2005-08-02,Malaysia,3,11.97,5.53,2,2,"Australia,Canada",3
454,ALEX GRESHAM,2005-08-20,Mexico,4,27.96,5.23,2,2,"Australia,Canada",1
425,FRANCIS SIKES,2005-07-08,Mexico,4,27.96,6.99,2,2,"Australia,Canada",2
582,ANDY VANHORN,2005-07-27,Mexico,4,20.96,3.49,2,2,"Australia,Canada",3
133,PAULINE HENRY,2005-07-08,Mexico,4,19.96,3.49,2,2,"Australia,Canada",4
575,ISAAC OGLESBY,2005-08-18,Mexico,3,22.97,6.65,2,2,"Canada,Australia",5
150,DANIELLE DANIELS,2005-08-19,Mexico,5,21.95,5.65,2,2,"Canada,Australia",6
84,SARA PERRY,2005-07-11,Mexico,3,18.97,5.13,2,2,"Canada,Australia",7
273,PRISCILLA LOWE,2005-07-12,Mexico,4,19.96,6.24,2,2,"Canada,Australia",8
414,VINCENT RALSTON,2005-08-19,Mexico,5,17.95,4.24,2,2,"Australia,Canada",9
465,FLOYD GANDY,2005-08-17,Mexico,3,16.97,3.32,2,2,"Canada,Australia",10
467,ALVIN DELOACH,2005-07-28,Mexico,4,20.96,7.98,2,2,"Canada,Australia",11
84,SARA PERRY,2005-08-02,Mexico,4,19.96,7.32,2,2,"Canada,Australia",12
247,STELLA MORENO,2005-08-18,Mexico,3,17.97,5.49,2,2,"Australia,Canada",13
319,RONALD WEINER,2005-08-17,Mexico,5,16.95,4.49,2,2,"Canada,Australia",14
451,JIM REA,2005-07-08,Mexico,3,16.97,4.65,2,2,"Canada,Australia",15
451,JIM REA,2005-08-02,Mexico,4,19.96,7.82,2,2,"Canada,Australia",16
108,TRACY COLE,2005-07-29,Mexico,3,15.97,5.15,2,2,"Australia,Canada",17
570,IVAN CROMWELL,2005-07-30,Mexico,3,11.97,2.99,2,2,"Canada,Australia",18
319,RONALD WEINER,2005-07-11,Mexico,3,12.97,5.74,2,2,"Australia,Canada",19
581,VIRGIL WOFFORD,2005-06-17,Mexico,3,11.97,4.99,2,2,"Australia,Canada",20
482,MAURICE CRAWLEY,2005-08-22,Mexico,3,12.97,6.13,2,2,"Australia,Canada",21
323,MATTHEW MAHAN,2005-07-28,Mexico,3,12.97,6.19,2,2,"Australia,Canada",22
414,VINCENT RALSTON,2005-07-31,Mexico,3,11.97,5.79,2,2,"Canada,Australia",23
177,SAMANTHA DUNCAN,2005-06-16,Mexico,3,8.97,2.99,2,2,"Canada,Australia",24
570,IVAN CROMWELL,2005-07-31,Mexico,3,8.97,3.99,2,2,"Canada,Australia",25
38,MARTHA GONZALEZ,2005-07-27,Moldova,4,17.96,6.58,2,2,"Canada,Australia",1
38,MARTHA GONZALEZ,2005-07-07,Moldova,3,12.97,3.99,2,2,"Canada,Australia",2
40,AMANDA CARTER,2005-07-31,Morocco,3,13.97,5.38,2,2,"Australia,Canada",1
257,MARSHA DOUGLAS,2005-08-19,Mozambique,5,20.95,9.69,2,2,"Australia,Canada",1
257,MARSHA DOUGLAS,2005-07-27,Mozambique,5,18.95,8.99,2,2,"Australia,Canada",2
97,ANNIE RUSSELL,2005-07-06,Mozambique,3,8.97,2.99,2,2,"Canada,Australia",3
256,MABEL HOLLAND,2005-08-23,Myanmar,3,15.97,6.41,2,2,"Australia,Canada",1
256,MABEL HOLLAND,2005-08-20,Myanmar,4,13.96,4.79,2,2,"Australia,Canada",2
513,DUANE TUBBS,2005-07-29,Nauru,4,25.96,5.59,2,2,"Australia,Canada",1
513,DUANE TUBBS,2005-08-22,Nauru,4,24.96,9.11,2,2,"Australia,Canada",2
321,KEVIN SCHULER,2005-08-17,Nepal,3,17.97,3.99,2,2,"Canada,Australia",1
137,RHONDA KENNEDY,2005-07-30,Netherlands,4,20.96,8.7,2,2,"Australia,Canada",1
184,VIVIAN RUIZ,2005-08-18,Netherlands,3,15.97,5.99,2,2,"Australia,Canada",2
474,DUSTIN GILLETTE,2005-08-18,Netherlands,4,13.96,4.74,2,2,"Canada,Australia",3
474,DUSTIN GILLETTE,2005-07-08,Netherlands,5,12.95,5.99,2,2,"Canada,Australia",4
103,GLADYS HAMILTON,2005-08-23,Nigeria,5,25.95,5.99,2,2,"Canada,Australia",1
280,TRACEY BARRETT,2005-07-29,Nigeria,5,20.95,2.99,2,2,"Australia,Canada",2
198,ELSIE KELLEY,2005-08-17,Nigeria,6,22.94,5.15,2,2,"Canada,Australia",3
280,TRACEY BARRETT,2005-08-19,Nigeria,3,20.97,6.48,2,2,"Canada,Australia",4
198,ELSIE KELLEY,2005-07-12,Nigeria,3,14.97,3.24,2,2,"Australia,Canada",5
156,BERTHA FERGUSON,2005-08-22,Nigeria,4,14.96,4.86,2,2,"Canada,Australia",6
277,OLGA JIMENEZ,2005-06-21,Nigeria,3,13.97,4.39,2,2,"Canada,Australia",7
284,SONIA GREGORY,2005-07-27,Nigeria,3,14.97,6.59,2,2,"Australia,Canada",8
103,GLADYS HAMILTON,2005-07-07,Nigeria,3,11.97,3.99,2,2,"Australia,Canada",9
157,DARLENE ROSE,2005-07-29,North Korea,5,12.95,4.82,2,2,"Australia,Canada",1
157,DARLENE ROSE,2005-07-27,North Korea,3,10.97,4.24,2,2,"Canada,Australia",2
9,MARGARET MOORE,2005-08-18,Oman,3,10.97,4.39,2,2,"Canada,Australia",1
25,DEBORAH WALKER,2005-07-30,Pakistan,3,12.97,5.23,2,2,"Australia,Canada",1
20,SHARON ROBINSON,2005-08-19,Pakistan,3,12.97,5.7,2,2,"Australia,Canada",2
205,EILEEN CARR,2005-08-21,Paraguay,4,15.96,5.99,2,2,"Canada,Australia",1
226,MAUREEN LITTLE,2005-08-23,Paraguay,4,16.96,7.38,2,2,"Australia,Canada",2
226,MAUREEN LITTLE,2005-08-21,Paraguay,4,13.96,5.98,2,2,"Canada,Australia",3
345,CARL ARTIS,2005-07-07,Paraguay,3,10.97,3.99,2,2,"Australia,Canada",4
597,FREDDIE DUGGAN,2005-08-02,Peru,4,16.96,3.99,2,2,"Australia,Canada",1
