avg_payment_amount,customer_id,first_name,last_name,payment_count,payments_over_8,total_amount
4.519411764705883,286,VELMA,LUCAS,17,1,76.83000000000001
4.523333333333334,273,PRISCILLA,LOWE,15,1,67.85000000000001
4.523333333333334,302,MICHAEL,SILVERMAN,15,1,67.85000000000001
4.5284615384615385,423,ALFRED,CASILLAS,13,3,58.870000000000005
4.528461538461539,533,JESSIE,MILAM,13,3,58.87000000000001
4.535454545454546,525,ADRIAN,CLARY,11,0,49.89000000000001
4.535454545454547,407,DALE,RATCLIFF,11,2,49.890000000000015
4.535454545454547,428,HERBERT,KRUGER,11,0,49.890000000000015
4.5525,245,COURTNEY,DAY,16,1,72.84
4.561428571428572,196,ALMA,AUSTIN,14,1,63.860000000000014
4.568947368421052,526,KARL,SEAL,19,0,86.81
4.568947368421052,595,TERRENCE,GUNDERSON,19,2,86.80999999999999
4.573333333333335,296,RAMONA,HALE,12,0,54.88000000000002
4.580909090909089,148,ELEANOR,HUNT,22,3,100.77999999999997
4.590000000000001,103,GLADYS,HAMILTON,15,0,68.85000000000001
4.626363636363636,447,CLIFFORD,BOWENS,11,1,50.89
4.626363636363637,389,ALAN,KAHN,11,1,50.89000000000001
4.626363636363638,112,ROSA,REYNOLDS,11,0,50.890000000000015
4.626363636363638,488,SHANE,MILLARD,11,1,50.890000000000015
4.6328571428571435,490,SAM,MCDUFFIE,14,1,64.86000000000001
4.6328571428571435,531,JAMIE,WAUGH,14,0,64.86000000000001
4.6328571428571435,63,ASHLEY,RICHARDSON,14,2,64.86000000000001
4.637058823529411,332,STEPHEN,QUALLS,17,2,78.82999999999998
4.656666666666667,376,RANDY,GAITHER,15,2,69.85000000000001
4.656666666666668,176,JUNE,CARROLL,12,0,55.88000000000002
4.656666666666668,316,STEVEN,CURLEY,12,0,55.88000000000002
4.656666666666668,363,ROY,WHITING,15,1,69.85000000000002
4.656666666666668,539,MATHEW,BOLIN,12,0,55.88000000000002
4.677499999999999,462,WARREN,SHERROD,16,2,74.83999999999999
4.6775,292,MISTY,LAMBERT,16,2,74.84
4.682307692307694,206,TERRI,VASQUEZ,13,0,60.87000000000002
4.682307692307694,23,SARAH,LEWIS,13,1,60.87000000000001
4.682307692307694,393,PHILIP,CAUSEY,13,2,60.87000000000002
4.682307692307694,513,DUANE,TUBBS,13,1,60.87000000000001
4.682307692307694,66,JANICE,WARD,13,1,60.87000000000001
4.7042857142857155,433,DON,BONE,14,1,65.86000000000001
4.7042857142857155,579,DARYL,LARUE,14,3,65.86000000000001
4.7042857142857155,594,EDUARDO,HIATT,14,1,65.86000000000001
4.723333333333334,573,BYRON,BOX,15,2,70.85000000000001
4.7233333333333345,41,STEPHANIE,MITCHELL,15,1,70.85000000000002
4.740000000000001,170,BEATRICE,ARNOLD,12,1,56.88000000000001
4.740000000000001,432,EDWIN,BURK,12,0,56.88000000000002
4.754705882352941,225,ARLENE,HARVEY,17,0,80.83
4.754705882352941,50,DIANE,COLLINS,17,3,80.83
4.75923076923077,13,KAREN,JACKSON,13,3,61.87000000000002
4.767777777777777,178,MARION,SNYDER,18,1,85.82
4.79,475,PEDRO,CHESTNUT,15,1,71.85
4.802499999999999,309,CHRISTOPHER,GRECO,16,1,76.83999999999999
4.808181818181819,355,TERRY,GRISSOM,11,0,52.89000000000001
4.808181818181819,577,CLIFTON,MALCOLM,11,1,52.89000000000001
4.823333333333334,421,LEE,HAWKS,12,1,57.88000000000001
4.836153846153847,307,JOSEPH,JOY,13,1,62.87000000000001
4.847142857142858,497,GILBERT,SLEDGE,14,1,67.86000000000001
4.865000000000001,372,STEVE,MACKENZIE,16,1,77.84000000000002
4.87235294117647,209,TONYA,CHAPMAN,17,1,82.83
4.8788888888888895,295,DAISY,BATES,18,3,87.82000000000001
4.899090909090909,334,RAYMOND,MCWHORTER,11,0,53.89000000000001
4.89909090909091,11,LISA,ANDERSON,11,1,53.890000000000015
4.906666666666668,221,BESSIE,MORRISON,12,1,58.88000000000002
4.906666666666668,486,GLEN,TALBERT,12,1,58.88000000000002
4.906666666666668,51,ALICE,STEWART,12,1,58.88000000000002
4.91857142857143,179,DANA,HART,14,1,68.86000000000001
4.923333333333334,39,DEBRA,NELSON,15,1,73.85000000000001
4.923333333333334,502,BRETT,CORNWELL,15,2,73.85000000000001
4.934444444444444,257,MARSHA,DOUGLAS,18,0,88.82
4.989999999999998,459,TOMMY,COLLAZO,18,2,89.81999999999998
4.990000000000001,149,VALERIE,BLACK,11,1,54.890000000000015
4.990000000000001,220,CHARLENE,ALVAREZ,12,3,59.88000000000001
4.990000000000001,532,NEIL,RENNER,14,1,69.86000000000001
5.0566666666666675,591,KENT,ARSENAULT,15,2,75.85000000000001
5.061428571428571,172,BERNICE,WILLIS,14,0,70.86
5.073333333333335,284,SONIA,GREGORY,12,1,60.88000000000002
5.090000000000002,321,KEVIN,SCHULER,10,1,50.90000000000001
5.0952631578947365,137,RHONDA,KENNEDY,19,1,96.80999999999999
5.143846153846155,467,ALVIN,DELOACH,13,1,66.87000000000002
5.156666666666668,403,MIKE,WAY,12,0,61.88000000000002
5.156666666666668,80,MARILYN,ROSS,12,1,61.88000000000002
5.171818181818183,495,CHARLIE,BESS,11,1,56.89000000000001
5.171818181818183,528,CLAUDE,HERZOG,11,2,56.89000000000001
5.171818181818183,87,WANDA,PATTERSON,11,1,56.890000000000015
5.19,484,ROBERTO,VU,15,2,77.85000000000001
5.190000000000001,400,BRYAN,HARDISON,10,0,51.90000000000001
5.212222222222221,144,CLARA,SHAW,18,2,93.81999999999998
5.240000000000001,337,JERRY,JORDON,12,1,62.88000000000001
5.256666666666667,92,TINA,SIMMONS,15,1,78.85000000000001
5.262727272727274,504,NATHANIEL,ADAM,11,2,57.89000000000001
5.297692307692308,285,MIRIAM,MCKINNEY,13,3,68.87
5.2976923076923095,3,LINDA,WILLIAMS,13,1,68.87000000000002
5.323333333333333,479,ZACHARY,HITE,15,3,79.85
5.323333333333335,331,ERIC,ROBERT,12,2,63.88000000000002
5.347142857142857,508,MILTON,HOWLAND,14,2,74.86
5.374615384615385,100,ROBIN,HAYES,13,2,69.87
5.374615384615385,49,JOYCE,EDWARDS,13,2,69.87
5.378888888888889,522,ARNOLD,HAVENS,18,1,96.82
5.3900000000000015,259,LENA,JENSEN,10,0,53.90000000000001
5.3900000000000015,44,MARIE,TURNER,10,2,53.90000000000001
5.3900000000000015,582,ANDY,VANHORN,10,1,53.90000000000001
5.406666666666667,84,SARA,PERRY,12,2,64.88000000000001
5.406666666666667,86,JACQUELINE,LONG,12,3,64.88000000000001
5.418571428571428,2,PATRICIA,JOHNSON,14,1,75.86
5.444545454545456,7,MARIA,MILLER,11,1,59.890000000000015
5.451538461538463,585,PERRY,SWAFFORD,13,2,70.87000000000002
5.490000000000001,443,FRANCISCO,SKIDMORE,10,2,54.90000000000001
5.535454545454547,491,RICK,MATTOX,11,1,60.890000000000015
5.535454545454547,59,CHERYL,MURPHY,11,2,60.890000000000015
5.59,346,ARTHUR,SIMPKINS,15,3,83.85
5.695882352941176,470,GORDON,ALLARD,17,2,96.82999999999998
5.739999999999999,583,MARSHALL,THORN,12,1,68.88
5.8081818181818194,187,BRITTANY,RILEY,11,2,63.890000000000015
5.8900000000000015,477,DAN,PAINE,10,2,58.90000000000001
5.89909090909091,82,KATHRYN,COLEMAN,11,2,64.89000000000001
5.990000000000001,426,BRADLEY,MOTLEY,11,2,65.89000000000001
6.073333333333333,181,ANA,BRADLEY,12,3,72.88
6.101111111111113,343,DOUGLAS,GRAF,9,1,54.91000000000001
