customer_id,customer_first_name,customer_last_name,country,city,store_id,suspicious_month_count,payment_count,total_amount,max_single_payment,action_new_payment_share,country_suspicious_amount_rank
193,KATIE,ELLIOTT,Kenya,Kisumu,2,1,6,35.94,8.99,0.0,2
306,CHARLES,KOWALSKI,Malaysia,Sungai Petani,1,1,14,53.86,6.99,0.1429,1
171,DOLORES,WAGNER,Malaysia,Ipoh,2,1,7,32.93,6.99,0.0,2
467,ALVIN,DELOACH,Mexico,Cuauhtmoc,2,2,17,97.83,9.99,0.0588,1
273,PRISCILLA,LOWE,Mexico,Salamanca,2,2,20,89.8,8.99,0.2,2
108,TRACY,COLE,Mexico,Huixquilucan,1,2,18,76.82,8.99,0.1667,3
482,MAURICE,CRAWLEY,Mexico,Coatzacoalcos,1,1,12,69.88,8.99,0.1667,4
150,DANIELLE,DANIELS,Mexico,Hidalgo,2,1,16,68.84,9.99,0.25,5
425,FRANCIS,SIKES,Mexico,San Juan Bautista Tuxtepec,2,1,17,67.83,8.99,0.1765,6
84,SARA,PERRY,Mexico,Atlixco,2,1,12,64.88,9.99,0.0,7
486,GLEN,TALBERT,Mexico,Acua,1,1,12,58.88,8.99,0.0833,8
323,MATTHEW,MAHAN,Mexico,Cuautla,2,1,15,58.85,7.99,0.2667,9
581,VIRGIL,WOFFORD,Mexico,Jos Azueta,1,1,14,57.86,8.99,0.0714,10
454,ALEX,GRESHAM,Mexico,Uruapan,2,1,10,52.9,9.99,0.1,11
115,WENDY,HARRISON,Mexico,Nezahualcyotl,1,1,15,50.85,6.99,0.0,12
133,PAULINE,HENRY,Mexico,Torren,1,1,13,47.87,6.99,0.1538,13
369,FRED,WHEAT,Mexico,Jurez,2,1,12,45.88,7.99,0.0833,14
570,IVAN,CROMWELL,Mexico,Monclova,2,1,7,32.93,6.99,0.1429,15
343,DOUGLAS,GRAF,Mexico,Mexicali,1,1,7,30.93,8.99,0.0,16
451,JIM,REA,Mexico,El Fuerte,1,1,7,22.93,6.99,0.2857,17
364,BENJAMIN,VARNEY,Mexico,Guadalajara,1,1,5,19.95,4.99,0.0,18
465,FLOYD,GANDY,Mexico,Zapopan,1,1,4,17.96,8.99,0.25,19
40,AMANDA,CARTER,Morocco,Nador,2,1,11,40.89,8.99,0.0909,1
257,MARSHA,DOUGLAS,Mozambique,Beira,2,1,18,88.82,6.99,0.1111,1
137,RHONDA,KENNEDY,Netherlands,Apeldoorn,2,2,23,116.77,8.99,0.087,1
415,GLENN,PULLEN,Netherlands,Amersfoort,1,1,11,40.89,8.99,0.2727,2
198,ELSIE,KELLEY,Nigeria,Ikerre,2,2,31,123.69,6.99,0.0645,1
286,VELMA,LUCAS,Nigeria,Effon-Alaiye,1,1,17,76.83,9.99,0.0588,2
280,TRACEY,BARRETT,Nigeria,Owo,2,1,12,68.88,9.99,0.25,3
103,GLADYS,HAMILTON,Nigeria,Ilorin,1,1,15,68.85,6.99,0.0667,4
409,RODNEY,MOELLER,Nigeria,Deba Habe,2,1,15,58.85,7.99,0.0667,5
232,CONSTANCE,REID,Nigeria,Zaria,2,1,14,57.86,10.99,0.1429,6
277,OLGA,JIMENEZ,Nigeria,Ogbomosho,2,1,7,28.93,5.99,0.0,7
416,JEFFERY,PINSON,Pakistan,Dadu,2,1,13,63.87,8.99,0.0769,1
25,DEBORAH,WALKER,Pakistan,Shikarpur,1,1,6,33.94,8.99,0.1667,2
345,CARL,ARTIS,Paraguay,San Lorenzo,1,1,10,49.9,8.99,0.0,1
122,THELMA,MURRAY,Peru,Lima,1,2,22,87.78,7.99,0.0455,1
565,JAIME,NETTLES,Peru,Hunuco,2,1,13,66.87,10.99,0.0,2
597,FREDDIE,DUGGAN,Peru,Sullana,1,1,12,47.88,6.99,0.0,3
236,MARCIA,DEAN,Philippines,Tanza,1,2,28,111.72,8.99,0.1429,1
263,HILDA,HOPKINS,Philippines,Mandaluyong,1,2,24,104.76,9.99,0.0833,2
522,ARNOLD,HAVENS,Philippines,Santa Rosa,2,1,18,96.82,9.99,0.1111,3
71,KATHY,JAMES,Philippines,Baybay,1,1,18,70.82,8.99,0.1667,4
373,LOUIS,LEONE,Philippines,Tanauan,1,1,16,68.84,8.99,0.1875,5
244,VIOLA,HANSON,Philippines,Lapu-Lapu,2,1,14,54.86,5.99,0.1429,6
461,DEREK,BLAKELY,Philippines,Gingoog,1,1,14,52.86,7.99,0.2143,7
580,ROSS,GREY,Philippines,Iligan,1,1,15,49.85,6.99,0.1333,8
349,JOE,GILLILAND,Philippines,Imus,2,1,12,45.88,5.99,0.0,9
27,SHIRLEY,ALLEN,Philippines,Davao,2,1,8,30.92,4.99,0.0,10
434,EDDIE,TOMLIN,Philippines,Ozamis,1,1,7,28.93,7.99,0.0,11
380,RUSSELL,BRINSON,Poland,Tychy,1,2,22,86.78,10.99,0.1364,1
128,MARJORIE,TUCKER,Poland,Jastrzebie-Zdrj,1,1,16,65.84,6.99,0.1875,2
572,SIDNEY,BURLESON,Poland,Czestochowa,1,1,11,46.89,6.99,0.0,3
360,RALPH,MADRIGAL,Puerto Rico,Arecibo,2,1,17,69.83,9.99,0.2941,1
563,KEN,PREWITT,Romania,Bucuresti,2,1,16,60.84,7.99,0.125,1
230,JOY,GEORGE,Romania,Botosani,2,1,6,20.94,8.99,0.1667,2
295,DAISY,BATES,Russian Federation,Kolpino,1,2,27,120.73,9.99,0.0741,1
100,ROBIN,HAYES,Russian Federation,Jelets,1,2,17,88.83,8.99,0.1176,2
346,ARTHUR,SIMPKINS,Russian Federation,Maikop,1,1,15,83.85,8.99,0.2,3
393,PHILIP,CAUSEY,Russian Federation,Korolev,1,2,18,80.82,8.99,0.3333,4
462,WARREN,SHERROD,Russian Federation,Usolje-Sibirskoje,2,1,16,74.84,8.99,0.0625,5
376,RANDY,GAITHER,Russian Federation,Kurgan,1,1,15,69.85,8.99,0.3333,6
179,DANA,HART,Russian Federation,Kirovo-Tepetsk,1,1,14,68.86,8.99,0.0714,7
160,ERIN,DUNN,Russian Federation,Ljubertsy,2,1,15,66.85,7.99,0.0667,8
447,CLIFFORD,BOWENS,Russian Federation,Nabereznyje Telny,1,2,15,64.85,8.99,0.3333,9
127,ELAINE,STEVENS,Russian Federation,Smolensk,2,1,12,56.88,10.99,0.0833,10
351,JACK,FOUST,Russian Federation,Zeleznogorsk,1,1,13,50.87,7.99,0.0769,11
397,JIMMY,SCHRADER,Russian Federation,Atinsk,1,1,13,50.87,6.99,0.1538,11
428,HERBERT,KRUGER,Russian Federation,Syktyvkar,2,1,11,49.89,6.99,0.1818,13
487,HECTOR,POINDEXTER,Russian Federation,Pjatigorsk,2,1,14,46.86,7.99,0.2143,14
567,ALFREDO,MCADAMS,Russian Federation,Serpuhov,2,1,11,40.89,7.99,0.1818,15
46,CATHERINE,CAMPBELL,Russian Federation,Moscow,2,1,7,32.93,8.99,0.1429,16
49,JOYCE,EDWARDS,Saudi Arabia,Jedda,2,1,13,69.87,10.99,0.2308,1
101,PEGGY,MYERS,Saudi Arabia,Abha,1,1,12,53.88,8.99,0.0833,2
471,DEAN,SAUER,South Africa,Johannesburg,1,2,17,76.83,7.99,0.0588,1
125,ETHEL,WEBB,South Africa,Boksburg,1,1,16,65.84,9.99,0.25,2
432,EDWIN,BURK,South Africa,Newcastle,1,1,12,56.88,6.99,0.0833,3
145,LUCILLE,HOLMES,South Africa,Soshanguve,1,1,15,55.85,8.99,0.2,4
407,DALE,RATCLIFF,South Africa,Rustenburg,1,1,11,49.89,9.99,0.2727,5
338,DENNIS,GILMAN,South Africa,Paarl,1,1,7,34.93,6.99,0.1429,6
245,COURTNEY,DAY,South Korea,Uijongbu,1,1,16,72.84,10.99,0.1875,1
469,WESLEY,BULL,Spain,Ourense (Orense),2,1,18,80.82,10.99,0.0556,1
52,JULIE,SANCHEZ,Spain,A Corua (La Corua),1,2,16,62.84,7.99,0.125,2
50,DIANE,COLLINS,Sudan,Omdurman,1,1,17,80.83,10.99,0.0588,1
598,WADE,DELVALLE,Switzerland,Lausanne,1,1,16,64.84,6.99,0.0,1
155,GAIL,KNIGHT,Switzerland,Bern,1,1,5,27.95,7.99,0.0,2
75,TAMMY,SANDERS,Taiwan,Changhwa,2,2,25,100.75,9.99,0.16,1
576,MORRIS,MCCARTER,Taiwan,Fengshan,2,2,22,97.78,8.99,0.2727,2
30,MELISSA,KING,Taiwan,Lungtan,1,1,19,73.81,9.99,0.0526,3
348,ROGER,QUINTANILLA,Taiwan,Hsichuh,2,1,16,70.84,9.99,0.1875,4
5,ELIZABETH,BROWN,Taiwan,Nantou,1,1,16,59.84,8.99,0.25,5
517,BRAD,MCCURDY,Taiwan,Chungho,2,1,5,22.95,8.99,0.0,6
481,HERMAN,DEVORE,Tanzania,Mwanza,1,1,13,57.87,10.99,0.0769,1
42,CAROLYN,PEREZ,Thailand,Pak Kret,2,1,16,61.84,6.99,0.125,1
86,JACQUELINE,LONG,Thailand,Songkhla,2,1,7,24.93,4.99,0.0,2
327,LARRY,THRASHER,Turkey,Adana,2,2,19,89.81,9.99,0.1579,1
366,BRANDON,HUEY,Turkey,Balikesir,1,1,19,82.81,6.99,0.1579,2
566,CASEY,MENA,Turkey,Tokat,1,1,18,71.82,9.99,0.2778,3
172,BERNICE,WILLIS,Turkey,Batman,1,1,14,70.86,7.99,0.1429,4
13,KAREN,JACKSON,Turkey,Osmaniye,2,1,13,61.87,11.99,0.1538,5
518,GABRIEL,HARDER,Turkey,Sivas,1,1,13,55.87,7.99,0.0769,6
507,EDGAR,RHOADS,Turkey,Eskisehir,2,1,15,49.85,6.99,0.1333,7
475,PEDRO,CHESTNUT,Ukraine,ostka,2,1,15,71.85,9.99,0.2,1
386,TODD,TAN,Ukraine,Kamjanets-Podilskyi,1,1,13,54.87,8.99,0.3846,2
131,MONICA,HICKS,Ukraine,Mukateve,2,1,12,49.88,8.99,0.1667,3
292,MISTY,LAMBERT,United Arab Emirates,Sharja,2,1,16,74.84,8.99,0.1875,1
497,GILBERT,SLEDGE,United Kingdom,York,2,1,14,67.86,9.99,0.1429,1
526,KARL,SEAL,United States,Cape Coral,2,2,28,128.72,7.99,0.0357,1
479,ZACHARY,HITE,United States,Akron,1,1,15,79.85,8.99,0.0,2
2,PATRICIA,JOHNSON,United States,San Bernardino,1,1,14,75.86,10.99,0.2857,3
308,THOMAS,GRIGSBY,United States,Kansas City,1,2,18,73.82,7.99,0.0556,4
181,ANA,BRADLEY,United States,Memphis,2,1,12,72.88,9.99,0.0,5
63,ASHLEY,RICHARDSON,United States,Lincoln,1,1,14,64.86,8.99,0.2143,6
275,CAROLE,BARNETT,United States,Peoria,2,1,16,59.84,6.99,0.125,7
51,ALICE,STEWART,United States,Fontana,1,1,12,58.88,9.99,0.1667,8
294,SHELLY,WATTS,United States,Dayton,2,1,13,57.87,7.99,0.0769,9
291,TONI,HOLT,United States,Roanoke,1,1,12,52.88,7.99,0.0,10
14,BETTY,WHITE,United States,Citrus Heights,2,1,12,50.88,7.99,0.0833,11
6,JENNIFER,DAVIS,United States,Laredo,2,1,12,48.88,7.99,0.0833,12
182,RENEE,LANE,United States,Compton,1,1,12,39.88,8.99,0.1667,13
561,IAN,STILL,United States,Garland,2,1,9,33.91,5.99,0.2222,14
149,VALERIE,BLACK,United States,Brockton,1,1,7,32.93,7.99,0.1429,15
457,BILL,GAVIN,United States,Rockford,2,1,9,30.91,7.99,0.2222,16
62,JOAN,COOPER,United States,Saint Louis,1,1,7,24.93,6.99,0.2857,17
539,MATHEW,BOLIN,Venezuela,Valencia,1,1,12,55.88,7.99,0.0,1
290,KRISTINA,CHAMBERS,Venezuela,Valle de la Pascua,1,1,14,51.86,7.99,0.2143,2
113,CINDY,FISHER,Venezuela,Cuman,2,1,6,27.94,8.99,0.1667,3
111,CARMEN,OWENS,Venezuela,Caracas,1,1,6,22.94,6.99,0.1667,4
532,NEIL,RENNER,Vietnam,Cam Ranh,2,1,14,69.86,8.99,0.0,1
520,MITCHELL,WESTMORELAND,Vietnam,Nha Trang,2,1,14,60.86,10.99,0.0714,2
199,BETH,FRANKLIN,Vietnam,Haiphong,2,1,12,52.88,8.99,0.25,3
523,HARVEY,GUAJARDO,Vietnam,Vinh,1,1,4,24.96,8.99,0.0,4
470,GORDON,ALLARD,Yemen,Hodeida,1,1,17,96.83,10.99,0.0588,1
210,ELLA,OLIVER,Yemen,Aden,2,1,18,73.82,8.99,0.3889,2
213,GINA,WILLIAMSON,Yemen,Taizz,1,1,9,35.91,6.99,0.0,3
553,MAX,PITT,Yugoslavia,Novi Sad,1,1,16,68.84,6.99,0.125,1
