customer_id,customer,country,month,payment_count,monthly_sum,avg_payment,staff_count,country_month_rank
293,MAE FLETCHER,Spain,2005-06,7,35.93,5.13,2,1
395,JOHNNY TURPIN,Sudan,2005-06,6,15.94,2.66,2,1
204,ROSEMARY SCHMIDT,Turkey,2005-06,6,31.94,5.32,2,1
187,BRITTANY RILEY,Ukraine,2005-06,7,23.93,3.42,2,1
583,MARSHALL THORN,United Kingdom,2005-06,6,29.94,4.99,2,1
526,KARL SEAL,United States,2005-06,9,41.91,4.66,2,1
149,VALERIE BLACK,United States,2005-06,7,32.93,4.7,2,3
457,BILL GAVIN,United States,2005-06,9,30.91,3.43,2,4
113,CINDY FISHER,Venezuela,2005-06,6,27.94,4.66,2,1
213,GINA WILLIAMSON,Yemen,2005-06,9,35.91,3.99,2,1
441,MARIO CHEATHAM,Algeria,2005-07,17,66.83,3.93,2,1
528,CLAUDE HERZOG,Angola,2005-07,11,56.89,5.17,2,1
585,PERRY SWAFFORD,Argentina,2005-07,13,70.87,5.45,2,1
89,JULIA FLORES,Argentina,2005-07,17,68.83,4.05,2,2
173,AUDREY RAY,Austria,2005-07,14,57.86,4.13,2,1
332,STEPHEN QUALLS,Bangladesh,2005-07,17,78.83,4.64,2,1
144,CLARA SHAW,Belarus,2005-07,18,93.82,5.21,2,1
455,JON WILES,Bolivia,2005-07,9,45.91,5.1,2,1
178,MARION SNYDER,Brazil,2005-07,18,85.82,4.77,2,1
92,TINA SIMMONS,Brazil,2005-07,15,78.85,5.26,2,2
591,KENT ARSENAULT,Brazil,2005-07,15,75.85,5.06,2,3
540,TYRONE ASHER,Bulgaria,2005-07,9,39.91,4.43,2,1
228,ALLISON STANLEY,Cambodia,2005-07,15,54.85,3.66,2,1
410,CURTIS IRBY,Canada,2005-07,14,54.86,3.92,2,1
45,JANET PHILLIPS,Chile,2005-07,9,37.91,4.21,2,1
595,TERRENCE GUNDERSON,China,2005-07,19,86.81,4.57,2,1
484,ROBERTO VU,China,2005-07,15,77.85,5.19,2,2
168,REGINA BERRY,China,2005-07,17,70.83,4.17,2,3
302,MICHAEL SILVERMAN,China,2005-07,15,67.85,4.52,2,4
594,EDUARDO HIATT,China,2005-07,14,65.86,4.7,2,5
485,CLYDE TOBIAS,China,2005-07,18,63.82,3.55,2,6
490,SAM MCDUFFIE,Colombia,2005-07,14,64.86,4.63,2,1
494,RAMON CHOATE,Ecuador,2005-07,18,80.82,4.49,2,1
491,RICK MATTOX,Egypt,2005-07,11,60.89,5.54,2,1
35,VIRGINIA GREEN,France,2005-07,16,68.84,4.3,2,1
196,ALMA AUSTIN,Germany,2005-07,14,63.86,4.56,2,1
3,LINDA WILLIAMS,Greece,2005-07,13,68.87,5.3,2,1
209,TONYA CHAPMAN,India,2005-07,17,82.83,4.87,2,1
225,ARLENE HARVEY,India,2005-07,17,80.83,4.75,2,2
508,MILTON HOWLAND,India,2005-07,14,74.86,5.35,2,3
502,BRETT CORNWELL,India,2005-07,15,73.85,4.92,2,4
446,THEODORE CULP,India,2005-07,17,71.83,4.23,2,5
426,BRADLEY MOTLEY,India,2005-07,11,65.89,5.99,2,6
372,STEVE MACKENZIE,Indonesia,2005-07,16,77.84,4.87,2,1
459,TOMMY COLLAZO,Iran,2005-07,18,89.82,4.99,2,1
102,CRYSTAL FORD,Israel,2005-07,21,84.79,4.04,2,1
309,CHRISTOPHER GRECO,Italy,2005-07,16,76.84,4.8,2,1
285,MIRIAM MCKINNEY,Japan,2005-07,13,68.87,5.3,2,1
531,JAMIE WAUGH,Japan,2005-07,14,64.86,4.63,2,2
574,JULIAN VEST,Japan,2005-07,15,64.85,4.32,2,3
337,JERRY JORDON,Japan,2005-07,12,62.88,5.24,2,4
573,BYRON BOX,Kazakstan,2005-07,15,70.85,4.72,2,1
363,ROY WHITING,Kenya,2005-07,15,69.85,4.66,2,1
347,RYAN SALISBURY,Latvia,2005-07,17,65.83,3.87,2,1
306,CHARLES KOWALSKI,Malaysia,2005-07,14,53.86,3.85,2,1
482,MAURICE CRAWLEY,Mexico,2005-07,12,69.88,5.82,2,1
273,PRISCILLA LOWE,Mexico,2005-07,15,67.85,4.52,2,2
425,FRANCIS SIKES,Mexico,2005-07,17,67.83,3.99,2,3
40,AMANDA CARTER,Morocco,2005-07,11,40.89,3.72,2,1
257,MARSHA DOUGLAS,Mozambique,2005-07,18,88.82,4.93,2,1
137,RHONDA KENNEDY,Netherlands,2005-07,19,96.81,5.1,2,1
286,VELMA LUCAS,Nigeria,2005-07,17,76.83,4.52,2,1
103,GLADYS HAMILTON,Nigeria,2005-07,15,68.85,4.59,2,2
498,GENE SANBORN,Oman,2005-07,15,51.85,3.46,2,1
345,CARL ARTIS,Paraguay,2005-07,10,49.9,4.99,2,1
122,THELMA MURRAY,Peru,2005-07,15,61.85,4.12,2,1
522,ARNOLD HAVENS,Philippines,2005-07,18,96.82,5.38,2,1
236,MARCIA DEAN,Philippines,2005-07,20,73.8,3.69,2,2
558,JIMMIE EGGLESTON,Poland,2005-07,15,70.85,4.72,2,1
360,RALPH MADRIGAL,Puerto Rico,2005-07,17,69.83,4.11,2,1
563,KEN PREWITT,Romania,2005-07,16,60.84,3.8,2,1
295,DAISY BATES,Russian Federation,2005-07,18,87.82,4.88,2,1
346,ARTHUR SIMPKINS,Russian Federation,2005-07,15,83.85,5.59,2,2
462,WARREN SHERROD,Russian Federation,2005-07,16,74.84,4.68,2,3
49,JOYCE EDWARDS,Saudi Arabia,2005-07,13,69.87,5.37,2,1
125,ETHEL WEBB,South Africa,2005-07,16,65.84,4.12,2,1
432,EDWIN BURK,South Africa,2005-07,12,56.88,4.74,2,2
245,COURTNEY DAY,South Korea,2005-07,16,72.84,4.55,2,1
469,WESLEY BULL,Spain,2005-07,18,80.82,4.49,2,1
50,DIANE COLLINS,Sudan,2005-07,17,80.83,4.75,2,1
598,WADE DELVALLE,Switzerland,2005-07,16,64.84,4.05,2,1
30,MELISSA KING,Taiwan,2005-07,19,73.81,3.88,2,1
220,CHARLENE ALVAREZ,Tanzania,2005-07,12,59.88,4.99,2,1
366,BRANDON HUEY,Turkey,2005-07,19,82.81,4.36,2,1
566,CASEY MENA,Turkey,2005-07,18,71.82,3.99,2,2
475,PEDRO CHESTNUT,Ukraine,2005-07,15,71.85,4.79,2,1
292,MISTY LAMBERT,United Arab Emirates,2005-07,16,74.84,4.68,2,1
583,MARSHALL THORN,United Kingdom,2005-07,12,68.88,5.74,2,1
526,KARL SEAL,United States,2005-07,19,86.81,4.57,2,1
479,ZACHARY HITE,United States,2005-07,15,79.85,5.32,2,2
2,PATRICIA JOHNSON,United States,2005-07,14,75.86,5.42,2,3
181,ANA BRADLEY,United States,2005-07,12,72.88,6.07,2,4
539,MATHEW BOLIN,Venezuela,2005-07,12,55.88,4.66,2,1
532,NEIL RENNER,Vietnam,2005-07,14,69.86,4.99,2,1
470,GORDON ALLARD,Yemen,2005-07,17,96.83,5.7,2,1
553,MAX PITT,Yugoslavia,2005-07,16,68.84,4.3,2,1
176,JUNE CARROLL,Algeria,2005-08,12,52.88,4.41,2,1
383,MARTIN BALES,Angola,2005-08,10,38.9,3.89,2,1
445,MICHEAL FORMAN,Argentina,2005-08,14,66.86,4.78,2,1
560,JORDAN ARCHULETA,Argentina,2005-08,11,56.89,5.17,2,2
266,NORA HERRERA,Austria,2005-08,17,71.83,4.23,2,1
334,RAYMOND MCWHORTER,Azerbaijan,2005-08,13,53.87,4.14,2,1
21,MICHELLE CLARK,Bangladesh,2005-08,17,79.83,4.7,2,1
144,CLARA SHAW,Belarus,2005-08,16,72.84,4.55,2,1
342,HAROLD MARTINO,Brazil,2005-08,17,69.83,4.11,2,1
362,NICHOLAS BARFIELD,Brazil,2005-08,11,63.89,5.81,2,2
178,MARION SNYDER,Brazil,2005-08,12,58.88,4.91,2,3
516,ELMER NOE,Cambodia,2005-08,7,16.93,2.42,2,1
361,LAWRENCE LAWTON,Cameroon,2005-08,13,42.87,3.3,2,1
410,CURTIS IRBY,Canada,2005-08,17,86.83,5.11,2,1
45,JANET PHILLIPS,Chile,2005-08,12,68.88,5.74,2,1
569,DAVE GARDINER,China,2005-08,18,75.82,4.21,2,1
197,SUE PETERS,China,2005-08,16,65.84,4.12,2,2
550,GUY BROWNLEE,China,2005-08,13,63.87,4.91,2,3
211,STACEY MONTGOMERY,China,2005-08,14,62.86,4.49,2,4
242,GLENDA FRAZIER,China,2005-08,14,59.86,4.28,2,5
422,MELVIN ELLINGTON,China,2005-08,13,56.87,4.37,2,6
460,LEON BOSTIC,Colombia,2005-08,12,54.88,4.57,2,1
375,AARON SELBY,"Congo, The Democratic Republic of the",2005-08,12,51.88,4.32,2,1
119,SHERRY MARSHALL,Egypt,2005-08,18,77.82,4.32,2,1
35,VIRGINIA GREEN,France,2005-08,8,31.92,3.99,2,1
56,GLORIA COOK,French Polynesia,2005-08,12,58.88,4.91,2,1
596,ENRIQUE FORSYTHE,Greece,2005-08,13,46.87,3.61,2,1
15,HELEN HARRIS,India,2005-08,18,79.82,4.43,2,1
259,LENA JENSEN,India,2005-08,16,75.84,4.74,2,2
468,TIM CARY,India,2005-08,14,71.86,5.13,2,3
78,LORI WOOD,India,2005-08,14,70.86,5.06,2,4
274,NAOMI JENNINGS,India,2005-08,16,69.84,4.37,2,5
121,JOSEPHINE GOMEZ,India,2005-08,14,67.86,4.85,2,6
372,STEVE MACKENZIE,Indonesia,2005-08,13,62.87,4.84,2,1
473,JORGE OLIVARES,Indonesia,2005-08,14,50.86,3.63,2,2
459,TOMMY COLLAZO,Iran,2005-08,12,67.88,5.66,2,1
161,GERALDINE PERKINS,Israel,2005-08,12,45.88,3.82,2,1
439,ALEXANDER FENNELL,Italy,2005-08,15,67.85,4.52,2,1
147,JOANNE ROBERTSON,Japan,2005-08,15,76.85,5.12,2,1
29,ANGELA HERNANDEZ,Japan,2005-08,16,68.84,4.3,2,2
54,TERESA ROGERS,Japan,2005-08,14,64.86,4.63,2,3
141,DEBBIE REYES,Japan,2005-08,17,64.83,3.81,2,4
306,CHARLES KOWALSKI,Malaysia,2005-08,14,65.86,4.7,2,1
150,DANIELLE DANIELS,Mexico,2005-08,16,68.84,4.3,2,1
273,PRISCILLA LOWE,Mexico,2005-08,13,62.87,4.84,2,2
575,ISAAC OGLESBY,Mexico,2005-08,12,61.88,5.16,2,3
22,LAURA RODRIGUEZ,Morocco,2005-08,10,54.9,5.49,2,1
256,MABEL HOLLAND,Myanmar,2005-08,12,53.88,4.49,2,1
137,RHONDA KENNEDY,Netherlands,2005-08,15,74.85,4.99,2,1
198,ELSIE KELLEY,Nigeria,2005-08,16,70.84,4.43,2,1
280,TRACEY BARRETT,Nigeria,2005-08,12,68.88,5.74,2,2
9,MARGARET MOORE,Oman,2005-08,8,31.92,3.99,2,1
416,JEFFERY PINSON,Pakistan,2005-08,13,63.87,4.91,2,1
565,JAIME NETTLES,Peru,2005-08,13,66.87,5.14,2,1
373,LOUIS LEONE,Philippines,2005-08,15,76.85,5.12,2,1
349,JOE GILLILAND,Philippines,2005-08,11,64.89,5.9,2,2
380,RUSSELL BRINSON,Poland,2005-08,13,45.87,3.53,2,1
360,RALPH MADRIGAL,Puerto Rico,2005-08,11,55.89,5.08,2,1
230,JOY GEORGE,Romania,2005-08,10,38.9,3.89,2,1
487,HECTOR POINDEXTER,Russian Federation,2005-08,11,68.89,6.26,2,1
160,ERIN DUNN,Russian Federation,2005-08,15,66.85,4.46,2,2
46,CATHERINE CAMPBELL,Russian Federation,2005-08,16,65.84,4.12,2,3
417,TRAVIS ESTEP,Saudi Arabia,2005-08,13,48.87,3.76,2,1
471,DEAN SAUER,South Africa,2005-08,12,55.88,4.66,2,1
237,TANYA GILBERT,South Korea,2005-08,11,60.89,5.54,2,1
469,WESLEY BULL,Spain,2005-08,15,66.85,4.46,2,1
155,GAIL KNIGHT,Switzerland,2005-08,7,27.93,3.99,2,1
348,ROGER QUINTANILLA,Taiwan,2005-08,15,60.85,4.06,2,1
190,YOLANDA WEAVER,Tanzania,2005-08,12,49.88,4.16,2,1
390,SHAWN HEATON,Thailand,2005-08,12,59.88,4.99,2,1
172,BERNICE WILLIS,Turkey,2005-08,13,58.87,4.53,2,1
327,LARRY THRASHER,Turkey,2005-08,13,58.87,4.53,2,2
98,LILLIAN GRIFFIN,United Arab Emirates,2005-08,9,35.91,3.99,2,1
512,CECIL VINES,United Kingdom,2005-08,13,62.87,4.84,2,1
526,KARL SEAL,United States,2005-08,14,79.86,5.7,2,1
181,ANA BRADLEY,United States,2005-08,16,71.84,4.49,2,2
146,JAMIE RICE,United States,2005-08,13,63.87,4.91,2,3
112,ROSA REYNOLDS,United States,2005-08,13,62.87,4.84,2,4
453,CALVIN MARTEL,Venezuela,2005-08,10,45.9,4.59,2,1
532,NEIL RENNER,Vietnam,2005-08,14,69.86,4.99,2,1
210,ELLA OLIVER,Yemen,2005-08,10,56.9,5.69,2,1
7,MARIA MILLER,Yugoslavia,2005-08,12,59.88,4.99,2,1
