average_payment,customer_id,customer_name,max_payment,payment_count,total_amount
3.717272727272728,40,AMANDA CARTER,8.99,11,40.89000000000001
3.717272727272728,415,GLENN PULLEN,8.99,11,40.89000000000001
3.717272727272728,567,ALFREDO MCADAMS,7.99,11,40.89000000000001
3.7233333333333345,129,CARRIE PORTER,7.99,15,55.850000000000016
3.7233333333333345,335,GREGORY MAULDIN,8.99,15,55.850000000000016
3.723333333333335,145,LUCILLE HOLMES,8.99,15,55.85000000000002
3.74,54,TERESA ROGERS,7.99,8,29.92
3.7400000000000007,33,ANNA HILL,5.99,8,29.920000000000005
3.7400000000000007,584,SALVADOR TEEL,7.99,12,44.88000000000001
3.7400000000000007,593,RENE MCALISTER,6.99,12,44.88000000000001
3.740000000000001,496,TYLER WREN,5.99,8,29.92000000000001
3.740000000000001,5,ELIZABETH BROWN,8.99,16,59.84000000000002
3.7400000000000015,227,COLLEEN BURTON,7.99,12,44.88000000000002
3.759230769230769,120,SYLVIA ORTIZ,9.99,13,48.87
3.759230769230769,126,ELLEN SIMPSON,7.99,13,48.87
3.7592307692307707,297,SHERRI RHODES,8.99,13,48.87000000000002
3.7677777777777774,253,TERRY CARLSON,7.99,9,33.91
3.7677777777777783,143,LESLIE GORDON,7.99,9,33.910000000000004
3.7677777777777783,171,DOLORES WAGNER,5.99,9,33.910000000000004
3.7677777777777783,18,CAROL GARCIA,4.99,9,33.910000000000004
3.7677777777777783,217,AGNES BISHOP,6.99,9,33.910000000000004
3.7677777777777783,34,REBECCA SCOTT,5.99,9,33.910000000000004
3.767777777777779,314,GEORGE LINTON,6.99,18,67.82000000000002
3.775714285714286,78,LORI WOOD,6.99,14,52.86
3.775714285714287,588,MARION OCAMPO,5.99,14,52.86000000000002
3.79,589,TRACY HERRMANN,9.99,10,37.9
3.7900000000000005,353,JONATHAN SCARBOROUGH,5.99,5,18.950000000000003
3.7900000000000014,189,LORETTA CARPENTER,5.99,10,37.90000000000001
3.7900000000000014,200,JEANNE LAWSON,6.99,10,37.90000000000001
3.7900000000000014,99,EMILY DIAZ,7.99,15,56.85000000000002
3.8025000000000015,442,LEROY BUSTAMANTE,5.99,16,60.840000000000025
3.8025000000000015,563,KEN PREWITT,7.99,16,60.840000000000025
3.808181818181819,141,DEBBIE REYES,7.99,11,41.89000000000001
3.808181818181819,377,HOWARD FORTNER,10.99,11,41.89000000000001
3.8081818181818194,251,VICKIE BREWER,8.99,11,41.890000000000015
3.823333333333334,322,JASON MORRISSEY,7.99,12,45.88000000000001
3.823333333333334,342,HAROLD MARTINO,8.99,12,45.88000000000001
3.823333333333334,408,MANUEL MURRELL,6.99,12,45.88000000000001
3.8233333333333346,349,JOE GILLILAND,5.99,12,45.88000000000002
3.8233333333333346,369,FRED WHEAT,7.99,12,45.88000000000002
3.8233333333333346,439,ALEXANDER FENNELL,6.99,12,45.88000000000002
3.836153846153847,229,TAMARA NGUYEN,7.99,13,49.87000000000001
3.847142857142857,412,ALLEN BUTTERFIELD,8.99,7,26.93
3.847142857142857,450,JAY ROBB,7.99,7,26.93
3.847142857142857,492,LESTER KRAUS,8.99,7,26.93
3.847142857142857,70,CHRISTINA RAMIREZ,7.99,7,26.93
3.8471428571428583,597,FREDDIE DUGGAN,4.99,7,26.930000000000007
3.8471428571428588,306,CHARLES KOWALSKI,6.99,14,53.86000000000002
3.865,67,KELLY TORRES,7.99,8,30.92
3.8650000000000007,42,CAROLYN PEREZ,6.99,16,61.84000000000001
3.865000000000001,399,DANNY ISOM,6.99,8,30.92000000000001
3.865000000000001,515,ANDRE RAPP,6.99,8,30.92000000000001
3.872352941176471,347,RYAN SALISBURY,6.99,17,65.83000000000001
3.87888888888889,156,BERTHA FERGUSON,6.99,9,34.91000000000001
3.8847368421052626,30,MELISSA KING,9.99,19,73.80999999999999
3.8899999999999997,159,JILL HAWKINS,7.99,10,38.9
3.8899999999999997,374,JEREMY HURTADO,7.99,10,38.9
3.8900000000000006,164,JOANN GARDNER,6.99,10,38.900000000000006
3.8900000000000015,394,CHRIS BROTHERS,6.99,10,38.90000000000001
3.9066666666666667,27,SHIRLEY ALLEN,7.99,12,46.88
3.9066666666666676,277,OLGA JIMENEZ,5.99,12,46.88000000000001
3.9066666666666676,371,BILLY POULIN,8.99,12,46.88000000000001
3.906666666666668,326,JOSE ANDREW,7.99,12,46.88000000000002
3.9130769230769236,356,GERALD FULTZ,6.99,13,50.870000000000005
3.913076923076924,351,JACK FOUST,7.99,13,50.87000000000001
3.9130769230769245,397,JIMMY SCHRADER,6.99,13,50.87000000000002
3.91857142857143,244,VIOLA HANSON,5.99,14,54.86000000000002
3.91857142857143,410,CURTIS IRBY,5.99,14,54.86000000000002
3.91857142857143,438,BARRY LOVELACE,8.99,14,54.86000000000002
3.9233333333333333,207,GERTRUDE CASTILLO,9.99,15,58.85
3.9233333333333342,230,JOY GEORGE,9.99,15,58.850000000000016
3.9233333333333342,32,AMY LOPEZ,9.99,15,58.850000000000016
3.9233333333333342,409,RODNEY MOELLER,7.99,15,58.850000000000016
3.9233333333333347,323,MATTHEW MAHAN,7.99,15,58.85000000000002
3.9275000000000015,211,STACEY MONTGOMERY,8.99,16,62.840000000000025
3.931176470588236,441,MARIO CHEATHAM,10.99,17,66.83000000000001
3.934444444444445,71,KATHY JAMES,8.99,18,70.82000000000001
3.9899999999999998,81,ANDREA HENDERSON,9.99,6,23.939999999999998
3.99,108,TRACY COLE,6.99,13,51.870000000000005
3.99,130,CHARLOTTE HUNTER,5.99,8,31.92
3.99,188,MELANIE ARMSTRONG,5.99,8,31.92
3.99,333,ANDREW PURDY,10.99,13,51.870000000000005
3.99,440,BERNARD COLBY,9.99,12,47.88
3.99,566,CASEY MENA,9.99,18,71.82000000000001
3.9900000000000007,113,CINDY FISHER,6.99,11,43.89000000000001
3.9900000000000007,153,SUZANNE NICHOLS,9.99,10,39.900000000000006
3.9900000000000007,154,MICHELE GRANT,7.99,14,55.86000000000001
3.9900000000000007,190,YOLANDA WEAVER,5.99,7,27.930000000000003
3.9900000000000007,382,VICTOR BARKLEY,9.99,10,39.900000000000006
3.9900000000000007,425,FRANCIS SIKES,8.99,17,67.83000000000001
3.9900000000000007,43,CHRISTINE ROBERTS,4.99,12,47.88000000000001
3.9900000000000007,586,KIRK STCLAIR,6.99,6,23.940000000000005
3.990000000000001,457,BILL GAVIN,7.99,7,27.930000000000007
3.990000000000001,519,RON DELUCA,7.99,13,51.87000000000001
3.9900000000000015,546,KELLY KNOTT,9.99,11,43.890000000000015
4.037619047619048,102,CRYSTAL FORD,6.99,21,84.78999999999999
4.0488235294117665,89,JULIA FLORES,8.99,17,68.83000000000003
4.052500000000001,598,WADE DELVALLE,6.99,16,64.84000000000002
4.061428571428572,390,SHAWN HEATON,5.99,14,56.860000000000014
4.061428571428573,590,SETH HANNON,5.99,14,56.86000000000002
4.066923076923078,339,WALTER PERRYMAN,7.99,13,52.87000000000001
4.066923076923079,202,CARLA GUTIERREZ,8.99,13,52.87000000000002
4.066923076923079,329,FRANK WAGGONER,7.99,13,52.87000000000002
4.073333333333333,239,MINNIE ROMERO,8.99,12,48.88
4.073333333333334,52,JULIE SANCHEZ,7.99,12,48.88000000000001
4.080909090909092,299,JAMES GANNON,9.99,11,44.89000000000001
4.080909090909092,385,PHILLIP HOLM,8.99,11,44.89000000000001
4.080909090909092,550,GUY BROWNLEE,8.99,11,44.890000000000015
4.080909090909092,88,BONNIE HUGHES,8.99,11,44.89000000000001
4.09,414,VINCENT RALSTON,10.99,10,40.9
4.090000000000001,180,STACY CUNNINGHAM,9.99,10,40.900000000000006
4.090000000000002,338,DENNIS GILMAN,7.99,10,40.90000000000001
4.101111111111111,501,RUBEN GEARY,7.99,9,36.91
4.101111111111111,575,ISAAC OGLESBY,8.99,9,36.91
4.101111111111112,210,ELLA OLIVER,8.99,18,73.82000000000001
4.101111111111112,303,WILLIAM SATTERFIELD,6.99,9,36.910000000000004
4.101111111111112,512,CECIL VINES,6.99,9,36.910000000000004
4.101111111111113,184,VIVIAN RUIZ,6.99,9,36.91000000000001
4.10764705882353,360,RALPH MADRIGAL,9.99,17,69.83000000000001
4.115000000000001,125,ETHEL WEBB,9.99,16,65.84000000000002
4.115000000000001,128,MARJORIE TUCKER,6.99,16,65.84000000000002
4.115000000000001,46,CATHERINE CAMPBELL,8.99,8,32.92000000000001
4.123333333333334,114,GRACE ELLIS,10.99,15,61.850000000000016
4.123333333333334,122,THELMA MURRAY,7.99,15,61.85000000000001
4.123333333333335,362,NICHOLAS BARFIELD,8.99,15,61.85000000000002
4.132857142857143,94,NORMA GONZALES,8.99,7,28.93
4.1328571428571435,135,JUANITA MASON,7.99,14,57.860000000000014
4.1328571428571435,232,CONSTANCE REID,10.99,14,57.860000000000014
4.1328571428571435,261,DEANNA BYRD,5.99,7,28.930000000000007
4.1328571428571435,478,LEWIS LYMAN,4.99,7,28.930000000000003
4.1328571428571435,581,VIRGIL WOFFORD,8.99,14,57.860000000000014
4.132857142857144,173,AUDREY RAY,8.99,14,57.86000000000002
4.143846153846154,529,ERIK GUILLEN,7.99,13,53.87000000000001
4.143846153846155,79,RACHEL BARNES,9.99,13,53.87000000000002
4.156666666666666,136,ANITA MORALES,8.99,6,24.939999999999998
4.156666666666666,318,BRIAN WYMAN,8.99,6,24.939999999999998
4.156666666666667,131,MONICA HICKS,8.99,12,49.88000000000001
4.156666666666667,289,VIOLET RODRIQUEZ,8.99,12,49.88000000000001
4.156666666666667,328,JEFFREY SPEAR,6.99,6,24.940000000000005
4.156666666666668,165,LORRAINE STEPHENS,7.99,12,49.88000000000002
4.156666666666668,96,DIANA ALEXANDER,6.99,12,49.88000000000002
4.166470588235294,168,REGINA BERRY,6.99,17,70.83
4.171818181818182,454,ALEX GRESHAM,9.99,11,45.89
4.171818181818183,10,DOROTHY TAYLOR,7.99,11,45.89000000000001
4.171818181818183,267,MARGIE WADE,6.99,11,45.89000000000001
4.171818181818183,276,BRANDY GRAVES,8.99,11,45.89000000000001
4.171818181818183,578,WILLARD LUMPKIN,6.99,11,45.89000000000001
4.19,106,CONNIE WALLACE,7.99,10,41.900000000000006
4.19,116,VICTORIA GIBSON,6.99,10,41.900000000000006
4.19,266,NORA HERRERA,5.99,5,20.950000000000003
4.19,325,TIMOTHY BUNN,9.99,10,41.900000000000006
4.19,523,HARVEY GUAJARDO,6.99,10,41.900000000000006
4.19,547,KURT EMMONS,4.99,10,41.900000000000006
4.190000000000001,142,APRIL BURNS,7.99,10,41.90000000000001
4.190000000000001,161,GERALDINE PERKINS,6.99,10,41.90000000000001
4.190000000000001,235,JACKIE LYNCH,6.99,15,62.85000000000002
4.190000000000001,503,ANGEL BARCLAY,6.99,10,41.90000000000001
4.204285714285715,380,RUSSELL BRINSON,10.99,14,58.86000000000001
4.2042857142857155,468,TIM CARY,6.99,14,58.860000000000014
4.212222222222222,65,ROSE HOWARD,6.99,9,37.91
4.2122222222222225,278,BILLIE HORTON,8.99,9,37.910000000000004
4.2122222222222225,45,JANET PHILLIPS,9.99,9,37.910000000000004
4.2122222222222225,564,BOB PFEIFFER,10.99,9,37.910000000000004
4.212222222222223,56,GLORIA COOK,7.99,9,37.91000000000001
4.220769230769232,386,TODD TAN,8.99,13,54.87000000000002
4.240000000000001,1,MARY SMITH,7.99,12,50.88000000000002
4.240000000000001,14,BETTY WHITE,7.99,12,50.88000000000002
4.240000000000001,185,ROBERTA HARPER,9.99,12,50.88000000000001
4.240000000000001,317,EDWARD BAUGH,8.99,12,50.88000000000002
4.240000000000001,324,GARY COY,7.99,12,50.88000000000001
4.240000000000001,517,BRAD MCCURDY,7.99,12,50.88000000000001
4.256666666666668,576,MORRIS MCCARTER,8.99,15,63.850000000000016
4.262727272727274,175,ANNETTE OLSON,7.99,11,46.89000000000001
4.262727272727274,222,DELORES HANSEN,8.99,11,46.89000000000001
4.262727272727274,29,ANGELA HERNANDEZ,10.99,11,46.89000000000001
4.262727272727274,367,ADAM GOOCH,8.99,11,46.89000000000001
4.2627272727272745,572,SIDNEY BURLESON,6.99,11,46.890000000000015
4.275714285714286,140,EVA RAMOS,9.99,7,29.930000000000003
4.275714285714286,561,IAN STILL,10.99,7,29.93
4.275714285714287,341,PETER MENARD,9.99,7,29.930000000000007
4.275714285714287,404,STANLEY SCROGGINS,8.99,14,59.860000000000014
4.275714285714287,560,JORDAN ARCHULETA,9.99,14,59.860000000000014
4.275714285714287,599,AUSTIN CINTRON,9.99,7,29.930000000000007
4.275714285714288,300,JOHN FARNSWORTH,10.99,14,59.86000000000002
4.290000000000001,155,GAIL KNIGHT,7.99,10,42.90000000000001
4.290000000000001,20,SHARON ROBINSON,6.99,10,42.90000000000001
4.297692307692309,254,MAXINE SILVA,7.99,13,55.87000000000001
4.2976923076923095,233,LILLIE KIM,8.99,13,55.87000000000002
4.2976923076923095,518,GABRIEL HARDER,7.99,13,55.87000000000002
4.302500000000001,35,VIRGINIA GREEN,6.99,16,68.84000000000002
4.302500000000001,373,LOUIS LEONE,8.99,16,68.84000000000002
4.302500000000001,553,MAX PITT,6.99,16,68.84000000000002
4.323333333333333,213,GINA WILLIAMSON,8.99,12,51.88
4.323333333333333,264,GWENDOLYN MAY,8.99,12,51.88
4.323333333333334,152,ALICIA MILLS,7.99,6,25.940000000000005
4.323333333333334,240,MARLENE WELCH,8.99,12,51.88000000000001
4.323333333333334,242,GLENDA FRAZIER,6.99,9,38.91000000000001
4.323333333333334,282,JENNY CASTRO,9.99,15,64.85000000000001
4.323333333333334,536,FERNANDO CHURCHILL,8.99,12,51.88000000000001
4.323333333333334,562,WALLACE SLONE,8.99,9,38.91000000000001
4.323333333333334,58,JEAN BELL,9.99,9,38.910000000000004
4.323333333333334,90,RUBY WASHINGTON,9.99,12,51.88000000000001
4.323333333333335,139,AMBER DIXON,7.99,12,51.88000000000002
4.323333333333335,219,WILLIE HOWELL,7.99,15,64.85000000000002
4.323333333333335,237,TANYA GILBERT,8.99,15,64.85000000000002
4.323333333333335,574,JULIAN VEST,7.99,15,64.85000000000002
4.347142857142859,520,MITCHELL WESTMORELAND,10.99,14,60.86000000000002
4.353636363636364,195,VANESSA SIMS,6.99,11,47.89000000000001
4.353636363636364,262,PATSY DAVIDSON,7.99,11,47.89000000000001
4.353636363636365,69,JUDY GRAY,8.99,11,47.890000000000015
4.358421052631578,366,BRANDON HUEY,6.99,19,82.80999999999999
4.374615384615386,166,LYNN PAYNE,8.99,13,56.87000000000002
4.389999999999999,387,JESSE SCHILLING,6.99,5,21.949999999999996
4.390000000000001,4,BARBARA JONES,5.99,5,21.950000000000003
4.390000000000001,448,MIGUEL BETANCOURT,10.99,10,43.900000000000006
4.3900000000000015,435,RICKY SHELBY,8.99,10,43.90000000000001
4.3900000000000015,68,NICOLE PETERSON,7.99,10,43.90000000000001
4.406666666666667,291,TONI HOLT,7.99,12,52.88000000000001
4.406666666666667,304,DAVID ROYAL,8.99,12,52.88000000000001
4.406666666666667,436,TROY QUIGLEY,9.99,12,52.88000000000001
4.406666666666668,199,BETH FRANKLIN,8.99,12,52.88000000000002
4.406666666666668,319,RONALD WEINER,8.99,12,52.88000000000002
4.406666666666668,336,JOSHUA MARK,8.99,12,52.88000000000002
4.406666666666668,402,LUIS YANEZ,7.99,12,52.88000000000002
4.41857142857143,107,FLORENCE WOODS,7.99,14,61.860000000000014
4.41857142857143,270,LEAH CURTIS,9.99,7,30.930000000000007
4.4275,265,JENNIE TERRY,9.99,16,70.84
4.4275,348,ROGER QUINTANILLA,9.99,16,70.84
4.434444444444444,359,WILLIE MARKHAM,9.99,9,39.91
4.434444444444445,191,JEANETTE GREENE,6.99,9,39.910000000000004
4.434444444444445,476,DERRICK BOURQUE,7.99,9,39.910000000000004
4.434444444444445,540,TYRONE ASHER,7.99,9,39.910000000000004
4.444545454545455,535,JAVIER ELROD,8.99,11,48.89000000000001
4.444545454545456,31,BRENDA WRIGHT,9.99,11,48.890000000000015
4.444545454545456,312,MARK RINEHART,6.99,11,48.890000000000015
4.451538461538463,473,JORGE OLIVARES,8.99,13,57.87000000000002
4.451538461538463,481,HERMAN DEVORE,10.99,13,57.87000000000001
4.489999999999999,197,SUE PETERS,8.99,8,35.919999999999995
4.489999999999999,469,WESLEY BULL,10.99,18,80.82
4.49,104,RITA GRAHAM,7.99,10,44.900000000000006
4.49,119,SHERRY MARSHALL,8.99,10,44.900000000000006
4.49,258,MYRTLE FLEMING,9.99,10,44.900000000000006
4.49,494,RAMON CHOATE,8.99,18,80.82000000000001
4.490000000000001,101,PEGGY MYERS,8.99,12,53.88000000000002
4.490000000000001,214,KRISTIN JOHNSTON,7.99,8,35.92000000000001
4.490000000000001,268,NINA SOTO,7.99,12,53.88000000000002
4.490000000000001,305,RICHARD MCCRARY,8.99,10,44.90000000000001
4.490000000000001,364,BENJAMIN VARNEY,10.99,8,35.92000000000001
4.490000000000001,365,BRUCE SCHWARZ,7.99,10,44.90000000000001
4.490000000000001,437,RANDALL NEUMANN,8.99,10,44.90000000000001
4.519411764705883,286,VELMA LUCAS,9.99,17,76.83000000000001
4.523333333333334,273,PRISCILLA LOWE,8.99,15,67.85000000000001
4.523333333333334,302,MICHAEL SILVERMAN,8.99,15,67.85000000000001
4.5284615384615385,423,ALFRED CASILLAS,9.99,13,58.870000000000005
4.528461538461539,533,JESSIE MILAM,9.99,13,58.87000000000001
4.535454545454546,525,ADRIAN CLARY,7.99,11,49.89000000000001
4.535454545454547,407,DALE RATCLIFF,9.99,11,49.890000000000015
4.535454545454547,428,HERBERT KRUGER,6.99,11,49.890000000000015
4.545555555555556,15,HELEN HARRIS,7.99,9,40.910000000000004
4.545555555555556,434,EDDIE TOMLIN,10.99,9,40.910000000000004
4.545555555555556,98,LILLIAN GRIFFIN,7.99,9,40.910000000000004
4.5525,245,COURTNEY DAY,10.99,16,72.84
4.5614285714285705,215,JESSIE BANKS,8.99,7,31.929999999999993
4.561428571428571,22,LAURA RODRIGUEZ,7.99,7,31.93
4.561428571428572,196,ALMA AUSTIN,10.99,14,63.860000000000014
4.561428571428572,53,HEATHER MORRIS,7.99,7,31.930000000000007
4.568947368421052,526,KARL SEAL,7.99,19,86.81
4.568947368421052,595,TERRENCE GUNDERSON,10.99,19,86.80999999999999
4.573333333333335,296,RAMONA HALE,7.99,12,54.88000000000002
4.580909090909089,148,ELEANOR HUNT,10.99,22,100.77999999999997
4.590000000000001,103,GLADYS HAMILTON,6.99,15,68.85000000000001
4.590000000000001,123,SHANNON FREEMAN,8.99,10,45.900000000000006
4.590000000000001,274,NAOMI JENNINGS,7.99,10,45.900000000000006
4.590000000000001,375,AARON SELBY,6.99,5,22.950000000000003
4.590000000000001,418,JEFF EAST,10.99,10,45.900000000000006
4.615000000000001,449,OSCAR AQUINO,8.99,8,36.92000000000001
