customer_id,customer_name,country_name,city_name,window_start,window_end,window_amount,payment_count,staff_count,store_count,customer_previous_avg_7d,country_p95_7d,suspicion_rank
45,JANET PHILLIPS,Chile,Antofagasta,2005-07-27,2005-08-02,47.91,9,2,2,12.64,43.91,53
582,ANDY VANHORN,Mexico,Huejutla de Reyes,2005-07-27,2005-08-02,54.91,9,2,2,15.52,40.91,54
565,JAIME NETTLES,Peru,Hunuco,2005-07-27,2005-08-02,40.93,7,2,2,11.04,34.92,55
102,CRYSTAL FORD,Israel,Ashdod,2005-07-04,2005-07-10,46.9,10,2,2,12.97,37.92,56
181,ANA BRADLEY,United States,Memphis,2005-07-25,2005-07-31,55.91,9,2,2,15.89,41.91,57
102,CRYSTAL FORD,Israel,Ashdod,2005-07-03,2005-07-09,37.92,8,2,2,9.85,37.92,58
21,MICHELLE CLARK,Bangladesh,Tangail,2005-08-16,2005-08-22,72.86,14,2,2,19.75,62.87,59
372,STEVE MACKENZIE,Indonesia,Probolinggo,2005-07-27,2005-08-02,61.88,12,2,2,20.23,34.93,60
333,ANDREW PURDY,Azerbaijan,Baku,2005-07-25,2005-07-31,42.91,9,2,2,11.24,42.91,61
560,JORDAN ARCHULETA,Argentina,Avellaneda,2005-07-26,2005-08-01,50.89,11,2,2,14.73,37.91,62
15,HELEN HARRIS,India,Bhopal,2005-08-16,2005-08-22,62.87,13,2,2,19.08,41.91,63
587,SERGIO STANFIELD,Mexico,Celaya,2005-07-27,2005-08-02,48.91,9,2,2,13.64,40.91,64
129,CARRIE PORTER,China,Liaocheng,2005-07-26,2005-08-01,49.89,11,2,2,14.25,38.92,65
424,KYLE SPURLOCK,China,Shanwei,2005-07-27,2005-08-02,52.88,12,2,2,15.46,38.92,66
15,HELEN HARRIS,India,Bhopal,2005-08-17,2005-08-23,67.86,14,2,2,21.51,41.91,67
112,ROSA REYNOLDS,United States,Lancaster,2005-07-26,2005-08-01,45.91,9,2,2,12.52,41.91,68
342,HAROLD MARTINO,Brazil,Boa Vista,2005-08-17,2005-08-23,60.86,14,2,2,18.62,40.93,69
550,GUY BROWNLEE,China,Zhoushan,2005-08-17,2005-08-23,59.89,11,2,2,18.63,38.92,70
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-07-27,2005-08-02,66.86,14,2,2,21.53,40.93,71
294,SHELLY WATTS,United States,Dayton,2005-07-26,2005-08-01,44.89,11,2,2,12.31,41.91,72
349,JOE GILLILAND,Philippines,Imus,2005-07-27,2005-08-02,45.9,10,2,2,12.58,42.92,73
366,BRANDON HUEY,Turkey,Balikesir,2005-07-06,2005-07-12,43.9,10,2,2,11.97,41.9,74
361,LAWRENCE LAWTON,Cameroon,Yaound,2005-07-27,2005-08-02,34.9,10,2,2,9.56,32.93,75
245,COURTNEY DAY,South Korea,Uijongbu,2005-07-25,2005-07-31,52.89,11,2,2,15.09,43.91,76
569,DAVE GARDINER,China,Leshan,2005-08-17,2005-08-23,57.87,13,2,2,17.96,38.92,77
141,DEBBIE REYES,Japan,Fukuyama,2005-07-27,2005-08-02,48.89,11,2,2,14.32,37.92,78
560,JORDAN ARCHULETA,Argentina,Avellaneda,2005-07-27,2005-08-02,55.89,11,2,2,17.32,37.91,79
266,NORA HERRERA,Austria,Salzburg,2005-08-14,2005-08-20,37.91,9,2,2,10.26,37.91,80
431,JOEL FRANCISCO,Bolivia,Sucre,2005-06-15,2005-06-21,35.93,7,2,2,10.17,30.92,81
489,RICARDO MEADOR,Japan,Okayama,2005-08-15,2005-08-21,39.93,7,2,2,10.98,37.92,82
279,DIANNE SHELTON,Iran,Tabriz,2005-08-17,2005-08-23,56.88,12,2,2,16.68,44.92,83
186,HOLLY FOX,India,Haldia,2005-08-16,2005-08-22,53.88,12,2,2,15.9,41.91,84
468,TIM CARY,India,Bijapur,2005-08-17,2005-08-23,60.87,13,2,2,18.92,41.91,85
471,DEAN SAUER,South Africa,Johannesburg,2005-08-17,2005-08-23,48.9,10,2,2,14.08,40.91,86
587,SERGIO STANFIELD,Mexico,Celaya,2005-07-26,2005-08-01,40.93,7,2,2,11.16,40.91,87
121,JOSEPHINE GOMEZ,India,Etawah,2005-08-17,2005-08-23,61.87,13,2,2,19.41,41.91,88
92,TINA SIMMONS,Brazil,Goinia,2005-07-04,2005-07-10,48.92,8,2,2,14.12,40.93,89
125,ETHEL WEBB,South Africa,Boksburg,2005-07-27,2005-08-02,55.86,14,2,2,16.96,40.91,90
78,LORI WOOD,India,Rae Bareli,2005-07-27,2005-08-02,54.9,10,2,2,16.42,41.91,91
294,SHELLY WATTS,United States,Dayton,2005-07-27,2005-08-02,50.87,13,2,2,14.81,41.91,92
275,CAROLE BARNETT,United States,Peoria,2005-08-15,2005-08-21,43.88,12,2,2,12.24,41.91,93
102,CRYSTAL FORD,Israel,Ashdod,2005-07-06,2005-07-12,52.89,11,2,2,16.36,37.92,94
277,OLGA JIMENEZ,Nigeria,Ogbomosho,2005-08-16,2005-08-22,52.9,10,2,2,15.46,43.89,95
293,MAE FLETCHER,Spain,Donostia-San Sebastin,2005-08-17,2005-08-23,58.9,10,2,2,17.96,43.9,96
2,PATRICIA JOHNSON,United States,San Bernardino,2005-07-25,2005-07-31,65.88,12,2,2,21.63,41.91,97
362,NICHOLAS BARFIELD,Brazil,Belm,2005-08-16,2005-08-22,59.9,10,2,2,19.01,40.93,98
93,PHYLLIS FOSTER,China,Zalantun,2005-08-17,2005-08-23,42.89,11,2,2,12.22,38.92,99
425,FRANCIS SIKES,Mexico,San Juan Bautista Tuxtepec,2005-07-03,2005-07-09,49.91,9,2,2,14.77,40.91,100
503,ANGEL BARCLAY,Japan,Ueda,2005-08-17,2005-08-23,43.87,13,2,2,12.79,37.92,101
569,DAVE GARDINER,China,Leshan,2005-08-16,2005-08-22,51.89,11,2,2,15.96,38.92,102
119,SHERRY MARSHALL,Egypt,Shubra al-Khayma,2005-08-17,2005-08-23,62.86,14,2,2,19.05,48.92,103
577,CLIFTON MALCOLM,Taiwan,Tanshui,2005-07-27,2005-08-02,54.89,11,2,2,16.78,41.9,104
418,JEFF EAST,Dominican Republic,San Felipe de Puerto Plata,2005-07-27,2005-08-02,46.89,11,2,2,14.67,33.92,105
75,TAMMY SANDERS,Taiwan,Changhwa,2005-07-27,2005-08-02,62.86,14,2,2,20.48,41.9,106
333,ANDREW PURDY,Azerbaijan,Baku,2005-07-26,2005-08-01,47.9,10,2,2,13.88,42.91,107
198,ELSIE KELLEY,Nigeria,Ikerre,2005-08-17,2005-08-23,65.86,14,2,2,21.51,43.89,108
522,ARNOLD HAVENS,Philippines,Santa Rosa,2005-07-24,2005-07-30,49.91,9,2,2,14.7,42.92,109
2,PATRICIA JOHNSON,United States,San Bernardino,2005-07-27,2005-08-02,83.83,17,2,2,32.81,41.91,110
135,JUANITA MASON,India,Pune,2005-07-27,2005-08-02,49.88,12,2,2,14.84,41.91,111
508,MILTON HOWLAND,India,Vijayawada,2005-07-26,2005-08-01,60.89,11,2,2,19.67,41.91,112
373,LOUIS LEONE,Philippines,Tanauan,2005-07-26,2005-08-01,52.88,12,2,2,15.96,42.92,113
422,MELVIN ELLINGTON,China,Laohekou,2005-08-16,2005-08-22,42.89,11,2,2,12.51,38.92,114
273,PRISCILLA LOWE,Mexico,Salamanca,2005-07-06,2005-07-12,47.91,9,2,2,14.27,40.91,115
532,NEIL RENNER,Vietnam,Cam Ranh,2005-07-05,2005-07-11,43.92,8,2,2,12.54,42.91,116
20,SHARON ROBINSON,Pakistan,Mardan,2005-07-26,2005-08-01,35.93,7,2,2,10.39,33.94,117
230,JOY GEORGE,Romania,Botosani,2005-07-27,2005-08-02,45.9,10,2,2,14.04,36.92,118
446,THEODORE CULP,India,Uluberia,2005-07-24,2005-07-30,44.9,10,2,2,13.06,41.91,119
198,ELSIE KELLEY,Nigeria,Ikerre,2005-08-16,2005-08-22,60.87,13,2,2,19.54,43.89,120
580,ROSS GREY,Philippines,Iligan,2005-07-27,2005-08-02,43.89,11,2,2,12.63,42.92,121
245,COURTNEY DAY,South Korea,Uijongbu,2005-07-27,2005-08-02,55.86,14,2,2,17.31,43.91,122
279,DIANNE SHELTON,Iran,Tabriz,2005-08-16,2005-08-22,49.89,11,2,2,14.73,44.92,123
439,ALEXANDER FENNELL,Italy,Bergamo,2005-08-17,2005-08-23,55.88,12,2,2,17.19,44.89,124
187,BRITTANY RILEY,Ukraine,Sumy,2005-08-17,2005-08-23,63.91,9,2,2,22.12,39.93,125
275,CAROLE BARNETT,United States,Peoria,2005-08-16,2005-08-22,46.87,13,2,2,13.91,41.91,126
275,CAROLE BARNETT,United States,Peoria,2005-08-17,2005-08-23,50.86,14,2,2,15.56,41.91,127
75,TAMMY SANDERS,Taiwan,Changhwa,2005-07-26,2005-08-01,56.88,12,2,2,18.2,41.9,128
50,DIANE COLLINS,Sudan,Omdurman,2005-07-26,2005-08-01,53.88,12,2,2,15.5,53.88,129
522,ARNOLD HAVENS,Philippines,Santa Rosa,2005-07-25,2005-07-31,55.9,10,2,2,17.63,42.92,130
519,RON DELUCA,Japan,Isesaki,2005-07-26,2005-08-01,40.92,8,2,2,12.06,37.92,131
92,TINA SIMMONS,Brazil,Goinia,2005-07-05,2005-07-11,56.9,10,2,2,18.47,40.93,132
508,MILTON HOWLAND,India,Vijayawada,2005-07-25,2005-07-31,51.9,10,2,2,16.08,41.91,133
381,BOBBY BOUDREAU,Anguilla,South Hill,2005-08-17,2005-08-23,42.89,11,2,2,12.87,37.9,134
342,HAROLD MARTINO,Brazil,Boa Vista,2005-08-15,2005-08-21,51.88,12,2,2,16.24,40.93,135
266,NORA HERRERA,Austria,Salzburg,2005-08-15,2005-08-21,40.9,10,2,2,12.1,37.91,136
135,JUANITA MASON,India,Pune,2005-07-26,2005-08-01,43.89,11,2,2,12.9,41.91,137
529,ERIK GUILLEN,India,Bhimavaram,2005-08-16,2005-08-22,46.89,11,2,2,14.08,41.91,138
532,NEIL RENNER,Vietnam,Cam Ranh,2005-07-06,2005-07-12,52.9,10,2,2,16.47,42.91,139
106,CONNIE WALLACE,Russian Federation,Ivanovo,2005-07-27,2005-08-02,47.9,10,2,2,14.63,40.93,140
404,STANLEY SCROGGINS,Japan,Omiya,2005-08-16,2005-08-22,54.9,10,2,2,18.33,37.92,141
389,ALAN KAHN,China,Emeishan,2005-07-27,2005-08-02,46.91,9,2,2,14.5,38.92,142
259,LENA JENSEN,India,Halisahar,2005-08-17,2005-08-23,64.87,13,2,2,22.43,41.91,143
566,CASEY MENA,Turkey,Tokat,2005-07-26,2005-08-01,58.85,15,2,2,19.41,41.9,144
331,ERIC ROBERT,Argentina,Santa F,2005-07-03,2005-07-09,43.93,7,2,2,13.47,37.91,145
125,ETHEL WEBB,South Africa,Boksburg,2005-07-26,2005-08-01,47.87,13,2,2,14.75,40.91,146
577,CLIFTON MALCOLM,Taiwan,Tanshui,2005-07-26,2005-08-01,45.91,9,2,2,13.87,41.9,147
127,ELAINE STEVENS,Russian Federation,Smolensk,2005-07-27,2005-08-02,41.93,7,2,2,12.43,40.93,148
265,JENNIE TERRY,Czech Republic,Olomouc,2005-07-06,2005-07-12,52.9,10,2,2,15.59,52.9,149
13,KAREN JACKSON,Turkey,Osmaniye,2005-07-25,2005-07-31,42.92,8,2,2,12.75,41.9,150
119,SHERRY MARSHALL,Egypt,Shubra al-Khayma,2005-08-16,2005-08-22,55.88,12,2,2,17.21,48.92,151
232,CONSTANCE REID,Nigeria,Zaria,2005-07-25,2005-07-31,48.88,12,2,2,14.96,43.89,152
15,HELEN HARRIS,India,Bhopal,2005-08-15,2005-08-21,52.89,11,2,2,16.96,41.91,153
174,YVONNE WATKINS,Venezuela,Ocumare del Tuy,2005-07-26,2005-08-01,37.93,7,2,2,11.88,31.93,154
326,JOSE ANDREW,Saint Vincent and the Grenadines,Kingstown,2005-07-27,2005-08-02,46.86,14,2,2,13.89,46.86,155
240,MARLENE WELCH,Japan,Iwaki,2005-07-26,2005-08-01,46.92,8,2,2,14.97,37.92,156
512,CECIL VINES,United Kingdom,London,2005-08-17,2005-08-23,53.89,11,2,2,17.83,39.93,157
65,ROSE HOWARD,French Guiana,Cayenne,2005-07-27,2005-08-02,38.93,7,2,2,11.56,38.93,158
112,ROSA REYNOLDS,United States,Lancaster,2005-07-27,2005-08-02,48.9,10,2,2,15.3,41.91,159
144,CLARA SHAW,Belarus,Molodetno,2005-07-06,2005-07-12,54.92,8,2,2,16.74,50.87,160
186,HOLLY FOX,India,Haldia,2005-08-17,2005-08-23,54.87,13,2,2,18.01,41.91,161
220,CHARLENE ALVAREZ,Tanzania,Zanzibar,2005-07-27,2005-08-02,54.9,10,2,2,18.42,39.94,162
87,WANDA PATTERSON,Colombia,Sincelejo,2005-07-26,2005-08-01,44.91,9,2,2,14.04,38.91,163
125,ETHEL WEBB,South Africa,Boksburg,2005-07-25,2005-07-31,41.89,11,2,2,12.66,40.91,164
103,GLADYS HAMILTON,Nigeria,Ilorin,2005-08-17,2005-08-23,51.9,10,2,2,16.49,43.89,165
388,CRAIG MORRELL,Philippines,Cavite,2005-08-17,2005-08-23,50.89,11,2,2,16.22,42.92,166
232,CONSTANCE REID,Nigeria,Zaria,2005-07-26,2005-08-01,55.87,13,2,2,18.36,43.89,167
203,TARA RYAN,Indonesia,Gorontalo,2005-07-26,2005-08-01,38.93,7,2,2,12.18,34.93,168
197,SUE PETERS,China,Changzhou,2005-07-27,2005-08-02,44.88,12,2,2,14.21,38.92,169
362,NICHOLAS BARFIELD,Brazil,Belm,2005-08-15,2005-08-21,51.92,8,2,2,17.08,40.93,170
50,DIANE COLLINS,Sudan,Omdurman,2005-07-27,2005-08-02,57.87,13,2,2,17.9,53.88,171
373,LOUIS LEONE,Philippines,Tanauan,2005-07-27,2005-08-02,55.88,12,2,2,18.6,42.92,172
423,ALFRED CASILLAS,Egypt,Sawhaj,2005-07-23,2005-07-29,48.92,8,2,2,14.85,48.92,173
445,MICHEAL FORMAN,Argentina,Escobar,2005-08-17,2005-08-23,45.9,10,2,2,14.9,37.91,174
408,MANUEL MURRELL,Sri Lanka,Jaffna,2005-08-17,2005-08-23,43.89,11,2,2,14.46,34.92,175
489,RICARDO MEADOR,Japan,Okayama,2005-08-17,2005-08-23,45.91,9,2,2,14.9,37.92,176
367,ADAM GOOCH,India,Adoni,2005-08-15,2005-08-21,44.93,7,2,2,13.97,41.91,177
141,DEBBIE REYES,Japan,Fukuyama,2005-07-26,2005-08-01,39.91,9,2,2,12.36,37.92,178
331,ERIC ROBERT,Argentina,Santa F,2005-07-04,2005-07-10,51.91,9,2,2,17.82,37.91,179
446,THEODORE CULP,India,Uluberia,2005-07-27,2005-08-02,48.89,11,2,2,15.71,41.91,180
160,ERIN DUNN,Russian Federation,Ljubertsy,2005-08-17,2005-08-23,48.9,10,2,2,15.89,40.93,181
13,KAREN JACKSON,Turkey,Osmaniye,2005-07-27,2005-08-02,48.9,10,2,2,15.77,41.9,182
186,HOLLY FOX,India,Haldia,2005-08-15,2005-08-21,44.91,9,2,2,14.09,41.91,183
566,CASEY MENA,Turkey,Tokat,2005-07-27,2005-08-02,61.84,16,2,2,22.23,41.9,184
314,GEORGE LINTON,Brazil,Sorocaba,2005-07-24,2005-07-30,42.91,9,2,2,13.37,40.93,185
379,CARLOS COUGHLIN,India,Bhavnagar,2005-08-17,2005-08-23,43.89,11,2,2,13.68,41.91,186
123,SHANNON FREEMAN,India,Varanasi (Benares),2005-07-26,2005-08-01,41.91,9,2,2,12.88,41.91,187
15,HELEN HARRIS,India,Bhopal,2005-08-14,2005-08-20,46.91,9,2,2,14.97,41.91,188
302,MICHAEL SILVERMAN,China,Tiefa,2005-07-24,2005-07-30,38.92,8,2,2,11.97,38.92,189
63,ASHLEY RICHARDSON,United States,Lincoln,2005-07-06,2005-07-12,43.93,7,2,2,13.73,41.91,190
274,NAOMI JENNINGS,India,Karnal,2005-08-17,2005-08-23,59.88,12,2,2,21.27,41.91,191
564,BOB PFEIFFER,China,Xintai,2005-07-26,2005-08-01,43.9,10,2,2,14.1,38.92,192
280,TRACEY BARRETT,Nigeria,Owo,2005-07-27,2005-08-02,43.89,11,2,2,13.56,43.89,193
573,BYRON BOX,Kazakstan,Zhezqazghan,2005-07-06,2005-07-12,40.9,10,2,2,13.36,34.92,194
550,GUY BROWNLEE,China,Zhoushan,2005-06-15,2005-06-21,39.94,6,2,2,12.48,38.92,195
274,NAOMI JENNINGS,India,Karnal,2005-08-16,2005-08-22,55.89,11,2,2,19.35,41.91,196
28,CYNTHIA YOUNG,India,Munger (Monghyr),2005-07-27,2005-08-02,43.91,9,2,2,13.85,41.91,197
513,DUANE TUBBS,Nauru,Yangor,2005-08-17,2005-08-23,59.89,11,2,2,18.61,59.89,198
381,BOBBY BOUDREAU,Anguilla,South Hill,2005-08-16,2005-08-22,37.9,10,2,2,11.78,37.9,199
489,RICARDO MEADOR,Japan,Okayama,2005-08-16,2005-08-22,40.92,8,2,2,13.05,37.92,200
147,JOANNE ROBERTSON,Japan,Urawa,2005-08-16,2005-08-22,38.9,10,2,2,12.22,37.92,201
157,DARLENE ROSE,North Korea,Pyongyang,2005-07-27,2005-08-02,50.85,15,2,2,15.87,50.85,202
26,JESSICA HALL,Holy See (Vatican City State),Citt del Vaticano,2005-06-13,2005-06-19,41.93,7,2,2,13.14,41.93,203
387,JESSE SCHILLING,"Congo, The Democratic Republic of the",Lubumbashi,2005-08-15,2005-08-21,35.92,8,2,2,11.26,35.92,204
300,JOHN FARNSWORTH,India,Parbhani,2005-08-17,2005-08-23,53.9,10,2,2,18.58,41.91,205
20,SHARON ROBINSON,Pakistan,Mardan,2005-07-27,2005-08-02,37.92,8,2,2,12.35,33.94,206
103,GLADYS HAMILTON,Nigeria,Ilorin,2005-07-06,2005-07-12,46.91,9,2,2,15.07,43.89,207
19,RUTH MARTINEZ,South Africa,Kimberley,2005-08-15,2005-08-21,50.93,7,2,2,17.37,40.91,208
46,CATHERINE CAMPBELL,Russian Federation,Moscow,2005-08-17,2005-08-23,49.87,13,2,2,16.86,40.93,209
29,ANGELA HERNANDEZ,Japan,Shimonoseki,2005-08-16,2005-08-22,55.87,13,2,2,20.68,37.92,210
153,SUZANNE NICHOLS,Indonesia,Jakarta,2005-08-17,2005-08-23,36.91,9,2,2,11.84,34.93,211
484,ROBERTO VU,China,Yinchuan,2005-07-06,2005-07-12,38.92,8,2,2,12.27,38.92,212
345,CARL ARTIS,Paraguay,San Lorenzo,2005-07-27,2005-08-02,40.93,7,2,2,13.51,35.94,213
558,JIMMIE EGGLESTON,Poland,Wroclaw,2005-07-06,2005-07-12,58.89,11,2,2,21.59,40.89,214
148,ELEANOR HUNT,Runion,Saint-Denis,2005-07-27,2005-08-02,78.85,15,2,2,26.01,69.84,215
578,WILLARD LUMPKIN,Mexico,Carmen,2005-07-27,2005-08-02,42.92,8,2,2,13.8,40.91,216
581,VIRGIL WOFFORD,Mexico,Jos Azueta,2005-07-04,2005-07-10,41.9,10,2,2,13.37,40.91,217
78,LORI WOOD,India,Rae Bareli,2005-07-26,2005-08-01,43.91,9,2,2,14.13,41.91,218
447,CLIFFORD BOWENS,Russian Federation,Nabereznyje Telny,2005-07-27,2005-08-02,42.92,8,2,2,13.83,40.93,219
346,ARTHUR SIMPKINS,Russian Federation,Maikop,2005-07-26,2005-08-01,53.89,11,2,2,19.04,40.93,220
494,RAMON CHOATE,Ecuador,Robamba,2005-07-25,2005-07-31,49.9,10,2,2,15.86,49.9,221
209,TONYA CHAPMAN,India,Bhilwara,2005-07-26,2005-08-01,61.88,12,2,2,23.22,41.91,222
396,EARL SHANKS,Japan,Iwatsuki,2005-08-16,2005-08-22,43.91,9,2,2,14.76,37.92,223
100,ROBIN HAYES,Russian Federation,Jelets,2005-07-03,2005-07-09,45.93,7,2,2,15.31,40.93,224
19,RUTH MARTINEZ,South Africa,Kimberley,2005-08-14,2005-08-20,45.94,6,2,2,15.33,40.91,225
508,MILTON HOWLAND,India,Vijayawada,2005-07-27,2005-08-02,61.88,12,2,2,23.41,41.91,226
257,MARSHA DOUGLAS,Mozambique,Beira,2005-07-27,2005-08-02,58.86,14,2,2,21.45,42.92,227
388,CRAIG MORRELL,Philippines,Cavite,2005-08-16,2005-08-22,44.9,10,2,2,14.63,42.92,228
439,ALEXANDER FENNELL,Italy,Bergamo,2005-08-16,2005-08-22,47.91,9,2,2,15.72,44.89,229
292,MISTY LAMBERT,United Arab Emirates,Sharja,2005-07-27,2005-08-02,46.9,10,2,2,16.71,35.9,230
360,RALPH MADRIGAL,Puerto Rico,Arecibo,2005-07-27,2005-08-02,50.88,12,2,2,17.4,42.92,231
448,MIGUEL BETANCOURT,Germany,Erlangen,2005-08-17,2005-08-23,54.9,10,2,2,20.63,37.91,232
295,DAISY BATES,Russian Federation,Kolpino,2005-07-27,2005-08-02,58.89,11,2,2,22.07,40.93,233
144,CLARA SHAW,Belarus,Molodetno,2005-07-27,2005-08-02,65.84,16,2,2,23.51,50.87,234
49,JOYCE EDWARDS,Saudi Arabia,Jedda,2005-07-06,2005-07-12,33.93,7,2,2,10.97,33.92,235
259,LENA JENSEN,India,Halisahar,2005-07-26,2005-08-01,44.92,8,2,2,14.89,41.91,236
345,CARL ARTIS,Paraguay,San Lorenzo,2005-07-26,2005-08-01,35.94,6,2,2,11.64,35.94,237
19,RUTH MARTINEZ,South Africa,Kimberley,2005-08-16,2005-08-22,53.92,8,2,2,19.47,40.91,238
42,CAROLYN PEREZ,Thailand,Pak Kret,2005-07-27,2005-08-02,48.88,12,2,2,16.45,43.88,239
