average_payment,customer_id,first_name,last_name,payment_count,risk_level,total_amount
4.166470588235294,168,REGINA,BERRY,17,средний,70.83
4.190000000000001,235,JACKIE,LYNCH,15,средний,62.85000000000002
4.204285714285715,380,RUSSELL,BRINSON,14,средний,58.86000000000001
4.2042857142857155,468,TIM,CARY,14,средний,58.860000000000014
4.220769230769232,386,TODD,TAN,13,средний,54.87000000000002
4.225294117647059,446,THEODORE,CULP,17,средний,71.83
4.240000000000001,1,MARY,SMITH,12,средний,50.88000000000002
4.240000000000001,14,BETTY,WHITE,12,средний,50.88000000000002
4.240000000000001,185,ROBERTA,HARPER,12,средний,50.88000000000001
4.240000000000001,317,EDWARD,BAUGH,12,средний,50.88000000000002
4.240000000000001,324,GARY,COY,12,средний,50.88000000000001
4.240000000000001,517,BRAD,MCCURDY,12,средний,50.88000000000001
4.256666666666668,576,MORRIS,MCCARTER,15,средний,63.850000000000016
4.275714285714287,404,STANLEY,SCROGGINS,14,средний,59.860000000000014
4.275714285714287,560,JORDAN,ARCHULETA,14,средний,59.860000000000014
4.275714285714288,300,JOHN,FARNSWORTH,14,средний,59.86000000000002
4.297692307692309,254,MAXINE,SILVA,13,средний,55.87000000000001
4.2976923076923095,233,LILLIE,KIM,13,средний,55.87000000000002
4.2976923076923095,518,GABRIEL,HARDER,13,средний,55.87000000000002
4.302500000000001,35,VIRGINIA,GREEN,16,средний,68.84000000000002
4.302500000000001,373,LOUIS,LEONE,16,средний,68.84000000000002
4.302500000000001,553,MAX,PITT,16,средний,68.84000000000002
4.323333333333333,213,GINA,WILLIAMSON,12,средний,51.88
4.323333333333333,264,GWENDOLYN,MAY,12,средний,51.88
4.323333333333334,240,MARLENE,WELCH,12,средний,51.88000000000001
4.323333333333334,282,JENNY,CASTRO,15,средний,64.85000000000001
4.323333333333334,536,FERNANDO,CHURCHILL,12,средний,51.88000000000001
4.323333333333334,90,RUBY,WASHINGTON,12,средний,51.88000000000001
4.323333333333335,139,AMBER,DIXON,12,средний,51.88000000000002
4.323333333333335,219,WILLIE,HOWELL,15,средний,64.85000000000002
4.323333333333335,237,TANYA,GILBERT,15,средний,64.85000000000002
4.323333333333335,368,HARRY,ARCE,12,средний,51.88000000000002
4.323333333333335,574,JULIAN,VEST,15,средний,64.85000000000002
4.347142857142859,520,MITCHELL,WESTMORELAND,14,средний,60.86000000000002
4.358421052631578,366,BRANDON,HUEY,19,средний,82.80999999999999
4.374615384615386,166,LYNN,PAYNE,13,средний,56.87000000000002
4.406666666666667,291,TONI,HOLT,12,средний,52.88000000000001
4.406666666666667,304,DAVID,ROYAL,12,средний,52.88000000000001
4.406666666666667,436,TROY,QUIGLEY,12,средний,52.88000000000001
4.406666666666668,199,BETH,FRANKLIN,12,средний,52.88000000000002
4.406666666666668,319,RONALD,WEINER,12,средний,52.88000000000002
4.406666666666668,336,JOSHUA,MARK,12,средний,52.88000000000002
4.406666666666668,402,LUIS,YANEZ,12,средний,52.88000000000002
4.41857142857143,107,FLORENCE,WOODS,14,средний,61.860000000000014
4.4275,265,JENNIE,TERRY,16,средний,70.84
4.4275,348,ROGER,QUINTANILLA,16,средний,70.84
4.451538461538463,473,JORGE,OLIVARES,13,средний,57.87000000000002
4.451538461538463,481,HERMAN,DEVORE,13,средний,57.87000000000001
4.489999999999999,469,WESLEY,BULL,18,средний,80.82
4.49,494,RAMON,CHOATE,18,средний,80.82000000000001
4.490000000000001,101,PEGGY,MYERS,12,средний,53.88000000000002
4.490000000000001,268,NINA,SOTO,12,средний,53.88000000000002
4.519411764705883,286,VELMA,LUCAS,17,средний,76.83000000000001
4.523333333333334,273,PRISCILLA,LOWE,15,средний,67.85000000000001
4.523333333333334,302,MICHAEL,SILVERMAN,15,средний,67.85000000000001
4.5284615384615385,423,ALFRED,CASILLAS,13,средний,58.870000000000005
4.528461538461539,533,JESSIE,MILAM,13,средний,58.87000000000001
4.5525,245,COURTNEY,DAY,16,средний,72.84
4.561428571428572,196,ALMA,AUSTIN,14,средний,63.860000000000014
4.568947368421052,526,KARL,SEAL,19,средний,86.81
4.568947368421052,595,TERRENCE,GUNDERSON,19,средний,86.80999999999999
4.573333333333335,296,RAMONA,HALE,12,средний,54.88000000000002
4.580909090909089,148,ELEANOR,HUNT,22,средний,100.77999999999997
4.590000000000001,103,GLADYS,HAMILTON,15,средний,68.85000000000001
4.626363636363636,447,CLIFFORD,BOWENS,11,средний,50.89
4.626363636363637,389,ALAN,KAHN,11,средний,50.89000000000001
4.626363636363638,112,ROSA,REYNOLDS,11,средний,50.890000000000015
4.626363636363638,488,SHANE,MILLARD,11,средний,50.890000000000015
4.6328571428571435,490,SAM,MCDUFFIE,14,средний,64.86000000000001
4.6328571428571435,531,JAMIE,WAUGH,14,средний,64.86000000000001
4.6328571428571435,63,ASHLEY,RICHARDSON,14,средний,64.86000000000001
4.637058823529411,332,STEPHEN,QUALLS,17,средний,78.82999999999998
4.656666666666667,376,RANDY,GAITHER,15,средний,69.85000000000001
4.656666666666668,176,JUNE,CARROLL,12,средний,55.88000000000002
4.656666666666668,316,STEVEN,CURLEY,12,средний,55.88000000000002
4.656666666666668,363,ROY,WHITING,15,средний,69.85000000000002
4.656666666666668,539,MATHEW,BOLIN,12,средний,55.88000000000002
4.677499999999999,462,WARREN,SHERROD,16,средний,74.83999999999999
4.6775,292,MISTY,LAMBERT,16,средний,74.84
4.682307692307694,206,TERRI,VASQUEZ,13,средний,60.87000000000002
4.682307692307694,23,SARAH,LEWIS,13,средний,60.87000000000001
4.682307692307694,393,PHILIP,CAUSEY,13,средний,60.87000000000002
4.682307692307694,513,DUANE,TUBBS,13,средний,60.87000000000001
4.682307692307694,66,JANICE,WARD,13,средний,60.87000000000001
4.7042857142857155,433,DON,BONE,14,средний,65.86000000000001
4.7042857142857155,579,DARYL,LARUE,14,средний,65.86000000000001
4.7042857142857155,594,EDUARDO,HIATT,14,средний,65.86000000000001
4.723333333333334,558,JIMMIE,EGGLESTON,15,средний,70.85000000000001
4.723333333333334,573,BYRON,BOX,15,средний,70.85000000000001
4.7233333333333345,41,STEPHANIE,MITCHELL,15,средний,70.85000000000002
4.740000000000001,170,BEATRICE,ARNOLD,12,средний,56.88000000000001
4.740000000000001,432,EDWIN,BURK,12,средний,56.88000000000002
4.754705882352941,225,ARLENE,HARVEY,17,средний,80.83
4.754705882352941,50,DIANE,COLLINS,17,средний,80.83
4.75923076923077,13,KAREN,JACKSON,13,средний,61.87000000000002
4.767777777777777,178,MARION,SNYDER,18,средний,85.82
4.79,475,PEDRO,CHESTNUT,15,средний,71.85
4.802499999999999,309,CHRISTOPHER,GRECO,16,средний,76.83999999999999
4.808181818181819,355,TERRY,GRISSOM,11,средний,52.89000000000001
4.808181818181819,577,CLIFTON,MALCOLM,11,средний,52.89000000000001
4.823333333333334,421,LEE,HAWKS,12,средний,57.88000000000001
4.836153846153847,307,JOSEPH,JOY,13,средний,62.87000000000001
4.847142857142858,497,GILBERT,SLEDGE,14,средний,67.86000000000001
4.865000000000001,372,STEVE,MACKENZIE,16,средний,77.84000000000002
4.87235294117647,209,TONYA,CHAPMAN,17,средний,82.83
4.8788888888888895,295,DAISY,BATES,18,средний,87.82000000000001
4.899090909090909,334,RAYMOND,MCWHORTER,11,средний,53.89000000000001
4.89909090909091,11,LISA,ANDERSON,11,средний,53.890000000000015
4.906666666666668,221,BESSIE,MORRISON,12,средний,58.88000000000002
4.906666666666668,486,GLEN,TALBERT,12,средний,58.88000000000002
4.906666666666668,51,ALICE,STEWART,12,средний,58.88000000000002
4.91857142857143,179,DANA,HART,14,средний,68.86000000000001
4.923333333333334,39,DEBRA,NELSON,15,средний,73.85000000000001
4.923333333333334,502,BRETT,CORNWELL,15,средний,73.85000000000001
4.934444444444444,257,MARSHA,DOUGLAS,18,средний,88.82
4.989999999999998,459,TOMMY,COLLAZO,18,средний,89.81999999999998
4.990000000000001,149,VALERIE,BLACK,11,средний,54.890000000000015
4.990000000000001,220,CHARLENE,ALVAREZ,12,средний,59.88000000000001
4.990000000000001,532,NEIL,RENNER,14,средний,69.86000000000001
5.0566666666666675,591,KENT,ARSENAULT,15,высокий,75.85000000000001
5.061428571428571,172,BERNICE,WILLIS,14,высокий,70.86
5.073333333333335,284,SONIA,GREGORY,12,высокий,60.88000000000002
5.090000000000002,321,KEVIN,SCHULER,10,высокий,50.90000000000001
5.0952631578947365,137,RHONDA,KENNEDY,19,высокий,96.80999999999999
5.143846153846155,467,ALVIN,DELOACH,13,высокий,66.87000000000002
5.156666666666668,403,MIKE,WAY,12,высокий,61.88000000000002
5.156666666666668,80,MARILYN,ROSS,12,высокий,61.88000000000002
5.171818181818183,495,CHARLIE,BESS,11,высокий,56.89000000000001
5.171818181818183,528,CLAUDE,HERZOG,11,высокий,56.89000000000001
5.171818181818183,87,WANDA,PATTERSON,11,высокий,56.890000000000015
5.19,484,ROBERTO,VU,15,высокий,77.85000000000001
5.190000000000001,400,BRYAN,HARDISON,10,высокий,51.90000000000001
5.212222222222221,144,CLARA,SHAW,18,высокий,93.81999999999998
5.240000000000001,337,JERRY,JORDON,12,высокий,62.88000000000001
5.256666666666667,92,TINA,SIMMONS,15,высокий,78.85000000000001
5.262727272727274,504,NATHANIEL,ADAM,11,высокий,57.89000000000001
5.297692307692308,285,MIRIAM,MCKINNEY,13,высокий,68.87
5.2976923076923095,3,LINDA,WILLIAMS,13,высокий,68.87000000000002
5.323333333333333,479,ZACHARY,HITE,15,высокий,79.85
5.323333333333335,331,ERIC,ROBERT,12,высокий,63.88000000000002
5.347142857142857,508,MILTON,HOWLAND,14,высокий,74.86
5.374615384615385,100,ROBIN,HAYES,13,высокий,69.87
5.374615384615385,49,JOYCE,EDWARDS,13,высокий,69.87
5.378888888888889,522,ARNOLD,HAVENS,18,высокий,96.82
5.3900000000000015,259,LENA,JENSEN,10,высокий,53.90000000000001
5.3900000000000015,44,MARIE,TURNER,10,высокий,53.90000000000001
5.3900000000000015,582,ANDY,VANHORN,10,высокий,53.90000000000001
5.406666666666667,84,SARA,PERRY,12,высокий,64.88000000000001
5.406666666666667,86,JACQUELINE,LONG,12,высокий,64.88000000000001
5.418571428571428,2,PATRICIA,JOHNSON,14,высокий,75.86
5.444545454545456,7,MARIA,MILLER,11,высокий,59.890000000000015
5.451538461538463,585,PERRY,SWAFFORD,13,высокий,70.87000000000002
5.490000000000001,443,FRANCISCO,SKIDMORE,10,высокий,54.90000000000001
5.535454545454547,491,RICK,MATTOX,11,высокий,60.890000000000015
5.535454545454547,59,CHERYL,MURPHY,11,высокий,60.890000000000015
5.59,346,ARTHUR,SIMPKINS,15,высокий,83.85
5.695882352941176,470,GORDON,ALLARD,17,высокий,96.82999999999998
5.739999999999999,583,MARSHALL,THORN,12,высокий,68.88
5.8081818181818194,187,BRITTANY,RILEY,11,высокий,63.890000000000015
5.823333333333334,482,MAURICE,CRAWLEY,12,высокий,69.88000000000001
5.8900000000000015,477,DAN,PAINE,10,высокий,58.90000000000001
5.89909090909091,82,KATHRYN,COLEMAN,11,высокий,64.89000000000001
5.990000000000001,426,BRADLEY,MOTLEY,11,высокий,65.89000000000001
6.073333333333333,181,ANA,BRADLEY,12,высокий,72.88
