customer_id,customer_first_name,customer_last_name,country_name,city_name,payment_day,daily_payment_count,daily_payment_amount,avg_30d_payment_count,avg_30d_payment_amount,customer_store_id,last_payment_staff_store_id,last_staff_id,last_staff_first_name,last_staff_last_name,last_payment_id,last_payment_ts,linked_rental_count,overdue_return_share,country_day_amount_rank,suspicious_reason
451,JIM,REA,Mexico,El Fuerte,2005-05-27,1,2.99,1.0,0.99,1,2,2,Jon,Stephens,12161,2005-05-27 01:29:31.000,1,0.0,6,amount_over_3x
498,GENE,SANBORN,Oman,Salala,2005-05-27,1,8.99,1.0,2.99,1,1,1,Mike,Hillyer,13406,2005-05-27 16:21:26.000,1,1.0,1,amount_over_3x
204,ROSEMARY,SCHMIDT,Turkey,Usak,2005-05-27,1,4.99,1.0,0.99,1,2,2,Jon,Stephens,5517,2005-05-27 12:48:38.000,1,0.0,1,amount_over_3x
14,BETTY,WHITE,United States,Citrus Heights,2005-05-27,1,9.99,1.0,0.99,2,1,1,Mike,Hillyer,359,2005-05-27 04:34:41.000,1,1.0,1,amount_over_3x
182,RENEE,LANE,United States,Compton,2005-05-27,1,3.99,1.0,0.99,1,2,2,Jon,Stephens,4949,2005-05-27 15:51:30.000,1,1.0,5,amount_over_3x
528,CLAUDE,HERZOG,Angola,Benguela,2005-05-28,1,5.99,1.0,0.99,1,1,1,Mike,Hillyer,14207,2005-05-28 06:14:46.000,1,1.0,1,amount_over_3x
535,JAVIER,ELROD,Chad,NDjamna,2005-05-28,1,2.99,1.0,0.99,1,2,2,Jon,Stephens,14397,2005-05-28 06:41:58.000,1,1.0,1,amount_over_3x
442,LEROY,BUSTAMANTE,China,Tongliao,2005-05-28,2,12.98,1.0,0.99,1,1,1,Mike,Hillyer,11917,2005-05-28 17:37:50.000,2,1.0,1,amount_over_3x
168,REGINA,BERRY,China,Jinchang,2005-05-28,1,4.99,1.0,0.99,1,1,1,Mike,Hillyer,4549,2005-05-28 00:07:50.000,1,1.0,8,amount_over_3x
437,RANDALL,NEUMANN,Dominican Republic,La Romana,2005-05-28,2,10.98,1.0,2.99,2,1,1,Mike,Hillyer,11775,2005-05-28 21:48:51.000,2,0.5,1,amount_over_3x
239,MINNIE,ROMERO,Indonesia,Ciomas,2005-05-28,2,11.98,1.0,3.99,2,1,1,Mike,Hillyer,6443,2005-05-28 17:47:58.000,2,0.5,1,amount_over_3x
198,ELSIE,KELLEY,Nigeria,Ikerre,2005-05-28,2,7.98,1.0,0.99,2,2,2,Jon,Stephens,5358,2005-05-28 18:25:02.000,2,0.0,2,amount_over_3x
157,DARLENE,ROSE,North Korea,Pyongyang,2005-05-28,1,4.99,1.0,0.99,2,1,1,Mike,Hillyer,4262,2005-05-28 18:49:12.000,1,0.0,1,amount_over_3x
20,SHARON,ROBINSON,Pakistan,Mardan,2005-05-28,2,8.98,1.0,2.99,2,2,2,Jon,Stephens,516,2005-05-28 07:16:25.000,2,1.0,1,amount_over_3x
597,FREDDIE,DUGGAN,Peru,Sullana,2005-05-28,1,8.99,1.0,2.99,1,2,2,Jon,Stephens,15985,2005-05-28 03:09:28.000,1,1.0,1,amount_over_3x
469,WESLEY,BULL,Spain,Ourense (Orense),2005-05-28,2,12.98,1.0,0.99,2,2,2,Jon,Stephens,12652,2005-05-28 04:34:17.000,2,0.5,1,amount_over_3x
269,CASSANDRA,WALTERS,United States,Salinas,2005-05-28,1,6.99,1.0,1.49,1,2,2,Jon,Stephens,7276,2005-05-28 23:15:48.000,1,1.0,3,amount_over_3x
528,CLAUDE,HERZOG,Angola,Benguela,2005-05-29,2,9.98,1.0,2.66,1,2,2,Jon,Stephens,14209,2005-05-29 16:44:08.000,2,1.0,1,amount_over_3x
383,MARTIN,BALES,Angola,Namibe,2005-05-29,1,8.99,1.0,0.99,1,1,1,Mike,Hillyer,10367,2005-05-29 11:47:02.000,1,1.0,2,amount_over_3x
89,JULIA,FLORES,Argentina,La Plata,2005-05-29,1,5.99,1.0,1.99,1,1,1,Mike,Hillyer,2411,2005-05-29 08:30:36.000,1,1.0,1,amount_over_3x
197,SUE,PETERS,China,Changzhou,2005-05-29,2,6.98,1.0,2.24,2,2,2,Jon,Stephens,5321,2005-05-29 07:00:59.000,2,0.5,2,amount_over_3x
207,GERTRUDE,CASTILLO,Greenland,Nuuk,2005-05-29,1,6.99,1.5,1.49,1,2,2,Jon,Stephens,5599,2005-05-29 21:56:15.000,1,1.0,1,amount_over_3x
300,JOHN,FARNSWORTH,India,Parbhani,2005-05-29,1,3.99,1.0,0.99,1,1,1,Mike,Hillyer,8137,2005-05-29 14:18:32.000,1,1.0,4,amount_over_3x
439,ALEXANDER,FENNELL,Italy,Bergamo,2005-05-29,1,9.99,1.0,1.99,2,1,1,Mike,Hillyer,11831,2005-05-29 15:17:28.000,1,1.0,1,amount_over_3x
84,SARA,PERRY,Mexico,Atlixco,2005-05-29,2,11.98,1.0,0.99,2,1,1,Mike,Hillyer,2271,2005-05-29 23:24:30.000,2,0.5,1,amount_over_3x
416,JEFFERY,PINSON,Pakistan,Dadu,2005-05-29,1,3.99,1.0,0.99,2,2,2,Jon,Stephens,11240,2005-05-29 05:53:23.000,1,1.0,2,amount_over_3x
360,RALPH,MADRIGAL,Puerto Rico,Arecibo,2005-05-29,1,4.99,1.0,0.99,2,2,2,Jon,Stephens,9710,2005-05-29 14:07:58.000,1,0.0,1,amount_over_3x
179,DANA,HART,Russian Federation,Kirovo-Tepetsk,2005-05-29,1,6.99,1.0,0.99,1,1,1,Mike,Hillyer,4863,2005-05-29 10:57:57.000,1,1.0,1,amount_over_3x
480,COREY,HAUSER,Turkey,Gaziantep,2005-05-29,2,16.98,1.0,0.99,1,2,2,Jon,Stephens,12959,2005-05-29 21:36:00.000,2,1.0,1,amount_over_3x
507,EDGAR,RHOADS,Turkey,Eskisehir,2005-05-29,1,4.99,1.0,0.99,2,2,2,Jon,Stephens,13662,2005-05-29 04:10:17.000,1,1.0,3,amount_over_3x
545,JULIO,NOLAND,Ukraine,Konotop,2005-05-29,1,3.99,1.0,0.99,2,2,2,Jon,Stephens,14640,2005-05-29 04:22:41.000,1,1.0,1,amount_over_3x
556,ARMANDO,GRUBER,United Kingdom,Southport,2005-05-29,1,5.99,1.0,0.99,2,2,2,Jon,Stephens,14891,2005-05-29 13:08:06.000,1,1.0,2,amount_over_3x
112,ROSA,REYNOLDS,United States,Lancaster,2005-05-29,1,2.99,1.0,0.99,2,2,2,Jon,Stephens,3000,2005-05-29 02:26:27.000,1,1.0,5,amount_over_3x
374,JEREMY,HURTADO,Brazil,Vitria de Santo Anto,2005-05-30,2,3.98,1.0,0.99,2,2,2,Jon,Stephens,10125,2005-05-30 11:35:06.000,2,0.0,3,amount_over_3x
37,PAMELA,BAKER,China,Nanyang,2005-05-30,1,2.99,1.0,0.99,1,1,1,Mike,Hillyer,1012,2005-05-30 11:58:50.000,1,0.0,6,amount_over_3x
297,SHERRI,RHODES,India,Ahmadnagar,2005-05-30,1,3.99,1.0,0.99,1,1,1,Mike,Hillyer,8048,2005-05-30 16:57:29.000,1,1.0,4,amount_over_3x
524,JARED,ELY,Indonesia,Purwakarta,2005-05-30,1,4.99,1.0,0.99,1,1,1,Mike,Hillyer,14099,2005-05-30 22:15:24.000,1,0.0,2,amount_over_3x
83,LOUISE,JENKINS,South Africa,Springs,2005-05-30,2,3.98,1.0,0.99,1,2,2,Jon,Stephens,2246,2005-05-30 23:11:51.000,2,0.0,2,amount_over_3x
536,FERNANDO,CHURCHILL,South Korea,Tonghae,2005-05-30,1,6.99,1.0,0.99,2,1,1,Mike,Hillyer,14429,2005-05-30 12:32:39.000,1,1.0,2,amount_over_3x
549,NELSON,CHRISTENSON,Spain,Santiago de Compostela,2005-05-30,2,8.98,1.0,0.99,1,1,1,Mike,Hillyer,14730,2005-05-30 10:30:38.000,2,0.5,1,amount_over_3x
293,MAE,FLETCHER,Spain,Donostia-San Sebastin,2005-05-30,1,4.99,1.0,0.99,2,1,1,Mike,Hillyer,7923,2005-05-30 12:10:59.000,1,1.0,2,amount_over_3x
593,RENE,MCALISTER,United States,Garden Grove,2005-05-30,1,8.99,1.0,2.99,2,1,1,Mike,Hillyer,15874,2005-05-30 23:29:22.000,1,1.0,3,amount_over_3x
472,GREG,ROBINS,Vietnam,Nam Dinh,2005-05-30,1,4.99,1.0,1.66,1,2,2,Jon,Stephens,12752,2005-05-30 23:55:36.000,1,0.0,2,amount_over_3x
303,WILLIAM,SATTERFIELD,Yemen,Sanaa,2005-05-30,1,2.99,1.0,0.99,2,1,1,Mike,Hillyer,8218,2005-05-30 05:01:30.000,1,1.0,1,amount_over_3x
331,ERIC,ROBERT,Argentina,Santa F,2005-05-31,1,2.99,1.0,0.99,1,1,1,Mike,Hillyer,8933,2005-05-31 00:06:20.000,1,0.0,3,amount_over_3x
251,VICKIE,BREWER,Germany,Halle/Saale,2005-05-31,3,11.97,1.5,3.99,2,2,2,Jon,Stephens,6762,2005-05-31 22:17:11.000,3,0.3333,1,amount_over_3x
217,AGNES,BISHOP,India,Sambhal,2005-05-31,1,8.99,1.0,2.99,2,2,2,Jon,Stephens,5882,2005-05-31 19:42:02.000,1,1.0,1,amount_over_3x
367,ADAM,GOOCH,India,Adoni,2005-05-31,1,2.99,1.0,0.99,1,1,1,Mike,Hillyer,9919,2005-05-31 11:38:29.000,1,0.0,5,amount_over_3x
284,SONIA,GREGORY,Nigeria,Benin City,2005-05-31,1,6.99,1.0,0.99,1,1,1,Mike,Hillyer,7682,2005-05-31 20:13:45.000,1,1.0,1,amount_over_3x
122,THELMA,MURRAY,Peru,Lima,2005-05-31,1,4.99,1.0,0.99,1,2,2,Jon,Stephens,3281,2005-05-31 19:15:11.000,1,0.0,1,amount_over_3x
230,JOY,GEORGE,Romania,Botosani,2005-05-31,1,4.99,1.0,0.99,2,1,1,Mike,Hillyer,6187,2005-05-31 10:28:33.000,1,0.0,1,amount_over_3x
312,MARK,RINEHART,Saudi Arabia,Tabuk,2005-05-31,2,11.98,1.0,2.99,2,2,2,Jon,Stephens,8458,2005-05-31 10:48:17.000,2,0.5,1,amount_over_3x
109,EDNA,WEST,South Africa,Klerksdorp,2005-05-31,3,15.97,1.0,2.99,2,1,1,Mike,Hillyer,2939,2005-05-31 16:07:09.000,3,0.6667,1,amount_over_3x
293,MAE,FLETCHER,Spain,Donostia-San Sebastin,2005-05-31,1,8.99,1.0,2.99,2,2,2,Jon,Stephens,7924,2005-05-31 04:53:40.000,1,1.0,1,amount_over_3x
5,ELIZABETH,BROWN,Taiwan,Nantou,2005-05-31,2,8.98,1.0,0.99,1,1,1,Mike,Hillyer,110,2005-05-31 19:46:38.000,2,1.0,1,amount_over_3x
124,SHEILA,WELLS,Turkey,Ktahya,2005-05-31,3,14.97,1.0,0.99,1,2,2,Jon,Stephens,3339,2005-05-31 18:13:57.000,3,0.6667,1,amount_over_3x
310,DANIEL,CABRAL,Brazil,Ibirit,2005-06-14,1,4.99,1.0,0.99,2,2,2,Jon,Stephens,8413,2005-06-14 23:09:38.000,1,1.0,1,amount_over_3x
89,JULIA,FLORES,Argentina,La Plata,2005-06-15,2,16.98,1.0,3.32,1,2,2,Jon,Stephens,2413,2005-06-15 16:45:07.000,2,1.0,1,amount_over_3x
530,DARRYL,ASHCRAFT,Argentina,Ezeiza,2005-06-15,2,2.98,1.0,0.99,2,1,1,Mike,Hillyer,14261,2005-06-15 23:11:10.000,2,0.5,6,amount_over_3x
544,CODY,NOLEN,Brazil,So Bernardo do Campo,2005-06-15,2,12.98,1.0,2.99,2,2,2,Jon,Stephens,14620,2005-06-15 18:30:46.000,2,1.0,2,amount_over_3x
242,GLENDA,FRAZIER,China,Qinhuangdao,2005-06-15,3,14.97,1.0,3.99,1,1,1,Mike,Hillyer,6539,2005-06-15 21:21:58.000,3,0.6667,1,amount_over_3x
491,RICK,MATTOX,Egypt,Mit Ghamr,2005-06-15,2,7.98,1.0,1.99,2,1,1,Mike,Hillyer,13236,2005-06-15 14:38:15.000,2,0.5,2,amount_over_3x
403,MIKE,WAY,India,Valparai,2005-06-15,2,13.98,1.0,1.99,1,1,1,Mike,Hillyer,10879,2005-06-15 05:38:09.000,2,0.5,1,amount_over_3x
186,HOLLY,FOX,India,Haldia,2005-06-15,2,7.98,1.0,1.49,2,1,1,Mike,Hillyer,5046,2005-06-15 09:36:19.000,2,0.5,5,amount_over_3x
203,TARA,RYAN,Indonesia,Gorontalo,2005-06-15,1,4.99,1.0,0.99,1,1,1,Mike,Hillyer,5497,2005-06-15 03:24:14.000,1,0.0,3,amount_over_3x
33,ANNA,HILL,Italy,Alessandria,2005-06-15,1,10.99,1.0,2.99,2,1,1,Mike,Hillyer,908,2005-06-15 09:46:33.000,1,1.0,1,amount_over_3x
1,MARY,SMITH,Japan,Sasebo,2005-06-15,3,16.97,1.0,1.99,1,2,2,Jon,Stephens,5,2005-06-15 21:08:46.000,3,0.6667,1,amount_over_3x
465,FLOYD,GANDY,Mexico,Zapopan,2005-06-15,1,2.99,1.0,0.99,1,1,1,Mike,Hillyer,12543,2005-06-15 12:12:42.000,1,1.0,7,amount_over_3x
345,CARL,ARTIS,Paraguay,San Lorenzo,2005-06-15,2,5.98,1.0,0.99,1,1,1,Mike,Hillyer,9316,2005-06-15 20:05:49.000,2,0.0,2,amount_over_3x
122,THELMA,MURRAY,Peru,Lima,2005-06-15,2,8.98,1.0,2.99,1,2,2,Jon,Stephens,3283,2005-06-15 18:55:34.000,2,1.0,1,amount_over_3x
27,SHIRLEY,ALLEN,Philippines,Davao,2005-06-15,2,9.98,1.0,2.99,2,2,2,Jon,Stephens,721,2005-06-15 21:17:17.000,2,0.5,1,amount_over_3x
100,ROBIN,HAYES,Russian Federation,Jelets,2005-06-15,3,11.97,1.0,0.99,1,1,1,Mike,Hillyer,2691,2005-06-15 18:17:28.000,3,0.6667,1,amount_over_3x
127,ELAINE,STEVENS,Russian Federation,Smolensk,2005-06-15,1,4.99,1.0,0.99,2,1,1,Mike,Hillyer,3416,2005-06-15 09:06:24.000,1,0.0,7,amount_over_3x
49,JOYCE,EDWARDS,Saudi Arabia,Jedda,2005-06-15,1,9.99,1.0,2.99,2,2,2,Jon,Stephens,1334,2005-06-15 04:44:10.000,1,1.0,1,amount_over_3x
338,DENNIS,GILMAN,South Africa,Paarl,2005-06-15,1,4.99,1.0,0.99,1,2,2,Jon,Stephens,9127,2005-06-15 22:39:34.000,1,1.0,3,amount_over_3x
52,JULIE,SANCHEZ,Spain,A Corua (La Corua),2005-06-15,1,4.99,1.0,0.99,1,1,1,Mike,Hillyer,1426,2005-06-15 01:38:31.000,1,0.0,1,amount_over_3x
290,KRISTINA,CHAMBERS,Venezuela,Valle de la Pascua,2005-06-15,3,20.97,1.0,2.99,1,2,2,Jon,Stephens,7847,2005-06-15 21:55:58.000,3,0.6667,1,amount_over_3x
539,MATHEW,BOLIN,Venezuela,Valencia,2005-06-15,3,9.97,1.0,2.99,1,2,2,Jon,Stephens,14511,2005-06-15 19:08:16.000,3,0.6667,2,amount_over_3x
516,ELMER,NOE,Cambodia,Battambang,2005-06-16,1,10.99,1.0,3.24,2,1,1,Mike,Hillyer,13892,2005-06-16 14:52:02.000,1,1.0,1,amount_over_3x
352,ALBERT,CROUSE,Cameroon,Bamenda,2005-06-16,3,14.97,1.0,1.99,1,1,1,Mike,Hillyer,9514,2005-06-16 19:11:45.000,3,0.0,1,amount_over_3x
485,CLYDE,TOBIAS,China,Shaoguan,2005-06-16,2,11.98,1.0,2.99,1,1,1,Mike,Hillyer,13087,2005-06-16 15:01:36.000,2,0.5,1,amount_over_3x
378,EUGENE,CULPEPPER,China,Shenzhen,2005-06-16,2,10.98,1.0,0.99,1,1,1,Mike,Hillyer,10231,2005-06-16 10:13:35.000,2,0.5,2,amount_over_3x
37,PAMELA,BAKER,China,Nanyang,2005-06-16,2,6.98,1.0,1.99,1,2,2,Jon,Stephens,1014,2005-06-16 21:08:46.000,2,0.5,6,amount_over_3x
3,LINDA,WILLIAMS,Greece,Athenai,2005-06-16,2,15.98,1.0,2.49,1,1,1,Mike,Hillyer,63,2005-06-16 15:19:10.000,2,1.0,1,amount_over_3x
259,LENA,JENSEN,India,Halisahar,2005-06-16,3,18.97,1.0,5.32,2,2,2,Jon,Stephens,6985,2005-06-16 21:11:00.000,3,1.0,1,amount_over_3x
426,BRADLEY,MOTLEY,India,Purnea (Purnia),2005-06-16,2,14.98,1.0,0.99,1,1,1,Mike,Hillyer,11508,2005-06-16 23:45:59.000,2,1.0,2,amount_over_3x
421,LEE,HAWKS,India,Pudukkottai,2005-06-16,1,4.99,1.0,0.99,1,1,1,Mike,Hillyer,11373,2005-06-16 12:39:51.000,1,0.0,9,amount_over_3x
117,EDITH,MCDONALD,India,Gandhinagar,2005-06-16,1,2.99,1.0,0.99,1,1,1,Mike,Hillyer,3150,2005-06-16 17:18:44.000,1,0.0,12,amount_over_3x
499,MARC,OUTLAW,Italy,Brindisi,2005-06-16,2,9.98,1.0,2.99,2,2,2,Jon,Stephens,13435,2005-06-16 22:18:43.000,2,0.5,1,amount_over_3x
574,JULIAN,VEST,Japan,Akishima,2005-06-16,3,7.97,1.0,0.99,2,1,1,Mike,Hillyer,15369,2005-06-16 21:20:52.000,3,0.3333,4,amount_over_3x
76,IRENE,PRICE,Kazakstan,Pavlodar,2005-06-16,1,6.99,1.0,1.32,2,1,1,Mike,Hillyer,2065,2005-06-16 20:04:28.000,1,1.0,1,amount_over_3x
273,PRISCILLA,LOWE,Mexico,Salamanca,2005-06-16,2,11.98,1.0,3.99,2,2,2,Jon,Stephens,7371,2005-06-16 17:56:10.000,2,0.5,2,amount_over_3x
343,DOUGLAS,GRAF,Mexico,Mexicali,2005-06-16,2,11.98,1.0,3.99,1,1,1,Mike,Hillyer,9273,2005-06-16 02:47:07.000,2,0.5,2,amount_over_3x
578,WILLARD,LUMPKIN,Mexico,Carmen,2005-06-16,1,6.99,1.0,0.99,2,2,2,Jon,Stephens,15486,2005-06-16 21:53:52.000,1,1.0,6,amount_over_3x
582,ANDY,VANHORN,Mexico,Huejutla de Reyes,2005-06-16,1,2.99,1.0,0.99,2,1,1,Mike,Hillyer,15589,2005-06-16 14:55:53.000,1,0.0,8,amount_over_3x
48,ANN,EVANS,Russian Federation,Niznekamsk,2005-06-16,1,9.99,1.0,2.99,1,2,2,Jon,Stephens,1315,2005-06-16 12:18:41.000,1,1.0,1,amount_over_3x
351,JACK,FOUST,Russian Federation,Zeleznogorsk,2005-06-16,1,5.99,1.0,1.99,1,2,2,Jon,Stephens,9487,2005-06-16 20:04:50.000,1,1.0,4,amount_over_3x
397,JIMMY,SCHRADER,Russian Federation,Atinsk,2005-06-16,1,5.99,1.0,0.99,1,1,1,Mike,Hillyer,10741,2005-06-16 18:07:48.000,1,1.0,4,amount_over_3x
293,MAE,FLETCHER,Spain,Donostia-San Sebastin,2005-06-16,2,15.98,1.0,4.99,2,1,1,Mike,Hillyer,7926,2005-06-16 22:14:21.000,2,1.0,1,amount_over_3x
155,GAIL,KNIGHT,Switzerland,Bern,2005-06-16,1,7.99,1.0,2.49,1,1,1,Mike,Hillyer,4213,2005-06-16 02:16:47.000,1,1.0,1,amount_over_3x
348,ROGER,QUINTANILLA,Taiwan,Hsichuh,2005-06-16,1,2.99,1.0,0.99,2,1,1,Mike,Hillyer,9400,2005-06-16 09:42:48.000,1,0.0,2,amount_over_3x
86,JACQUELINE,LONG,Thailand,Songkhla,2005-06-16,2,5.98,1.0,1.99,2,2,2,Jon,Stephens,2327,2005-06-16 21:43:45.000,2,0.0,2,amount_over_3x
470,GORDON,ALLARD,Yemen,Hodeida,2005-06-16,1,7.99,1.5,2.49,1,2,2,Jon,Stephens,12693,2005-06-16 05:15:12.000,1,1.0,1,amount_over_3x
310,DANIEL,CABRAL,Brazil,Ibirit,2005-06-17,2,10.98,1.0,2.99,2,2,2,Jon,Stephens,8416,2005-06-17 17:35:30.000,2,1.0,1,amount_over_3x
422,MELVIN,ELLINGTON,China,Laohekou,2005-06-17,2,5.98,1.0,0.99,1,1,1,Mike,Hillyer,11400,2005-06-17 04:26:23.000,2,0.5,7,amount_over_3x
265,JENNIE,TERRY,Czech Republic,Olomouc,2005-06-17,1,7.99,1.0,0.99,2,2,2,Jon,Stephens,7153,2005-06-17 13:06:56.000,1,1.0,1,amount_over_3x
492,LESTER,KRAUS,India,Kanchrapara,2005-06-17,2,9.98,1.0,2.49,2,2,2,Jon,Stephens,13263,2005-06-17 08:43:32.000,2,0.5,1,amount_over_3x
465,FLOYD,GANDY,Mexico,Zapopan,2005-06-17,2,13.98,1.0,1.99,1,1,1,Mike,Hillyer,12545,2005-06-17 23:37:29.000,2,0.5,1,amount_over_3x
451,JIM,REA,Mexico,El Fuerte,2005-06-17,2,7.98,1.0,1.99,1,1,1,Mike,Hillyer,12165,2005-06-17 07:42:22.000,2,0.5,9,amount_over_3x
261,DEANNA,BYRD,Philippines,Tuguegarao,2005-06-17,3,18.97,1.0,3.99,1,2,2,Jon,Stephens,7051,2005-06-17 16:33:32.000,3,1.0,1,amount_over_3x
263,HILDA,HOPKINS,Philippines,Mandaluyong,2005-06-17,1,8.99,1.0,2.99,1,2,2,Jon,Stephens,7100,2005-06-17 20:54:36.000,1,1.0,2,amount_over_3x
447,CLIFFORD,BOWENS,Russian Federation,Nabereznyje Telny,2005-06-17,2,7.98,1.0,1.66,1,1,1,Mike,Hillyer,12060,2005-06-17 13:04:00.000,2,0.5,2,amount_over_3x
456,RONNIE,RICKETTS,Senegal,Ziguinchor,2005-06-17,2,12.98,1.0,2.99,2,2,2,Jon,Stephens,12309,2005-06-17 22:26:23.000,2,1.0,1,amount_over_3x
338,DENNIS,GILMAN,South Africa,Paarl,2005-06-17,2,11.98,1.0,3.99,1,1,1,Mike,Hillyer,9130,2005-06-17 22:44:35.000,2,0.5,1,amount_over_3x
99,EMILY,DIAZ,South Korea,Kimchon,2005-06-17,1,4.99,1.0,0.99,2,1,1,Mike,Hillyer,2665,2005-06-17 01:13:11.000,1,0.0,1,amount_over_3x
348,ROGER,QUINTANILLA,Taiwan,Hsichuh,2005-06-17,1,8.99,1.0,1.66,2,1,1,Mike,Hillyer,9401,2005-06-17 14:19:00.000,1,1.0,3,amount_over_3x
204,ROSEMARY,SCHMIDT,Turkey,Usak,2005-06-17,2,12.98,1.0,3.99,1,2,2,Jon,Stephens,5523,2005-06-17 04:18:48.000,2,1.0,1,amount_over_3x
292,MISTY,LAMBERT,United Arab Emirates,Sharja,2005-06-17,1,3.99,1.0,0.99,2,1,1,Mike,Hillyer,7896,2005-06-17 04:35:19.000,1,1.0,1,amount_over_3x
16,SANDRA,MARTIN,United Kingdom,Southend-on-Sea,2005-06-17,2,14.98,1.0,2.74,2,1,1,Mike,Hillyer,423,2005-06-17 07:50:53.000,2,1.0,1,amount_over_3x
305,RICHARD,MCCRARY,United States,Arlington,2005-06-17,2,12.98,1.0,3.99,1,1,1,Mike,Hillyer,8272,2005-06-17 23:51:21.000,2,0.5,3,amount_over_3x
182,RENEE,LANE,United States,Compton,2005-06-17,2,8.98,1.0,2.99,1,2,2,Jon,Stephens,4952,2005-06-17 20:36:50.000,2,0.5,5,amount_over_3x
113,CINDY,FISHER,Venezuela,Cuman,2005-06-17,1,4.99,1.0,0.99,2,2,2,Jon,Stephens,3031,2005-06-17 16:46:11.000,1,0.0,1,amount_over_3x
406,NATHAN,RUNYON,"Virgin Islands, U.S.",Charlotte Amalie,2005-06-17,2,8.98,1.0,0.99,1,2,2,Jon,Stephens,10975,2005-06-17 22:50:36.000,2,0.5,1,amount_over_3x
213,GINA,WILLIAMSON,Yemen,Taizz,2005-06-17,1,4.99,1.0,0.99,1,2,2,Jon,Stephens,5775,2005-06-17 07:15:41.000,1,0.0,1,amount_over_3x
381,BOBBY,BOUDREAU,Anguilla,South Hill,2005-06-18,2,7.98,1.0,2.59,2,1,1,Mike,Hillyer,10313,2005-06-18 17:14:42.000,2,0.5,1,amount_over_3x
219,WILLIE,HOWELL,Argentina,Vicente Lpez,2005-06-18,1,3.99,1.0,0.99,2,2,2,Jon,Stephens,5923,2005-06-18 17:12:01.000,1,1.0,3,amount_over_3x
21,MICHELLE,CLARK,Bangladesh,Tangail,2005-06-18,3,15.97,1.0,2.99,1,1,1,Mike,Hillyer,549,2005-06-18 15:37:55.000,3,0.6667,1,amount_over_3x
77,JANE,BENNETT,Brazil,Araatuba,2005-06-18,2,12.98,1.2,3.99,2,2,2,Jon,Stephens,2092,2005-06-18 19:29:21.000,2,1.0,1,amount_over_3x
183,IDA,ANDREWS,Brazil,Luzinia,2005-06-18,2,7.98,1.0,0.99,2,2,2,Jon,Stephens,4977,2005-06-18 20:31:00.000,2,1.0,3,amount_over_3x
206,TERRI,VASQUEZ,Brazil,Blumenau,2005-06-18,1,5.99,1.0,0.99,1,2,2,Jon,Stephens,5570,2005-06-18 20:58:46.000,1,1.0,5,amount_over_3x
