average_payment,first_name,high_risk,last_name,payment_count,total_amount
4.353636363636364,PATSY,0,DAVIDSON,11,47.89000000000001
4.353636363636364,VANESSA,0,SIMS,11,47.89000000000001
4.353636363636365,JUDY,0,GRAY,11,47.890000000000015
4.358421052631578,BRANDON,0,HUEY,19,82.80999999999999
4.374615384615386,LYNN,0,PAYNE,13,56.87000000000002
4.390000000000001,MIGUEL,0,BETANCOURT,10,43.900000000000006
4.3900000000000015,NICOLE,0,PETERSON,10,43.90000000000001
4.3900000000000015,RICKY,0,SHELBY,10,43.90000000000001
4.406666666666667,DAVID,0,ROYAL,12,52.88000000000001
4.406666666666667,TONI,0,HOLT,12,52.88000000000001
4.406666666666667,TROY,0,QUIGLEY,12,52.88000000000001
4.406666666666668,BETH,0,FRANKLIN,12,52.88000000000002
4.406666666666668,JOSHUA,0,MARK,12,52.88000000000002
4.406666666666668,LUIS,0,YANEZ,12,52.88000000000002
4.406666666666668,RONALD,0,WEINER,12,52.88000000000002
4.41857142857143,FLORENCE,0,WOODS,14,61.860000000000014
4.4275,JENNIE,0,TERRY,16,70.84
4.4275,ROGER,0,QUINTANILLA,16,70.84
4.444545454545455,JAVIER,0,ELROD,11,48.89000000000001
4.444545454545456,BRENDA,0,WRIGHT,11,48.890000000000015
4.444545454545456,MARK,0,RINEHART,11,48.890000000000015
4.451538461538463,HERMAN,0,DEVORE,13,57.87000000000001
4.451538461538463,JORGE,0,OLIVARES,13,57.87000000000002
4.489999999999999,WESLEY,0,BULL,18,80.82
4.49,MYRTLE,0,FLEMING,10,44.900000000000006
4.49,RAMON,0,CHOATE,18,80.82000000000001
4.49,RITA,0,GRAHAM,10,44.900000000000006
4.49,SHERRY,0,MARSHALL,10,44.900000000000006
4.490000000000001,BRUCE,0,SCHWARZ,10,44.90000000000001
4.490000000000001,NINA,0,SOTO,12,53.88000000000002
4.490000000000001,PEGGY,0,MYERS,12,53.88000000000002
4.490000000000001,RANDALL,0,NEUMANN,10,44.90000000000001
4.490000000000001,RICHARD,0,MCCRARY,10,44.90000000000001
4.519411764705883,VELMA,0,LUCAS,17,76.83000000000001
4.523333333333334,MICHAEL,0,SILVERMAN,15,67.85000000000001
4.523333333333334,PRISCILLA,0,LOWE,15,67.85000000000001
4.5284615384615385,ALFRED,0,CASILLAS,13,58.870000000000005
4.528461538461539,JESSIE,0,MILAM,13,58.87000000000001
4.535454545454546,ADRIAN,0,CLARY,11,49.89000000000001
4.535454545454547,DALE,0,RATCLIFF,11,49.890000000000015
4.535454545454547,HERBERT,0,KRUGER,11,49.890000000000015
4.5525,COURTNEY,0,DAY,16,72.84
4.561428571428572,ALMA,0,AUSTIN,14,63.860000000000014
4.568947368421052,KARL,0,SEAL,19,86.81
4.568947368421052,TERRENCE,0,GUNDERSON,19,86.80999999999999
4.573333333333335,RAMONA,0,HALE,12,54.88000000000002
4.580909090909089,ELEANOR,1,HUNT,22,100.77999999999997
4.590000000000001,GLADYS,0,HAMILTON,15,68.85000000000001
4.590000000000001,JEFF,0,EAST,10,45.900000000000006
4.590000000000001,NAOMI,0,JENNINGS,10,45.900000000000006
4.590000000000001,SHANNON,0,FREEMAN,10,45.900000000000006
4.626363636363636,CLIFFORD,0,BOWENS,11,50.89
4.626363636363637,ALAN,0,KAHN,11,50.89000000000001
4.626363636363638,ROSA,0,REYNOLDS,11,50.890000000000015
4.626363636363638,SHANE,0,MILLARD,11,50.890000000000015
4.6328571428571435,ASHLEY,0,RICHARDSON,14,64.86000000000001
4.6328571428571435,JAMIE,0,WAUGH,14,64.86000000000001
4.6328571428571435,SAM,0,MCDUFFIE,14,64.86000000000001
4.637058823529411,STEPHEN,0,QUALLS,17,78.82999999999998
4.656666666666667,RANDY,0,GAITHER,15,69.85000000000001
4.656666666666668,JUNE,0,CARROLL,12,55.88000000000002
4.656666666666668,MATHEW,0,BOLIN,12,55.88000000000002
4.656666666666668,ROY,0,WHITING,15,69.85000000000002
4.656666666666668,STEVEN,0,CURLEY,12,55.88000000000002
4.677499999999999,WARREN,0,SHERROD,16,74.83999999999999
4.6775,MISTY,0,LAMBERT,16,74.84
4.682307692307694,DUANE,0,TUBBS,13,60.87000000000001
4.682307692307694,JANICE,0,WARD,13,60.87000000000001
4.682307692307694,PHILIP,0,CAUSEY,13,60.87000000000002
4.682307692307694,SARAH,0,LEWIS,13,60.87000000000001
4.682307692307694,TERRI,0,VASQUEZ,13,60.87000000000002
4.6899999999999995,LESLIE,0,SEWARD,10,46.9
4.69,CALVIN,0,MARTEL,10,46.900000000000006
4.690000000000001,BEVERLY,0,BROOKS,10,46.90000000000001
4.690000000000001,MAE,0,FLETCHER,10,46.90000000000001
4.7042857142857155,DARYL,0,LARUE,14,65.86000000000001
4.7042857142857155,DON,0,BONE,14,65.86000000000001
4.7042857142857155,EDUARDO,0,HIATT,14,65.86000000000001
4.723333333333334,BYRON,0,BOX,15,70.85000000000001
4.7233333333333345,STEPHANIE,0,MITCHELL,15,70.85000000000002
4.740000000000001,BEATRICE,0,ARNOLD,12,56.88000000000001
4.740000000000001,EDWIN,0,BURK,12,56.88000000000002
4.754705882352941,ARLENE,0,HARVEY,17,80.83
4.754705882352941,DIANE,0,COLLINS,17,80.83
4.75923076923077,KAREN,0,JACKSON,13,61.87000000000002
4.767777777777777,MARION,0,SNYDER,18,85.82
4.79,PEDRO,0,CHESTNUT,15,71.85
4.790000000000001,DENISE,0,KELLY,10,47.90000000000001
4.790000000000001,FRANCES,0,PARKER,10,47.900000000000006
4.790000000000001,SHELLY,0,WATTS,10,47.90000000000001
4.802499999999999,CHRISTOPHER,0,GRECO,16,76.83999999999999
4.808181818181819,CLIFTON,0,MALCOLM,11,52.89000000000001
4.808181818181819,TERRY,0,GRISSOM,11,52.89000000000001
4.823333333333334,LEE,0,HAWKS,12,57.88000000000001
4.836153846153847,JOSEPH,0,JOY,13,62.87000000000001
4.847142857142858,GILBERT,0,SLEDGE,14,67.86000000000001
4.865000000000001,STEVE,0,MACKENZIE,16,77.84000000000002
4.87235294117647,TONYA,0,CHAPMAN,17,82.83
4.8788888888888895,DAISY,0,BATES,18,87.82000000000001
4.890000000000001,SERGIO,0,STANFIELD,10,48.900000000000006
4.8900000000000015,DAWN,0,SULLIVAN,10,48.90000000000001
4.8900000000000015,ROBERT,0,BAUGHMAN,10,48.90000000000001
4.899090909090909,RAYMOND,0,MCWHORTER,11,53.89000000000001
4.89909090909091,LISA,0,ANDERSON,11,53.890000000000015
4.906666666666668,ALICE,0,STEWART,12,58.88000000000002
4.906666666666668,BESSIE,0,MORRISON,12,58.88000000000002
4.906666666666668,GLEN,0,TALBERT,12,58.88000000000002
4.91857142857143,DANA,0,HART,14,68.86000000000001
4.923333333333334,BRETT,0,CORNWELL,15,73.85000000000001
4.923333333333334,DEBRA,0,NELSON,15,73.85000000000001
4.934444444444444,MARSHA,0,DOUGLAS,18,88.82
4.989999999999998,TOMMY,0,COLLAZO,18,89.81999999999998
4.990000000000001,CARL,0,ARTIS,10,49.90000000000001
4.990000000000001,CHARLENE,0,ALVAREZ,12,59.88000000000001
4.990000000000001,JESUS,0,MCCARTNEY,10,49.90000000000001
4.990000000000001,NEIL,0,RENNER,14,69.86000000000001
4.990000000000001,VALERIE,0,BLACK,11,54.890000000000015
5.0566666666666675,KENT,0,ARSENAULT,15,75.85000000000001
5.061428571428571,BERNICE,0,WILLIS,14,70.86
5.073333333333335,SONIA,0,GREGORY,12,60.88000000000002
5.090000000000002,KEVIN,0,SCHULER,10,50.90000000000001
5.0952631578947365,RHONDA,0,KENNEDY,19,96.80999999999999
5.143846153846155,ALVIN,0,DELOACH,13,66.87000000000002
5.156666666666668,MARILYN,0,ROSS,12,61.88000000000002
5.156666666666668,MIKE,0,WAY,12,61.88000000000002
5.171818181818183,CHARLIE,0,BESS,11,56.89000000000001
5.171818181818183,CLAUDE,0,HERZOG,11,56.89000000000001
5.171818181818183,WANDA,0,PATTERSON,11,56.890000000000015
5.19,ROBERTO,0,VU,15,77.85000000000001
5.190000000000001,BRYAN,0,HARDISON,10,51.90000000000001
5.212222222222221,CLARA,0,SHAW,18,93.81999999999998
5.240000000000001,JERRY,0,JORDON,12,62.88000000000001
5.256666666666667,TINA,0,SIMMONS,15,78.85000000000001
5.262727272727274,NATHANIEL,0,ADAM,11,57.89000000000001
5.297692307692308,MIRIAM,0,MCKINNEY,13,68.87
5.2976923076923095,LINDA,0,WILLIAMS,13,68.87000000000002
5.323333333333333,ZACHARY,0,HITE,15,79.85
5.323333333333335,ERIC,0,ROBERT,12,63.88000000000002
5.347142857142857,MILTON,0,HOWLAND,14,74.86
5.374615384615385,JOYCE,0,EDWARDS,13,69.87
5.374615384615385,ROBIN,0,HAYES,13,69.87
5.378888888888889,ARNOLD,0,HAVENS,18,96.82
5.3900000000000015,ANDY,0,VANHORN,10,53.90000000000001
5.3900000000000015,LENA,0,JENSEN,10,53.90000000000001
5.3900000000000015,MARIE,0,TURNER,10,53.90000000000001
5.406666666666667,JACQUELINE,0,LONG,12,64.88000000000001
5.406666666666667,SARA,0,PERRY,12,64.88000000000001
5.418571428571428,PATRICIA,0,JOHNSON,14,75.86
5.444545454545456,MARIA,0,MILLER,11,59.890000000000015
5.451538461538463,PERRY,0,SWAFFORD,13,70.87000000000002
5.490000000000001,FRANCISCO,0,SKIDMORE,10,54.90000000000001
5.535454545454547,CHERYL,0,MURPHY,11,60.890000000000015
5.535454545454547,RICK,0,MATTOX,11,60.890000000000015
5.59,ARTHUR,0,SIMPKINS,15,83.85
5.695882352941176,GORDON,0,ALLARD,17,96.82999999999998
5.739999999999999,MARSHALL,0,THORN,12,68.88
5.8081818181818194,BRITTANY,0,RILEY,11,63.890000000000015
5.8900000000000015,DAN,0,PAINE,10,58.90000000000001
5.89909090909091,KATHRYN,0,COLEMAN,11,64.89000000000001
5.990000000000001,BRADLEY,0,MOTLEY,11,65.89000000000001
6.073333333333333,ANA,0,BRADLEY,12,72.88
