store_id,customer_id,customer_first_name,customer_last_name,customer_city,customer_country,payment_month,month_payment_amount,payment_count,previous_2_month_avg_amount,deviation_from_avg,ratio_to_avg,customer_suspicious_total_amount,store_rank,store_customer_count,top_staff_id,top_staff_first_name,top_staff_last_name,top_staff_email,top_staff_payment_amount,top_staff_payment_count
1,342,HAROLD,MARTINO,Boa Vista,Brazil,2005-07,45.88,12,7.49,38.4,6.13,115.71,13,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,36.93,7
1,342,HAROLD,MARTINO,Boa Vista,Brazil,2005-08,69.83,17,30.43,39.41,2.3,115.71,13,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,36.91,9
1,535,JAVIER,ELROD,NDjamna,Chad,2005-07,48.89,11,11.47,37.42,4.26,112.74,14,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,31.92,8
1,535,JAVIER,ELROD,NDjamna,Chad,2005-08,63.85,15,29.44,34.42,2.17,112.74,14,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,34.93,7
1,21,MICHELLE,CLARK,Tangail,Bangladesh,2005-06,31.95,5,4.49,27.47,7.12,111.78,15,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,18.97,3
1,21,MICHELLE,CLARK,Tangail,Bangladesh,2005-08,79.83,17,31.93,47.9,2.5,111.78,15,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,44.92,8
1,236,MARCIA,DEAN,Tanza,Philippines,2005-06,37.92,8,4.49,33.44,8.45,111.72,16,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,28.95,5
1,236,MARCIA,DEAN,Tanza,Philippines,2005-07,73.8,20,23.45,50.36,3.15,111.72,16,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,38.9,10
1,470,GORDON,ALLARD,Hodeida,Yemen,2005-06,9.97,3,1.5,8.48,6.67,106.8,17,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,8.98,2
1,470,GORDON,ALLARD,Hodeida,Yemen,2005-07,96.83,17,6.48,90.35,14.94,106.8,17,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,70.87,13
1,471,DEAN,SAUER,Johannesburg,South Africa,2005-06,20.95,5,1.5,19.46,14.01,106.74,18,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,15.96,4
1,471,DEAN,SAUER,Johannesburg,South Africa,2005-07,29.91,9,11.97,17.94,2.5,106.74,18,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,23.93,7
1,471,DEAN,SAUER,Johannesburg,South Africa,2005-08,55.88,12,25.43,30.45,2.2,106.74,18,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,34.93,7
1,263,HILDA,HOPKINS,Mandaluyong,Philippines,2005-07,43.87,13,8.48,35.39,5.17,104.76,19,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,23.92,8
1,263,HILDA,HOPKINS,Mandaluyong,Philippines,2005-08,60.89,11,27.43,33.47,2.22,104.76,19,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,37.95,5
1,479,ZACHARY,HITE,Akron,United States,2005-06,23.94,6,5.99,17.95,4.0,103.79,20,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,20.95,5
1,479,ZACHARY,HITE,Akron,United States,2005-07,79.85,15,17.96,61.89,4.45,103.79,20,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,46.93,7
1,309,CHRISTOPHER,GRECO,Brescia,Italy,2005-06,25.96,4,3.99,21.97,6.51,102.8,21,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,20.97,3
1,309,CHRISTOPHER,GRECO,Brescia,Italy,2005-07,76.84,16,16.97,59.87,4.53,102.8,21,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,45.92,8
1,308,THOMAS,GRIGSBY,Kansas City,United States,2005-06,19.95,5,2.0,17.96,10.0,101.76,22,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,9.98,2
1,308,THOMAS,GRIGSBY,Kansas City,United States,2005-07,27.94,6,11.97,15.97,2.33,101.76,22,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,26.95,5
1,308,THOMAS,GRIGSBY,Kansas City,United States,2005-08,53.87,13,23.95,29.93,2.25,101.76,22,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,30.93,7
1,89,JULIA,FLORES,La Plata,Argentina,2005-06,30.95,5,4.99,25.97,6.21,99.78,23,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,22.96,4
1,89,JULIA,FLORES,La Plata,Argentina,2005-07,68.83,17,20.46,48.37,3.36,99.78,23,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,46.89,11
1,512,CECIL,VINES,London,United Kingdom,2005-07,36.91,9,7.49,29.43,4.93,99.78,23,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,27.93,7
1,512,CECIL,VINES,London,United Kingdom,2005-08,62.87,13,25.94,36.93,2.42,99.78,23,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,47.91,9
1,121,JOSEPHINE,GOMEZ,Etawah,India,2005-07,31.91,9,4.99,26.93,6.4,99.77,25,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,23.93,7
1,121,JOSEPHINE,GOMEZ,Etawah,India,2005-08,67.86,14,18.45,49.42,3.68,99.77,25,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,41.92,8
1,403,MIKE,WAY,Valparai,India,2005-06,35.94,6,1.99,33.95,18.06,97.82,26,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,19.97,3
1,403,MIKE,WAY,Valparai,India,2005-07,61.88,12,19.96,41.92,3.1,97.82,26,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,36.93,7
1,58,JEAN,BELL,Kuching,Malaysia,2005-07,38.91,9,8.47,30.44,4.59,97.8,27,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,20.96,4
1,58,JEAN,BELL,Kuching,Malaysia,2005-08,58.89,11,22.94,35.95,2.57,97.8,27,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,33.93,7
1,367,ADAM,GOOCH,Adoni,India,2005-07,46.89,11,2.49,44.41,18.87,96.81,28,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,23.95,5
1,367,ADAM,GOOCH,Adoni,India,2005-08,49.92,8,23.94,25.98,2.09,96.81,28,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,26.95,5
1,484,ROBERTO,VU,Yinchuan,China,2005-06,18.96,4,5.49,13.48,3.46,96.81,29,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,14.97,3
1,484,ROBERTO,VU,Yinchuan,China,2005-07,77.85,15,14.97,62.89,5.2,96.81,29,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,56.9,10
1,460,LEON,BOSTIC,Florencia,Colombia,2005-07,41.92,8,6.48,35.45,6.47,96.8,30,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,29.95,5
1,460,LEON,BOSTIC,Florencia,Colombia,2005-08,54.88,12,21.46,33.43,2.56,96.8,30,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,37.93,7
1,56,GLORIA,COOK,Papeete,French Polynesia,2005-07,37.91,9,16.96,20.95,2.24,96.79,31,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,28.94,6
1,56,GLORIA,COOK,Papeete,French Polynesia,2005-08,58.88,12,25.94,32.95,2.27,96.79,31,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,36.92,8
1,445,MICHEAL,FORMAN,Escobar,Argentina,2005-07,29.9,10,2.99,26.91,10.0,96.76,32,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,16.95,5
1,445,MICHEAL,FORMAN,Escobar,Argentina,2005-08,66.86,14,14.95,51.91,4.47,96.76,32,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,46.92,8
1,346,ARTHUR,SIMPKINS,Maikop,Russian Federation,2005-06,11.97,3,4.99,6.98,2.4,95.82,33,326,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,8.98,2
1,346,ARTHUR,SIMPKINS,Maikop,Russian Federation,2005-07,83.85,15,10.98,72.88,7.64,95.82,33,326,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,54.9,10
2,410,CURTIS,IRBY,Richmond Hill,Canada,2005-07,54.86,14,11.47,43.39,4.78,141.69,1,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,27.94,6
2,410,CURTIS,IRBY,Richmond Hill,Canada,2005-08,86.83,17,38.9,47.93,2.23,141.69,1,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,55.89,11
2,29,ANGELA,HERNANDEZ,Shimonoseki,Japan,2005-06,21.93,7,1.0,20.94,22.04,137.66,2,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,15.95,5
2,29,ANGELA,HERNANDEZ,Shimonoseki,Japan,2005-07,46.89,11,11.96,34.93,3.92,137.66,2,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,30.94,6
2,29,ANGELA,HERNANDEZ,Shimonoseki,Japan,2005-08,68.84,16,34.41,34.43,2.0,137.66,2,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,43.9,10
2,526,KARL,SEAL,Cape Coral,United States,2005-06,41.91,9,6.49,35.43,6.46,128.72,3,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,23.95,5
2,526,KARL,SEAL,Cape Coral,United States,2005-07,86.81,19,27.44,59.37,3.16,128.72,3,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,47.89,11
2,279,DIANNE,SHELTON,Tabriz,Iran,2005-06,16.95,5,1.99,14.96,8.52,126.72,4,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,16.95,5
2,279,DIANNE,SHELTON,Tabriz,Iran,2005-07,42.91,9,10.47,32.45,4.1,126.72,4,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,26.95,5
2,279,DIANNE,SHELTON,Tabriz,Iran,2005-08,66.86,14,29.93,36.93,2.23,126.72,4,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,41.91,9
2,147,JOANNE,ROBERTSON,Urawa,Japan,2005-06,16.96,4,0.99,15.97,17.13,125.68,5,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,8.98,2
2,147,JOANNE,ROBERTSON,Urawa,Japan,2005-07,31.87,13,9.47,22.4,3.37,125.68,5,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,23.91,9
2,147,JOANNE,ROBERTSON,Urawa,Japan,2005-08,76.85,15,24.42,52.44,3.15,125.68,5,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,45.91,9
2,198,ELSIE,KELLEY,Ikerre,Nigeria,2005-07,52.85,15,8.97,43.88,5.89,123.69,6,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,28.93,7
2,198,ELSIE,KELLEY,Ikerre,Nigeria,2005-08,70.84,16,26.92,43.92,2.63,123.69,6,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,51.89,11
2,499,MARC,OUTLAW,Brindisi,Italy,2005-06,14.96,4,1.5,13.47,10.01,120.71,7,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,11.97,3
2,499,MARC,OUTLAW,Brindisi,Italy,2005-07,43.88,12,8.98,34.91,4.89,120.71,7,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,26.92,8
2,499,MARC,OUTLAW,Brindisi,Italy,2005-08,61.87,13,29.42,32.45,2.1,120.71,7,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,42.93,7
2,565,JAIME,NETTLES,Hunuco,Peru,2005-06,16.97,3,3.99,12.98,4.25,118.73,8,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,11.98,2
2,565,JAIME,NETTLES,Hunuco,Peru,2005-07,34.89,11,12.48,22.42,2.8,118.73,8,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,26.92,8
2,565,JAIME,NETTLES,Hunuco,Peru,2005-08,66.87,13,25.93,40.94,2.58,118.73,8,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,42.93,7
2,137,RHONDA,KENNEDY,Apeldoorn,Netherlands,2005-06,19.96,4,1.5,18.47,13.35,116.77,9,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,15.97,3
2,137,RHONDA,KENNEDY,Apeldoorn,Netherlands,2005-07,96.81,19,11.48,85.34,8.44,116.77,9,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,57.89,11
2,487,HECTOR,POINDEXTER,Pjatigorsk,Russian Federation,2005-07,46.86,14,2.0,44.87,23.49,115.75,10,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,27.93,7
2,487,HECTOR,POINDEXTER,Pjatigorsk,Russian Federation,2005-08,68.89,11,25.43,43.47,2.71,115.75,10,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,38.95,5
2,529,ERIK,GUILLEN,Bhimavaram,India,2005-06,3.97,3,1.5,2.48,2.66,115.72,11,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1.99,1
2,529,ERIK,GUILLEN,Bhimavaram,India,2005-07,53.87,13,3.48,50.39,15.48,115.72,11,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,29.92,8
2,529,ERIK,GUILLEN,Bhimavaram,India,2005-08,57.88,12,28.92,28.96,2.0,115.72,11,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,36.93,7
2,522,ARNOLD,HAVENS,Santa Rosa,Philippines,2005-06,16.96,4,3.0,13.97,5.66,113.78,12,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,9.98,2
2,522,ARNOLD,HAVENS,Santa Rosa,Philippines,2005-07,96.82,18,11.48,85.35,8.44,113.78,12,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,63.89,11
2,280,TRACEY,BARRETT,Owo,Nigeria,2005-06,9.97,3,2.5,7.48,4.0,113.74,13,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,5.98,2
2,280,TRACEY,BARRETT,Owo,Nigeria,2005-07,34.89,11,7.48,27.41,4.66,113.74,13,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,19.95,5
2,280,TRACEY,BARRETT,Owo,Nigeria,2005-08,68.88,12,22.43,46.45,3.07,113.74,13,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,43.92,8
2,416,JEFFERY,PINSON,Dadu,Pakistan,2005-06,12.95,5,3.99,8.97,3.25,113.72,14,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,7.96,4
2,416,JEFFERY,PINSON,Dadu,Pakistan,2005-07,36.9,10,10.46,26.44,3.53,113.72,14,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,21.94,6
2,416,JEFFERY,PINSON,Dadu,Pakistan,2005-08,63.87,13,24.93,38.95,2.56,113.72,14,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,51.9,10
2,157,DARLENE,ROSE,Pyongyang,North Korea,2005-07,52.83,17,3.49,49.35,15.16,106.72,15,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,27.91,9
2,157,DARLENE,ROSE,Pyongyang,North Korea,2005-08,53.89,11,26.91,26.98,2.0,106.72,15,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,38.92,8
2,127,ELAINE,STEVENS,Smolensk,Russian Federation,2005-06,11.97,3,0.99,10.98,12.09,105.78,16,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,6.98,2
2,127,ELAINE,STEVENS,Smolensk,Russian Federation,2005-07,36.93,7,6.98,29.96,5.29,105.78,16,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,18.96,4
2,127,ELAINE,STEVENS,Smolensk,Russian Federation,2005-08,56.88,12,24.45,32.43,2.33,105.78,16,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,34.93,7
2,294,SHELLY,WATTS,Dayton,United States,2005-07,47.9,10,3.99,43.92,12.02,105.77,17,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,26.94,6
2,294,SHELLY,WATTS,Dayton,United States,2005-08,57.87,13,26.94,30.93,2.15,105.77,17,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,32.92,8
2,275,CAROLE,BARNETT,Peoria,United States,2005-06,12.96,4,1.5,11.47,8.67,105.71,18,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,7.98,2
2,275,CAROLE,BARNETT,Peoria,United States,2005-07,32.91,9,7.98,24.94,4.13,105.71,18,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,25.94,6
2,275,CAROLE,BARNETT,Peoria,United States,2005-08,59.84,16,22.94,36.91,2.61,105.71,18,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,32.9,10
2,584,SALVADOR,TEEL,Banjul,Gambia,2005-07,44.88,12,12.98,31.91,3.46,103.75,19,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,23.94,6
2,584,SALVADOR,TEEL,Banjul,Gambia,2005-08,58.87,13,27.93,30.94,2.11,103.75,19,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,42.92,8
2,209,TONYA,CHAPMAN,Bhilwara,India,2005-06,19.96,4,6.99,12.98,2.86,102.79,20,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,14.97,3
2,209,TONYA,CHAPMAN,Bhilwara,India,2005-07,82.83,17,16.97,65.87,4.88,102.79,20,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,48.91,9
2,75,TAMMY,SANDERS,Changhwa,Taiwan,2005-06,29.95,5,2.99,26.96,10.02,100.75,21,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,17.97,3
2,75,TAMMY,SANDERS,Changhwa,Taiwan,2005-07,70.8,20,17.97,52.84,3.94,100.75,21,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,37.91,9
2,575,ISAAC,OGLESBY,Cuernavaca,Mexico,2005-07,36.91,9,13.96,22.95,2.64,98.79,22,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,20.95,5
2,575,ISAAC,OGLESBY,Cuernavaca,Mexico,2005-08,61.88,12,23.94,37.94,2.58,98.79,22,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,39.92,8
2,467,ALVIN,DELOACH,Cuauhtmoc,Mexico,2005-06,30.96,4,2.5,28.47,12.41,97.83,23,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,15.98,2
2,467,ALVIN,DELOACH,Cuauhtmoc,Mexico,2005-07,66.87,13,17.98,48.9,3.72,97.83,23,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,44.92,8
2,576,MORRIS,MCCARTER,Fengshan,Taiwan,2005-06,33.93,7,1.99,31.94,17.05,97.78,24,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,23.96,4
2,576,MORRIS,MCCARTER,Fengshan,Taiwan,2005-07,63.85,15,18.96,44.9,3.37,97.78,24,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,35.92,8
2,190,YOLANDA,WEAVER,Tabora,Tanzania,2005-06,19.95,5,3.99,15.96,5.0,97.76,25,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,19.95,5
2,190,YOLANDA,WEAVER,Tabora,Tanzania,2005-07,27.93,7,13.97,13.97,2.0,97.76,25,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,14.96,4
2,190,YOLANDA,WEAVER,Tabora,Tanzania,2005-08,49.88,12,23.94,25.94,2.08,97.76,25,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,40.9,10
2,559,EVERETT,BANDA,Bilbays,Egypt,2005-07,41.88,12,6.48,35.4,6.46,97.76,25,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,35.91,9
2,559,EVERETT,BANDA,Bilbays,Egypt,2005-08,55.88,12,27.42,28.46,2.04,97.76,25,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,30.94,6
2,462,WARREN,SHERROD,Usolje-Sibirskoje,Russian Federation,2005-06,20.97,3,3.49,17.48,6.01,95.81,27,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,15.98,2
2,462,WARREN,SHERROD,Usolje-Sibirskoje,Russian Federation,2005-07,74.84,16,13.98,60.87,5.36,95.81,27,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,55.88,12
2,160,ERIN,DUNN,Ljubertsy,Russian Federation,2005-07,28.91,9,5.49,23.43,5.27,95.76,28,273,2,Jon,Stephens,Jon.Stephens@sakilastaff.com,15.95,5
2,160,ERIN,DUNN,Ljubertsy,Russian Federation,2005-08,66.85,15,19.94,46.91,3.35,95.76,28,273,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,38.92,8
