customer_id,customer_name,country,city,suspicious_activity_date,day_payment_amount,payment_count,staff_count,avg_daily_amount_prev_30_days,suspicious_rank
382,VICTOR BARKLEY,United States,Manchester,2005-06-18,10.96,4,1,0.2,97
219,WILLIE HOWELL,Argentina,Vicente Lpez,2005-07-08,8.98,2,1,0.17,98
148,ELEANOR HUNT,Runion,Saint-Denis,2005-06-15,8.98,2,2,0.17,99
250,JO FOWLER,Nigeria,Oyo,2005-07-06,8.98,2,1,0.17,100
391,CLARENCE GAMEZ,Japan,Izumisano,2005-05-26,8.98,2,1,0.17,101
349,JOE GILLILAND,Philippines,Imus,2005-06-20,15.98,2,2,0.3,102
21,MICHELLE CLARK,Bangladesh,Tangail,2005-06-18,15.97,3,2,0.3,103
370,WAYNE TRUONG,India,Gulbarga,2005-07-27,15.97,3,2,0.3,104
37,PAMELA BAKER,China,Nanyang,2005-06-16,6.98,2,2,0.13,105
145,LUCILLE HOLMES,South Africa,Soshanguve,2005-07-07,20.97,3,2,0.4,106
280,TRACEY BARRETT,Nigeria,Owo,2005-07-29,20.95,5,2,0.4,107
506,LESLIE SEWARD,Indonesia,Pontianak,2005-05-27,6.98,2,1,0.13,108
308,THOMAS GRIGSBY,United States,Kansas City,2005-06-17,6.97,3,2,0.13,109
328,JEFFREY SPEAR,Indonesia,Ciparay,2005-07-29,11.98,2,2,0.23,110
468,TIM CARY,India,Bijapur,2005-05-26,11.98,2,2,0.23,111
89,JULIA FLORES,Argentina,La Plata,2005-06-15,16.98,2,2,0.33,112
465,FLOYD GANDY,Mexico,Zapopan,2005-08-17,16.97,3,2,0.33,113
3,LINDA WILLIAMS,Greece,Athenai,2005-07-27,16.98,2,2,0.33,114
2,PATRICIA JOHNSON,United States,San Bernardino,2005-07-27,16.97,3,2,0.33,115
499,MARC OUTLAW,Italy,Brindisi,2005-06-16,9.98,2,1,0.2,116
539,MATHEW BOLIN,Venezuela,Valencia,2005-06-15,9.97,3,2,0.2,117
452,TOM MILNER,United Arab Emirates,Abu Dhabi,2005-05-29,4.98,2,2,0.1,118
494,RAMON CHOATE,Ecuador,Robamba,2005-07-06,4.97,3,2,0.1,119
502,BRETT CORNWELL,India,Siliguri (Shiliguri),2005-05-30,4.97,3,2,0.1,120
305,RICHARD MCCRARY,United States,Arlington,2005-06-17,12.98,2,2,0.27,121
386,TODD TAN,Ukraine,Kamjanets-Podilskyi,2005-06-16,12.97,3,2,0.27,122
309,CHRISTOPHER GRECO,Italy,Brescia,2005-06-19,20.97,3,1,0.43,123
447,CLIFFORD BOWENS,Russian Federation,Nabereznyje Telny,2005-06-17,7.98,2,2,0.17,124
406,NATHAN RUNYON,"Virgin Islands, U.S.",Charlotte Amalie,2005-07-27,23.96,4,2,0.5,125
470,GORDON ALLARD,Yemen,Hodeida,2005-07-06,15.97,3,1,0.33,126
289,VIOLET RODRIQUEZ,Hong Kong,Kowloon and New Kowloon,2005-06-18,7.98,2,2,0.17,127
394,CHRIS BROTHERS,Spain,Gijn,2005-07-06,7.98,2,2,0.17,128
438,BARRY LOVELACE,Zambia,Kitwe,2005-05-31,7.98,2,2,0.17,129
283,FELICIA SUTTON,China,Korla,2005-06-19,10.98,2,2,0.23,130
165,LORRAINE STEPHENS,China,Hami,2005-07-06,10.98,2,2,0.23,131
321,KEVIN SCHULER,Nepal,Birgunj,2005-07-06,10.98,2,2,0.23,132
218,VERA MCCOY,Afghanistan,Kabul,2005-07-27,13.98,2,2,0.3,133
14,BETTY WHITE,United States,Citrus Heights,2005-07-09,13.97,3,2,0.3,134
103,GLADYS HAMILTON,Nigeria,Ilorin,2005-07-06,11.98,2,2,0.27,135
251,VICKIE BREWER,Germany,Halle/Saale,2005-05-31,11.97,3,2,0.27,136
122,THELMA MURRAY,Peru,Lima,2005-06-15,8.98,2,2,0.2,137
139,AMBER DIXON,Taiwan,Touliu,2005-06-19,8.98,2,2,0.2,138
13,KAREN JACKSON,Turkey,Osmaniye,2005-06-20,11.98,2,1,0.27,139
168,REGINA BERRY,China,Jinchang,2005-07-07,11.98,2,2,0.27,140
343,DOUGLAS GRAF,Mexico,Mexicali,2005-06-16,11.98,2,2,0.27,141
464,JEROME KENYON,Chile,Rancagua,2005-08-20,11.98,2,2,0.27,142
187,BRITTANY RILEY,Ukraine,Sumy,2005-06-15,11.98,2,1,0.27,143
572,SIDNEY BURLESON,Poland,Czestochowa,2005-06-17,11.98,2,2,0.27,144
398,ANTONIO MEEK,Brazil,Bag,2005-07-28,8.98,2,1,0.2,145
450,JAY ROBB,Indonesia,Surakarta,2005-06-16,5.98,2,2,0.13,146
377,HOWARD FORTNER,Iran,Kermanshah,2005-06-20,5.97,3,2,0.13,147
212,WILMA RICHARDS,United States,Bellevue,2005-07-08,21.97,3,1,0.5,148
331,ERIC ROBERT,Argentina,Santa F,2005-07-06,18.97,3,2,0.43,149
469,WESLEY BULL,Spain,Ourense (Orense),2005-07-06,15.98,2,2,0.37,150
331,ERIC ROBERT,Argentina,Santa F,2005-06-19,9.98,2,2,0.23,151
133,PAULINE HENRY,Mexico,Torren,2005-07-08,19.96,4,2,0.47,152
161,GERALDINE PERKINS,Israel,Tel Aviv-Jaffa,2005-05-28,9.97,3,2,0.23,153
297,SHERRI RHODES,India,Ahmadnagar,2005-06-18,16.97,3,2,0.4,154
64,JUDITH COX,China,Daxian,2005-07-08,13.97,3,2,0.33,155
477,DAN PAINE,United Kingdom,Stockport,2005-06-18,13.98,2,1,0.33,156
554,DWAYNE OLVERA,India,Rajkot,2005-08-17,20.96,4,2,0.5,157
243,LYDIA BURKE,Argentina,San Miguel de Tucumn,2005-06-15,6.98,2,1,0.17,158
428,HERBERT KRUGER,Russian Federation,Syktyvkar,2005-06-15,6.98,2,2,0.17,159
452,TOM MILNER,United Arab Emirates,Abu Dhabi,2005-06-15,10.98,2,2,0.27,160
16,SANDRA MARTIN,United Kingdom,Southend-on-Sea,2005-06-17,14.98,2,2,0.37,161
521,ROLAND SOUTH,China,Yingkou,2005-07-09,7.98,2,2,0.2,162
454,ALEX GRESHAM,Mexico,Uruapan,2005-08-20,27.96,4,2,0.7,163
199,BETH FRANKLIN,Vietnam,Haiphong,2005-07-08,11.98,2,2,0.3,164
109,EDNA WEST,South Africa,Klerksdorp,2005-05-31,15.97,3,1,0.4,165
340,PATRICK NEWSOM,Vietnam,Hanoi,2005-07-29,15.96,4,2,0.4,166
62,JOAN COOPER,United States,Saint Louis,2005-06-15,7.98,2,2,0.2,167
108,TRACY COLE,Mexico,Huixquilucan,2005-06-15,7.98,2,2,0.2,168
278,BILLIE HORTON,Turkey,Inegl,2005-06-17,7.98,2,2,0.2,169
93,PHYLLIS FOSTER,China,Zalantun,2005-08-20,19.96,4,2,0.5,170
425,FRANCIS SIKES,Mexico,San Juan Bautista Tuxtepec,2005-07-08,27.96,4,2,0.7,171
531,JAMIE WAUGH,Japan,Kuwana,2005-07-10,11.97,3,2,0.3,172
564,BOB PFEIFFER,China,Xintai,2005-07-07,3.98,2,2,0.1,173
38,MARTHA GONZALEZ,Moldova,Chisinau,2005-06-19,3.98,2,2,0.1,174
113,CINDY FISHER,Venezuela,Cuman,2005-06-20,16.97,3,2,0.43,175
238,NELLIE GARRETT,India,Shimoga,2005-07-29,16.97,3,1,0.43,176
51,ALICE STEWART,United States,Fontana,2005-07-09,16.97,3,2,0.43,177
260,CHRISTY VARGAS,China,Datong,2005-06-17,16.97,3,2,0.43,178
367,ADAM GOOCH,India,Adoni,2005-07-10,12.97,3,1,0.33,179
522,ARNOLD HAVENS,Philippines,Santa Rosa,2005-06-20,12.97,3,2,0.33,180
382,VICTOR BARKLEY,United States,Manchester,2005-07-30,21.97,3,1,0.56,181
422,MELVIN ELLINGTON,China,Laohekou,2005-06-19,8.98,2,2,0.23,182
446,THEODORE CULP,India,Uluberia,2005-06-18,8.98,2,2,0.23,183
228,ALLISON STANLEY,Cambodia,Phnom Penh,2005-07-06,17.96,4,2,0.47,184
592,TERRANCE ROUSH,Hungary,Szkesfehrvr,2005-06-15,8.98,2,2,0.23,185
494,RAMON CHOATE,Ecuador,Robamba,2005-07-07,9.98,2,2,0.27,186
142,APRIL BURNS,United Kingdom,Dundee,2005-07-08,9.98,2,2,0.27,187
528,CLAUDE HERZOG,Angola,Benguela,2005-05-29,9.98,2,1,0.27,188
58,JEAN BELL,Malaysia,Kuching,2005-07-27,14.98,2,2,0.4,189
242,GLENDA FRAZIER,China,Qinhuangdao,2005-06-15,14.97,3,2,0.4,190
588,MARION OCAMPO,China,Weifang,2005-06-17,9.98,2,1,0.27,191
570,IVAN CROMWELL,Mexico,Monclova,2005-06-15,9.98,2,2,0.27,192
302,MICHAEL SILVERMAN,China,Tiefa,2005-07-10,9.96,4,1,0.27,193
284,SONIA GREGORY,Nigeria,Benin City,2005-07-08,15.98,2,2,0.43,194
434,EDDIE TOMLIN,Philippines,Ozamis,2005-06-18,15.97,3,2,0.43,195
83,LOUISE JENKINS,South Africa,Springs,2005-08-17,10.98,2,2,0.3,196
310,DANIEL CABRAL,Brazil,Ibirit,2005-06-17,10.98,2,1,0.3,197
530,DARRYL ASHCRAFT,Argentina,Ezeiza,2005-07-27,10.97,3,2,0.3,198
340,PATRICK NEWSOM,Vietnam,Hanoi,2005-06-18,10.98,2,2,0.3,199
443,FRANCISCO SKIDMORE,Brazil,So Leopoldo,2005-07-12,10.98,2,2,0.3,200
527,CORY MEEHAN,Belarus,Mogiljov,2005-07-11,11.97,3,2,0.33,201
418,JEFF EAST,Dominican Republic,San Felipe de Puerto Plata,2005-07-08,11.97,3,2,0.33,202
17,DONNA THOMPSON,Russian Federation,Elista,2005-07-28,11.98,2,2,0.33,203
117,EDITH MCDONALD,India,Gandhinagar,2005-08-18,17.96,4,1,0.5,204
61,KATHERINE RIVERA,Switzerland,Basel,2005-07-28,11.98,2,1,0.33,205
581,VIRGIL WOFFORD,Mexico,Jos Azueta,2005-06-17,11.97,3,2,0.33,206
596,ENRIQUE FORSYTHE,Greece,Patras,2005-05-28,5.98,2,1,0.17,207
420,JACOB LANCE,United States,El Monte,2005-06-19,5.97,3,2,0.17,208
259,LENA JENSEN,India,Halisahar,2005-06-16,18.97,3,2,0.53,209
448,MIGUEL BETANCOURT,Germany,Erlangen,2005-08-17,18.98,2,2,0.53,210
308,THOMAS GRIGSBY,United States,Kansas City,2005-06-18,12.98,2,2,0.37,211
529,ERIK GUILLEN,India,Bhimavaram,2005-07-12,20.97,3,2,0.6,212
252,MATTIE HOFFMAN,United Kingdom,London,2005-07-27,6.97,3,2,0.2,213
117,EDITH MCDONALD,India,Gandhinagar,2005-07-10,6.98,2,2,0.2,214
143,LESLIE GORDON,Turkey,Kilis,2005-06-17,6.98,2,2,0.2,215
560,JORDAN ARCHULETA,Argentina,Avellaneda,2005-07-07,13.97,3,2,0.4,216
214,KRISTIN JOHNSTON,United States,Sunnyvale,2005-05-31,6.97,3,2,0.2,217
479,ZACHARY HITE,United States,Akron,2005-06-17,13.96,4,2,0.4,218
509,RAUL FORTIER,India,Chapra,2005-07-28,21.97,3,1,0.63,219
404,STANLEY SCROGGINS,Japan,Omiya,2005-07-08,21.96,4,2,0.63,220
198,ELSIE KELLEY,Nigeria,Ikerre,2005-07-12,14.97,3,2,0.43,221
544,CODY NOLEN,Brazil,So Bernardo do Campo,2005-07-30,15.98,2,1,0.47,222
555,DWIGHT LOMBARDI,South Africa,Chatsworth,2005-07-31,15.98,2,1,0.47,223
534,CHRISTIAN JUNG,India,Amroha,2005-06-16,7.98,2,1,0.23,224
481,HERMAN DEVORE,Tanzania,Mwanza,2005-07-08,16.96,4,1,0.5,225
92,TINA SIMMONS,Brazil,Goinia,2005-07-06,16.98,2,1,0.5,226
63,ASHLEY RICHARDSON,United States,Lincoln,2005-07-10,16.97,3,2,0.5,227
535,JAVIER ELROD,Chad,NDjamna,2005-07-08,16.97,3,2,0.5,228
189,LORETTA CARPENTER,Canada,Oshawa,2005-06-20,8.98,2,2,0.27,229
596,ENRIQUE FORSYTHE,Greece,Patras,2005-07-11,8.97,3,1,0.27,230
118,KIM CRUZ,United States,Grand Prairie,2005-07-28,9.98,2,2,0.3,231
547,KURT EMMONS,Japan,Kanazawa,2005-07-06,9.98,2,2,0.3,232
134,EMMA BOYD,Egypt,Qalyub,2005-08-02,20.96,4,2,0.63,233
50,DIANE COLLINS,Sudan,Omdurman,2005-07-10,21.97,3,2,0.66,234
174,YVONNE WATKINS,Venezuela,Ocumare del Tuy,2005-07-29,12.98,2,2,0.4,235
330,SCOTT SHELLEY,United States,Aurora,2005-06-15,12.98,2,2,0.4,236
190,YOLANDA WEAVER,Tanzania,Tabora,2005-07-27,13.97,3,2,0.43,237
261,DEANNA BYRD,Philippines,Tuguegarao,2005-07-31,14.97,3,2,0.47,238
194,KRISTEN CHAVEZ,Japan,Hino,2005-06-18,14.97,3,1,0.47,239
293,MAE FLETCHER,Spain,Donostia-San Sebastin,2005-06-16,15.98,2,1,0.5,240
19,RUTH MARTINEZ,South Africa,Kimberley,2005-07-31,17.98,2,2,0.57,241
414,VINCENT RALSTON,Mexico,Allende,2005-08-19,17.95,5,2,0.56,242
240,MARLENE WELCH,Japan,Iwaki,2005-07-27,18.97,3,2,0.6,243
510,BEN EASTER,Russian Federation,Kamyin,2005-07-28,18.98,2,2,0.6,244
149,VALERIE BLACK,United States,Brockton,2005-06-18,18.97,3,2,0.6,245
332,STEPHEN QUALLS,Bangladesh,Dhaka,2005-07-27,24.96,4,1,0.8,246
6,JENNIFER DAVIS,United States,Laredo,2005-07-11,13.98,2,2,0.46,247
384,ERNEST STEPP,China,Huaian,2005-06-18,13.98,2,2,0.46,248
250,JO FOWLER,Nigeria,Oyo,2005-08-21,10.98,2,2,0.37,249
395,JOHNNY TURPIN,Sudan,al-Qadarif,2005-06-21,7.98,2,1,0.27,250
451,JIM REA,Mexico,El Fuerte,2005-06-17,7.98,2,1,0.27,251
313,DONALD MAHON,China,Ezhou,2005-06-19,12.98,2,2,0.43,252
132,ESTHER CRAWFORD,South Africa,Botshabelo,2005-06-20,9.98,2,2,0.33,253
185,ROBERTA HARPER,Iran,Shahr-e Kord,2005-06-21,9.98,2,1,0.33,254
248,CAROLINE BOWMAN,United States,Tallahassee,2005-07-08,5.98,2,2,0.2,255
548,ALLAN CORNISH,Philippines,Tarlac,2005-07-06,5.98,2,2,0.2,256
393,PHILIP CAUSEY,Russian Federation,Korolev,2005-07-08,22.97,3,1,0.76,257
86,JACQUELINE LONG,Thailand,Songkhla,2005-06-17,7.98,2,2,0.27,258
154,MICHELE GRANT,China,Yuncheng,2005-07-06,8.98,2,1,0.3,259
182,RENEE LANE,United States,Compton,2005-06-17,8.98,2,2,0.3,260
43,CHRISTINE ROBERTS,French Polynesia,Faaa,2005-07-09,9.98,2,1,0.33,261
344,HENRY BILLINGSLEY,Tonga,Nukualofa,2005-07-07,9.98,2,1,0.33,262
557,FELIX GAFFNEY,Lithuania,Vilnius,2005-06-20,10.98,2,2,0.37,263
127,ELAINE STEVENS,Russian Federation,Smolensk,2005-07-08,11.98,2,2,0.4,264
338,DENNIS GILMAN,South Africa,Paarl,2005-06-17,11.98,2,2,0.4,265
579,DARYL LARUE,Iraq,Mosul,2005-07-08,12.98,2,1,0.43,266
187,BRITTANY RILEY,Ukraine,Sumy,2005-08-18,26.97,3,2,0.9,267
90,RUBY WASHINGTON,China,Meixian,2005-07-27,13.97,3,2,0.47,268
237,TANYA GILBERT,South Korea,Naju,2005-07-28,16.97,3,2,0.57,269
283,FELICIA SUTTON,China,Korla,2005-07-06,17.96,4,2,0.6,270
17,DONNA THOMPSON,Russian Federation,Elista,2005-07-30,21.96,4,2,0.73,271
407,DALE RATCLIFF,South Africa,Rustenburg,2005-07-28,22.96,4,2,0.77,272
288,BOBBIE CRAIG,Mexico,Valle de Santiago,2005-05-28,10.98,2,2,0.37,273
371,BILLY POULIN,Philippines,Cabuyao,2005-05-27,10.98,2,2,0.37,274
584,SALVADOR TEEL,Gambia,Banjul,2005-07-06,10.98,2,1,0.37,275
221,BESSIE MORRISON,Italy,Syrakusa,2005-06-18,5.98,2,2,0.2,276
501,RUBEN GEARY,Poland,Lublin,2005-07-06,13.98,2,1,0.47,277
206,TERRI VASQUEZ,Brazil,Blumenau,2005-07-06,11.97,3,2,0.4,278
56,GLORIA COOK,French Polynesia,Papeete,2005-05-28,9.98,2,1,0.33,279
170,BEATRICE ARNOLD,India,Udaipur,2005-07-06,9.98,2,2,0.33,280
193,KATIE ELLIOTT,Kenya,Kisumu,2005-07-29,9.98,2,1,0.33,281
339,WALTER PERRYMAN,China,Xinxiang,2005-06-16,9.98,2,2,0.33,282
128,MARJORIE TUCKER,Poland,Jastrzebie-Zdrj,2005-06-19,8.98,2,2,0.3,283
344,HENRY BILLINGSLEY,Tonga,Nukualofa,2005-06-15,8.98,2,2,0.3,284
66,JANICE WARD,Sweden,Malm,2005-06-17,7.98,2,1,0.27,285
94,NORMA GONZALES,Philippines,Bislig,2005-06-15,7.98,2,2,0.27,286
272,KAY CALDWELL,China,Yantai,2005-05-31,7.98,2,1,0.27,287
42,CAROLYN PEREZ,Thailand,Pak Kret,2005-06-17,6.98,2,2,0.23,288
53,HEATHER MORRIS,Japan,Nagareyama,2005-05-29,6.98,2,2,0.23,289
198,ELSIE KELLEY,Nigeria,Ikerre,2005-07-08,3.98,2,1,0.13,290
97,ANNIE RUSSELL,Mozambique,Tete,2005-07-06,8.97,3,2,0.3,291
88,BONNIE HUGHES,South Korea,Cheju,2005-07-06,13.96,4,2,0.47,292
39,DEBRA NELSON,Brazil,Vila Velha,2005-06-17,5.98,2,2,0.2,293
95,PAULA BRYANT,India,Pathankot,2005-06-15,4.98,2,1,0.17,294
121,JOSEPHINE GOMEZ,India,Etawah,2005-06-16,4.98,2,1,0.17,295
186,HOLLY FOX,India,Haldia,2005-07-28,4.98,2,2,0.17,296
159,JILL HAWKINS,Austria,Linz,2005-05-28,2.98,2,2,0.1,297
4,BARBARA JONES,Myanmar,Myingyan,2005-06-16,4.97,3,2,0.17,298
279,DIANNE SHELTON,Iran,Tabriz,2005-07-09,20.97,3,2,0.73,299
546,KELLY KNOTT,China,Sanya,2005-07-12,19.97,3,2,0.7,300
342,HAROLD MARTINO,Brazil,Boa Vista,2005-07-12,19.97,3,2,0.7,301
261,DEANNA BYRD,Philippines,Tuguegarao,2005-06-17,18.97,3,2,0.67,302
139,AMBER DIXON,Taiwan,Touliu,2005-07-09,17.97,3,2,0.63,303
532,NEIL RENNER,Vietnam,Cam Ranh,2005-07-09,15.97,3,2,0.57,304
380,RUSSELL BRINSON,Poland,Tychy,2005-07-27,15.96,4,1,0.57,305
140,EVA RAMOS,United States,Clarksville,2005-07-11,14.98,2,1,0.53,306
401,TONY CARRANZA,Japan,Koriyama,2005-07-29,14.97,3,2,0.53,307
131,MONICA HICKS,Ukraine,Mukateve,2005-06-16,14.98,2,2,0.53,308
191,JEANETTE GREENE,Russian Federation,Novoterkassk,2005-07-27,13.97,3,1,0.5,309
