avg_payment_amount,customer_full_name,customer_id,payment_count,risk_flag,total_amount
3.6053846153846134,HOWARD FORTNER,377,26,0,93.73999999999995
3.6053846153846147,NANCY THOMAS,12,26,0,93.73999999999998
3.6090476190476193,CLAYTON BARBEE,551,21,0,75.79
3.6106896551724126,LEROY BUSTAMANTE,442,29,1,104.70999999999997
3.6149999999999998,CHAD CARBONE,419,24,0,86.75999999999999
3.6263636363636365,JESSE SCHILLING,387,22,0,79.78
3.6263636363636365,SCOTT SHELLEY,330,22,0,79.78
3.6299999999999994,KATHLEEN ADAMS,36,25,0,90.74999999999999
3.6370588235294097,MELISSA KING,30,34,1,123.65999999999993
3.6451724137931016,CAROLE BARNETT,275,29,1,105.70999999999995
3.6566666666666667,JO FOWLER,250,15,0,54.85
3.6664705882352924,CARRIE PORTER,129,34,1,124.65999999999994
3.6718181818181814,HEATHER MORRIS,53,22,0,80.77999999999999
3.671818181818182,JOSE ANDREW,326,22,0,80.78
3.677500000000001,LAUREN HUDSON,162,16,0,58.84000000000002
3.69,LANCE PEMBERTON,543,20,0,73.8
3.6937037037037026,JUANITA MASON,135,27,0,99.72999999999998
3.6937037037037026,KEN PREWITT,563,27,0,99.72999999999998
3.7042857142857146,ERNEST STEPP,384,21,0,77.79
3.7122222222222225,NORMA GONZALES,94,18,0,66.82000000000001
3.7141379310344815,DARLENE ROSE,157,29,1,107.70999999999997
3.7172727272727273,BARBARA JONES,4,22,0,81.78
3.7207692307692293,DENISE KELLY,74,26,0,96.73999999999997
3.7268421052631586,WAYNE TRUONG,370,19,0,70.81000000000002
3.7291304347826078,JANE BENNETT,77,23,0,85.76999999999998
3.7291304347826086,KIMBERLY LEE,24,23,0,85.77
3.7291304347826086,SUSAN WILSON,8,23,0,85.77
3.739999999999999,JIMMY SCHRADER,397,28,1,104.71999999999997
3.7399999999999998,DARRELL POWER,463,24,0,89.75999999999999
3.7399999999999998,JACOB LANCE,420,20,0,74.8
3.7399999999999998,MELANIE ARMSTRONG,188,24,0,89.75999999999999
3.74,REBECCA SCOTT,34,24,0,89.76
3.7400000000000007,LEONA OBRIEN,281,12,0,44.88000000000001
3.7486206896551706,SALLY PIERCE,167,29,1,108.70999999999995
3.7499999999999996,MARTIN BALES,383,25,0,93.74999999999999
3.7519047619047616,CHRISTIAN JUNG,534,21,0,78.78999999999999
3.751904761904762,JOAN COOPER,62,21,0,78.79
3.754705882352939,MARTHA GONZALEZ,38,34,1,127.65999999999993
3.7627272727272723,BOB PFEIFFER,564,22,0,82.77999999999999
3.7627272727272727,FREDDIE DUGGAN,597,22,0,82.78
3.767777777777777,JULIE SANCHEZ,52,27,1,101.72999999999998
3.7677777777777783,TERRY GRISSOM,355,18,0,67.82000000000001
3.7677777777777783,VERA MCCOY,218,18,0,67.82000000000001
3.7726086956521727,CONSTANCE REID,232,23,0,86.76999999999997
3.775714285714284,MARCUS HIDALGO,444,28,1,105.71999999999996
3.781666666666666,IVAN CROMWELL,570,24,0,90.75999999999998
3.7899999999999983,CHRISTY VARGAS,260,30,1,113.69999999999995
3.7899999999999987,RUSSELL BRINSON,380,35,1,132.64999999999995
3.7900000000000005,SAMUEL MARLOW,358,20,0,75.80000000000001
3.7964516129032244,JUSTIN NGO,354,31,1,117.68999999999996
3.797692307692307,ROSS GREY,580,26,0,98.73999999999998
3.808181818181818,WADE DELVALLE,598,22,0,83.78
3.816086956521738,JACK FOUST,351,23,0,87.76999999999998
3.81758620689655,TERRENCE GUNDERSON,595,29,1,110.70999999999995
3.8233333333333306,MARY SMITH,1,30,1,114.69999999999992
3.8233333333333324,DUSTIN GILLETTE,474,24,0,91.75999999999998
3.823333333333333,CARMEN OWENS,111,24,0,91.75999999999999
3.8233333333333346,ALICIA MILLS,152,18,0,68.82000000000002
3.828709677419353,JOY GEORGE,230,31,1,118.68999999999994
3.832105263157896,CHRIS BROTHERS,394,19,0,72.81000000000002
3.8361538461538456,EVELYN MORGAN,57,26,0,99.73999999999998
3.84,KIM CRUZ,118,20,0,76.8
3.84,PHYLLIS FOSTER,93,20,0,76.8
3.8418518518518505,SHARON ROBINSON,20,27,1,103.72999999999996
3.841851851851851,MANUEL MURRELL,408,27,1,103.72999999999998
3.8471428571428574,WILLIE MARKHAM,359,21,0,80.79
3.8566666666666647,VERONICA STONE,158,30,1,115.69999999999995
3.859565217391303,GEORGIA JACOBS,231,23,0,88.76999999999997
3.8609677419354824,PATRICK NEWSOM,340,31,1,119.68999999999996
3.864999999999999,TAMARA NGUYEN,229,24,0,92.75999999999998
3.8649999999999998,RENEE LANE,182,24,0,92.75999999999999
3.8699999999999988,REGINALD KINDER,500,25,0,96.74999999999997
3.872352941176471,ADRIAN CLARY,525,17,0,65.83000000000001
3.872352941176471,JEANETTE GREENE,191,17,0,65.83000000000001
3.872352941176471,JONATHAN SCARBOROUGH,353,17,0,65.83000000000001
3.8788888888888873,DEBORAH WALKER,25,27,1,104.72999999999996
3.882857142857141,MINNIE ROMERO,239,28,1,108.71999999999994
3.8828571428571412,KYLE SPURLOCK,424,28,1,108.71999999999996
3.8828571428571417,HOLLY FOX,186,28,1,108.71999999999997
3.8847368421052626,HERBERT KRUGER,428,19,0,73.80999999999999
3.8847368421052635,RACHEL BARNES,79,19,0,73.81
3.884736842105264,MARGARET MOORE,9,19,0,73.81000000000002
3.8932258064516114,GEORGE LINTON,314,31,1,120.68999999999996
3.8962499999999984,ELSIE KELLEY,198,32,1,124.67999999999995
3.8990909090909085,JON WILES,455,22,0,85.77999999999999
3.8990909090909085,PEGGY MYERS,101,22,0,85.77999999999999
3.899090909090909,VICTOR BARKLEY,382,22,0,85.78
3.8990909090909103,BRIAN WYMAN,318,11,0,42.890000000000015
3.903043478260868,LILLIE KIM,233,23,0,89.76999999999997
3.903043478260869,BERTHA FERGUSON,156,23,0,89.76999999999998
3.903043478260869,EDGAR RHOADS,507,23,0,89.76999999999998
3.903043478260869,JACKIE LYNCH,235,23,0,89.76999999999998
3.906666666666665,MELVIN ELLINGTON,422,24,0,93.75999999999996
3.9066666666666663,PHILLIP HOLM,385,24,0,93.75999999999999
3.9066666666666663,TAMMY SANDERS,75,36,1,140.64
3.9099999999999984,VIRGIL WOFFORD,581,25,0,97.74999999999996
3.909999999999999,ERIKA PENA,298,25,0,97.74999999999997
3.9099999999999993,MABEL HOLLAND,256,25,0,97.74999999999999
3.915925925925925,CAROLYN PEREZ,42,27,1,105.72999999999998
3.915925925925925,DIANA ALEXANDER,96,27,1,105.72999999999998
3.9185714285714264,HERMAN DEVORE,481,28,1,109.71999999999994
3.918571428571427,THEODORE CULP,446,28,1,109.71999999999996
3.918571428571427,TODD TAN,386,28,1,109.71999999999996
3.92548387096774,NATHAN RUNYON,406,31,1,121.68999999999994
3.9274999999999984,JOANNE ROBERTSON,147,32,1,125.67999999999995
3.927500000000001,NELSON CHRISTENSON,549,16,0,62.84000000000002
3.9311764705882344,ELIZABETH BROWN,5,34,1,133.65999999999997
3.934444444444445,EUGENE CULPEPPER,378,18,0,70.82000000000001
3.934444444444445,IRMA PEARSON,255,18,0,70.82000000000001
3.939999999999999,MILDRED BAILEY,60,20,0,78.79999999999998
3.94,BERNARD COLBY,440,20,0,78.8
3.9445454545454535,ELMER NOE,516,22,0,86.77999999999997
3.944545454545454,MARK RINEHART,312,22,0,86.77999999999999
3.9483333333333324,DOROTHY TAYLOR,10,24,0,94.75999999999998
3.9483333333333324,GERALDINE PERKINS,161,24,0,94.75999999999998
3.9483333333333324,KELLY KNOTT,546,24,0,94.75999999999998
3.9483333333333324,SUZANNE NICHOLS,153,24,0,94.75999999999998
3.9499999999999984,FRANCIS SIKES,425,25,0,98.74999999999996
3.95153846153846,MARIO CHEATHAM,441,26,1,102.73999999999997
3.952962962962961,KRISTINA CHAMBERS,290,27,1,106.72999999999995
3.952962962962962,ERIN DUNN,160,27,1,106.72999999999998
3.9542857142857124,RUBY WASHINGTON,90,28,1,110.71999999999994
3.954285714285713,TERRANCE ROUSH,592,28,1,110.71999999999996
3.9542857142857133,EVERETT BANDA,559,28,1,110.71999999999997
3.9566666666666648,MARJORIE TUCKER,128,30,1,118.69999999999995
3.9566666666666648,VIRGINIA GREEN,35,30,1,118.69999999999995
3.957741935483869,JORGE OLIVARES,473,31,1,122.68999999999994
3.989999999999998,FRANK WAGGONER,329,32,1,127.67999999999994
3.989999999999998,PHILIP CAUSEY,393,29,1,115.70999999999994
3.989999999999998,SHERRI RHODES,297,31,1,123.68999999999994
3.9899999999999984,MARION OCAMPO,588,27,1,107.72999999999996
3.989999999999999,GWENDOLYN MAY,264,24,0,95.75999999999998
3.989999999999999,JEFFREY SPEAR,328,22,0,87.77999999999997
3.989999999999999,LUCILLE HOLMES,145,27,1,107.72999999999998
3.989999999999999,RONNIE RICKETTS,456,24,0,95.75999999999998
3.989999999999999,SARAH LEWIS,23,26,1,103.73999999999997
3.989999999999999,WILLIE HOWELL,219,24,0,95.75999999999998
3.9899999999999993,CARLA GUTIERREZ,202,26,1,103.73999999999998
3.9899999999999993,CHARLOTTE HUNTER,130,22,0,87.77999999999999
3.9899999999999993,SEAN DOUGLASS,392,23,0,91.76999999999998
3.9899999999999993,WILLIAM SATTERFIELD,303,23,0,91.76999999999998
3.9899999999999998,JEREMY HURTADO,374,24,0,95.75999999999999
3.9899999999999998,ROBERTA HARPER,185,20,0,79.8
4.018571428571427,BRANDON HUEY,366,35,1,140.64999999999995
4.023333333333332,THELMA MURRAY,122,30,1,120.69999999999995
4.024482758620688,GERALD FULTZ,356,29,1,116.70999999999995
4.025714285714284,CLYDE TOBIAS,485,28,1,112.71999999999996
4.0270370370370365,JULIAN VEST,574,27,1,108.72999999999998
4.028461538461537,ANDREW PURDY,333,26,1,104.73999999999995
4.028461538461537,BRENDA WRIGHT,31,26,1,104.73999999999997
4.028461538461537,DALE RATCLIFF,407,26,1,104.73999999999995
4.0299999999999985,COURTNEY DAY,245,25,1,100.74999999999996
4.0299999999999985,KRISTIN JOHNSTON,214,25,1,100.74999999999997
4.031666666666665,MICHEAL FORMAN,445,24,0,96.75999999999998
4.033478260869565,BETH FRANKLIN,199,23,0,92.76999999999998
4.033478260869565,JENNY CASTRO,282,23,0,92.76999999999998
4.035454545454545,GLENN PULLEN,415,22,0,88.77999999999999
4.035454545454545,JUDY GRAY,69,22,0,88.77999999999999
4.04,VIVIAN RUIZ,184,20,0,80.8
4.045555555555556,ARMANDO GRUBER,556,18,0,72.82000000000001
4.048823529411763,ANGELA HERNANDEZ,29,34,1,137.65999999999994
4.052500000000001,HENRY BILLINGSLEY,344,16,0,64.84000000000002
4.056666666666664,JIM REA,451,30,1,121.69999999999993
4.058965517241377,VIOLA HANSON,244,29,1,117.70999999999995
4.0614285714285705,JEFFERY PINSON,416,28,1,113.71999999999997
4.064074074074072,CLIFFORD BOWENS,447,27,1,109.72999999999995
4.064074074074072,RANDY GAITHER,376,27,1,109.72999999999995
4.064074074074073,TED BREAUX,538,27,1,109.72999999999998
4.066923076923076,AMANDA CARTER,40,26,1,105.73999999999997
4.066923076923076,EARL SHANKS,396,26,1,105.73999999999998
4.073333333333332,YOLANDA WEAVER,190,24,0,97.75999999999998
4.076956521739129,CLINTON BUFORD,537,23,0,93.76999999999998
4.080909090909089,BENJAMIN VARNEY,364,22,0,89.77999999999997
4.08090909090909,EMILY DIAZ,99,22,0,89.77999999999999
4.083749999999998,CASEY MENA,566,32,1,130.67999999999995
4.083749999999998,HAROLD MARTINO,342,32,1,130.67999999999995
4.085238095238095,TIMOTHY BUNN,325,21,0,85.78999999999999
4.09,LORRAINE STEPHENS,165,20,0,81.8
4.093448275862067,JOSHUA MARK,336,29,1,118.70999999999995
4.0952631578947365,EMMA BOYD,134,19,0,77.80999999999999
4.0952631578947365,LUIS YANEZ,402,19,0,77.80999999999999
4.10111111111111,MICHELE GRANT,154,27,1,110.72999999999996
4.101111111111112,DANNY ISOM,399,18,0,73.82000000000001
4.105384615384614,DEAN SAUER,471,26,1,106.73999999999998
4.105384615384614,EDWARD BAUGH,317,26,1,106.73999999999997
4.105384615384614,VICTORIA GIBSON,116,26,1,106.73999999999997
4.10764705882353,EDITH MCDONALD,117,17,0,69.83000000000001
4.1099999999999985,BILL GAVIN,457,25,1,102.74999999999997
4.1099999999999985,ELLEN SIMPSON,126,25,1,102.74999999999996
4.119032258064514,DEBBIE REYES,141,31,1,127.68999999999993
4.119032258064514,MITCHELL WESTMORELAND,520,31,1,127.68999999999993
4.123333333333331,ALICE STEWART,51,30,1,123.69999999999995
4.123333333333331,SHIRLEY ALLEN,27,30,1,123.69999999999995
4.126363636363636,DEANNA BYRD,261,22,0,90.77999999999999
4.132857142857142,ERIK GUILLEN,529,28,1,115.71999999999996
4.132857142857143,AGNES BISHOP,217,21,0,86.78999999999999
4.132857142857143,BEVERLY BROOKS,73,21,0,86.78999999999999
4.132857142857144,SHEILA WELLS,124,14,0,57.86000000000002
4.138148148148146,AUDREY RAY,173,27,1,111.72999999999996
4.138148148148146,CINDY FISHER,113,27,1,111.72999999999996
4.14,TONI HOLT,291,20,0,82.8
4.143846153846152,STEPHEN QUALLS,332,26,1,107.73999999999994
4.143846153846153,BRANDY GRAVES,276,26,1,107.73999999999997
4.143846153846153,GINA WILLIAMSON,213,26,1,107.73999999999997
4.147894736842105,CAROL GARCIA,18,19,0,78.80999999999999
4.1512903225806435,ALMA AUSTIN,196,31,1,128.68999999999994
4.1512903225806435,REGINA BERRY,168,31,1,128.68999999999994
4.156666666666665,VICKIE BREWER,251,24,0,99.75999999999998
4.156666666666667,TIFFANY JORDAN,110,12,0,49.88000000000001
4.162413793103447,BARRY LOVELACE,438,29,1,120.70999999999995
4.162413793103448,MARC OUTLAW,499,29,1,120.70999999999998
4.168571428571426,KATHY JAMES,71,28,1,116.71999999999994
4.168571428571427,JAMES GANNON,299,28,1,116.71999999999996
4.171818181818181,BETTY WHITE,14,22,0,91.77999999999999
4.171818181818181,VICKI FIELDS,201,22,0,91.77999999999999
4.171818181818182,ALEXANDER FENNELL,439,33,1,137.67
4.175185185185184,MONICA HICKS,131,27,1,112.72999999999995
4.177499999999998,SUE PETERS,197,32,1,133.67999999999995
4.18047619047619,LORETTA CARPENTER,189,21,0,87.78999999999999
4.18047619047619,MAUREEN LITTLE,226,21,0,87.78999999999999
4.189999999999999,DOLORES WAGNER,171,25,1,104.74999999999997
4.189999999999999,JOSEPHINE GOMEZ,121,25,1,104.74999999999997
4.1899999999999995,LESLIE GORDON,143,20,0,83.8
4.190000000000001,ALLAN CORNISH,548,15,0,62.850000000000016
4.190000000000001,LESTER KRAUS,492,15,0,62.85000000000002
4.195882352941176,MARSHA DOUGLAS,257,34,1,142.66
4.196896551724136,GRACE ELLIS,114,29,1,121.70999999999995
4.196896551724136,WALTER PERRYMAN,339,29,1,121.70999999999995
4.1983333333333315,BRAD MCCURDY,517,24,1,100.75999999999996
4.198333333333332,SIDNEY BURLESON,572,24,1,100.75999999999998
4.200526315789474,DONALD MAHON,313,19,0,79.81
4.200526315789474,EDNA WEST,109,19,0,79.81
4.204285714285712,BYRON BOX,573,28,1,117.71999999999994
4.2073913043478255,GARY COY,324,23,0,96.76999999999998
4.2073913043478255,VINCENT RALSTON,414,23,0,96.76999999999998
4.21222222222222,DENNIS GILMAN,338,27,1,113.72999999999995
4.212222222222221,AMBER DIXON,139,27,1,113.72999999999996
4.212222222222221,DAVE GARDINER,569,27,1,113.72999999999996
4.212222222222222,CRAIG MORRELL,388,27,1,113.72999999999998
4.217272727272728,CHESTER BENNER,511,22,0,92.78
4.2280952380952375,TRAVIS ESTEP,417,21,0,88.78999999999999
4.2324242424242415,JANICE WARD,66,33,1,139.66999999999996
4.239999999999999,BONNIE HUGHES,88,20,0,84.79999999999998
4.239999999999999,MATHEW BOLIN,539,20,0,84.79999999999998
4.239999999999999,RENE MCALISTER,593,24,1,101.75999999999998
4.239999999999999,THOMAS GRIGSBY,308,24,1,101.75999999999998
4.24,NATALIE MEYER,216,20,0,84.8
4.2480645161290305,CATHERINE CAMPBELL,46,31,1,131.68999999999994
4.248064516129031,ETHEL WEBB,125,31,1,131.68999999999997
4.249259259259257,PATSY DAVIDSON,262,27,1,114.72999999999993
4.249259259259258,CATHY SPENCER,163,27,1,114.72999999999996
4.249259259259258,SALVADOR TEEL,584,27,1,114.72999999999996
4.25086956521739,LEAH CURTIS,270,23,0,97.76999999999997
4.250869565217391,SHANNON FREEMAN,123,23,0,97.76999999999998
4.2547058823529404,ROGER QUINTANILLA,348,34,1,144.65999999999997
4.256666666666665,CHARLES KOWALSKI,306,30,1,127.69999999999995
4.259230769230768,ANDRE RAPP,515,26,1,110.73999999999997
4.259230769230768,DARYL LARUE,579,26,1,110.73999999999995
4.259230769230768,VELMA LUCAS,286,26,1,110.73999999999995
4.262727272727272,DAWN SULLIVAN,105,22,0,93.77999999999997
4.265862068965515,BILLY POULIN,371,29,1,123.70999999999995
4.265862068965515,NINA SOTO,268,29,1,123.70999999999995
4.267777777777777,MARIAN MENDOZA,246,18,0,76.82
4.275714285714284,GERTRUDE CASTILLO,207,28,1,119.71999999999996
4.275714285714285,JOEL FRANCISCO,431,21,0,89.78999999999999
4.275714285714287,ANITA MORALES,136,14,0,59.860000000000014
4.281666666666665,LILLIAN GRIFFIN,98,24,1,102.75999999999998
4.281666666666666,LARRY THRASHER,327,24,1,102.75999999999999
4.2841176470588245,PAULA BRYANT,95,17,0,72.83000000000001
4.286296296296294,RONALD WEINER,319,27,1,115.72999999999995
4.289999999999998,SARA PERRY,84,30,1,128.69999999999996
4.29,ALFREDO MCADAMS,567,20,0,85.8
4.29,CHRISTINE ROBERTS,43,20,0,85.8
4.29,RANDALL NEUMANN,437,20,0,85.8
4.297692307692306,CLIFTON MALCOLM,577,26,1,111.73999999999995
4.300344827586204,JULIA FLORES,89,29,1,124.70999999999992
4.302500000000001,FLOYD GANDY,465,16,0,68.84000000000002
4.30578947368421,YVONNE WATKINS,174,19,0,81.80999999999999
4.308181818181817,ANNETTE OLSON,175,22,0,94.77999999999997
4.308181818181817,NICOLE PETERSON,68,22,0,94.77999999999997
4.308181818181818,DANIELLE DANIELS,150,22,0,94.77999999999999
4.309999999999999,BECKY MILES,287,25,1,107.74999999999997
4.309999999999999,RAMONA HALE,296,25,1,107.74999999999997
4.3233333333333315,CRYSTAL FORD,102,30,1,129.69999999999993
4.3233333333333315,MICHAEL SILVERMAN,302,27,1,116.72999999999995
4.323333333333332,MORRIS MCCARTER,576,30,1,129.69999999999996
4.323333333333332,STACY CUNNINGHAM,180,21,0,90.78999999999998
4.323333333333334,JOANN GARDNER,164,15,0,64.85000000000001
4.336153846153845,AMY LOPEZ,32,26,1,112.73999999999997
4.336153846153845,FLORENCE WOODS,107,26,1,112.73999999999997
4.339999999999999,ERICA MATTHEWS,169,20,0,86.79999999999998
4.34,KELLY TORRES,67,20,0,86.8
4.3448387096774175,ROSEMARY SCHMIDT,204,31,1,134.68999999999994
4.344838709677418,MARGIE WADE,267,31,1,134.68999999999997
4.349999999999999,GABRIEL HARDER,518,25,1,108.74999999999997
4.353636363636363,DARREN WINDHAM,541,22,0,95.77999999999997
4.353636363636363,SHANE MILLARD,488,22,0,95.77999999999997
4.356666666666665,BRETT CORNWELL,502,30,1,130.69999999999993
4.356666666666666,HELEN HARRIS,15,30,1,130.69999999999996
4.35842105263158,MARCIA DEAN,236,38,1,165.62000000000003
4.370952380952379,PAMELA BAKER,37,21,0,91.78999999999996
4.370952380952381,LOUISE JENKINS,83,21,0,91.78999999999999
4.374615384615383,NORA HERRERA,266,26,1,113.73999999999995
4.3746153846153835,TRACEY BARRETT,280,26,1,113.73999999999997
4.3788888888888895,AUSTIN CINTRON,599,18,0,78.82000000000001
4.3788888888888895,DAISY BATES,295,36,1,157.64000000000001
4.381304347826085,DAVID ROYAL,304,23,1,100.76999999999997
4.381304347826085,GLEN TALBERT,486,23,1,100.76999999999997
4.382857142857141,JAVIER ELROD,535,28,1,122.71999999999994
4.389999999999998,CHARLENE ALVAREZ,220,25,1,109.74999999999996
4.389999999999999,HARVEY GUAJARDO,523,20,0,87.79999999999998
4.389999999999999,KURT EMMONS,547,20,0,87.79999999999998
4.389999999999999,SANDRA MARTIN,16,25,1,109.74999999999997
4.397407407407406,JAIME NETTLES,565,27,1,118.72999999999995
4.397407407407406,RAYMOND MCWHORTER,334,27,1,118.72999999999995
4.4017647058823535,DWIGHT LOMBARDI,555,17,0,74.83000000000001
4.406666666666665,BRYAN HARDISON,400,24,1,105.75999999999996
4.406666666666665,CLAUDIA FULLER,234,24,1,105.75999999999996
4.411052631578947,COREY HAUSER,480,19,0,83.81
4.413076923076921,TERESA ROGERS,54,26,1,114.73999999999995
4.418571428571426,LESLIE SEWARD,506,28,1,123.71999999999993
4.418571428571427,LAURIE LAWRENCE,192,21,0,92.78999999999998
4.418571428571428,ANDREA HENDERSON,81,21,0,92.78999999999999
4.418571428571428,BRUCE SCHWARZ,365,21,0,92.78999999999999
4.42478260869565,SERGIO STANFIELD,587,23,1,101.76999999999995
4.427499999999999,STACEY MONTGOMERY,211,32,1,141.67999999999998
4.429999999999999,GLORIA COOK,56,25,1,110.74999999999997
4.434444444444444,TYLER WREN,496,18,0,79.82
4.438275862068964,GLADYS HAMILTON,103,29,1,128.70999999999995
4.438275862068964,GLENDA FRAZIER,242,29,1,128.70999999999995
4.4399999999999995,AARON SELBY,375,20,0,88.8
4.441612903225805,OLGA JIMENEZ,277,31,1,137.68999999999997
4.444545454545453,PEDRO CHESTNUT,475,22,0,97.77999999999996
4.4445454545454535,RODNEY MOELLER,409,22,0,97.77999999999997
4.4445454545454535,WALLACE SLONE,562,22,0,97.77999999999997
4.4483333333333315,RICHARD MCCRARY,305,24,1,106.75999999999996
4.44945945945946,CURTIS IRBY,410,37,1,164.63000000000002
4.45153846153846,HILDA HOPKINS,263,26,1,115.73999999999997
4.45153846153846,JOSEPH JOY,307,26,1,115.73999999999995
4.451538461538463,KATHERINE RIVERA,61,13,0,57.87000000000002
4.456666666666665,BERNICE WILLIS,172,30,1,133.69999999999996
4.460588235294118,CHRISTINA RAMIREZ,70,17,0,75.83
4.463684210526315,JULIO NOLAND,545,19,0,84.80999999999999
4.463684210526316,DORIS REED,55,19,0,84.81
4.466190476190475,ALBERT CROUSE,352,21,0,93.78999999999998
4.466190476190475,FRANCISCO SKIDMORE,443,21,0,93.78999999999998
4.468260869565216,BEN EASTER,510,23,1,102.76999999999997
4.468260869565216,MAX PITT,553,23,1,102.76999999999997
4.469999999999999,SHELLY WATTS,294,25,1,111.74999999999997
4.472758620689653,JESSIE MILAM,533,29,1,129.70999999999995
4.472758620689654,SYLVIA ORTIZ,120,29,1,129.70999999999998
4.473870967741934,TANYA GILBERT,237,31,1,138.68999999999997
4.4899999999999975,STEVEN CURLEY,316,26,1,116.73999999999994
4.489999999999998,ELLA OLIVER,210,30,1,134.69999999999996
4.489999999999998,GAIL KNIGHT,155,22,0,98.77999999999997
4.489999999999998,GILBERT SLEDGE,497,26,1,116.73999999999997
4.489999999999998,LISA ANDERSON,11,22,0,98.77999999999997
4.489999999999998,TERRY CARLSON,253,26,1,116.73999999999997
4.489999999999999,ALEX GRESHAM,454,32,1,143.67999999999998
4.489999999999999,EILEEN CARR,205,18,0,80.82
4.489999999999999,HUGH WALDROP,552,20,0,89.79999999999998
4.49,DELORES HANSEN,222,16,0,71.84
4.49,ROBERT BAUGHMAN,301,18,0,80.82000000000001
4.506129032258063,HARRY ARCE,368,31,1,139.68999999999997
4.506129032258063,SHERRY MARSHALL,119,31,1,139.68999999999997
4.508518518518517,TRACY COLE,108,27,1,121.72999999999995
