average_payment,first_name,large_payment_count,last_name,payment_count,total_amount
3.605384615384616,LUCY,0,WHEELER,13,46.87000000000001
3.605384615384617,JESSICA,0,HALL,13,46.87000000000002
3.615,CLAYTON,1,BARBEE,8,28.92
3.626363636363638,ANTHONY,0,SCHWAB,11,39.890000000000015
3.626363636363638,JACOB,0,LANCE,11,39.890000000000015
3.6566666666666667,PHYLLIS,0,FOSTER,6,21.94
3.656666666666667,ALLISON,2,STANLEY,15,54.85000000000001
3.656666666666667,CAROLE,1,BARNETT,9,32.910000000000004
3.6566666666666676,ENRIQUE,0,FORSYTHE,6,21.940000000000005
3.6566666666666676,MARC,0,OUTLAW,12,43.88000000000001
3.656666666666668,MARTHA,0,GONZALEZ,18,65.82000000000002
3.6775000000000007,KYLE,1,SPURLOCK,16,58.84000000000001
3.6823076923076936,PAULINE,0,HENRY,13,47.87000000000002
3.69,MARCIA,0,DEAN,20,73.8
3.6900000000000004,JEFFERY,0,PINSON,10,36.900000000000006
3.6900000000000004,THERESA,0,WATSON,10,36.900000000000006
3.6900000000000004,TONY,1,CARRANZA,10,36.900000000000006
3.704285714285714,CHRISTIAN,0,JUNG,7,25.93
3.7042857142857146,TED,2,BREAUX,14,51.86000000000001
3.704285714285715,CYNTHIA,1,YOUNG,14,51.860000000000014
3.704285714285715,KRISTINA,0,CHAMBERS,14,51.860000000000014
3.717272727272727,CATHY,1,SPENCER,11,40.88999999999999
3.717272727272728,ALFREDO,0,MCADAMS,11,40.89000000000001
3.717272727272728,AMANDA,1,CARTER,11,40.89000000000001
3.717272727272728,BECKY,0,MILES,11,40.89000000000001
3.717272727272728,GLENN,1,PULLEN,11,40.89000000000001
3.7233333333333345,CARRIE,0,PORTER,15,55.850000000000016
3.7233333333333345,GREGORY,1,MAULDIN,15,55.850000000000016
3.723333333333335,LUCILLE,1,HOLMES,15,55.85000000000002
3.74,TERESA,0,ROGERS,8,29.92
3.7400000000000007,ANNA,0,HILL,8,29.920000000000005
3.7400000000000007,RENE,0,MCALISTER,12,44.88000000000001
3.7400000000000007,SALVADOR,0,TEEL,12,44.88000000000001
3.740000000000001,ELIZABETH,1,BROWN,16,59.84000000000002
3.740000000000001,TYLER,0,WREN,8,29.92000000000001
3.7400000000000015,COLLEEN,0,BURTON,12,44.88000000000002
3.759230769230769,ELLEN,0,SIMPSON,13,48.87
3.759230769230769,SYLVIA,1,ORTIZ,13,48.87
3.7592307692307707,SHERRI,1,RHODES,13,48.87000000000002
3.7677777777777774,TERRY,0,CARLSON,9,33.91
3.7677777777777783,AGNES,0,BISHOP,9,33.910000000000004
3.7677777777777783,CAROL,0,GARCIA,9,33.910000000000004
3.7677777777777783,DOLORES,0,WAGNER,9,33.910000000000004
3.7677777777777783,LESLIE,0,GORDON,9,33.910000000000004
3.7677777777777783,REBECCA,0,SCOTT,9,33.910000000000004
3.767777777777779,GEORGE,0,LINTON,18,67.82000000000002
3.775714285714286,LORI,0,WOOD,14,52.86
3.775714285714287,MARION,0,OCAMPO,14,52.86000000000002
3.79,TRACY,1,HERRMANN,10,37.9
3.7900000000000005,JONATHAN,0,SCARBOROUGH,5,18.950000000000003
3.7900000000000014,EMILY,0,DIAZ,15,56.85000000000002
3.7900000000000014,JEANNE,0,LAWSON,10,37.90000000000001
3.7900000000000014,LORETTA,0,CARPENTER,10,37.90000000000001
3.8025000000000015,KEN,0,PREWITT,16,60.840000000000025
3.8025000000000015,LEROY,0,BUSTAMANTE,16,60.840000000000025
3.808181818181819,DEBBIE,0,REYES,11,41.89000000000001
3.808181818181819,HOWARD,1,FORTNER,11,41.89000000000001
3.8081818181818194,VICKIE,1,BREWER,11,41.890000000000015
3.823333333333334,HAROLD,1,MARTINO,12,45.88000000000001
3.823333333333334,JASON,0,MORRISSEY,12,45.88000000000001
3.823333333333334,MANUEL,0,MURRELL,12,45.88000000000001
3.8233333333333346,ALEXANDER,0,FENNELL,12,45.88000000000002
3.8233333333333346,FRED,0,WHEAT,12,45.88000000000002
3.8233333333333346,JOE,0,GILLILAND,12,45.88000000000002
3.8233333333333346,NATHAN,1,RUNYON,18,68.82000000000002
3.836153846153847,TAMARA,0,NGUYEN,13,49.87000000000001
3.847142857142857,ALLEN,2,BUTTERFIELD,7,26.93
3.847142857142857,CHRISTINA,0,RAMIREZ,7,26.93
3.847142857142857,JAY,0,ROBB,7,26.93
3.847142857142857,LESTER,1,KRAUS,7,26.93
3.8471428571428583,FREDDIE,0,DUGGAN,7,26.930000000000007
3.8471428571428588,CHARLES,0,KOWALSKI,14,53.86000000000002
3.865,KELLY,0,TORRES,8,30.92
3.8650000000000007,CAROLYN,0,PEREZ,16,61.84000000000001
3.865000000000001,ANDRE,0,RAPP,8,30.92000000000001
3.865000000000001,DANNY,0,ISOM,8,30.92000000000001
3.872352941176471,RYAN,0,SALISBURY,17,65.83000000000001
3.87888888888889,BERTHA,0,FERGUSON,9,34.91000000000001
3.8847368421052626,MELISSA,1,KING,19,73.80999999999999
3.8899999999999997,JEREMY,0,HURTADO,10,38.9
3.8899999999999997,JILL,0,HAWKINS,10,38.9
3.8900000000000006,JOANN,0,GARDNER,10,38.900000000000006
3.8900000000000015,CHRIS,0,BROTHERS,10,38.90000000000001
3.9066666666666667,SHIRLEY,0,ALLEN,12,46.88
3.9066666666666676,BILLY,2,POULIN,12,46.88000000000001
3.9066666666666676,OLGA,0,JIMENEZ,12,46.88000000000001
3.906666666666668,JOSE,0,ANDREW,12,46.88000000000002
3.9130769230769236,GERALD,0,FULTZ,13,50.870000000000005
3.913076923076924,JACK,0,FOUST,13,50.87000000000001
3.9130769230769245,JIMMY,0,SCHRADER,13,50.87000000000002
3.91857142857143,BARRY,1,LOVELACE,14,54.86000000000002
3.91857142857143,CURTIS,0,IRBY,14,54.86000000000002
3.91857142857143,VIOLA,0,HANSON,14,54.86000000000002
3.9233333333333333,GERTRUDE,1,CASTILLO,15,58.85
3.9233333333333342,AMY,1,LOPEZ,15,58.850000000000016
3.9233333333333342,JOY,1,GEORGE,15,58.850000000000016
3.9233333333333342,RODNEY,0,MOELLER,15,58.850000000000016
3.9233333333333347,MATTHEW,0,MAHAN,15,58.85000000000002
3.9275000000000015,STACEY,1,MONTGOMERY,16,62.840000000000025
3.931176470588236,MARIO,2,CHEATHAM,17,66.83000000000001
3.934444444444445,KATHY,1,JAMES,18,70.82000000000001
3.9899999999999998,ANDREA,1,HENDERSON,6,23.939999999999998
3.99,ANDREW,1,PURDY,13,51.870000000000005
3.99,BERNARD,1,COLBY,12,47.88
3.99,CASEY,1,MENA,18,71.82000000000001
3.99,CHARLOTTE,0,HUNTER,8,31.92
3.99,MELANIE,0,ARMSTRONG,8,31.92
3.99,TRACY,0,COLE,13,51.870000000000005
3.9900000000000007,CHRISTINE,0,ROBERTS,12,47.88000000000001
3.9900000000000007,CINDY,0,FISHER,11,43.89000000000001
3.9900000000000007,FRANCIS,1,SIKES,17,67.83000000000001
3.9900000000000007,KIRK,0,STCLAIR,6,23.940000000000005
3.9900000000000007,MICHELE,0,GRANT,14,55.86000000000001
3.9900000000000007,SUZANNE,1,NICHOLS,10,39.900000000000006
3.9900000000000007,VICTOR,1,BARKLEY,10,39.900000000000006
3.9900000000000007,YOLANDA,0,WEAVER,7,27.930000000000003
3.990000000000001,BILL,0,GAVIN,7,27.930000000000007
3.990000000000001,RON,0,DELUCA,13,51.87000000000001
3.9900000000000015,KELLY,1,KNOTT,11,43.890000000000015
4.037619047619048,CRYSTAL,0,FORD,21,84.78999999999999
4.0488235294117665,JULIA,1,FLORES,17,68.83000000000003
4.052500000000001,WADE,0,DELVALLE,16,64.84000000000002
4.061428571428572,SHAWN,0,HEATON,14,56.860000000000014
4.061428571428573,SETH,0,HANNON,14,56.86000000000002
4.066923076923078,WALTER,0,PERRYMAN,13,52.87000000000001
4.066923076923079,CARLA,2,GUTIERREZ,13,52.87000000000002
4.066923076923079,FRANK,0,WAGGONER,13,52.87000000000002
4.073333333333333,MINNIE,1,ROMERO,12,48.88
4.073333333333334,JULIE,0,SANCHEZ,12,48.88000000000001
4.080909090909092,BONNIE,1,HUGHES,11,44.89000000000001
4.080909090909092,GUY,1,BROWNLEE,11,44.890000000000015
4.080909090909092,JAMES,1,GANNON,11,44.89000000000001
4.080909090909092,PHILLIP,1,HOLM,11,44.89000000000001
4.09,VINCENT,1,RALSTON,10,40.9
4.090000000000001,STACY,1,CUNNINGHAM,10,40.900000000000006
4.090000000000002,DENNIS,0,GILMAN,10,40.90000000000001
4.101111111111111,ISAAC,1,OGLESBY,9,36.91
4.101111111111111,RUBEN,0,GEARY,9,36.91
4.101111111111112,CECIL,0,VINES,9,36.910000000000004
4.101111111111112,ELLA,1,OLIVER,18,73.82000000000001
4.101111111111112,WILLIAM,0,SATTERFIELD,9,36.910000000000004
4.101111111111113,VIVIAN,0,RUIZ,9,36.91000000000001
4.10764705882353,RALPH,1,MADRIGAL,17,69.83000000000001
4.115000000000001,CATHERINE,1,CAMPBELL,8,32.92000000000001
4.115000000000001,ETHEL,1,WEBB,16,65.84000000000002
4.115000000000001,MARJORIE,0,TUCKER,16,65.84000000000002
4.123333333333334,GRACE,1,ELLIS,15,61.850000000000016
4.123333333333334,TERRANCE,2,ROUSH,15,61.85000000000001
4.123333333333334,THELMA,0,MURRAY,15,61.85000000000001
4.123333333333335,NICHOLAS,1,BARFIELD,15,61.85000000000002
4.132857142857143,NORMA,1,GONZALES,7,28.93
4.1328571428571435,CONSTANCE,1,REID,14,57.860000000000014
4.1328571428571435,DEANNA,0,BYRD,7,28.930000000000007
4.1328571428571435,JUANITA,0,MASON,14,57.860000000000014
4.1328571428571435,LEWIS,0,LYMAN,7,28.930000000000003
4.1328571428571435,VIRGIL,1,WOFFORD,14,57.860000000000014
4.132857142857144,AUDREY,1,RAY,14,57.86000000000002
4.143846153846154,ERIK,0,GUILLEN,13,53.87000000000001
4.143846153846155,RACHEL,1,BARNES,13,53.87000000000002
4.156666666666666,ANITA,1,MORALES,6,24.939999999999998
4.156666666666666,BRIAN,1,WYMAN,6,24.939999999999998
4.156666666666667,JEFFREY,0,SPEAR,6,24.940000000000005
4.156666666666667,MONICA,1,HICKS,12,49.88000000000001
4.156666666666667,VIOLET,1,RODRIQUEZ,12,49.88000000000001
4.156666666666668,DIANA,0,ALEXANDER,12,49.88000000000002
4.156666666666668,LORRAINE,0,STEPHENS,12,49.88000000000002
4.166470588235294,REGINA,0,BERRY,17,70.83
4.171818181818182,ALEX,1,GRESHAM,11,45.89
4.171818181818183,BRANDY,1,GRAVES,11,45.89000000000001
4.171818181818183,DOROTHY,0,TAYLOR,11,45.89000000000001
4.171818181818183,MARGIE,0,WADE,11,45.89000000000001
4.171818181818183,WILLARD,0,LUMPKIN,11,45.89000000000001
4.19,CONNIE,0,WALLACE,10,41.900000000000006
4.19,HARVEY,0,GUAJARDO,10,41.900000000000006
4.19,KURT,0,EMMONS,10,41.900000000000006
4.19,NORA,0,HERRERA,5,20.950000000000003
4.19,TIMOTHY,1,BUNN,10,41.900000000000006
4.19,VICTORIA,0,GIBSON,10,41.900000000000006
4.190000000000001,ANGEL,0,BARCLAY,10,41.90000000000001
4.190000000000001,APRIL,0,BURNS,10,41.90000000000001
4.190000000000001,GERALDINE,0,PERKINS,10,41.90000000000001
4.190000000000001,JACKIE,0,LYNCH,15,62.85000000000002
4.204285714285715,RUSSELL,2,BRINSON,14,58.86000000000001
4.2042857142857155,TIM,0,CARY,14,58.860000000000014
4.212222222222222,ROSE,0,HOWARD,9,37.91
4.2122222222222225,BILLIE,1,HORTON,9,37.910000000000004
4.2122222222222225,BOB,1,PFEIFFER,9,37.910000000000004
4.2122222222222225,JANET,1,PHILLIPS,9,37.910000000000004
4.212222222222223,GLORIA,0,COOK,9,37.91000000000001
4.220769230769232,TODD,1,TAN,13,54.87000000000002
4.225294117647059,THEODORE,1,CULP,17,71.83
4.240000000000001,BETTY,0,WHITE,12,50.88000000000002
4.240000000000001,BRAD,0,MCCURDY,12,50.88000000000001
4.240000000000001,EDWARD,2,BAUGH,12,50.88000000000002
4.240000000000001,GARY,0,COY,12,50.88000000000001
4.240000000000001,MARY,0,SMITH,12,50.88000000000002
4.240000000000001,ROBERTA,2,HARPER,12,50.88000000000001
4.256666666666668,MORRIS,1,MCCARTER,15,63.850000000000016
4.262727272727274,ADAM,1,GOOCH,11,46.89000000000001
4.262727272727274,ANGELA,1,HERNANDEZ,11,46.89000000000001
4.262727272727274,ANNETTE,0,OLSON,11,46.89000000000001
4.262727272727274,DELORES,1,HANSEN,11,46.89000000000001
4.2627272727272745,SIDNEY,0,BURLESON,11,46.890000000000015
4.275714285714286,EVA,1,RAMOS,7,29.930000000000003
4.275714285714286,IAN,1,STILL,7,29.93
4.275714285714287,AUSTIN,1,CINTRON,7,29.930000000000007
4.275714285714287,JORDAN,1,ARCHULETA,14,59.860000000000014
4.275714285714287,PETER,1,MENARD,7,29.930000000000007
4.275714285714287,STANLEY,1,SCROGGINS,14,59.860000000000014
4.275714285714288,JOHN,1,FARNSWORTH,14,59.86000000000002
4.290000000000001,GAIL,0,KNIGHT,10,42.90000000000001
4.290000000000001,SHARON,0,ROBINSON,10,42.90000000000001
4.297692307692309,MAXINE,0,SILVA,13,55.87000000000001
4.2976923076923095,GABRIEL,0,HARDER,13,55.87000000000002
4.2976923076923095,LILLIE,1,KIM,13,55.87000000000002
4.302500000000001,LOUIS,1,LEONE,16,68.84000000000002
4.302500000000001,MAX,0,PITT,16,68.84000000000002
4.302500000000001,VIRGINIA,0,GREEN,16,68.84000000000002
4.323333333333333,GINA,1,WILLIAMSON,12,51.88
4.323333333333333,GWENDOLYN,2,MAY,12,51.88
4.323333333333334,ALICIA,0,MILLS,6,25.940000000000005
4.323333333333334,FERNANDO,1,CHURCHILL,12,51.88000000000001
4.323333333333334,GLENDA,0,FRAZIER,9,38.91000000000001
4.323333333333334,JEAN,1,BELL,9,38.910000000000004
4.323333333333334,JENNY,2,CASTRO,15,64.85000000000001
4.323333333333334,MARLENE,1,WELCH,12,51.88000000000001
4.323333333333334,RUBY,1,WASHINGTON,12,51.88000000000001
4.323333333333334,WALLACE,1,SLONE,9,38.91000000000001
4.323333333333335,AMBER,0,DIXON,12,51.88000000000002
4.323333333333335,HARRY,1,ARCE,12,51.88000000000002
4.323333333333335,JULIAN,0,VEST,15,64.85000000000002
4.323333333333335,TANYA,1,GILBERT,15,64.85000000000002
4.323333333333335,WILLIE,0,HOWELL,15,64.85000000000002
4.347142857142859,MITCHELL,1,WESTMORELAND,14,60.86000000000002
4.353636363636364,PATSY,0,DAVIDSON,11,47.89000000000001
4.353636363636364,VANESSA,0,SIMS,11,47.89000000000001
4.353636363636365,JUDY,1,GRAY,11,47.890000000000015
4.358421052631578,BRANDON,0,HUEY,19,82.80999999999999
4.374615384615386,LYNN,1,PAYNE,13,56.87000000000002
4.389999999999999,JESSE,0,SCHILLING,5,21.949999999999996
4.390000000000001,BARBARA,0,JONES,5,21.950000000000003
4.390000000000001,MIGUEL,1,BETANCOURT,10,43.900000000000006
4.3900000000000015,NICOLE,0,PETERSON,10,43.90000000000001
4.3900000000000015,RICKY,1,SHELBY,10,43.90000000000001
4.406666666666667,DAVID,1,ROYAL,12,52.88000000000001
4.406666666666667,TONI,0,HOLT,12,52.88000000000001
4.406666666666667,TROY,2,QUIGLEY,12,52.88000000000001
4.406666666666668,BETH,1,FRANKLIN,12,52.88000000000002
4.406666666666668,JOSHUA,1,MARK,12,52.88000000000002
4.406666666666668,LUIS,0,YANEZ,12,52.88000000000002
4.406666666666668,RONALD,1,WEINER,12,52.88000000000002
4.41857142857143,FLORENCE,0,WOODS,14,61.860000000000014
4.41857142857143,LEAH,1,CURTIS,7,30.930000000000007
4.4275,JENNIE,1,TERRY,16,70.84
4.4275,ROGER,2,QUINTANILLA,16,70.84
4.434444444444444,WILLIE,1,MARKHAM,9,39.91
4.434444444444445,DERRICK,0,BOURQUE,9,39.910000000000004
4.434444444444445,JEANETTE,0,GREENE,9,39.910000000000004
4.434444444444445,TYRONE,0,ASHER,9,39.910000000000004
4.444545454545455,JAVIER,1,ELROD,11,48.89000000000001
4.444545454545456,BRENDA,1,WRIGHT,11,48.890000000000015
4.444545454545456,MARK,0,RINEHART,11,48.890000000000015
4.451538461538463,HERMAN,1,DEVORE,13,57.87000000000001
4.451538461538463,JORGE,1,OLIVARES,13,57.87000000000002
4.489999999999999,SUE,1,PETERS,8,35.919999999999995
4.489999999999999,WESLEY,1,BULL,18,80.82
4.49,MYRTLE,1,FLEMING,10,44.900000000000006
4.49,RAMON,1,CHOATE,18,80.82000000000001
4.49,RITA,0,GRAHAM,10,44.900000000000006
4.49,SHERRY,1,MARSHALL,10,44.900000000000006
4.490000000000001,BENJAMIN,1,VARNEY,8,35.92000000000001
4.490000000000001,BRUCE,0,SCHWARZ,10,44.90000000000001
4.490000000000001,KRISTIN,0,JOHNSTON,8,35.92000000000001
4.490000000000001,NINA,0,SOTO,12,53.88000000000002
4.490000000000001,PEGGY,1,MYERS,12,53.88000000000002
4.490000000000001,RANDALL,1,NEUMANN,10,44.90000000000001
4.490000000000001,RICHARD,1,MCCRARY,10,44.90000000000001
4.519411764705883,VELMA,1,LUCAS,17,76.83000000000001
4.523333333333334,MICHAEL,1,SILVERMAN,15,67.85000000000001
4.523333333333334,PRISCILLA,1,LOWE,15,67.85000000000001
4.5284615384615385,ALFRED,3,CASILLAS,13,58.870000000000005
4.528461538461539,JESSIE,3,MILAM,13,58.87000000000001
4.535454545454546,ADRIAN,0,CLARY,11,49.89000000000001
4.535454545454547,DALE,2,RATCLIFF,11,49.890000000000015
4.535454545454547,HERBERT,0,KRUGER,11,49.890000000000015
4.545555555555556,EDDIE,1,TOMLIN,9,40.910000000000004
4.545555555555556,HELEN,0,HARRIS,9,40.910000000000004
4.545555555555556,LILLIAN,0,GRIFFIN,9,40.910000000000004
4.5525,COURTNEY,1,DAY,16,72.84
4.5614285714285705,JESSIE,2,BANKS,7,31.929999999999993
4.561428571428571,LAURA,0,RODRIGUEZ,7,31.93
4.561428571428572,ALMA,1,AUSTIN,14,63.860000000000014
4.561428571428572,HEATHER,0,MORRIS,7,31.930000000000007
4.568947368421052,KARL,0,SEAL,19,86.81
4.568947368421052,TERRENCE,2,GUNDERSON,19,86.80999999999999
4.573333333333335,RAMONA,0,HALE,12,54.88000000000002
4.580909090909089,ELEANOR,3,HUNT,22,100.77999999999997
4.590000000000001,AARON,0,SELBY,5,22.950000000000003
4.590000000000001,GLADYS,0,HAMILTON,15,68.85000000000001
4.590000000000001,JEFF,1,EAST,10,45.900000000000006
4.590000000000001,NAOMI,0,JENNINGS,10,45.900000000000006
4.590000000000001,SHANNON,1,FREEMAN,10,45.900000000000006
4.615000000000001,OSCAR,1,AQUINO,8,36.92000000000001
4.626363636363636,CLIFFORD,1,BOWENS,11,50.89
4.626363636363637,ALAN,1,KAHN,11,50.89000000000001
4.626363636363638,ROSA,0,REYNOLDS,11,50.890000000000015
4.626363636363638,SHANE,1,MILLARD,11,50.890000000000015
4.6328571428571435,ASHLEY,2,RICHARDSON,14,64.86000000000001
4.6328571428571435,JAMIE,0,WAUGH,14,64.86000000000001
4.6328571428571435,SAM,1,MCDUFFIE,14,64.86000000000001
4.637058823529411,STEPHEN,2,QUALLS,17,78.82999999999998
4.656666666666667,KATIE,0,ELLIOTT,6,27.940000000000005
4.656666666666667,MARIAN,0,MENDOZA,6,27.940000000000005
4.656666666666667,NELSON,1,CHRISTENSON,9,41.910000000000004
4.656666666666667,RANDY,2,GAITHER,15,69.85000000000001
4.656666666666667,THOMAS,1,GRIGSBY,6,27.940000000000005
4.656666666666668,JUNE,0,CARROLL,12,55.88000000000002
4.656666666666668,MATHEW,0,BOLIN,12,55.88000000000002
4.656666666666668,MAUREEN,1,LITTLE,9,41.91000000000001
4.656666666666668,RAUL,1,FORTIER,9,41.91000000000001
4.656666666666668,ROY,1,WHITING,15,69.85000000000002
4.656666666666668,STEVEN,0,CURLEY,12,55.88000000000002
4.677499999999999,WARREN,2,SHERROD,16,74.83999999999999
4.6775,MISTY,2,LAMBERT,16,74.84
4.682307692307694,DUANE,1,TUBBS,13,60.87000000000001
4.682307692307694,JANICE,1,WARD,13,60.87000000000001
4.682307692307694,PHILIP,2,CAUSEY,13,60.87000000000002
4.682307692307694,SARAH,1,LEWIS,13,60.87000000000001
4.682307692307694,TERRI,0,VASQUEZ,13,60.87000000000002
4.6899999999999995,LESLIE,2,SEWARD,10,46.9
4.69,CALVIN,1,MARTEL,10,46.900000000000006
4.690000000000001,BEN,2,EASTER,10,46.90000000000001
4.690000000000001,BEVERLY,1,BROOKS,10,46.90000000000001
