customer_id,first_name,last_name,payment_count,total_amount,average_payment,share_payments_over_5
265,JENNIE,TERRY,16,70.84,4.43,0.3125
348,ROGER,QUINTANILLA,16,70.84,4.43,0.1875
168,REGINA,BERRY,17,70.83,4.17,0.3529
71,KATHY,JAMES,18,70.82,3.93,0.1111
75,TAMMY,SANDERS,20,70.8,3.54,0.2
49,JOYCE,EDWARDS,13,69.87,5.37,0.3077
100,ROBIN,HAYES,13,69.87,5.37,0.4615
532,NEIL,RENNER,14,69.86,4.99,0.2857
363,ROY,WHITING,15,69.85,4.66,0.1333
376,RANDY,GAITHER,15,69.85,4.66,0.3333
360,RALPH,MADRIGAL,17,69.83,4.11,0.1765
583,MARSHALL,THORN,12,68.88,5.74,0.5833
3,LINDA,WILLIAMS,13,68.87,5.3,0.3077
285,MIRIAM,MCKINNEY,13,68.87,5.3,0.3846
179,DANA,HART,14,68.86,4.92,0.3571
103,GLADYS,HAMILTON,15,68.85,4.59,0.3333
35,VIRGINIA,GREEN,16,68.84,4.3,0.3125
373,LOUIS,LEONE,16,68.84,4.3,0.25
553,MAX,PITT,16,68.84,4.3,0.125
89,JULIA,FLORES,17,68.83,4.05,0.1765
497,GILBERT,SLEDGE,14,67.86,4.85,0.2857
273,PRISCILLA,LOWE,15,67.85,4.52,0.4
302,MICHAEL,SILVERMAN,15,67.85,4.52,0.4
425,FRANCIS,SIKES,17,67.83,3.99,0.2353
314,GEORGE,LINTON,18,67.82,3.77,0.2222
354,JUSTIN,NGO,19,67.81,3.57,0.1579
467,ALVIN,DELOACH,13,66.87,5.14,0.3846
441,MARIO,CHEATHAM,17,66.83,3.93,0.1765
426,BRADLEY,MOTLEY,11,65.89,5.99,0.3636
433,DON,BONE,14,65.86,4.7,0.3571
579,DARYL,LARUE,14,65.86,4.7,0.3571
594,EDUARDO,HIATT,14,65.86,4.7,0.3571
125,ETHEL,WEBB,16,65.84,4.12,0.1875
128,MARJORIE,TUCKER,16,65.84,4.12,0.25
347,RYAN,SALISBURY,17,65.83,3.87,0.1176
38,MARTHA,GONZALEZ,18,65.82,3.66,0.2222
82,KATHRYN,COLEMAN,11,64.89,5.9,0.5455
84,SARA,PERRY,12,64.88,5.41,0.5
86,JACQUELINE,LONG,12,64.88,5.41,0.4167
63,ASHLEY,RICHARDSON,14,64.86,4.63,0.2857
490,SAM,MCDUFFIE,14,64.86,4.63,0.2857
531,JAMIE,WAUGH,14,64.86,4.63,0.3571
219,WILLIE,HOWELL,15,64.85,4.32,0.2667
237,TANYA,GILBERT,15,64.85,4.32,0.2
282,JENNY,CASTRO,15,64.85,4.32,0.2667
574,JULIAN,VEST,15,64.85,4.32,0.1333
598,WADE,DELVALLE,16,64.84,4.05,0.25
187,BRITTANY,RILEY,11,63.89,5.81,0.4545
331,ERIC,ROBERT,12,63.88,5.32,0.4167
196,ALMA,AUSTIN,14,63.86,4.56,0.2143
576,MORRIS,MCCARTER,15,63.85,4.26,0.2
485,CLYDE,TOBIAS,18,63.82,3.55,0.0556
337,JERRY,JORDON,12,62.88,5.24,0.4167
307,JOSEPH,JOY,13,62.87,4.84,0.3077
235,JACKIE,LYNCH,15,62.85,4.19,0.2667
211,STACEY,MONTGOMERY,16,62.84,3.93,0.25
80,MARILYN,ROSS,12,61.88,5.16,0.5
403,MIKE,WAY,12,61.88,5.16,0.3333
13,KAREN,JACKSON,13,61.87,4.76,0.3077
107,FLORENCE,WOODS,14,61.86,4.42,0.2857
114,GRACE,ELLIS,15,61.85,4.12,0.1333
122,THELMA,MURRAY,15,61.85,4.12,0.2667
362,NICHOLAS,BARFIELD,15,61.85,4.12,0.1333
42,CAROLYN,PEREZ,16,61.84,3.87,0.1875
59,CHERYL,MURPHY,11,60.89,5.54,0.2727
491,RICK,MATTOX,11,60.89,5.54,0.4545
284,SONIA,GREGORY,12,60.88,5.07,0.5
23,SARAH,LEWIS,13,60.87,4.68,0.3846
66,JANICE,WARD,13,60.87,4.68,0.3846
206,TERRI,VASQUEZ,13,60.87,4.68,0.2308
393,PHILIP,CAUSEY,13,60.87,4.68,0.3846
513,DUANE,TUBBS,13,60.87,4.68,0.2308
520,MITCHELL,WESTMORELAND,14,60.86,4.35,0.2143
442,LEROY,BUSTAMANTE,16,60.84,3.8,0.125
563,KEN,PREWITT,16,60.84,3.8,0.3125
7,MARIA,MILLER,11,59.89,5.44,0.5455
220,CHARLENE,ALVAREZ,12,59.88,4.99,0.3333
300,JOHN,FARNSWORTH,14,59.86,4.28,0.2857
404,STANLEY,SCROGGINS,14,59.86,4.28,0.1429
560,JORDAN,ARCHULETA,14,59.86,4.28,0.2143
5,ELIZABETH,BROWN,16,59.84,3.74,0.125
91,LOIS,BUTLER,19,59.81,3.15,0.0
477,DAN,PAINE,10,58.9,5.89,0.6
51,ALICE,STEWART,12,58.88,4.91,0.5
221,BESSIE,MORRISON,12,58.88,4.91,0.5
486,GLEN,TALBERT,12,58.88,4.91,0.1667
423,ALFRED,CASILLAS,13,58.87,4.53,0.3077
533,JESSIE,MILAM,13,58.87,4.53,0.2308
380,RUSSELL,BRINSON,14,58.86,4.2,0.2143
468,TIM,CARY,14,58.86,4.2,0.3571
32,AMY,LOPEZ,15,58.85,3.92,0.2667
207,GERTRUDE,CASTILLO,15,58.85,3.92,0.4
230,JOY,GEORGE,15,58.85,3.92,0.0667
323,MATTHEW,MAHAN,15,58.85,3.92,0.2
409,RODNEY,MOELLER,15,58.85,3.92,0.2667
424,KYLE,SPURLOCK,16,58.84,3.68,0.1875
504,NATHANIEL,ADAM,11,57.89,5.26,0.4545
421,LEE,HAWKS,12,57.88,4.82,0.3333
473,JORGE,OLIVARES,13,57.87,4.45,0.2308
481,HERMAN,DEVORE,13,57.87,4.45,0.3077
135,JUANITA,MASON,14,57.86,4.13,0.2857
173,AUDREY,RAY,14,57.86,4.13,0.1429
232,CONSTANCE,REID,14,57.86,4.13,0.2143
581,VIRGIL,WOFFORD,14,57.86,4.13,0.2143
87,WANDA,PATTERSON,11,56.89,5.17,0.3636
495,CHARLIE,BESS,11,56.89,5.17,0.4545
528,CLAUDE,HERZOG,11,56.89,5.17,0.3636
170,BEATRICE,ARNOLD,12,56.88,4.74,0.25
432,EDWIN,BURK,12,56.88,4.74,0.25
166,LYNN,PAYNE,13,56.87,4.37,0.3077
390,SHAWN,HEATON,14,56.86,4.06,0.2143
590,SETH,HANNON,14,56.86,4.06,0.0714
99,EMILY,DIAZ,15,56.85,3.79,0.1333
176,JUNE,CARROLL,12,55.88,4.66,0.3333
316,STEVEN,CURLEY,12,55.88,4.66,0.25
539,MATHEW,BOLIN,12,55.88,4.66,0.4167
233,LILLIE,KIM,13,55.87,4.3,0.3077
254,MAXINE,SILVA,13,55.87,4.3,0.2308
518,GABRIEL,HARDER,13,55.87,4.3,0.2308
154,MICHELE,GRANT,14,55.86,3.99,0.2143
129,CARRIE,PORTER,15,55.85,3.72,0.2
145,LUCILLE,HOLMES,15,55.85,3.72,0.2667
335,GREGORY,MAULDIN,15,55.85,3.72,0.2
343,DOUGLAS,GRAF,9,54.91,6.1,0.6667
443,FRANCISCO,SKIDMORE,10,54.9,5.49,0.5
149,VALERIE,BLACK,11,54.89,4.99,0.3636
296,RAMONA,HALE,12,54.88,4.57,0.3333
386,TODD,TAN,13,54.87,4.22,0.2308
244,VIOLA,HANSON,14,54.86,3.92,0.1429
410,CURTIS,IRBY,14,54.86,3.92,0.2143
438,BARRY,LOVELACE,14,54.86,3.92,0.0714
228,ALLISON,STANLEY,15,54.85,3.66,0.2
44,MARIE,TURNER,10,53.9,5.39,0.4
259,LENA,JENSEN,10,53.9,5.39,0.5
582,ANDY,VANHORN,10,53.9,5.39,0.6
11,LISA,ANDERSON,11,53.89,4.9,0.3636
334,RAYMOND,MCWHORTER,11,53.89,4.9,0.3636
101,PEGGY,MYERS,12,53.88,4.49,0.4167
268,NINA,SOTO,12,53.88,4.49,0.25
79,RACHEL,BARNES,13,53.87,4.14,0.2308
529,ERIK,GUILLEN,13,53.87,4.14,0.3846
306,CHARLES,KOWALSKI,14,53.86,3.85,0.2143
355,TERRY,GRISSOM,11,52.89,4.81,0.4545
577,CLIFTON,MALCOLM,11,52.89,4.81,0.4545
199,BETH,FRANKLIN,12,52.88,4.41,0.1667
291,TONI,HOLT,12,52.88,4.41,0.3333
304,DAVID,ROYAL,12,52.88,4.41,0.25
319,RONALD,WEINER,12,52.88,4.41,0.1667
336,JOSHUA,MARK,12,52.88,4.41,0.3333
402,LUIS,YANEZ,12,52.88,4.41,0.3333
436,TROY,QUIGLEY,12,52.88,4.41,0.3333
202,CARLA,GUTIERREZ,13,52.87,4.07,0.1538
329,FRANK,WAGGONER,13,52.87,4.07,0.2308
339,WALTER,PERRYMAN,13,52.87,4.07,0.2308
78,LORI,WOOD,14,52.86,3.78,0.2143
588,MARION,OCAMPO,14,52.86,3.78,0.0714
198,ELSIE,KELLEY,15,52.85,3.52,0.1333
157,DARLENE,ROSE,17,52.83,3.11,0.0588
400,BRYAN,HARDISON,10,51.9,5.19,0.6
90,RUBY,WASHINGTON,12,51.88,4.32,0.3333
139,AMBER,DIXON,12,51.88,4.32,0.4167
213,GINA,WILLIAMSON,12,51.88,4.32,0.1667
240,MARLENE,WELCH,12,51.88,4.32,0.1667
264,GWENDOLYN,MAY,12,51.88,4.32,0.4167
536,FERNANDO,CHURCHILL,12,51.88,4.32,0.1667
108,TRACY,COLE,13,51.87,3.99,0.2308
333,ANDREW,PURDY,13,51.87,3.99,0.1538
519,RON,DELUCA,13,51.87,3.99,0.3846
28,CYNTHIA,YOUNG,14,51.86,3.7,0.1429
290,KRISTINA,CHAMBERS,14,51.86,3.7,0.1429
538,TED,BREAUX,14,51.86,3.7,0.1429
498,GENE,SANBORN,15,51.85,3.46,0.0667
321,KEVIN,SCHULER,10,50.9,5.09,0.5
112,ROSA,REYNOLDS,11,50.89,4.63,0.1818
389,ALAN,KAHN,11,50.89,4.63,0.2727
447,CLIFFORD,BOWENS,11,50.89,4.63,0.3636
488,SHANE,MILLARD,11,50.89,4.63,0.5455
1,MARY,SMITH,12,50.88,4.24,0.25
14,BETTY,WHITE,12,50.88,4.24,0.25
185,ROBERTA,HARPER,12,50.88,4.24,0.25
317,EDWARD,BAUGH,12,50.88,4.24,0.25
324,GARY,COY,12,50.88,4.24,0.1667
517,BRAD,MCCURDY,12,50.88,4.24,0.1667
351,JACK,FOUST,13,50.87,3.91,0.2308
356,GERALD,FULTZ,13,50.87,3.91,0.2308
397,JIMMY,SCHRADER,13,50.87,3.91,0.1538
115,WENDY,HARRISON,15,50.85,3.39,0.1333
283,FELICIA,SUTTON,17,50.83,2.99,0.0588
345,CARL,ARTIS,10,49.9,4.99,0.3
427,JESUS,MCCARTNEY,10,49.9,4.99,0.5
407,DALE,RATCLIFF,11,49.89,4.54,0.2727
428,HERBERT,KRUGER,11,49.89,4.54,0.3636
525,ADRIAN,CLARY,11,49.89,4.54,0.3636
96,DIANA,ALEXANDER,12,49.88,4.16,0.0833
131,MONICA,HICKS,12,49.88,4.16,0.1667
165,LORRAINE,STEPHENS,12,49.88,4.16,0.25
289,VIOLET,RODRIQUEZ,12,49.88,4.16,0.1667
229,TAMARA,NGUYEN,13,49.87,3.84,0.1538
57,EVELYN,MORGAN,15,49.85,3.32,0.0667
507,EDGAR,RHOADS,15,49.85,3.32,0.2
580,ROSS,GREY,15,49.85,3.32,0.1333
105,DAWN,SULLIVAN,10,48.9,4.89,0.2
301,ROBERT,BAUGHMAN,10,48.9,4.89,0.2
587,SERGIO,STANFIELD,10,48.9,4.89,0.5
31,BRENDA,WRIGHT,11,48.89,4.44,0.1818
312,MARK,RINEHART,11,48.89,4.44,0.2727
535,JAVIER,ELROD,11,48.89,4.44,0.2727
52,JULIE,SANCHEZ,12,48.88,4.07,0.1667
239,MINNIE,ROMERO,12,48.88,4.07,0.4167
120,SYLVIA,ORTIZ,13,48.87,3.76,0.3077
126,ELLEN,SIMPSON,13,48.87,3.76,0.3077
297,SHERRI,RHODES,13,48.87,3.76,0.3077
204,ROSEMARY,SCHMIDT,14,48.86,3.49,0.1429
167,SALLY,PIERCE,15,48.85,3.26,0.0
47,FRANCES,PARKER,10,47.9,4.79,0.3
74,DENISE,KELLY,10,47.9,4.79,0.3
294,SHELLY,WATTS,10,47.9,4.79,0.3
69,JUDY,GRAY,11,47.89,4.35,0.3636
195,VANESSA,SIMS,11,47.89,4.35,0.2727
262,PATSY,DAVIDSON,11,47.89,4.35,0.3636
43,CHRISTINE,ROBERTS,12,47.88,3.99,0.0
440,BERNARD,COLBY,12,47.88,3.99,0.1667
133,PAULINE,HENRY,13,47.87,3.68,0.2308
138,HAZEL,WARREN,15,47.85,3.19,0.0667
73,BEVERLY,BROOKS,10,46.9,4.69,0.1
293,MAE,FLETCHER,10,46.9,4.69,0.2
453,CALVIN,MARTEL,10,46.9,4.69,0.4
506,LESLIE,SEWARD,10,46.9,4.69,0.4
29,ANGELA,HERNANDEZ,11,46.89,4.26,0.2727
175,ANNETTE,OLSON,11,46.89,4.26,0.1818
222,DELORES,HANSEN,11,46.89,4.26,0.3636
367,ADAM,GOOCH,11,46.89,4.26,0.1818
572,SIDNEY,BURLESON,11,46.89,4.26,0.2727
27,SHIRLEY,ALLEN,12,46.88,3.91,0.3333
277,OLGA,JIMENEZ,12,46.88,3.91,0.25
326,JOSE,ANDREW,12,46.88,3.91,0.25
371,BILLY,POULIN,12,46.88,3.91,0.1667
26,JESSICA,HALL,13,46.87,3.61,0.1538
208,LUCY,WHEELER,13,46.87,3.61,0.1538
487,HECTOR,POINDEXTER,14,46.86,3.35,0.0714
123,SHANNON,FREEMAN,10,45.9,4.59,0.2
274,NAOMI,JENNINGS,10,45.9,4.59,0.3
418,JEFF,EAST,10,45.9,4.59,0.3
10,DOROTHY,TAYLOR,11,45.89,4.17,0.1818
267,MARGIE,WADE,11,45.89,4.17,0.1818
276,BRANDY,GRAVES,11,45.89,4.17,0.2727
454,ALEX,GRESHAM,11,45.89,4.17,0.1818
578,WILLARD,LUMPKIN,11,45.89,4.17,0.1818
322,JASON,MORRISSEY,12,45.88,3.82,0.0833
342,HAROLD,MARTINO,12,45.88,3.82,0.25
349,JOE,GILLILAND,12,45.88,3.82,0.1667
369,FRED,WHEAT,12,45.88,3.82,0.1667
408,MANUEL,MURRELL,12,45.88,3.82,0.0833
439,ALEXANDER,FENNELL,12,45.88,3.82,0.25
158,VERONICA,STONE,13,45.87,3.53,0.1538
243,LYDIA,BURKE,13,45.87,3.53,0.1538
452,TOM,MILNER,13,45.87,3.53,0.2308
104,RITA,GRAHAM,10,44.9,4.49,0.3
119,SHERRY,MARSHALL,10,44.9,4.49,0.4
258,MYRTLE,FLEMING,10,44.9,4.49,0.3
305,RICHARD,MCCRARY,10,44.9,4.49,0.2
365,BRUCE,SCHWARZ,10,44.9,4.49,0.1
437,RANDALL,NEUMANN,10,44.9,4.49,0.2
88,BONNIE,HUGHES,11,44.89,4.08,0.3636
299,JAMES,GANNON,11,44.89,4.08,0.2727
385,PHILLIP,HOLM,11,44.89,4.08,0.1818
550,GUY,BROWNLEE,11,44.89,4.08,0.1818
227,COLLEEN,BURTON,12,44.88,3.74,0.1667
584,SALVADOR,TEEL,12,44.88,3.74,0.1667
593,RENE,MCALISTER,12,44.88,3.74,0.1667
132,ESTHER,CRAWFORD,14,44.86,3.2,0.2143
570,IVAN,CROMWELL,14,44.86,3.2,0.0714
68,NICOLE,PETERSON,10,43.9,4.39,0.2
435,RICKY,SHELBY,10,43.9,4.39,0.2
448,MIGUEL,BETANCOURT,10,43.9,4.39,0.3
113,CINDY,FISHER,11,43.89,3.99,0.3636
546,KELLY,KNOTT,11,43.89,3.99,0.1818
499,MARC,OUTLAW,12,43.88,3.66,0.0833
263,HILDA,HOPKINS,13,43.87,3.37,0.0
20,SHARON,ROBINSON,10,42.9,4.29,0.2
155,GAIL,KNIGHT,10,42.9,4.29,0.3
357,KEITH,RICO,12,42.88,3.57,0.1667
106,CONNIE,WALLACE,10,41.9,4.19,0.1
116,VICTORIA,GIBSON,10,41.9,4.19,0.3
142,APRIL,BURNS,10,41.9,4.19,0.2
161,GERALDINE,PERKINS,10,41.9,4.19,0.2
325,TIMOTHY,BUNN,10,41.9,4.19,0.2
503,ANGEL,BARCLAY,10,41.9,4.19,0.2
523,HARVEY,GUAJARDO,10,41.9,4.19,0.3
547,KURT,EMMONS,10,41.9,4.19,0.0
141,DEBBIE,REYES,11,41.89,3.81,0.1818
251,VICKIE,BREWER,11,41.89,3.81,0.1818
377,HOWARD,FORTNER,11,41.89,3.81,0.1818
330,SCOTT,SHELLEY,12,41.88,3.49,0.0833
559,EVERETT,BANDA,12,41.88,3.49,0.1667
180,STACY,CUNNINGHAM,10,40.9,4.09,0.3
338,DENNIS,GILMAN,10,40.9,4.09,0.2
414,VINCENT,RALSTON,10,40.9,4.09,0.3
40,AMANDA,CARTER,11,40.89,3.72,0.2727
163,CATHY,SPENCER,11,40.89,3.72,0.0909
287,BECKY,MILES,11,40.89,3.72,0.1818
415,GLENN,PULLEN,11,40.89,3.72,0.1818
567,ALFREDO,MCADAMS,11,40.89,3.72,0.2727
97,ANNIE,RUSSELL,12,40.88,3.41,0.0833
537,CLINTON,BUFORD,12,40.88,3.41,0.0833
36,KATHLEEN,ADAMS,13,40.87,3.14,0.1538
153,SUZANNE,NICHOLS,10,39.9,3.99,0.4
382,VICTOR,BARKLEY,10,39.9,3.99,0.2
320,ANTHONY,SCHWAB,11,39.89,3.63,0.0
420,JACOB,LANCE,11,39.89,3.63,0.0
25,DEBORAH,WALKER,12,39.88,3.32,0.0833
182,RENEE,LANE,12,39.88,3.32,0.1667
396,EARL,SHANKS,12,39.88,3.32,0.1667
12,NANCY,THOMAS,13,39.87,3.07,0.2308
419,CHAD,CARBONE,13,39.87,3.07,0.0769
159,JILL,HAWKINS,10,38.9,3.89,0.2
164,JOANN,GARDNER,10,38.9,3.89,0.1
374,JEREMY,HURTADO,10,38.9,3.89,0.3
394,CHRIS,BROTHERS,10,38.9,3.89,0.2
500,REGINALD,KINDER,11,38.89,3.54,0.0909
189,LORETTA,CARPENTER,10,37.9,3.79,0.2
200,JEANNE,LAWSON,10,37.9,3.79,0.1
589,TRACY,HERRMANN,10,37.9,3.79,0.1
118,KIM,CRUZ,11,37.89,3.44,0.0909
391,CLARENCE,GAMEZ,11,37.89,3.44,0.2727
381,BOBBY,BOUDREAU,14,37.86,2.7,0.0
72,THERESA,WATSON,10,36.9,3.69,0.1
401,TONY,CARRANZA,10,36.9,3.69,0.2
416,JEFFERY,PINSON,10,36.9,3.69,0.2
231,GEORGIA,JACOBS,11,36.89,3.35,0.2727
260,CHRISTY,VARGAS,12,36.88,3.07,0.1667
192,LAURIE,LAWRENCE,10,35.9,3.59,0.2
388,CRAIG,MORRELL,11,35.89,3.26,0.1818
511,CHESTER,BENNER,11,35.89,3.26,0.0909
8,SUSAN,WILSON,12,35.88,2.99,0.0833
183,IDA,ANDREWS,11,34.89,3.17,0.0909
280,TRACEY,BARRETT,11,34.89,3.17,0.1818
565,JAIME,NETTLES,11,34.89,3.17,0.1818
298,ERIKA,PENA,10,32.9,3.29,0.2
411,NORMAN,CURRIER,12,32.88,2.74,0.1667
474,DUSTIN,GILLETTE,10,31.9,3.19,0.1
147,JOANNE,ROBERTSON,13,31.87,2.45,0.0769
463,DARRELL,POWER,10,30.9,3.09,0.2
151,MEGAN,PALMER,10,29.9,2.99,0.0
361,LAWRENCE,LAWTON,10,29.9,2.99,0.0
445,MICHEAL,FORMAN,10,29.9,2.99,0.1
405,LEONARD,SCHOFIELD,11,29.89,2.72,0.1818
557,FELIX,GAFFNEY,10,26.9,2.69,0.1
461,DEREK,BLAKELY,11,26.89,2.44,0.0
252,MATTIE,HOFFMAN,10,20.9,2.09,0.1
