customer_id,first_name,last_name,payment_count,total_amount,average_amount,cross_store_operations,needs_review
210,ELLA,OLIVER,18,73.82000000000001,4.101111111111112,8,1
30,MELISSA,KING,19,73.80999999999999,3.8847368421052626,10,1
236,MARCIA,DEAN,20,73.8,3.69,10,1
181,ANA,BRADLEY,12,72.88,6.073333333333333,8,1
245,COURTNEY,DAY,16,72.84,4.5525,8,1
475,PEDRO,CHESTNUT,15,71.85,4.79,9,1
566,CASEY,MENA,18,71.82000000000001,3.99,9,1
585,PERRY,SWAFFORD,13,70.87000000000002,5.451538461538463,8,1
172,BERNICE,WILLIS,14,70.86,5.061428571428571,5,1
41,STEPHANIE,MITCHELL,15,70.85000000000002,4.7233333333333345,6,1
573,BYRON,BOX,15,70.85000000000001,4.723333333333334,8,1
265,JENNIE,TERRY,16,70.84,4.4275,9,1
348,ROGER,QUINTANILLA,16,70.84,4.4275,6,1
168,REGINA,BERRY,17,70.83,4.166470588235294,10,1
71,KATHY,JAMES,18,70.82000000000001,3.934444444444445,8,1
75,TAMMY,SANDERS,20,70.80000000000001,3.5400000000000005,9,1
49,JOYCE,EDWARDS,13,69.87,5.374615384615385,6,1
100,ROBIN,HAYES,13,69.87,5.374615384615385,7,1
532,NEIL,RENNER,14,69.86000000000001,4.990000000000001,7,1
363,ROY,WHITING,15,69.85000000000002,4.656666666666668,5,1
376,RANDY,GAITHER,15,69.85000000000001,4.656666666666667,3,1
360,RALPH,MADRIGAL,17,69.83000000000001,4.10764705882353,10,1
583,MARSHALL,THORN,12,68.88,5.739999999999999,5,1
3,LINDA,WILLIAMS,13,68.87000000000002,5.2976923076923095,6,1
285,MIRIAM,MCKINNEY,13,68.87,5.297692307692308,6,1
179,DANA,HART,14,68.86000000000001,4.91857142857143,3,1
103,GLADYS,HAMILTON,15,68.85000000000001,4.590000000000001,8,1
35,VIRGINIA,GREEN,16,68.84000000000002,4.302500000000001,11,1
373,LOUIS,LEONE,16,68.84000000000002,4.302500000000001,6,1
553,MAX,PITT,16,68.84000000000002,4.302500000000001,10,1
89,JULIA,FLORES,17,68.83000000000003,4.0488235294117665,11,1
497,GILBERT,SLEDGE,14,67.86000000000001,4.847142857142858,7,1
273,PRISCILLA,LOWE,15,67.85000000000001,4.523333333333334,8,1
302,MICHAEL,SILVERMAN,15,67.85000000000001,4.523333333333334,9,1
425,FRANCIS,SIKES,17,67.83000000000001,3.9900000000000007,10,1
314,GEORGE,LINTON,18,67.82000000000002,3.767777777777779,10,1
354,JUSTIN,NGO,19,67.81000000000002,3.5689473684210533,9,1
467,ALVIN,DELOACH,13,66.87000000000002,5.143846153846155,5,1
441,MARIO,CHEATHAM,17,66.83000000000001,3.931176470588236,10,1
426,BRADLEY,MOTLEY,11,65.89000000000001,5.990000000000001,4,1
433,DON,BONE,14,65.86000000000001,4.7042857142857155,6,1
579,DARYL,LARUE,14,65.86000000000001,4.7042857142857155,6,1
594,EDUARDO,HIATT,14,65.86000000000001,4.7042857142857155,5,1
125,ETHEL,WEBB,16,65.84000000000002,4.115000000000001,7,1
128,MARJORIE,TUCKER,16,65.84000000000002,4.115000000000001,10,1
347,RYAN,SALISBURY,17,65.83000000000001,3.872352941176471,8,1
38,MARTHA,GONZALEZ,18,65.82000000000002,3.656666666666668,9,1
82,KATHRYN,COLEMAN,11,64.89000000000001,5.89909090909091,6,1
84,SARA,PERRY,12,64.88000000000001,5.406666666666667,5,1
86,JACQUELINE,LONG,12,64.88000000000001,5.406666666666667,7,1
63,ASHLEY,RICHARDSON,14,64.86000000000001,4.6328571428571435,10,1
490,SAM,MCDUFFIE,14,64.86000000000001,4.6328571428571435,7,1
531,JAMIE,WAUGH,14,64.86000000000001,4.6328571428571435,4,1
219,WILLIE,HOWELL,15,64.85000000000002,4.323333333333335,5,1
237,TANYA,GILBERT,15,64.85000000000002,4.323333333333335,9,1
574,JULIAN,VEST,15,64.85000000000002,4.323333333333335,13,1
282,JENNY,CASTRO,15,64.85000000000001,4.323333333333334,6,1
598,WADE,DELVALLE,16,64.84000000000002,4.052500000000001,8,1
187,BRITTANY,RILEY,11,63.890000000000015,5.8081818181818194,4,1
331,ERIC,ROBERT,12,63.88000000000002,5.323333333333335,3,1
196,ALMA,AUSTIN,14,63.860000000000014,4.561428571428572,10,1
576,MORRIS,MCCARTER,15,63.850000000000016,4.256666666666668,8,1
485,CLYDE,TOBIAS,18,63.82000000000002,3.545555555555557,8,1
337,JERRY,JORDON,12,62.88000000000001,5.240000000000001,5,1
307,JOSEPH,JOY,13,62.87000000000001,4.836153846153847,12,1
235,JACKIE,LYNCH,15,62.85000000000002,4.190000000000001,8,1
211,STACEY,MONTGOMERY,16,62.840000000000025,3.9275000000000015,9,1
80,MARILYN,ROSS,12,61.88000000000002,5.156666666666668,8,1
403,MIKE,WAY,12,61.88000000000002,5.156666666666668,7,1
13,KAREN,JACKSON,13,61.87000000000002,4.75923076923077,9,1
107,FLORENCE,WOODS,14,61.860000000000014,4.41857142857143,10,1
362,NICHOLAS,BARFIELD,15,61.85000000000002,4.123333333333335,6,1
114,GRACE,ELLIS,15,61.850000000000016,4.123333333333334,9,1
122,THELMA,MURRAY,15,61.85000000000001,4.123333333333334,7,1
42,CAROLYN,PEREZ,16,61.84000000000001,3.8650000000000007,8,1
59,CHERYL,MURPHY,11,60.890000000000015,5.535454545454547,4,1
491,RICK,MATTOX,11,60.890000000000015,5.535454545454547,4,1
284,SONIA,GREGORY,12,60.88000000000002,5.073333333333335,4,1
206,TERRI,VASQUEZ,13,60.87000000000002,4.682307692307694,6,1
393,PHILIP,CAUSEY,13,60.87000000000002,4.682307692307694,9,1
23,SARAH,LEWIS,13,60.87000000000001,4.682307692307694,5,1
66,JANICE,WARD,13,60.87000000000001,4.682307692307694,7,1
513,DUANE,TUBBS,13,60.87000000000001,4.682307692307694,6,1
520,MITCHELL,WESTMORELAND,14,60.86000000000002,4.347142857142859,9,1
442,LEROY,BUSTAMANTE,16,60.840000000000025,3.8025000000000015,7,1
563,KEN,PREWITT,16,60.840000000000025,3.8025000000000015,6,1
7,MARIA,MILLER,11,59.890000000000015,5.444545454545456,6,1
220,CHARLENE,ALVAREZ,12,59.88000000000001,4.990000000000001,3,1
300,JOHN,FARNSWORTH,14,59.86000000000002,4.275714285714288,4,1
404,STANLEY,SCROGGINS,14,59.860000000000014,4.275714285714287,11,1
560,JORDAN,ARCHULETA,14,59.860000000000014,4.275714285714287,6,1
5,ELIZABETH,BROWN,16,59.84000000000002,3.740000000000001,9,1
91,LOIS,BUTLER,19,59.810000000000024,3.1478947368421064,7,1
477,DAN,PAINE,10,58.90000000000001,5.8900000000000015,7,1
51,ALICE,STEWART,12,58.88000000000002,4.906666666666668,2,1
221,BESSIE,MORRISON,12,58.88000000000002,4.906666666666668,5,1
486,GLEN,TALBERT,12,58.88000000000002,4.906666666666668,7,1
533,JESSIE,MILAM,13,58.87000000000001,4.528461538461539,8,1
423,ALFRED,CASILLAS,13,58.870000000000005,4.5284615384615385,7,1
468,TIM,CARY,14,58.860000000000014,4.2042857142857155,7,1
380,RUSSELL,BRINSON,14,58.86000000000001,4.204285714285715,6,1
323,MATTHEW,MAHAN,15,58.85000000000002,3.9233333333333347,5,1
32,AMY,LOPEZ,15,58.850000000000016,3.9233333333333342,6,1
230,JOY,GEORGE,15,58.850000000000016,3.9233333333333342,7,1
409,RODNEY,MOELLER,15,58.850000000000016,3.9233333333333342,8,1
207,GERTRUDE,CASTILLO,15,58.85,3.9233333333333333,8,1
424,KYLE,SPURLOCK,16,58.84000000000001,3.6775000000000007,8,1
504,NATHANIEL,ADAM,11,57.89000000000001,5.262727272727274,6,1
421,LEE,HAWKS,12,57.88000000000001,4.823333333333334,7,1
473,JORGE,OLIVARES,13,57.87000000000002,4.451538461538463,6,1
481,HERMAN,DEVORE,13,57.87000000000001,4.451538461538463,3,1
173,AUDREY,RAY,14,57.86000000000002,4.132857142857144,9,1
135,JUANITA,MASON,14,57.860000000000014,4.1328571428571435,10,1
232,CONSTANCE,REID,14,57.860000000000014,4.1328571428571435,5,1
581,VIRGIL,WOFFORD,14,57.860000000000014,4.1328571428571435,5,1
87,WANDA,PATTERSON,11,56.890000000000015,5.171818181818183,6,1
495,CHARLIE,BESS,11,56.89000000000001,5.171818181818183,6,1
528,CLAUDE,HERZOG,11,56.89000000000001,5.171818181818183,6,1
432,EDWIN,BURK,12,56.88000000000002,4.740000000000001,6,1
170,BEATRICE,ARNOLD,12,56.88000000000001,4.740000000000001,7,1
166,LYNN,PAYNE,13,56.87000000000002,4.374615384615386,5,1
590,SETH,HANNON,14,56.86000000000002,4.061428571428573,8,1
390,SHAWN,HEATON,14,56.860000000000014,4.061428571428572,4,1
99,EMILY,DIAZ,15,56.85000000000002,3.7900000000000014,6,1
176,JUNE,CARROLL,12,55.88000000000002,4.656666666666668,4,1
316,STEVEN,CURLEY,12,55.88000000000002,4.656666666666668,6,1
539,MATHEW,BOLIN,12,55.88000000000002,4.656666666666668,7,1
233,LILLIE,KIM,13,55.87000000000002,4.2976923076923095,8,1
518,GABRIEL,HARDER,13,55.87000000000002,4.2976923076923095,7,1
254,MAXINE,SILVA,13,55.87000000000001,4.297692307692309,6,1
154,MICHELE,GRANT,14,55.86000000000001,3.9900000000000007,6,1
145,LUCILLE,HOLMES,15,55.85000000000002,3.723333333333335,8,1
129,CARRIE,PORTER,15,55.850000000000016,3.7233333333333345,6,1
335,GREGORY,MAULDIN,15,55.850000000000016,3.7233333333333345,5,1
343,DOUGLAS,GRAF,9,54.91000000000001,6.101111111111113,5,1
443,FRANCISCO,SKIDMORE,10,54.90000000000001,5.490000000000001,5,1
149,VALERIE,BLACK,11,54.890000000000015,4.990000000000001,3,1
296,RAMONA,HALE,12,54.88000000000002,4.573333333333335,7,1
386,TODD,TAN,13,54.87000000000002,4.220769230769232,5,1
244,VIOLA,HANSON,14,54.86000000000002,3.91857142857143,5,1
410,CURTIS,IRBY,14,54.86000000000002,3.91857142857143,8,1
438,BARRY,LOVELACE,14,54.86000000000002,3.91857142857143,9,1
228,ALLISON,STANLEY,15,54.85000000000001,3.656666666666667,9,1
44,MARIE,TURNER,10,53.90000000000001,5.3900000000000015,6,1
259,LENA,JENSEN,10,53.90000000000001,5.3900000000000015,4,1
582,ANDY,VANHORN,10,53.90000000000001,5.3900000000000015,5,1
11,LISA,ANDERSON,11,53.890000000000015,4.89909090909091,5,1
334,RAYMOND,MCWHORTER,11,53.89000000000001,4.899090909090909,6,1
101,PEGGY,MYERS,12,53.88000000000002,4.490000000000001,8,1
268,NINA,SOTO,12,53.88000000000002,4.490000000000001,8,1
79,RACHEL,BARNES,13,53.87000000000002,4.143846153846155,5,1
529,ERIK,GUILLEN,13,53.87000000000001,4.143846153846154,5,1
306,CHARLES,KOWALSKI,14,53.86000000000002,3.8471428571428588,8,1
355,TERRY,GRISSOM,11,52.89000000000001,4.808181818181819,6,1
577,CLIFTON,MALCOLM,11,52.89000000000001,4.808181818181819,6,1
199,BETH,FRANKLIN,12,52.88000000000002,4.406666666666668,6,1
319,RONALD,WEINER,12,52.88000000000002,4.406666666666668,6,1
336,JOSHUA,MARK,12,52.88000000000002,4.406666666666668,9,1
402,LUIS,YANEZ,12,52.88000000000002,4.406666666666668,8,1
291,TONI,HOLT,12,52.88000000000001,4.406666666666667,8,1
304,DAVID,ROYAL,12,52.88000000000001,4.406666666666667,6,1
436,TROY,QUIGLEY,12,52.88000000000001,4.406666666666667,6,1
202,CARLA,GUTIERREZ,13,52.87000000000002,4.066923076923079,6,1
329,FRANK,WAGGONER,13,52.87000000000002,4.066923076923079,6,1
339,WALTER,PERRYMAN,13,52.87000000000001,4.066923076923078,7,1
588,MARION,OCAMPO,14,52.86000000000002,3.775714285714287,7,1
78,LORI,WOOD,14,52.86,3.775714285714286,8,1
198,ELSIE,KELLEY,15,52.850000000000016,3.5233333333333343,7,1
157,DARLENE,ROSE,17,52.83000000000001,3.10764705882353,8,1
400,BRYAN,HARDISON,10,51.90000000000001,5.190000000000001,3,1
139,AMBER,DIXON,12,51.88000000000002,4.323333333333335,8,1
90,RUBY,WASHINGTON,12,51.88000000000001,4.323333333333334,4,1
240,MARLENE,WELCH,12,51.88000000000001,4.323333333333334,6,1
536,FERNANDO,CHURCHILL,12,51.88000000000001,4.323333333333334,9,1
213,GINA,WILLIAMSON,12,51.88,4.323333333333333,9,1
264,GWENDOLYN,MAY,12,51.88,4.323333333333333,3,1
519,RON,DELUCA,13,51.87000000000001,3.990000000000001,4,1
108,TRACY,COLE,13,51.870000000000005,3.99,6,1
333,ANDREW,PURDY,13,51.870000000000005,3.99,3,1
28,CYNTHIA,YOUNG,14,51.860000000000014,3.704285714285715,9,1
290,KRISTINA,CHAMBERS,14,51.860000000000014,3.704285714285715,7,1
538,TED,BREAUX,14,51.86000000000001,3.7042857142857146,8,1
498,GENE,SANBORN,15,51.85000000000001,3.4566666666666674,7,1
321,KEVIN,SCHULER,10,50.90000000000001,5.090000000000002,6,1
112,ROSA,REYNOLDS,11,50.890000000000015,4.626363636363638,5,1
488,SHANE,MILLARD,11,50.890000000000015,4.626363636363638,5,1
389,ALAN,KAHN,11,50.89000000000001,4.626363636363637,4,1
447,CLIFFORD,BOWENS,11,50.89,4.626363636363636,4,1
1,MARY,SMITH,12,50.88000000000002,4.240000000000001,6,1
14,BETTY,WHITE,12,50.88000000000002,4.240000000000001,9,1
317,EDWARD,BAUGH,12,50.88000000000002,4.240000000000001,8,1
185,ROBERTA,HARPER,12,50.88000000000001,4.240000000000001,5,1
324,GARY,COY,12,50.88000000000001,4.240000000000001,7,1
517,BRAD,MCCURDY,12,50.88000000000001,4.240000000000001,5,1
397,JIMMY,SCHRADER,13,50.87000000000002,3.9130769230769245,8,1
351,JACK,FOUST,13,50.87000000000001,3.913076923076924,6,1
356,GERALD,FULTZ,13,50.870000000000005,3.9130769230769236,8,1
115,WENDY,HARRISON,15,50.85000000000001,3.3900000000000006,6,1
283,FELICIA,SUTTON,17,50.83,2.9899999999999998,10,1
345,CARL,ARTIS,10,49.90000000000001,4.990000000000001,6,1
427,JESUS,MCCARTNEY,10,49.90000000000001,4.990000000000001,4,1
428,HERBERT,KRUGER,11,49.890000000000015,4.535454545454547,8,1
525,ADRIAN,CLARY,11,49.89000000000001,4.535454545454546,6,1
96,DIANA,ALEXANDER,12,49.88000000000002,4.156666666666668,4,1
165,LORRAINE,STEPHENS,12,49.88000000000002,4.156666666666668,5,1
131,MONICA,HICKS,12,49.88000000000001,4.156666666666667,10,1
289,VIOLET,RODRIQUEZ,12,49.88000000000001,4.156666666666667,7,1
229,TAMARA,NGUYEN,13,49.87000000000001,3.836153846153847,10,1
57,EVELYN,MORGAN,15,49.850000000000016,3.3233333333333346,7,1
580,ROSS,GREY,15,49.850000000000016,3.3233333333333346,8,1
507,EDGAR,RHOADS,15,49.85000000000001,3.3233333333333337,8,1
524,JARED,ELY,8,48.92000000000001,6.115000000000001,4,1
472,GREG,ROBINS,9,48.91000000000001,5.434444444444446,5,1
552,HUGH,WALDROP,9,48.91000000000001,5.434444444444446,5,1
571,JOHNNIE,CHISHOLM,9,48.91000000000001,5.434444444444446,5,1
483,VERNON,CHAPA,9,48.910000000000004,5.434444444444445,5,1
105,DAWN,SULLIVAN,10,48.90000000000001,4.8900000000000015,8,1
587,SERGIO,STANFIELD,10,48.900000000000006,4.890000000000001,8,1
31,BRENDA,WRIGHT,11,48.890000000000015,4.444545454545456,4,1
312,MARK,RINEHART,11,48.890000000000015,4.444545454545456,10,1
52,JULIE,SANCHEZ,12,48.88000000000001,4.073333333333334,6,1
239,MINNIE,ROMERO,12,48.88,4.073333333333333,6,1
297,SHERRI,RHODES,13,48.87000000000002,3.7592307692307707,5,1
120,SYLVIA,ORTIZ,13,48.87,3.759230769230769,4,1
126,ELLEN,SIMPSON,13,48.87,3.759230769230769,5,1
204,ROSEMARY,SCHMIDT,14,48.860000000000014,3.490000000000001,8,1
167,SALLY,PIERCE,15,48.850000000000016,3.2566666666666677,8,1
249,DORA,MEDINA,8,47.92000000000001,5.990000000000001,5,1
74,DENISE,KELLY,10,47.90000000000001,4.790000000000001,6,1
294,SHELLY,WATTS,10,47.90000000000001,4.790000000000001,4,1
47,FRANCES,PARKER,10,47.900000000000006,4.790000000000001,6,1
69,JUDY,GRAY,11,47.890000000000015,4.353636363636365,5,1
195,VANESSA,SIMS,11,47.89000000000001,4.353636363636364,4,1
262,PATSY,DAVIDSON,11,47.89000000000001,4.353636363636364,8,1
43,CHRISTINE,ROBERTS,12,47.88000000000001,3.9900000000000007,7,1
440,BERNARD,COLBY,12,47.88,3.99,5,1
133,PAULINE,HENRY,13,47.87000000000002,3.6823076923076936,7,1
138,HAZEL,WARREN,15,47.850000000000016,3.190000000000001,4,1
73,BEVERLY,BROOKS,10,46.90000000000001,4.690000000000001,8,1
293,MAE,FLETCHER,10,46.90000000000001,4.690000000000001,4,1
453,CALVIN,MARTEL,10,46.900000000000006,4.69,7,1
572,SIDNEY,BURLESON,11,46.890000000000015,4.2627272727272745,4,1
29,ANGELA,HERNANDEZ,11,46.89000000000001,4.262727272727274,5,1
222,DELORES,HANSEN,11,46.89000000000001,4.262727272727274,4,1
367,ADAM,GOOCH,11,46.89000000000001,4.262727272727274,6,1
326,JOSE,ANDREW,12,46.88000000000002,3.906666666666668,6,1
277,OLGA,JIMENEZ,12,46.88000000000001,3.9066666666666676,5,1
27,SHIRLEY,ALLEN,12,46.88,3.9066666666666667,6,1
26,JESSICA,HALL,13,46.87000000000002,3.605384615384617,10,1
208,LUCY,WHEELER,13,46.87000000000001,3.605384615384616,6,1
487,HECTOR,POINDEXTER,14,46.86000000000001,3.3471428571428574,7,1
455,JON,WILES,9,45.91000000000001,5.101111111111113,4,1
123,SHANNON,FREEMAN,10,45.900000000000006,4.590000000000001,6,1
274,NAOMI,JENNINGS,10,45.900000000000006,4.590000000000001,7,1
418,JEFF,EAST,10,45.900000000000006,4.590000000000001,6,1
10,DOROTHY,TAYLOR,11,45.89000000000001,4.171818181818183,5,1
267,MARGIE,WADE,11,45.89000000000001,4.171818181818183,4,1
276,BRANDY,GRAVES,11,45.89000000000001,4.171818181818183,6,1
578,WILLARD,LUMPKIN,11,45.89000000000001,4.171818181818183,7,1
454,ALEX,GRESHAM,11,45.89,4.171818181818182,4,1
349,JOE,GILLILAND,12,45.88000000000002,3.8233333333333346,8,1
369,FRED,WHEAT,12,45.88000000000002,3.8233333333333346,5,1
439,ALEXANDER,FENNELL,12,45.88000000000002,3.8233333333333346,8,1
322,JASON,MORRISSEY,12,45.88000000000001,3.823333333333334,5,1
342,HAROLD,MARTINO,12,45.88000000000001,3.823333333333334,7,1
408,MANUEL,MURRELL,12,45.88000000000001,3.823333333333334,9,1
243,LYDIA,BURKE,13,45.87000000000001,3.5284615384615394,9,1
452,TOM,MILNER,13,45.870000000000005,3.528461538461539,8,1
48,ANN,EVANS,8,44.92000000000001,5.615000000000001,4,1
305,RICHARD,MCCRARY,10,44.90000000000001,4.490000000000001,6,1
365,BRUCE,SCHWARZ,10,44.90000000000001,4.490000000000001,6,1
104,RITA,GRAHAM,10,44.900000000000006,4.49,5,1
119,SHERRY,MARSHALL,10,44.900000000000006,4.49,4,1
258,MYRTLE,FLEMING,10,44.900000000000006,4.49,5,1
550,GUY,BROWNLEE,11,44.890000000000015,4.080909090909092,8,1
88,BONNIE,HUGHES,11,44.89000000000001,4.080909090909092,7,1
299,JAMES,GANNON,11,44.89000000000001,4.080909090909092,6,1
385,PHILLIP,HOLM,11,44.89000000000001,4.080909090909092,4,1
227,COLLEEN,BURTON,12,44.88000000000002,3.7400000000000015,4,1
584,SALVADOR,TEEL,12,44.88000000000001,3.7400000000000007,6,1
593,RENE,MCALISTER,12,44.88000000000001,3.7400000000000007,4,1
570,IVAN,CROMWELL,14,44.860000000000014,3.204285714285715,8,1
132,ESTHER,CRAWFORD,14,44.86000000000001,3.2042857142857146,9,1
480,COREY,HAUSER,8,43.92000000000001,5.490000000000001,5,1
17,DONNA,THOMPSON,9,43.91000000000001,4.87888888888889,4,1
95,PAULA,BRYANT,9,43.91000000000001,4.87888888888889,7,1
68,NICOLE,PETERSON,10,43.90000000000001,4.3900000000000015,4,1
435,RICKY,SHELBY,10,43.90000000000001,4.3900000000000015,5,1
448,MIGUEL,BETANCOURT,10,43.900000000000006,4.390000000000001,8,1
546,KELLY,KNOTT,11,43.890000000000015,3.9900000000000015,4,1
113,CINDY,FISHER,11,43.89000000000001,3.9900000000000007,4,1
499,MARC,OUTLAW,12,43.88000000000001,3.6566666666666676,8,1
263,HILDA,HOPKINS,13,43.870000000000005,3.374615384615385,8,1
279,DIANNE,SHELTON,9,42.910000000000004,4.767777777777778,5,1
545,JULIO,NOLAND,9,42.910000000000004,4.767777777777778,4,1
357,KEITH,RICO,12,42.88000000000001,3.573333333333334,4,1
310,DANIEL,CABRAL,8,41.92,5.24,5,1
226,MAUREEN,LITTLE,9,41.91000000000001,4.656666666666668,7,1
509,RAUL,FORTIER,9,41.91000000000001,4.656666666666668,5,1
549,NELSON,CHRISTENSON,9,41.910000000000004,4.656666666666667,6,1
142,APRIL,BURNS,10,41.90000000000001,4.190000000000001,4,1
161,GERALDINE,PERKINS,10,41.90000000000001,4.190000000000001,6,1
503,ANGEL,BARCLAY,10,41.90000000000001,4.190000000000001,5,1
106,CONNIE,WALLACE,10,41.900000000000006,4.19,5,1
116,VICTORIA,GIBSON,10,41.900000000000006,4.19,6,1
325,TIMOTHY,BUNN,10,41.900000000000006,4.19,7,1
523,HARVEY,GUAJARDO,10,41.900000000000006,4.19,6,1
547,KURT,EMMONS,10,41.900000000000006,4.19,5,1
141,DEBBIE,REYES,11,41.89000000000001,3.808181818181819,6,1
377,HOWARD,FORTNER,11,41.89000000000001,3.808181818181819,5,1
330,SCOTT,SHELLEY,12,41.88000000000001,3.4900000000000007,7,1
559,EVERETT,BANDA,12,41.88,3.49,9,1
203,TARA,RYAN,7,40.93000000000001,5.847142857142858,4,1
98,LILLIAN,GRIFFIN,9,40.910000000000004,4.545555555555556,5,1
434,EDDIE,TOMLIN,9,40.910000000000004,4.545555555555556,5,1
338,DENNIS,GILMAN,10,40.90000000000001,4.090000000000002,4,1
180,STACY,CUNNINGHAM,10,40.900000000000006,4.090000000000001,4,1
414,VINCENT,RALSTON,10,40.9,4.09,5,1
40,AMANDA,CARTER,11,40.89000000000001,3.717272727272728,4,1
415,GLENN,PULLEN,11,40.89000000000001,3.717272727272728,7,1
567,ALFREDO,MCADAMS,11,40.89000000000001,3.717272727272728,6,1
163,CATHY,SPENCER,11,40.88999999999999,3.717272727272727,5,1
97,ANNIE,RUSSELL,12,40.88000000000001,3.4066666666666676,5,1
537,CLINTON,BUFORD,12,40.88000000000001,3.4066666666666676,6,1
36,KATHLEEN,ADAMS,13,40.870000000000005,3.1438461538461544,6,1
476,DERRICK,BOURQUE,9,39.910000000000004,4.434444444444445,5,1
540,TYRONE,ASHER,9,39.910000000000004,4.434444444444445,6,1
359,WILLIE,MARKHAM,9,39.91,4.434444444444444,4,1
382,VICTOR,BARKLEY,10,39.900000000000006,3.9900000000000007,5,1
420,JACOB,LANCE,11,39.890000000000015,3.626363636363638,7,1
396,EARL,SHANKS,12,39.88000000000001,3.323333333333334,10,1
25,DEBORAH,WALKER,12,39.88,3.3233333333333337,7,1
182,RENEE,LANE,12,39.88,3.3233333333333337,7,1
12,NANCY,THOMAS,13,39.870000000000005,3.0669230769230773,8,1
419,CHAD,CARBONE,13,39.870000000000005,3.0669230769230773,5,1
242,GLENDA,FRAZIER,9,38.91000000000001,4.323333333333334,4,1
562,WALLACE,SLONE,9,38.91000000000001,4.323333333333334,6,1
58,JEAN,BELL,9,38.910000000000004,4.323333333333334,5,1
394,CHRIS,BROTHERS,10,38.90000000000001,3.8900000000000015,4,1
164,JOANN,GARDNER,10,38.900000000000006,3.8900000000000006,5,1
159,JILL,HAWKINS,10,38.9,3.8899999999999997,7,1
374,JEREMY,HURTADO,10,38.9,3.8899999999999997,4,1
500,REGINALD,KINDER,11,38.89000000000001,3.535454545454546,6,1
218,VERA,MCCOY,8,37.92000000000001,4.740000000000001,4,1
278,BILLIE,HORTON,9,37.910000000000004,4.2122222222222225,4,1
564,BOB,PFEIFFER,9,37.910000000000004,4.2122222222222225,4,1
65,ROSE,HOWARD,9,37.91,4.212222222222222,5,1
189,LORETTA,CARPENTER,10,37.90000000000001,3.7900000000000014,5,1
200,JEANNE,LAWSON,10,37.90000000000001,3.7900000000000014,7,1
589,TRACY,HERRMANN,10,37.9,3.79,7,1
391,CLARENCE,GAMEZ,11,37.89000000000001,3.4445454545454552,4,1
381,BOBBY,BOUDREAU,14,37.86000000000001,2.7042857142857146,4,1
272,KAY,CALDWELL,6,36.940000000000005,6.156666666666667,5,1
184,VIVIAN,RUIZ,9,36.91000000000001,4.101111111111113,5,1
303,WILLIAM,SATTERFIELD,9,36.910000000000004,4.101111111111112,5,1
501,RUBEN,GEARY,9,36.91,4.101111111111111,6,1
575,ISAAC,OGLESBY,9,36.91,4.101111111111111,4,1
72,THERESA,WATSON,10,36.900000000000006,3.6900000000000004,5,1
401,TONY,CARRANZA,10,36.900000000000006,3.6900000000000004,4,1
416,JEFFERY,PINSON,10,36.900000000000006,3.6900000000000004,6,1
231,GEORGIA,JACOBS,11,36.89,3.3536363636363635,5,1
