calendar_month,customer_id,customer_first_name,customer_last_name,customer_email,customer_active,country_id,country_name,store_id,payment_count,month_total_amount,avg_payment_amount,payment_days_count,previous_month_total_amount,growth_vs_previous_month_ratio,country_avg_month_total_amount,ratio_vs_country_avg,country_month_payment_rank,top_staff_id,top_staff_first_name,top_staff_last_name,top_staff_payment_count,top_staff_payment_amount
2005-06,354,JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org,1,15,Brazil,2,4,15.96,3.99,4,3.97,4.02,28.83,0.55,11,1,Mike,Hillyer,4,15.96
2005-06,216,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,1,15,Brazil,1,5,15.95,3.19,4,4.99,3.2,28.83,0.55,12,2,Jon,Stephens,2,7.98
2005-06,183,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,1,15,Brazil,2,4,14.96,3.74,3,0.99,15.11,28.83,0.52,15,2,Jon,Stephens,2,7.98
2005-06,516,ELMER,NOE,ELMER.NOE@sakilacustomer.org,1,18,Cambodia,2,6,22.94,3.82,6,5.98,3.84,19.15,1.2,1,1,Mike,Hillyer,4,16.96
2005-06,352,ALBERT,CROUSE,ALBERT.CROUSE@sakilacustomer.org,1,19,Cameroon,1,5,20.95,4.19,3,2.99,7.01,20.05,1.05,1,1,Mike,Hillyer,4,15.96
2005-06,463,DARRELL,POWER,DARRELL.POWER@sakilacustomer.org,1,20,Canada,2,4,15.96,3.99,3,1.99,8.02,28.27,0.56,2,1,Mike,Hillyer,3,10.97
2005-06,45,JANET,PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,1,22,Chile,1,5,17.95,3.59,4,2.99,6.0,27.36,0.66,2,1,Mike,Hillyer,2,8.98
2005-06,550,GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,1,23,China,2,6,39.94,6.66,4,7.99,5.0,26.38,1.51,1,1,Mike,Hillyer,4,24.96
2005-06,260,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,23,China,1,8,34.92,4.37,5,8.99,3.88,26.38,1.32,4,1,Mike,Hillyer,5,24.95
2005-06,466,LEO,EBERT,LEO.EBERT@sakilacustomer.org,1,23,China,1,5,28.95,5.79,4,2.99,9.68,26.38,1.1,7,2,Jon,Stephens,4,24.96
2005-06,339,WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,1,23,China,2,5,25.95,5.19,4,5.99,4.33,26.38,0.98,8,1,Mike,Hillyer,3,16.97
2005-06,588,MARION,OCAMPO,MARION.OCAMPO@sakilacustomer.org,1,23,China,1,5,24.95,4.99,3,7.98,3.13,26.38,0.95,9,2,Jon,Stephens,4,21.96
2005-06,378,EUGENE,CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,1,23,China,1,4,23.96,5.99,3,0.99,24.2,26.38,0.91,10,2,Jon,Stephens,3,17.97
2005-06,511,CHESTER,BENNER,CHESTER.BENNER@sakilacustomer.org,1,23,China,1,4,21.96,5.49,3,6.98,3.15,26.38,0.83,12,2,Jon,Stephens,3,18.97
2005-06,599,AUSTIN,CINTRON,AUSTIN.CINTRON@sakilacustomer.org,1,23,China,2,4,20.96,5.24,3,4.99,4.2,26.38,0.79,13,2,Jon,Stephens,2,11.98
2005-06,211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,1,23,China,1,2,15.98,7.99,2,4.99,3.2,26.38,0.61,23,2,Jon,Stephens,2,15.98
2005-06,422,MELVIN,ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,1,23,China,1,4,14.96,3.74,2,0.99,15.11,26.38,0.57,25,1,Mike,Hillyer,3,11.97
2005-06,424,KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,1,23,China,2,3,12.97,4.32,2,0.99,13.1,26.38,0.49,31,1,Mike,Hillyer,1,6.99
2005-06,485,CLYDE,TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,1,23,China,1,2,11.98,5.99,1,2.99,4.01,26.38,0.45,33,1,Mike,Hillyer,1,8.99
2005-06,552,HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,1,23,China,2,2,5.98,2.99,2,0.99,6.04,26.38,0.23,44,2,Jon,Stephens,2,5.98
2005-06,120,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,1,24,Colombia,2,6,29.94,4.99,5,8.98,3.33,26.27,1.14,1,1,Mike,Hillyer,5,26.95
2005-06,87,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,1,24,Colombia,1,5,25.95,5.19,5,7.98,3.25,26.27,0.99,2,2,Jon,Stephens,3,17.97
2005-06,265,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,1,26,Czech Republic,2,3,15.97,5.32,2,0.99,16.13,33.43,0.48,1,2,Jon,Stephens,2,12.98
2005-06,262,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,1,28,Ecuador,2,4,20.96,5.24,3,4.99,4.2,32.51,0.64,2,1,Mike,Hillyer,3,11.97
2005-06,491,RICK,MATTOX,RICK.MATTOX@sakilacustomer.org,1,29,Egypt,2,7,31.93,4.56,5,3.98,8.02,33.07,0.97,1,2,Jon,Stephens,4,17.96
2005-06,298,ERIKA,PENA,ERIKA.PENA@sakilacustomer.org,1,33,Finland,1,4,18.96,4.74,4,3.99,4.75,25.44,0.75,1,2,Jon,Stephens,4,18.96
2005-06,402,LUIS,YANEZ,LUIS.YANEZ@sakilacustomer.org,1,34,France,1,3,12.97,4.32,3,1.99,6.52,22.0,0.59,2,2,Jon,Stephens,3,12.97
2005-06,448,MIGUEL,BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,1,38,Germany,1,5,24.95,4.99,4,7.98,3.13,27.7,0.9,3,2,Jon,Stephens,4,18.96
2005-06,3,LINDA,WILLIAMS,LINDA.WILLIAMS@sakilacustomer.org,1,39,Greece,1,4,25.96,6.49,3,4.98,5.21,25.83,1.01,1,1,Mike,Hillyer,3,18.97
2005-06,26,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,1,41,Holy See (Vatican City State),2,7,41.93,5.99,5,5.98,7.01,38.17,1.1,1,1,Mike,Hillyer,4,25.96
2005-06,403,MIKE,WAY,MIKE.WAY@sakilacustomer.org,1,44,India,1,6,35.94,5.99,4,3.98,9.03,26.73,1.34,1,1,Mike,Hillyer,3,19.97
2005-06,287,BECKY,MILES,BECKY.MILES@sakilacustomer.org,1,44,India,2,4,27.96,6.99,4,6.97,4.01,26.73,1.05,4,2,Jon,Stephens,3,19.97
2005-06,186,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,1,44,India,2,6,25.94,4.32,4,2.98,8.7,26.73,0.97,8,1,Mike,Hillyer,4,15.96
2005-06,297,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,1,44,India,1,5,23.95,4.79,3,4.98,4.81,26.73,0.9,11,1,Mike,Hillyer,4,18.96
2005-06,492,LESTER,KRAUS,LESTER.KRAUS@sakilacustomer.org,1,44,India,2,4,21.96,5.49,3,2.99,7.34,26.73,0.82,13,2,Jon,Stephens,3,11.97
2005-06,554,DWAYNE,OLVERA,DWAYNE.OLVERA@sakilacustomer.org,1,44,India,1,4,21.96,5.49,3,5.98,3.67,26.73,0.82,13,1,Mike,Hillyer,3,18.97
2005-06,446,THEODORE,CULP,THEODORE.CULP@sakilacustomer.org,0,44,India,2,6,20.94,3.49,3,6.97,3.0,26.73,0.78,15,2,Jon,Stephens,4,12.96
2005-06,426,BRADLEY,MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,1,44,India,1,5,19.95,3.99,4,0.99,20.15,26.73,0.75,17,1,Mike,Hillyer,5,19.95
2005-06,358,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,1,44,India,2,6,18.94,3.16,4,4.99,3.8,26.73,0.71,18,1,Mike,Hillyer,5,17.95
2005-06,123,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,1,44,India,2,5,14.95,2.99,4,2.99,5.0,26.73,0.56,26,2,Jon,Stephens,3,10.97
2005-06,421,LEE,HAWKS,LEE.HAWKS@sakilacustomer.org,1,44,India,1,3,12.97,4.32,3,1.98,6.55,26.73,0.49,28,1,Mike,Hillyer,2,9.98
2005-06,117,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,1,44,India,1,2,5.98,2.99,2,1.98,3.02,26.73,0.22,45,1,Mike,Hillyer,1,2.99
2005-06,450,JAY,ROBB,JAY.ROBB@sakilacustomer.org,1,45,Indonesia,1,7,22.93,3.28,5,3.99,5.75,26.97,0.85,4,1,Mike,Hillyer,4,13.96
2005-06,328,JEFFREY,SPEAR,JEFFREY.SPEAR@sakilacustomer.org,1,45,Indonesia,2,5,21.95,4.39,5,2.99,7.34,26.97,0.81,5,2,Jon,Stephens,3,15.97
2005-06,116,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,1,45,Indonesia,1,6,20.94,3.49,4,4.99,4.2,26.97,0.78,6,2,Jon,Stephens,4,11.96
2005-06,203,TARA,RYAN,TARA.RYAN@sakilacustomer.org,1,45,Indonesia,1,4,18.96,4.74,4,0.99,19.15,26.97,0.7,7,2,Jon,Stephens,2,10.98
2005-06,459,TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,1,46,Iran,1,7,25.93,3.7,3,2.99,8.67,29.71,0.87,2,2,Jon,Stephens,6,24.94
2005-06,279,DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,1,46,Iran,2,5,16.95,3.39,3,3.98,4.26,29.71,0.57,3,1,Mike,Hillyer,5,16.95
2005-06,10,DOROTHY,TAYLOR,DOROTHY.TAYLOR@sakilacustomer.org,1,46,Iran,1,5,15.95,3.19,5,4.99,3.2,29.71,0.54,4,1,Mike,Hillyer,4,11.96
2005-06,185,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,1,46,Iran,1,3,14.97,4.99,2,4.97,3.01,29.71,0.5,5,1,Mike,Hillyer,3,14.97
2005-06,309,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,1,49,Italy,1,4,25.96,6.49,2,7.98,3.25,27.7,0.94,1,2,Jon,Stephens,3,20.97
2005-06,221,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,1,49,Italy,1,5,23.95,4.79,4,4.99,4.8,27.7,0.86,2,1,Mike,Hillyer,4,20.96
2005-06,33,ANNA,HILL,ANNA.HILL@sakilacustomer.org,1,49,Italy,2,2,19.98,9.99,2,2.99,6.68,27.7,0.72,4,1,Mike,Hillyer,1,10.99
2005-06,499,MARC,OUTLAW,MARC.OUTLAW@sakilacustomer.org,1,49,Italy,2,4,14.96,3.74,3,2.99,5.0,27.7,0.54,5,2,Jon,Stephens,3,11.97
2005-06,1,MARY,SMITH,MARY.SMITH@sakilacustomer.org,1,50,Japan,1,7,31.93,4.56,4,3.98,8.02,27.55,1.16,1,1,Mike,Hillyer,4,19.96
2005-06,29,ANGELA,HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,1,50,Japan,2,7,21.93,3.13,3,1.99,11.02,27.55,0.8,5,1,Mike,Hillyer,5,15.95
2005-06,141,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,1,50,Japan,1,3,20.97,6.99,3,2.99,7.01,27.55,0.76,6,2,Jon,Stephens,2,15.98
2005-06,519,RON,DELUCA,RON.DELUCA@sakilacustomer.org,1,50,Japan,2,3,17.97,5.99,3,3.99,4.5,27.55,0.65,10,2,Jon,Stephens,2,14.98
2005-06,147,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,1,50,Japan,2,4,16.96,4.24,3,1.98,8.57,27.55,0.62,14,2,Jon,Stephens,2,8.98
2005-06,574,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,1,50,Japan,2,5,15.95,3.19,3,0.99,16.11,27.55,0.58,17,1,Mike,Hillyer,4,9.96
2005-06,573,BYRON,BOX,BYRON.BOX@sakilacustomer.org,1,51,Kazakstan,1,4,20.96,5.24,4,2.99,7.01,24.81,0.84,1,1,Mike,Hillyer,3,14.97
2005-06,76,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,1,51,Kazakstan,2,6,12.94,2.16,6,2.98,4.34,24.81,0.52,2,1,Mike,Hillyer,2,7.98
2005-06,193,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,1,52,Kenya,2,6,35.94,5.99,5,3.98,9.03,28.16,1.28,1,2,Jon,Stephens,4,21.96
2005-06,363,ROY,WHITING,ROY.WHITING@sakilacustomer.org,1,52,Kenya,2,5,22.95,4.59,5,3.99,5.75,28.16,0.81,2,2,Jon,Stephens,3,12.97
2005-06,234,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,1,53,Kuwait,1,8,36.92,4.62,6,4.99,7.4,22.35,1.65,1,2,Jon,Stephens,6,28.94
2005-06,81,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,1,57,Madagascar,1,3,12.97,4.32,2,0.99,13.1,23.45,0.55,1,1,Mike,Hillyer,3,12.97
2005-06,166,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,1,58,Malawi,1,4,13.96,3.49,3,1.99,7.02,30.93,0.45,1,1,Mike,Hillyer,3,10.97
2005-06,171,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,1,59,Malaysia,2,7,32.93,4.7,5,9.99,3.3,28.4,1.16,1,2,Jon,Stephens,6,27.94
2005-06,454,ALEX,GRESHAM,ALEX.GRESHAM@sakilacustomer.org,1,60,Mexico,2,10,52.9,5.29,5,7.99,6.62,26.67,1.98,1,2,Jon,Stephens,5,34.95
2005-06,570,IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1,60,Mexico,2,7,32.93,4.7,5,7.99,4.12,26.67,1.23,2,2,Jon,Stephens,6,27.94
2005-06,467,ALVIN,DELOACH,ALVIN.DELOACH@sakilacustomer.org,1,60,Mexico,2,4,30.96,7.74,4,4.99,6.2,26.67,1.16,3,1,Mike,Hillyer,2,15.98
2005-06,343,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,1,60,Mexico,1,7,30.93,4.42,5,7.98,3.88,26.67,1.16,4,1,Mike,Hillyer,3,16.97
2005-06,108,TRACY,COLE,TRACY.COLE@sakilacustomer.org,1,60,Mexico,1,5,24.95,4.99,4,5.98,4.17,26.67,0.94,5,1,Mike,Hillyer,3,14.97
2005-06,451,JIM,REA,JIM.REA@sakilacustomer.org,1,60,Mexico,1,7,22.93,3.28,5,6.97,3.29,26.67,0.86,6,1,Mike,Hillyer,6,21.94
2005-06,273,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,1,60,Mexico,2,5,21.95,4.39,4,4.98,4.41,26.67,0.82,7,2,Jon,Stephens,3,18.97
2005-06,364,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,1,60,Mexico,1,5,19.95,3.99,4,5.99,3.33,26.67,0.75,10,2,Jon,Stephens,4,16.96
2005-06,465,FLOYD,GANDY,FLOYD.GANDY@sakilacustomer.org,1,60,Mexico,1,4,17.96,4.49,3,0.99,18.14,26.67,0.67,12,1,Mike,Hillyer,3,16.97
2005-06,578,WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,1,60,Mexico,2,3,14.97,4.99,3,0.99,15.12,26.67,0.56,15,2,Jon,Stephens,2,11.98
2005-06,582,ANDY,VANHORN,ANDY.VANHORN@sakilacustomer.org,1,60,Mexico,2,3,11.97,3.99,3,0.99,12.09,26.67,0.45,19,1,Mike,Hillyer,2,10.98
2005-06,40,AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,1,62,Morocco,2,4,16.96,4.24,3,4.99,3.4,23.64,0.72,2,2,Jon,Stephens,2,10.98
2005-06,137,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,1,67,Netherlands,2,4,19.96,4.99,4,2.99,6.68,29.33,0.68,2,1,Mike,Hillyer,3,15.97
2005-06,277,OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,1,69,Nigeria,2,7,28.93,4.13,5,6.99,4.14,28.52,1.01,1,2,Jon,Stephens,4,16.96
2005-06,25,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,1,72,Pakistan,1,6,33.94,5.66,5,10.98,3.09,26.29,1.29,1,1,Mike,Hillyer,4,17.96
2005-06,223,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,1,72,Pakistan,1,2,10.98,5.49,2,2.99,3.67,26.29,0.42,4,2,Jon,Stephens,1,5.99
2005-06,345,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,1,73,Paraguay,1,4,11.96,2.99,3,1.98,6.04,27.54,0.43,2,2,Jon,Stephens,3,6.97
2005-06,122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,1,74,Peru,1,7,25.93,3.7,3,5.98,4.34,27.58,0.94,1,2,Jon,Stephens,4,18.96
2005-06,236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,1,75,Philippines,1,8,37.92,4.74,5,8.97,4.23,27.06,1.4,1,2,Jon,Stephens,5,28.95
2005-06,27,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,1,75,Philippines,2,8,30.92,3.87,7,2.99,10.34,27.06,1.14,2,2,Jon,Stephens,5,18.95
2005-06,434,EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,1,75,Philippines,1,7,28.93,4.13,4,5.99,4.83,27.06,1.07,3,2,Jon,Stephens,3,16.97
2005-06,505,RAFAEL,ABNEY,RAFAEL.ABNEY@sakilacustomer.org,1,75,Philippines,1,4,24.96,6.24,4,5.98,4.17,27.06,0.92,5,1,Mike,Hillyer,2,13.98
2005-06,349,JOE,GILLILAND,JOE.GILLILAND@sakilacustomer.org,1,75,Philippines,2,4,19.96,4.99,3,4.99,4.0,27.06,0.74,8,1,Mike,Hillyer,3,12.97
2005-06,380,RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,1,76,Poland,1,8,27.92,3.49,4,3.99,7.0,28.32,0.99,3,1,Mike,Hillyer,6,23.94
2005-06,270,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,1,76,Poland,1,4,21.96,5.49,3,6.98,3.15,28.32,0.78,4,1,Mike,Hillyer,3,15.97
2005-06,501,RUBEN,GEARY,RUBEN.GEARY@sakilacustomer.org,1,76,Poland,1,2,13.98,6.99,1,2.98,4.69,28.32,0.49,6,1,Mike,Hillyer,1,7.99
2005-06,360,RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,1,77,Puerto Rico,2,4,18.96,4.74,3,5.98,3.17,28.27,0.67,1,2,Jon,Stephens,4,18.96
2005-06,230,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,1,78,Romania,2,6,20.94,3.49,4,5.98,3.5,29.42,0.71,1,2,Jon,Stephens,4,14.96
2005-06,148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,1,79,Runion,1,5,22.95,4.59,2,4.99,4.6,54.14,0.42,1,2,Jon,Stephens,4,20.96
2005-06,46,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,1,80,Russian Federation,2,7,32.93,4.7,6,10.97,3.0,26.95,1.22,2,2,Jon,Stephens,5,24.95
2005-06,295,DAISY,BATES,DAISY.BATES@sakilacustomer.org,1,80,Russian Federation,1,9,32.91,3.66,6,3.99,8.25,26.95,1.22,3,1,Mike,Hillyer,7,20.93
2005-06,462,WARREN,SHERROD,WARREN.SHERROD@sakilacustomer.org,1,80,Russian Federation,2,3,20.97,6.99,3,6.98,3.0,26.95,0.78,4,2,Jon,Stephens,2,15.98
2005-06,393,PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,1,80,Russian Federation,1,5,19.95,3.99,4,5.98,3.34,26.95,0.74,6,1,Mike,Hillyer,2,11.98
2005-06,100,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,1,80,Russian Federation,1,4,18.96,4.74,2,0.99,19.15,26.95,0.7,7,2,Jon,Stephens,2,11.98
2005-06,447,CLIFFORD,BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,1,80,Russian Federation,1,4,13.96,3.49,3,3.98,3.51,26.95,0.52,14,2,Jon,Stephens,3,8.97
2005-06,127,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,1,80,Russian Federation,2,3,11.97,3.99,3,1.98,6.05,26.95,0.44,17,2,Jon,Stephens,2,6.98
2005-06,351,JACK,FOUST,JACK.FOUST@sakilacustomer.org,1,80,Russian Federation,1,3,9.97,3.32,3,1.99,5.01,26.95,0.37,22,2,Jon,Stephens,1,5.99
2005-06,397,JIMMY,SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,1,80,Russian Federation,1,2,7.98,3.99,2,0.99,8.06,26.95,0.3,25,1,Mike,Hillyer,1,5.99
2005-06,456,RONNIE,RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,1,83,Senegal,2,7,25.93,3.7,5,4.99,5.2,25.19,1.03,1,2,Jon,Stephens,2,12.98
2005-06,338,DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,1,85,South Africa,1,7,34.93,4.99,5,0.99,35.28,28.0,1.25,1,1,Mike,Hillyer,5,24.95
2005-06,83,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,1,85,South Africa,1,4,20.96,5.24,3,4.97,4.22,28.0,0.75,3,1,Mike,Hillyer,2,11.98
2005-06,471,DEAN,SAUER,DEAN.SAUER@sakilacustomer.org,1,85,South Africa,1,5,20.95,4.19,4,2.99,7.01,28.0,0.75,4,2,Jon,Stephens,4,15.96
2005-06,125,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,1,85,South Africa,1,4,19.96,4.99,4,3.99,5.0,28.0,0.71,5,1,Mike,Hillyer,4,19.96
2005-06,145,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,1,85,South Africa,1,2,5.98,2.99,2,0.99,6.04,28.0,0.21,9,2,Jon,Stephens,2,5.98
2005-06,88,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,1,86,South Korea,2,3,13.97,4.66,3,2.99,4.67,26.12,0.53,1,1,Mike,Hillyer,3,13.97
2005-06,99,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,1,86,South Korea,2,2,7.98,3.99,2,0.99,8.06,26.12,0.31,5,1,Mike,Hillyer,2,7.98
2005-06,52,JULIE,SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,1,87,Spain,1,4,13.96,3.49,4,0.99,14.1,27.57,0.51,2,1,Mike,Hillyer,2,7.98
2005-06,66,JANICE,WARD,JANICE.WARD@sakilacustomer.org,1,90,Sweden,2,7,29.93,4.28,4,4.99,6.0,36.17,0.83,1,1,Mike,Hillyer,5,19.95
2005-06,155,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,91,Switzerland,1,5,27.95,5.59,5,2.99,9.35,22.94,1.22,1,1,Mike,Hillyer,3,20.97
2005-06,576,MORRIS,MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,1,92,Taiwan,2,7,33.93,4.85,5,3.98,8.53,28.83,1.18,1,2,Jon,Stephens,4,23.96
2005-06,75,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,1,92,Taiwan,2,5,29.95,5.99,4,5.98,5.01,28.83,1.04,2,1,Mike,Hillyer,3,17.97
2005-06,517,BRAD,MCCURDY,BRAD.MCCURDY@sakilacustomer.org,1,92,Taiwan,2,5,22.95,4.59,4,4.99,4.6,28.83,0.8,3,1,Mike,Hillyer,3,14.97
2005-06,348,ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,1,92,Taiwan,2,3,12.97,4.32,3,1.98,6.55,28.83,0.45,7,1,Mike,Hillyer,2,11.98
2005-06,86,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,1,94,Thailand,2,7,24.93,3.56,4,1.99,12.53,32.23,0.77,2,2,Jon,Stephens,4,13.96
2005-06,327,LARRY,THRASHER,LARRY.THRASHER@sakilacustomer.org,1,97,Turkey,2,6,30.94,5.16,5,6.99,4.43,26.81,1.15,2,2,Jon,Stephens,4,20.96
