customer_id,first_name,last_name,payment_count,total_amount,avg_amount,max_amount,risk_mark
57,EVELYN,MORGAN,5,20.95,4.1899999999999995,7.99,норма
58,JEAN,BELL,3,6.970000000000001,2.3233333333333337,4.99,норма
59,CHERYL,MURPHY,3,10.97,3.6566666666666667,3.99,норма
60,MILDRED,BAILEY,2,9.98,4.99,4.99,норма
61,KATHERINE,RIVERA,0,0.0,,,норма
62,JOAN,COOPER,7,24.93,3.5614285714285714,6.99,норма
63,ASHLEY,RICHARDSON,1,0.99,0.99,0.99,норма
65,ROSE,HOWARD,2,12.98,6.49,7.99,норма
66,JANICE,WARD,7,29.930000000000007,4.275714285714287,6.99,норма
67,KELLY,TORRES,4,13.96,3.49,4.99,норма
68,NICOLE,PETERSON,5,25.950000000000003,5.19,8.99,норма
69,JUDY,GRAY,2,7.98,3.99,4.99,норма
70,CHRISTINA,RAMIREZ,1,4.99,4.99,4.99,норма
71,KATHY,JAMES,3,13.97,4.656666666666667,5.99,норма
72,THERESA,WATSON,1,4.99,4.99,4.99,норма
73,BEVERLY,BROOKS,2,5.98,2.99,4.99,норма
74,DENISE,KELLY,4,12.96,3.24,7.99,норма
75,TAMMY,SANDERS,5,29.950000000000003,5.99,7.99,норма
76,IRENE,PRICE,6,12.940000000000001,2.1566666666666667,6.99,норма
77,JANE,BENNETT,5,21.95,4.39,8.99,норма
78,LORI,WOOD,3,17.97,5.989999999999999,7.99,норма
79,RACHEL,BARNES,2,7.98,3.99,4.99,норма
80,MARILYN,ROSS,3,15.97,5.323333333333333,8.99,норма
81,ANDREA,HENDERSON,3,12.97,4.323333333333333,5.99,норма
82,KATHRYN,COLEMAN,5,20.95,4.1899999999999995,8.99,норма
83,LOUISE,JENKINS,4,20.96,5.24,5.99,норма
84,SARA,PERRY,6,14.940000000000001,2.49,5.99,норма
85,ANNE,POWELL,6,19.94,3.3233333333333337,5.99,норма
86,JACQUELINE,LONG,7,24.93,3.5614285714285714,4.99,норма
87,WANDA,PATTERSON,5,25.950000000000003,5.19,9.99,норма
88,BONNIE,HUGHES,3,13.97,4.656666666666667,7.99,норма
89,JULIA,FLORES,5,30.949999999999996,6.1899999999999995,8.99,норма
90,RUBY,WASHINGTON,3,8.97,2.99,6.99,норма
91,LOIS,BUTLER,4,12.96,3.24,4.99,норма
92,TINA,SIMMONS,3,14.97,4.99,8.99,норма
93,PHYLLIS,FOSTER,2,5.98,2.99,4.99,норма
94,NORMA,GONZALES,5,19.950000000000003,3.9900000000000007,4.99,норма
95,PAULA,BRYANT,4,8.96,2.24,2.99,норма
96,DIANA,ALEXANDER,7,21.93,3.132857142857143,7.99,норма
97,ANNIE,RUSSELL,3,8.97,2.99,4.99,норма
98,LILLIAN,GRIFFIN,6,25.940000000000005,4.323333333333334,5.99,норма
99,EMILY,DIAZ,2,7.98,3.99,4.99,норма
100,ROBIN,HAYES,4,18.96,4.74,6.99,норма
101,PEGGY,MYERS,0,0.0,,,норма
102,CRYSTAL,FORD,2,11.98,5.99,8.99,норма
103,GLADYS,HAMILTON,4,7.960000000000001,1.9900000000000002,4.99,норма
104,RITA,GRAHAM,4,8.96,2.24,3.99,норма
105,DAWN,SULLIVAN,3,11.97,3.99,3.99,норма
106,CONNIE,WALLACE,2,9.98,4.99,4.99,норма
107,FLORENCE,WOODS,7,24.93,3.5614285714285714,6.99,норма
108,TRACY,COLE,5,24.950000000000003,4.99,8.99,норма
109,EDNA,WEST,5,25.950000000000003,5.19,6.99,норма
110,TIFFANY,JORDAN,1,8.99,8.99,8.99,норма
111,CARMEN,OWENS,6,22.940000000000005,3.823333333333334,6.99,норма
112,ROSA,REYNOLDS,4,15.96,3.99,4.99,норма
113,CINDY,FISHER,6,27.940000000000005,4.656666666666667,8.99,норма
114,GRACE,ELLIS,4,19.96,4.99,7.99,норма
115,WENDY,HARRISON,3,10.97,3.6566666666666667,6.99,норма
116,VICTORIA,GIBSON,6,20.940000000000005,3.4900000000000007,4.99,норма
117,EDITH,MCDONALD,2,5.98,2.99,2.99,норма
118,KIM,CRUZ,3,10.97,3.6566666666666667,4.99,норма
119,SHERRY,MARSHALL,3,16.97,5.656666666666666,7.99,норма
120,SYLVIA,ORTIZ,6,29.940000000000005,4.990000000000001,9.99,норма
121,JOSEPHINE,GOMEZ,2,4.98,2.49,2.99,норма
122,THELMA,MURRAY,7,25.930000000000003,3.7042857142857146,7.99,норма
123,SHANNON,FREEMAN,5,14.950000000000001,2.99,4.99,норма
125,ETHEL,WEBB,4,19.96,4.99,7.99,норма
126,ELLEN,SIMPSON,1,2.99,2.99,2.99,норма
127,ELAINE,STEVENS,3,11.97,3.99,4.99,норма
128,MARJORIE,TUCKER,2,8.98,4.49,7.99,норма
129,CARRIE,PORTER,6,19.94,3.3233333333333337,4.99,норма
130,CHARLOTTE,HUNTER,6,21.94,3.6566666666666667,6.99,норма
131,MONICA,HICKS,2,14.98,7.49,9.99,норма
132,ESTHER,CRAWFORD,6,19.94,3.3233333333333337,4.99,норма
133,PAULINE,HENRY,4,13.96,3.49,7.99,норма
134,EMMA,BOYD,4,17.96,4.49,9.99,норма
135,JUANITA,MASON,3,5.970000000000001,1.9900000000000002,2.99,норма
136,ANITA,MORALES,1,2.99,2.99,2.99,норма
137,RHONDA,KENNEDY,4,19.96,4.99,6.99,норма
138,HAZEL,WARREN,3,9.97,3.3233333333333337,7.99,норма
139,AMBER,DIXON,4,14.96,3.74,7.99,норма
140,EVA,RAMOS,4,15.96,3.99,6.99,норма
141,DEBBIE,REYES,3,20.97,6.989999999999999,7.99,норма
142,APRIL,BURNS,2,4.98,2.49,2.99,норма
143,LESLIE,GORDON,5,16.950000000000003,3.3900000000000006,4.99,норма
144,CLARA,SHAW,6,22.940000000000005,3.823333333333334,5.99,норма
145,LUCILLE,HOLMES,2,5.98,2.99,4.99,норма
146,JAMIE,RICE,7,25.93,3.704285714285714,7.99,норма
147,JOANNE,ROBERTSON,4,16.96,4.24,6.99,норма
148,ELEANOR,HUNT,5,22.950000000000003,4.590000000000001,6.99,норма
149,VALERIE,BLACK,7,32.93000000000001,4.7042857142857155,7.99,норма
150,DANIELLE,DANIELS,2,7.98,3.99,5.99,норма
151,MEGAN,PALMER,5,13.950000000000001,2.79,3.99,норма
152,ALICIA,MILLS,1,4.99,4.99,4.99,норма
153,SUZANNE,NICHOLS,4,12.96,3.24,5.99,норма
154,MICHELE,GRANT,3,8.97,2.99,4.99,норма
155,GAIL,KNIGHT,5,27.950000000000003,5.590000000000001,7.99,норма
156,BERTHA,FERGUSON,4,16.96,4.24,9.99,норма
157,DARLENE,ROSE,1,0.99,0.99,0.99,норма
158,VERONICA,STONE,4,21.96,5.49,8.99,норма
159,JILL,HAWKINS,2,1.98,0.99,0.99,норма
160,ERIN,DUNN,3,10.97,3.6566666666666667,4.99,норма
161,GERALDINE,PERKINS,2,6.98,3.49,3.99,норма
162,LAUREN,HUDSON,5,12.950000000000001,2.5900000000000003,4.99,норма
163,CATHY,SPENCER,6,29.94,4.99,7.99,норма
164,JOANN,GARDNER,3,16.97,5.656666666666666,8.99,норма
165,LORRAINE,STEPHENS,2,6.98,3.49,3.99,норма
166,LYNN,PAYNE,4,13.96,3.49,5.99,норма
167,SALLY,PIERCE,3,15.97,5.323333333333333,5.99,норма
168,REGINA,BERRY,1,4.99,4.99,4.99,норма
170,BEATRICE,ARNOLD,2,9.98,4.99,8.99,норма
171,DOLORES,WAGNER,7,32.93000000000001,4.7042857142857155,6.99,норма
172,BERNICE,WILLIS,3,3.9699999999999998,1.3233333333333333,1.99,норма
173,AUDREY,RAY,5,16.950000000000003,3.3900000000000006,4.99,норма
174,YVONNE,WATKINS,4,16.96,4.24,7.99,норма
175,ANNETTE,OLSON,2,5.98,2.99,4.99,норма
176,JUNE,CARROLL,8,42.92000000000001,5.365000000000001,8.99,норма
177,SAMANTHA,DUNCAN,5,14.950000000000001,2.99,4.99,норма
178,MARION,SNYDER,8,44.92,5.615,9.99,норма
179,DANA,HART,2,12.98,6.49,7.99,норма
180,STACY,CUNNINGHAM,2,5.98,2.99,2.99,норма
181,ANA,BRADLEY,4,19.96,4.99,5.99,норма
182,RENEE,LANE,4,13.96,3.49,5.99,норма
183,IDA,ANDREWS,4,14.96,3.74,5.99,норма
184,VIVIAN,RUIZ,2,3.9800000000000004,1.9900000000000002,2.99,норма
185,ROBERTA,HARPER,3,14.97,4.99,4.99,норма
186,HOLLY,FOX,6,25.940000000000005,4.323333333333334,4.99,норма
187,BRITTANY,RILEY,7,23.93,3.4185714285714286,6.99,норма
188,MELANIE,ARMSTRONG,4,13.96,3.49,4.99,норма
189,LORETTA,CARPENTER,5,13.950000000000001,2.79,6.99,норма
190,YOLANDA,WEAVER,5,19.950000000000003,3.9900000000000007,4.99,норма
191,JEANETTE,GREENE,6,17.94,2.99,4.99,норма
192,LAURIE,LAWRENCE,1,3.99,3.99,3.99,норма
193,KATIE,ELLIOTT,6,35.940000000000005,5.990000000000001,8.99,норма
194,KRISTEN,CHAVEZ,5,19.950000000000003,3.9900000000000007,7.99,норма
195,VANESSA,SIMS,0,0.0,,,норма
196,ALMA,AUSTIN,8,31.92,3.99,5.99,норма
197,SUE,PETERS,8,31.92000000000001,3.990000000000001,8.99,норма
198,ELSIE,KELLEY,1,0.99,0.99,0.99,норма
199,BETH,FRANKLIN,3,8.97,2.99,4.99,норма
200,JEANNE,LAWSON,7,31.930000000000007,4.561428571428572,6.99,норма
201,VICKI,FIELDS,5,25.950000000000003,5.19,7.99,норма
202,CARLA,GUTIERREZ,4,9.96,2.49,4.99,норма
203,TARA,RYAN,4,18.96,4.74,7.99,норма
204,ROSEMARY,SCHMIDT,6,31.940000000000005,5.323333333333334,7.99,норма
205,EILEEN,CARR,4,14.96,3.74,5.99,норма
206,TERRI,VASQUEZ,3,11.97,3.99,5.99,норма
207,GERTRUDE,CASTILLO,1,3.99,3.99,3.99,норма
208,LUCY,WHEELER,5,11.950000000000001,2.39,5.99,норма
209,TONYA,CHAPMAN,4,19.96,4.99,4.99,норма
210,ELLA,OLIVER,2,3.9800000000000004,1.9900000000000002,2.99,норма
211,STACEY,MONTGOMERY,2,15.98,7.99,8.99,норма
212,WILMA,RICHARDS,4,14.96,3.74,9.99,норма
213,GINA,WILLIAMSON,9,35.91000000000001,3.990000000000001,6.99,норма
214,KRISTIN,JOHNSTON,3,10.97,3.6566666666666667,4.99,норма
215,JESSIE,BANKS,6,23.940000000000005,3.9900000000000007,4.99,норма
216,NATALIE,MEYER,5,15.950000000000001,3.1900000000000004,6.99,норма
217,AGNES,BISHOP,3,14.97,4.99,6.99,норма
218,VERA,MCCOY,3,4.970000000000001,1.656666666666667,2.99,норма
219,WILLIE,HOWELL,2,4.98,2.49,3.99,норма
220,CHARLENE,ALVAREZ,1,0.99,0.99,0.99,норма
221,BESSIE,MORRISON,5,23.950000000000003,4.790000000000001,10.99,норма
222,DELORES,HANSEN,2,15.98,7.99,8.99,норма
223,MELINDA,FERNANDEZ,2,10.98,5.49,5.99,норма
224,PEARL,GARZA,3,15.97,5.323333333333333,7.99,норма
225,ARLENE,HARVEY,1,7.99,7.99,7.99,норма
226,MAUREEN,LITTLE,2,7.98,3.99,4.99,норма
227,COLLEEN,BURTON,4,12.96,3.24,6.99,норма
228,ALLISON,STANLEY,4,13.96,3.49,3.99,норма
229,TAMARA,NGUYEN,4,14.96,3.74,7.99,норма
230,JOY,GEORGE,6,20.939999999999998,3.4899999999999998,8.99,норма
231,GEORGIA,JACOBS,1,0.99,0.99,0.99,норма
232,CONSTANCE,REID,2,9.98,4.99,8.99,норма
233,LILLIE,KIM,4,13.96,3.49,4.99,норма
234,CLAUDIA,FULLER,8,36.92000000000001,4.615000000000001,6.99,норма
235,JACKIE,LYNCH,2,5.98,2.99,4.99,норма
236,MARCIA,DEAN,8,37.92000000000001,4.740000000000001,8.99,норма
237,TANYA,GILBERT,5,12.950000000000001,2.5900000000000003,4.99,норма
238,NELLIE,GARRETT,3,10.97,3.6566666666666667,4.99,норма
239,MINNIE,ROMERO,5,23.950000000000003,4.790000000000001,5.99,норма
240,MARLENE,WELCH,3,14.97,4.99,5.99,норма
242,GLENDA,FRAZIER,6,29.940000000000005,4.990000000000001,4.99,норма
243,LYDIA,BURKE,3,12.97,4.323333333333333,5.99,норма
244,VIOLA,HANSON,3,16.97,5.656666666666666,6.99,норма
245,COURTNEY,DAY,3,8.97,2.99,2.99,норма
246,MARIAN,MENDOZA,5,12.950000000000001,2.5900000000000003,4.99,норма
247,STELLA,MORENO,1,5.99,5.99,5.99,норма
248,CAROLINE,BOWMAN,2,4.98,2.49,3.99,норма
249,DORA,MEDINA,5,19.950000000000003,3.9900000000000007,7.99,норма
250,JO,FOWLER,1,4.99,4.99,4.99,норма
251,VICKIE,BREWER,3,17.97,5.989999999999999,7.99,норма
252,MATTIE,HOFFMAN,3,11.97,3.99,5.99,норма
253,TERRY,CARLSON,6,29.940000000000005,4.990000000000001,6.99,норма
254,MAXINE,SILVA,5,13.950000000000001,2.79,3.99,норма
255,IRMA,PEARSON,4,15.96,3.99,6.99,норма
256,MABEL,HOLLAND,7,30.930000000000007,4.41857142857143,6.99,норма
257,MARSHA,DOUGLAS,2,5.98,2.99,4.99,норма
258,MYRTLE,FLEMING,3,12.97,4.323333333333333,8.99,норма
259,LENA,JENSEN,4,24.96,6.24,7.99,норма
260,CHRISTY,VARGAS,8,34.92,4.365,10.99,норма
261,DEANNA,BYRD,6,23.939999999999998,3.9899999999999998,8.99,норма
262,PATSY,DAVIDSON,4,20.959999999999997,5.239999999999999,8.99,норма
263,HILDA,HOPKINS,2,10.98,5.49,8.99,норма
264,GWENDOLYN,MAY,4,13.96,3.49,4.99,норма
265,JENNIE,TERRY,3,15.97,5.323333333333333,7.99,норма
266,NORA,HERRERA,4,20.96,5.24,5.99,норма
267,MARGIE,WADE,9,38.91000000000001,4.323333333333334,7.99,норма
268,NINA,SOTO,8,26.920000000000005,3.3650000000000007,4.99,норма
269,CASSANDRA,WALTERS,3,13.97,4.656666666666667,6.99,норма
270,LEAH,CURTIS,4,21.96,5.49,6.99,норма
272,KAY,CALDWELL,3,16.97,5.656666666666666,5.99,норма
273,PRISCILLA,LOWE,5,21.949999999999996,4.389999999999999,6.99,норма
274,NAOMI,JENNINGS,2,10.98,5.49,9.99,норма
275,CAROLE,BARNETT,4,12.96,3.24,4.99,норма
276,BRANDY,GRAVES,3,12.97,4.323333333333333,6.99,норма
277,OLGA,JIMENEZ,7,28.930000000000007,4.1328571428571435,5.99,норма
278,BILLIE,HORTON,4,11.96,2.99,4.99,норма
279,DIANNE,SHELTON,5,16.950000000000003,3.3900000000000006,4.99,норма
280,TRACEY,BARRETT,3,9.97,3.3233333333333337,4.99,норма
281,LEONA,OBRIEN,2,11.98,5.99,5.99,норма
282,JENNY,CASTRO,4,13.96,3.49,4.99,норма
283,FELICIA,SUTTON,5,17.950000000000003,3.5900000000000007,7.99,норма
284,SONIA,GREGORY,3,8.97,2.99,6.99,норма
285,MIRIAM,MCKINNEY,3,17.97,5.989999999999999,7.99,норма
286,VELMA,LUCAS,2,13.98,6.99,8.99,норма
287,BECKY,MILES,4,27.96,6.99,9.99,норма
288,BOBBIE,CRAIG,1,5.99,5.99,5.99,норма
289,VIOLET,RODRIQUEZ,6,37.940000000000005,6.323333333333334,10.99,норма
290,KRISTINA,CHAMBERS,5,25.949999999999996,5.1899999999999995,8.99,норма
291,TONI,HOLT,3,8.97,2.99,2.99,норма
292,MISTY,LAMBERT,4,14.96,3.74,3.99,норма
293,MAE,FLETCHER,7,35.93,5.132857142857143,9.99,норма
294,SHELLY,WATTS,2,5.98,2.99,2.99,норма
295,DAISY,BATES,9,32.91,3.6566666666666663,8.99,норма
296,RAMONA,HALE,3,6.970000000000001,2.3233333333333337,4.99,норма
297,SHERRI,RHODES,5,23.950000000000003,4.790000000000001,8.99,норма
298,ERIKA,PENA,4,18.96,4.74,4.99,норма
299,JAMES,GANNON,7,31.93,4.561428571428571,8.99,норма
300,JOHN,FARNSWORTH,2,3.9800000000000004,1.9900000000000002,2.99,норма
301,ROBERT,BAUGHMAN,3,8.97,2.99,4.99,норма
302,MICHAEL,SILVERMAN,1,2.99,2.99,2.99,норма
303,WILLIAM,SATTERFIELD,4,20.96,5.24,8.99,норма
304,DAVID,ROYAL,4,20.96,5.24,6.99,норма
305,RICHARD,MCCRARY,4,18.959999999999997,4.739999999999999,11.99,норма
306,CHARLES,KOWALSKI,2,7.98,3.99,6.99,норма
307,JOSEPH,JOY,6,22.940000000000005,3.823333333333334,5.99,норма
308,THOMAS,GRIGSBY,5,19.950000000000003,3.9900000000000007,7.99,норма
309,CHRISTOPHER,GRECO,4,25.96,6.49,9.99,норма
310,DANIEL,CABRAL,6,27.940000000000005,4.656666666666667,6.99,норма
311,PAUL,TROUT,3,12.97,4.323333333333333,6.99,норма
312,MARK,RINEHART,2,4.98,2.49,3.99,норма
313,DONALD,MAHON,3,15.97,5.323333333333333,7.99,норма
314,GEORGE,LINTON,2,6.98,3.49,3.99,норма
316,STEVEN,CURLEY,7,35.93,5.132857142857143,8.99,норма
317,EDWARD,BAUGH,3,10.97,3.6566666666666667,6.99,норма
318,BRIAN,WYMAN,4,14.96,3.74,7.99,норма
319,RONALD,WEINER,6,21.939999999999998,3.6566666666666663,4.99,норма
320,ANTHONY,SCHWAB,5,23.950000000000003,4.790000000000001,7.99,норма
321,KEVIN,SCHULER,2,6.98,3.49,5.99,норма
322,JASON,MORRISSEY,7,40.93,5.847142857142857,8.99,норма
323,MATTHEW,MAHAN,3,8.97,2.99,4.99,норма
324,GARY,COY,2,3.9800000000000004,1.9900000000000002,2.99,норма
325,TIMOTHY,BUNN,3,12.97,4.323333333333333,4.99,норма
326,JOSE,ANDREW,4,15.96,3.99,4.99,норма
327,LARRY,THRASHER,6,30.940000000000005,5.156666666666667,6.99,норма
328,JEFFREY,SPEAR,5,21.95,4.39,6.99,норма
329,FRANK,WAGGONER,9,28.909999999999997,3.2122222222222216,5.99,норма
330,SCOTT,SHELLEY,5,21.950000000000003,4.390000000000001,6.99,норма
331,ERIC,ROBERT,3,12.97,4.323333333333333,6.99,норма
332,STEPHEN,QUALLS,0,0.0,,,норма
333,ANDREW,PURDY,4,14.96,3.74,6.99,норма
334,RAYMOND,MCWHORTER,3,10.97,3.6566666666666667,4.99,норма
335,GREGORY,MAULDIN,1,4.99,4.99,4.99,норма
336,JOSHUA,MARK,8,25.920000000000005,3.2400000000000007,4.99,норма
337,JERRY,JORDON,2,10.98,5.49,5.99,норма
338,DENNIS,GILMAN,7,34.93,4.99,6.99,норма
339,WALTER,PERRYMAN,5,25.950000000000003,5.19,6.99,норма
340,PATRICK,NEWSOM,8,35.92000000000001,4.490000000000001,5.99,норма
341,PETER,MENARD,7,37.93000000000001,5.41857142857143,7.99,норма
342,HAROLD,MARTINO,3,14.97,4.99,5.99,норма
343,DOUGLAS,GRAF,7,30.930000000000003,4.418571428571429,8.99,норма
344,HENRY,BILLINGSLEY,3,9.97,3.3233333333333337,4.99,норма
345,CARL,ARTIS,4,11.96,2.99,4.99,норма
346,ARTHUR,SIMPKINS,3,11.97,3.99,5.99,норма
347,RYAN,SALISBURY,5,31.950000000000003,6.390000000000001,8.99,норма
348,ROGER,QUINTANILLA,3,12.97,4.323333333333333,8.99,норма
349,JOE,GILLILAND,4,19.96,4.99,8.99,норма
350,JUAN,FRALEY,4,8.96,2.24,3.99,норма
351,JACK,FOUST,3,9.97,3.3233333333333337,5.99,норма
352,ALBERT,CROUSE,5,20.950000000000003,4.19,4.99,норма
353,JONATHAN,SCARBOROUGH,3,17.97,5.989999999999999,7.99,норма
354,JUSTIN,NGO,4,15.96,3.99,6.99,норма
355,TERRY,GRISSOM,2,3.9800000000000004,1.9900000000000002,2.99,норма
356,GERALD,FULTZ,3,8.97,2.99,4.99,норма
357,KEITH,RICO,4,16.96,4.24,6.99,норма
358,SAMUEL,MARLOW,6,18.94,3.1566666666666667,5.99,норма
359,WILLIE,MARKHAM,4,12.96,3.24,4.99,норма
360,RALPH,MADRIGAL,4,18.96,4.74,6.99,норма
361,LAWRENCE,LAWTON,4,12.96,3.24,4.99,норма
362,NICHOLAS,BARFIELD,5,14.950000000000001,2.99,2.99,норма
363,ROY,WHITING,5,22.950000000000003,4.590000000000001,4.99,норма
364,BENJAMIN,VARNEY,5,19.950000000000003,3.9900000000000007,4.99,норма
365,BRUCE,SCHWARZ,5,17.95,3.59,6.99,норма
366,BRANDON,HUEY,2,2.98,1.49,1.99,норма
367,ADAM,GOOCH,1,0.99,0.99,0.99,норма
369,FRED,WHEAT,1,0.99,0.99,0.99,норма
370,WAYNE,TRUONG,1,6.99,6.99,6.99,норма
371,BILLY,POULIN,7,23.929999999999996,3.418571428571428,6.99,норма
372,STEVE,MACKENZIE,3,11.97,3.99,4.99,норма
373,LOUIS,LEONE,2,9.98,4.99,6.99,норма
374,JEREMY,HURTADO,4,11.96,2.99,4.99,норма
375,AARON,SELBY,3,13.97,4.656666666666667,5.99,норма
376,RANDY,GAITHER,2,1.98,0.99,0.99,норма
377,HOWARD,FORTNER,5,14.950000000000001,2.99,4.99,норма
378,EUGENE,CULPEPPER,4,23.96,5.99,7.99,норма
379,CARLOS,COUGHLIN,3,17.97,5.989999999999999,8.99,норма
380,RUSSELL,BRINSON,8,27.92,3.49,4.99,норма
381,BOBBY,BOUDREAU,5,16.950000000000003,3.3900000000000006,4.99,норма
382,VICTOR,BARKLEY,5,15.950000000000001,3.1900000000000004,4.99,норма
383,MARTIN,BALES,6,27.940000000000005,4.656666666666667,7.99,норма
384,ERNEST,STEPP,7,34.93000000000001,4.990000000000001,9.99,норма
385,PHILLIP,HOLM,3,4.970000000000001,1.656666666666667,2.99,норма
386,TODD,TAN,5,16.950000000000003,3.3900000000000006,5.99,норма
387,JESSE,SCHILLING,6,14.94,2.4899999999999998,5.99,норма
388,CRAIG,MORRELL,5,26.950000000000003,5.390000000000001,7.99,норма
389,ALAN,KAHN,3,13.97,4.656666666666667,4.99,норма
390,SHAWN,HEATON,5,25.950000000000003,5.19,7.99,норма
391,CLARENCE,GAMEZ,5,10.950000000000001,2.1900000000000004,2.99,норма
392,SEAN,DOUGLASS,4,17.96,4.49,6.99,норма
393,PHILIP,CAUSEY,5,19.950000000000003,3.9900000000000007,6.99,норма
394,CHRIS,BROTHERS,1,4.99,4.99,4.99,норма
395,JOHNNY,TURPIN,6,15.94,2.6566666666666667,6.99,норма
396,EARL,SHANKS,3,13.97,4.656666666666667,6.99,норма
397,JIMMY,SCHRADER,2,7.98,3.99,5.99,норма
398,ANTONIO,MEEK,3,19.97,6.656666666666666,9.99,норма
399,DANNY,ISOM,2,8.98,4.49,5.99,норма
400,BRYAN,HARDISON,3,11.97,3.99,6.99,норма
401,TONY,CARRANZA,0,0.0,,,норма
402,LUIS,YANEZ,3,12.97,4.323333333333333,4.99,норма
403,MIKE,WAY,6,35.940000000000005,5.990000000000001,8.99,норма
404,STANLEY,SCROGGINS,4,15.96,3.99,4.99,норма
405,LEONARD,SCHOFIELD,6,26.940000000000005,4.490000000000001,5.99,норма
407,DALE,RATCLIFF,2,3.9800000000000004,1.9900000000000002,2.99,норма
408,MANUEL,MURRELL,3,10.97,3.6566666666666667,4.99,норма
409,RODNEY,MOELLER,2,14.98,7.49,8.99,норма
410,CURTIS,IRBY,6,22.939999999999998,3.823333333333333,5.99,норма
411,NORMAN,CURRIER,3,4.970000000000001,1.656666666666667,2.99,норма
412,ALLEN,BUTTERFIELD,1,2.99,2.99,2.99,норма
413,MARVIN,YEE,2,10.98,5.49,5.99,норма
414,VINCENT,RALSTON,3,20.97,6.989999999999999,9.99,норма
415,GLENN,PULLEN,2,7.98,3.99,4.99,норма
416,JEFFERY,PINSON,5,12.950000000000001,2.5900000000000003,4.99,норма
417,TRAVIS,ESTEP,1,3.99,3.99,3.99,норма
418,JEFF,EAST,3,8.97,2.99,2.99,норма
