customer_id,customer_name,city_name,country_name,payment_date,payment_count,day_amount,max_payment_amount,staff_id,staff_name,store_id,day_amount_rank
519,RON DELUCA,Isesaki,Japan,2005-07-31,5,23.95,7.99,2,Jon Stephens,2,1
196,ALMA AUSTIN,Mannheim,Germany,2005-07-31,3,22.97,10.99,2,Jon Stephens,2,1
393,PHILIP CAUSEY,Korolev,Russian Federation,2005-07-08,3,22.97,8.99,2,Jon Stephens,2,1
462,WARREN SHERROD,Usolje-Sibirskoje,Russian Federation,2005-08-19,3,22.97,8.99,2,Jon Stephens,2,1
575,ISAAC OGLESBY,Cuernavaca,Mexico,2005-08-18,3,22.97,8.99,2,Jon Stephens,2,1
7,MARIA MILLER,Kragujevac,Yugoslavia,2005-08-01,4,22.96,6.99,2,Jon Stephens,2,1
105,DAWN SULLIVAN,Funafuti,Tuvalu,2005-07-30,4,22.96,9.99,2,Jon Stephens,2,1
132,ESTHER CRAWFORD,Botshabelo,South Africa,2005-08-01,4,22.96,6.99,1,Mike Hillyer,1,1
148,ELEANOR HUNT,Saint-Denis,Runion,2005-08-22,4,22.96,8.99,2,Jon Stephens,2,1
267,MARGIE WADE,Lengshuijiang,China,2005-06-19,4,22.96,7.99,2,Jon Stephens,2,1
346,ARTHUR SIMPKINS,Maikop,Russian Federation,2005-07-29,4,22.96,8.99,2,Jon Stephens,2,1
352,ALBERT CROUSE,Bamenda,Cameroon,2005-07-27,4,22.96,7.99,1,Mike Hillyer,1,1
407,DALE RATCLIFF,Rustenburg,South Africa,2005-07-28,4,22.96,9.99,1,Mike Hillyer,1,1
459,TOMMY COLLAZO,Qomsheh,Iran,2005-08-01,4,22.96,7.99,1,Mike Hillyer,1,2
563,KEN PREWITT,Bucuresti,Romania,2005-07-29,4,22.96,7.99,2,Jon Stephens,2,2
461,DEREK BLAKELY,Gingoog,Philippines,2005-08-22,5,22.95,6.99,1,Mike Hillyer,1,1
553,MAX PITT,Novi Sad,Yugoslavia,2005-07-06,5,22.95,4.99,2,Jon Stephens,2,1
198,ELSIE KELLEY,Ikerre,Nigeria,2005-08-17,6,22.94,6.99,1,Mike Hillyer,1,1
27,SHIRLEY ALLEN,Davao,Philippines,2005-08-17,3,21.97,8.99,1,Mike Hillyer,1,1
50,DIANE COLLINS,Omdurman,Sudan,2005-07-10,3,21.97,9.99,2,Jon Stephens,2,2
212,WILMA RICHARDS,Bellevue,United States,2005-07-08,3,21.97,10.99,2,Jon Stephens,2,1
259,LENA JENSEN,Halisahar,India,2005-07-30,3,21.97,7.99,1,Mike Hillyer,1,1
331,ERIC ROBERT,Santa F,Argentina,2005-07-07,3,21.97,10.99,1,Mike Hillyer,1,1
382,VICTOR BARKLEY,Manchester,United States,2005-07-30,3,21.97,9.99,1,Mike Hillyer,1,1
476,DERRICK BOURQUE,Gatineau,Canada,2005-08-01,3,21.97,9.99,1,Mike Hillyer,1,1
509,RAUL FORTIER,Chapra,India,2005-07-28,3,21.97,8.99,1,Mike Hillyer,1,1
577,CLIFTON MALCOLM,Tanshui,Taiwan,2005-07-28,3,21.97,8.99,2,Jon Stephens,2,1
29,ANGELA HERNANDEZ,Shimonoseki,Japan,2005-08-18,4,21.96,6.99,2,Jon Stephens,2,1
404,STANLEY SCROGGINS,Omiya,Japan,2005-07-08,4,21.96,8.99,2,Jon Stephens,2,2
449,OSCAR AQUINO,Sirjan,Iran,2005-08-01,4,21.96,6.99,2,Jon Stephens,2,1
591,KENT ARSENAULT,Juiz de Fora,Brazil,2005-08-18,4,21.96,5.99,1,Mike Hillyer,1,1
17,DONNA THOMPSON,Elista,Russian Federation,2005-07-30,4,21.96,8.99,2,Jon Stephens,2,1
129,CARRIE PORTER,Liaocheng,China,2005-08-20,4,21.96,10.99,2,Jon Stephens,2,2
403,MIKE WAY,Valparai,India,2005-08-02,4,21.96,9.99,2,Jon Stephens,2,1
139,AMBER DIXON,Touliu,Taiwan,2005-08-22,5,21.95,9.99,1,Mike Hillyer,1,1
150,DANIELLE DANIELS,Hidalgo,Mexico,2005-08-19,5,21.95,8.99,2,Jon Stephens,2,1
576,MORRIS MCCARTER,Fengshan,Taiwan,2005-07-31,5,21.95,8.99,2,Jon Stephens,2,1
86,JACQUELINE LONG,Songkhla,Thailand,2005-08-01,3,20.97,8.99,2,Jon Stephens,2,1
106,CONNIE WALLACE,Ivanovo,Russian Federation,2005-08-01,3,20.97,8.99,1,Mike Hillyer,1,1
145,LUCILLE HOLMES,Soshanguve,South Africa,2005-07-07,3,20.97,8.99,2,Jon Stephens,2,1
147,JOANNE ROBERTSON,Urawa,Japan,2005-08-23,3,20.97,8.99,1,Mike Hillyer,1,1
237,TANYA GILBERT,Naju,South Korea,2005-08-20,3,20.97,6.99,2,Jon Stephens,2,1
279,DIANNE SHELTON,Tabriz,Iran,2005-07-09,3,20.97,9.99,1,Mike Hillyer,1,1
280,TRACEY BARRETT,Owo,Nigeria,2005-08-19,3,20.97,9.99,2,Jon Stephens,2,1
290,KRISTINA CHAMBERS,Valle de la Pascua,Venezuela,2005-06-15,3,20.97,8.99,2,Jon Stephens,2,1
309,CHRISTOPHER GRECO,Brescia,Italy,2005-06-19,3,20.97,9.99,2,Jon Stephens,2,1
311,PAUL TROUT,Kursk,Russian Federation,2005-07-31,3,20.97,8.99,2,Jon Stephens,2,1
420,JACOB LANCE,El Monte,United States,2005-08-01,3,20.97,10.99,2,Jon Stephens,2,1
424,KYLE SPURLOCK,Shanwei,China,2005-07-31,3,20.97,8.99,1,Mike Hillyer,1,1
478,LEWIS LYMAN,Ashqelon,Israel,2005-06-19,3,20.97,8.99,2,Jon Stephens,2,1
529,ERIK GUILLEN,Bhimavaram,India,2005-07-12,3,20.97,7.99,1,Mike Hillyer,1,1
39,DEBRA NELSON,Vila Velha,Brazil,2005-08-01,4,20.96,9.99,1,Mike Hillyer,1,2
134,EMMA BOYD,Qalyub,Egypt,2005-08-02,4,20.96,6.99,1,Mike Hillyer,1,1
137,RHONDA KENNEDY,Apeldoorn,Netherlands,2005-07-30,4,20.96,7.99,2,Jon Stephens,2,1
148,ELEANOR HUNT,Saint-Denis,Runion,2005-07-28,4,20.96,9.99,1,Mike Hillyer,1,2
348,ROGER QUINTANILLA,Hsichuh,Taiwan,2005-07-08,4,20.96,9.99,2,Jon Stephens,2,1
374,JEREMY HURTADO,Vitria de Santo Anto,Brazil,2005-08-22,4,20.96,6.99,2,Jon Stephens,2,1
462,WARREN SHERROD,Usolje-Sibirskoje,Russian Federation,2005-07-12,4,20.96,7.99,1,Mike Hillyer,1,2
467,ALVIN DELOACH,Cuauhtmoc,Mexico,2005-07-28,4,20.96,7.99,1,Mike Hillyer,1,1
582,ANDY VANHORN,Huejutla de Reyes,Mexico,2005-07-27,4,20.96,6.99,2,Jon Stephens,2,1
591,KENT ARSENAULT,Juiz de Fora,Brazil,2005-07-27,4,20.96,8.99,1,Mike Hillyer,1,2
373,LOUIS LEONE,Tanauan,Philippines,2005-08-18,4,20.96,7.99,1,Mike Hillyer,1,1
554,DWAYNE OLVERA,Rajkot,India,2005-08-17,4,20.96,9.99,2,Jon Stephens,2,1
26,JESSICA HALL,Citt del Vaticano,Holy See (Vatican City State),2005-07-07,5,20.95,6.99,1,Mike Hillyer,1,2
280,TRACEY BARRETT,Owo,Nigeria,2005-07-29,5,20.95,7.99,1,Mike Hillyer,1,2
294,SHELLY WATTS,Dayton,United States,2005-08-01,5,20.95,6.99,1,Mike Hillyer,1,1
258,MYRTLE FLEMING,Santiago de los Caballeros,Dominican Republic,2005-08-01,5,20.95,6.99,2,Jon Stephens,2,1
257,MARSHA DOUGLAS,Beira,Mozambique,2005-08-19,5,20.95,7.99,2,Jon Stephens,2,1
65,ROSE HOWARD,Cayenne,French Guiana,2005-08-02,3,19.97,8.99,1,Mike Hillyer,1,1
82,KATHRYN COLEMAN,Simferopol,Ukraine,2005-07-30,3,19.97,8.99,1,Mike Hillyer,1,1
105,DAWN SULLIVAN,Funafuti,Tuvalu,2005-05-27,3,19.97,8.99,1,Mike Hillyer,1,2
120,SYLVIA ORTIZ,Dos Quebradas,Colombia,2005-08-21,3,19.97,9.99,2,Jon Stephens,2,1
146,JAMIE RICE,Sterling Heights,United States,2005-07-11,3,19.97,7.99,1,Mike Hillyer,1,1
181,ANA BRADLEY,Memphis,United States,2005-07-30,3,19.97,8.99,1,Mike Hillyer,1,2
273,PRISCILLA LOWE,Salamanca,Mexico,2005-08-01,3,19.97,8.99,1,Mike Hillyer,1,1
302,MICHAEL SILVERMAN,Tiefa,China,2005-07-30,3,19.97,8.99,1,Mike Hillyer,1,1
342,HAROLD MARTINO,Boa Vista,Brazil,2005-07-12,3,19.97,8.99,2,Jon Stephens,2,1
520,MITCHELL WESTMORELAND,Nha Trang,Vietnam,2005-07-10,3,19.97,10.99,1,Mike Hillyer,1,1
533,JESSIE MILAM,Binzhou,China,2005-08-17,3,19.97,8.99,1,Mike Hillyer,1,1
546,KELLY KNOTT,Sanya,China,2005-07-12,3,19.97,9.99,2,Jon Stephens,2,1
30,MELISSA KING,Lungtan,Taiwan,2005-07-28,4,19.96,4.99,1,Mike Hillyer,1,1
39,DEBRA NELSON,Vila Velha,Brazil,2005-07-29,4,19.96,7.99,2,Jon Stephens,2,3
84,SARA PERRY,Atlixco,Mexico,2005-08-02,4,19.96,7.99,2,Jon Stephens,2,1
93,PHYLLIS FOSTER,Zalantun,China,2005-08-20,4,19.96,8.99,1,Mike Hillyer,1,1
133,PAULINE HENRY,Torren,Mexico,2005-07-08,4,19.96,6.99,1,Mike Hillyer,1,1
254,MAXINE SILVA,Poos de Caldas,Brazil,2005-07-10,4,19.96,7.99,1,Mike Hillyer,1,1
273,PRISCILLA LOWE,Salamanca,Mexico,2005-07-12,4,19.96,8.99,1,Mike Hillyer,1,2
275,CAROLE BARNETT,Peoria,United States,2005-08-21,4,19.96,5.99,2,Jon Stephens,2,1
451,JIM REA,El Fuerte,Mexico,2005-08-02,4,19.96,6.99,2,Jon Stephens,2,1
462,WARREN SHERROD,Usolje-Sibirskoje,Russian Federation,2005-07-28,4,19.96,8.99,1,Mike Hillyer,1,3
473,JORGE OLIVARES,Lhokseumawe,Indonesia,2005-08-02,5,19.95,7.99,2,Jon Stephens,2,1
346,ARTHUR SIMPKINS,Maikop,Russian Federation,2005-08-23,5,19.95,8.99,1,Mike Hillyer,1,2
27,SHIRLEY ALLEN,Davao,Philippines,2005-07-31,3,18.97,7.99,1,Mike Hillyer,1,2
66,JANICE WARD,Malm,Sweden,2005-07-11,3,18.97,8.99,1,Mike Hillyer,1,1
71,KATHY JAMES,Baybay,Philippines,2005-07-10,3,18.97,8.99,1,Mike Hillyer,1,1
84,SARA PERRY,Atlixco,Mexico,2005-07-11,3,18.97,9.99,2,Jon Stephens,2,2
100,ROBIN HAYES,Jelets,Russian Federation,2005-07-09,3,18.97,6.99,2,Jon Stephens,2,1
126,ELLEN SIMPSON,Po,Brazil,2005-07-06,3,18.97,7.99,1,Mike Hillyer,1,1
149,VALERIE BLACK,Brockton,United States,2005-06-18,3,18.97,7.99,2,Jon Stephens,2,1
178,MARION SNYDER,Santa Brbara dOeste,Brazil,2005-07-09,3,18.97,10.99,1,Mike Hillyer,1,1
206,TERRI VASQUEZ,Blumenau,Brazil,2005-08-19,3,18.97,10.99,2,Jon Stephens,2,1
240,MARLENE WELCH,Iwaki,Japan,2005-07-27,3,18.97,8.99,1,Mike Hillyer,1,1
259,LENA JENSEN,Halisahar,India,2005-06-16,3,18.97,7.99,2,Jon Stephens,2,2
261,DEANNA BYRD,Tuguegarao,Philippines,2005-06-17,3,18.97,8.99,2,Jon Stephens,2,1
265,JENNIE TERRY,Olomouc,Czech Republic,2005-08-21,3,18.97,6.99,2,Jon Stephens,2,1
270,LEAH CURTIS,Kalisz,Poland,2005-08-01,3,18.97,7.99,1,Mike Hillyer,1,1
295,DAISY BATES,Kolpino,Russian Federation,2005-07-31,3,18.97,8.99,2,Jon Stephens,2,1
300,JOHN FARNSWORTH,Parbhani,India,2005-07-28,3,18.97,6.99,1,Mike Hillyer,1,1
331,ERIC ROBERT,Santa F,Argentina,2005-07-06,3,18.97,8.99,2,Jon Stephens,2,2
349,JOE GILLILAND,Imus,Philippines,2005-08-02,3,18.97,8.99,2,Jon Stephens,2,1
354,JUSTIN NGO,Santo Andr,Brazil,2005-07-29,3,18.97,8.99,2,Jon Stephens,2,1
375,AARON SELBY,Mwene-Ditu,"Congo, The Democratic Republic of the",2005-08-02,3,18.97,6.99,1,Mike Hillyer,1,1
376,RANDY GAITHER,Kurgan,Russian Federation,2005-07-12,3,18.97,8.99,1,Mike Hillyer,1,1
384,ERNEST STEPP,Huaian,China,2005-06-20,3,18.97,9.99,1,Mike Hillyer,1,1
390,SHAWN HEATON,Nakhon Sawan,Thailand,2005-08-22,3,18.97,8.99,2,Jon Stephens,2,2
410,CURTIS IRBY,Richmond Hill,Canada,2005-08-02,3,18.97,10.99,1,Mike Hillyer,1,1
412,ALLEN BUTTERFIELD,Hoshiarpur,India,2005-07-29,3,18.97,8.99,1,Mike Hillyer,1,1
472,GREG ROBINS,Nam Dinh,Vietnam,2005-07-11,3,18.97,6.99,1,Mike Hillyer,1,1
492,LESTER KRAUS,Kanchrapara,India,2005-07-07,3,18.97,8.99,2,Jon Stephens,2,1
494,RAMON CHOATE,Robamba,Ecuador,2005-07-31,3,18.97,7.99,2,Jon Stephens,2,2
532,NEIL RENNER,Cam Ranh,Vietnam,2005-08-19,3,18.97,8.99,1,Mike Hillyer,1,1
538,TED BREAUX,Baicheng,China,2005-07-31,3,18.97,8.99,2,Jon Stephens,2,1
544,CODY NOLEN,So Bernardo do Campo,Brazil,2005-08-21,3,18.97,8.99,2,Jon Stephens,2,1
595,TERRENCE GUNDERSON,Jinzhou,China,2005-07-31,3,18.97,10.99,2,Jon Stephens,2,1
259,LENA JENSEN,Halisahar,India,2005-08-23,4,18.96,10.99,1,Mike Hillyer,1,3
279,DIANNE SHELTON,Tabriz,Iran,2005-08-19,4,18.96,7.99,1,Mike Hillyer,1,2
453,CALVIN MARTEL,Maracabo,Venezuela,2005-08-21,4,18.96,5.99,2,Jon Stephens,2,1
522,ARNOLD HAVENS,Santa Rosa,Philippines,2005-08-01,4,18.96,7.99,1,Mike Hillyer,1,2
131,MONICA HICKS,Mukateve,Ukraine,2005-08-19,4,18.96,7.99,2,Jon Stephens,2,1
71,KATHY JAMES,Baybay,Philippines,2005-07-29,5,18.95,4.99,1,Mike Hillyer,1,2
257,MARSHA DOUGLAS,Beira,Mozambique,2005-07-27,5,18.95,5.99,2,Jon Stephens,2,2
441,MARIO CHEATHAM,Batna,Algeria,2005-07-29,5,18.95,4.99,2,Jon Stephens,2,1
541,DARREN WINDHAM,Livorno,Italy,2005-08-22,5,18.95,6.99,2,Jon Stephens,2,1
90,RUBY WASHINGTON,Meixian,China,2005-08-01,3,17.97,7.99,2,Jon Stephens,2,1
102,CRYSTAL FORD,Ashdod,Israel,2005-07-09,3,17.97,6.99,1,Mike Hillyer,1,1
112,ROSA REYNOLDS,Lancaster,United States,2005-08-20,3,17.97,8.99,2,Jon Stephens,2,1
137,RHONDA KENNEDY,Apeldoorn,Netherlands,2005-07-06,3,17.97,6.99,2,Jon Stephens,2,2
137,RHONDA KENNEDY,Apeldoorn,Netherlands,2005-08-23,3,17.97,9.99,1,Mike Hillyer,1,2
139,AMBER DIXON,Touliu,Taiwan,2005-07-09,3,17.97,7.99,2,Jon Stephens,2,2
144,CLARA SHAW,Molodetno,Belarus,2005-07-09,3,17.97,8.99,2,Jon Stephens,2,2
146,JAMIE RICE,Sterling Heights,United States,2005-08-17,3,17.97,7.99,1,Mike Hillyer,1,2
172,BERNICE WILLIS,Batman,Turkey,2005-07-08,3,17.97,6.99,2,Jon Stephens,2,1
200,JEANNE LAWSON,Ashgabat,Turkmenistan,2005-08-23,3,17.97,6.99,1,Mike Hillyer,1,1
204,ROSEMARY SCHMIDT,Usak,Turkey,2005-08-22,3,17.97,11.99,2,Jon Stephens,2,1
210,ELLA OLIVER,Aden,Yemen,2005-07-08,3,17.97,6.99,1,Mike Hillyer,1,1
230,JOY GEORGE,Botosani,Romania,2005-07-31,3,17.97,9.99,1,Mike Hillyer,1,1
236,MARCIA DEAN,Tanza,Philippines,2005-08-21,3,17.97,7.99,1,Mike Hillyer,1,1
247,STELLA MORENO,Coacalco de Berriozbal,Mexico,2005-08-18,3,17.97,7.99,1,Mike Hillyer,1,1
253,TERRY CARLSON,Miyakonojo,Japan,2005-08-21,3,17.97,7.99,1,Mike Hillyer,1,1
259,LENA JENSEN,Halisahar,India,2005-08-20,3,17.97,6.99,2,Jon Stephens,2,4
260,CHRISTY VARGAS,Datong,China,2005-08-21,3,17.97,7.99,1,Mike Hillyer,1,1
266,NORA HERRERA,Salzburg,Austria,2005-08-20,3,17.97,8.99,1,Mike Hillyer,1,1
274,NAOMI JENNINGS,Karnal,India,2005-08-20,3,17.97,8.99,1,Mike Hillyer,1,1
321,KEVIN SCHULER,Birgunj,Nepal,2005-08-17,3,17.97,7.99,2,Jon Stephens,2,1
407,DALE RATCLIFF,Rustenburg,South Africa,2005-08-02,3,17.97,8.99,1,Mike Hillyer,1,2
447,CLIFFORD BOWENS,Nabereznyje Telny,Russian Federation,2005-07-30,3,17.97,6.99,1,Mike Hillyer,1,1
469,WESLEY BULL,Ourense (Orense),Spain,2005-08-23,3,17.97,9.99,1,Mike Hillyer,1,1
497,GILBERT SLEDGE,York,United Kingdom,2005-06-18,3,17.97,8.99,2,Jon Stephens,2,1
560,JORDAN ARCHULETA,Avellaneda,Argentina,2005-08-01,3,17.97,7.99,1,Mike Hillyer,1,1
583,MARSHALL THORN,Southampton,United Kingdom,2005-07-06,3,17.97,9.99,2,Jon Stephens,2,1
584,SALVADOR TEEL,Banjul,Gambia,2005-08-18,3,17.97,8.99,2,Jon Stephens,2,1
587,SERGIO STANFIELD,Celaya,Mexico,2005-07-31,3,17.97,6.99,2,Jon Stephens,2,1
38,MARTHA GONZALEZ,Chisinau,Moldova,2005-07-27,4,17.96,5.99,2,Jon Stephens,2,1
41,STEPHANIE MITCHELL,Yerevan,Armenia,2005-07-28,4,17.96,6.99,1,Mike Hillyer,1,1
112,ROSA REYNOLDS,Lancaster,United States,2005-07-31,4,17.96,5.99,1,Mike Hillyer,1,2
117,EDITH MCDONALD,Gandhinagar,India,2005-08-18,4,17.96,6.99,1,Mike Hillyer,1,1
144,CLARA SHAW,Molodetno,Belarus,2005-07-30,4,17.96,7.99,1,Mike Hillyer,1,3
146,JAMIE RICE,Sterling Heights,United States,2005-08-02,4,17.96,7.99,2,Jon Stephens,2,3
197,SUE PETERS,Changzhou,China,2005-08-02,4,17.96,4.99,1,Mike Hillyer,1,1
234,CLAUDIA FULLER,Jalib al-Shuyukh,Kuwait,2005-08-02,4,17.96,7.99,2,Jon Stephens,2,1
266,NORA HERRERA,Salzburg,Austria,2005-08-18,4,17.96,6.99,1,Mike Hillyer,1,2
289,VIOLET RODRIQUEZ,Kowloon and New Kowloon,Hong Kong,2005-08-19,4,17.96,9.99,2,Jon Stephens,2,1
335,GREGORY MAULDIN,Sousse,Tunisia,2005-07-07,4,17.96,8.99,1,Mike Hillyer,1,1
388,CRAIG MORRELL,Cavite,Philippines,2005-08-18,4,17.96,6.99,2,Jon Stephens,2,1
410,CURTIS IRBY,Richmond Hill,Canada,2005-07-09,4,17.96,5.99,2,Jon Stephens,2,2
485,CLYDE TOBIAS,Shaoguan,China,2005-07-30,4,17.96,6.99,2,Jon Stephens,2,1
517,BRAD MCCURDY,Chungho,Taiwan,2005-07-07,4,17.96,4.99,2,Jon Stephens,2,1
581,VIRGIL WOFFORD,Jos Azueta,Mexico,2005-07-08,4,17.96,8.99,1,Mike Hillyer,1,1
228,ALLISON STANLEY,Phnom Penh,Cambodia,2005-07-06,4,17.96,8.99,2,Jon Stephens,2,1
283,FELICIA SUTTON,Korla,China,2005-07-06,4,17.96,6.99,1,Mike Hillyer,1,1
368,HARRY ARCE,Najafabad,Iran,2005-08-19,4,17.96,8.99,2,Jon Stephens,2,1
446,THEODORE CULP,Uluberia,India,2005-07-29,4,17.96,6.99,2,Jon Stephens,2,1
245,COURTNEY DAY,Uijongbu,South Korea,2005-07-27,5,17.95,5.99,2,Jon Stephens,2,2
566,CASEY MENA,Tokat,Turkey,2005-07-29,5,17.95,6.99,2,Jon Stephens,2,1
414,VINCENT RALSTON,Allende,Mexico,2005-08-19,5,17.95,7.99,1,Mike Hillyer,1,1
1,MARY SMITH,Sasebo,Japan,2005-06-15,3,16.97,9.99,2,Jon Stephens,2,1
22,LAURA RODRIGUEZ,Sal,Morocco,2005-08-23,3,16.97,6.99,1,Mike Hillyer,1,1
30,MELISSA KING,Lungtan,Taiwan,2005-07-09,3,16.97,9.99,1,Mike Hillyer,1,2
51,ALICE STEWART,Fontana,United States,2005-07-09,3,16.97,7.99,1,Mike Hillyer,1,1
51,ALICE STEWART,Fontana,United States,2005-08-21,3,16.97,6.99,2,Jon Stephens,2,1
63,ASHLEY RICHARDSON,Lincoln,United States,2005-07-10,3,16.97,6.99,1,Mike Hillyer,1,1
68,NICOLE PETERSON,Shivapuri,India,2005-07-31,3,16.97,7.99,1,Mike Hillyer,1,1
80,MARILYN ROSS,Ife,Nigeria,2005-08-01,3,16.97,8.99,1,Mike Hillyer,1,1
81,ANDREA HENDERSON,Mahajanga,Madagascar,2005-08-21,3,16.97,7.99,2,Jon Stephens,2,1
98,LILLIAN GRIFFIN,al-Ayn,United Arab Emirates,2005-07-29,3,16.97,5.99,2,Jon Stephens,2,1
112,ROSA REYNOLDS,Lancaster,United States,2005-08-17,3,16.97,7.99,1,Mike Hillyer,1,3
113,CINDY FISHER,Cuman,Venezuela,2005-06-20,3,16.97,8.99,1,Mike Hillyer,1,1
142,APRIL BURNS,Dundee,United Kingdom,2005-07-30,3,16.97,7.99,1,Mike Hillyer,1,1
173,AUDREY RAY,Graz,Austria,2005-07-29,3,16.97,8.99,2,Jon Stephens,2,1
174,YVONNE WATKINS,Ocumare del Tuy,Venezuela,2005-08-01,3,16.97,8.99,1,Mike Hillyer,1,1
179,DANA HART,Kirovo-Tepetsk,Russian Federation,2005-08-20,3,16.97,7.99,2,Jon Stephens,2,1
193,KATIE ELLIOTT,Kisumu,Kenya,2005-08-22,3,16.97,6.99,2,Jon Stephens,2,1
199,BETH FRANKLIN,Haiphong,Vietnam,2005-08-01,3,16.97,8.99,1,Mike Hillyer,1,1
201,VICKI FIELDS,Witten,Germany,2005-08-20,3,16.97,9.99,2,Jon Stephens,2,1
237,TANYA GILBERT,Naju,South Korea,2005-07-28,3,16.97,8.99,2,Jon Stephens,2,3
238,NELLIE GARRETT,Shimoga,India,2005-07-29,3,16.97,8.99,1,Mike Hillyer,1,1
260,CHRISTY VARGAS,Datong,China,2005-06-17,3,16.97,10.99,1,Mike Hillyer,1,2
266,NORA HERRERA,Salzburg,Austria,2005-08-02,3,16.97,5.99,2,Jon Stephens,2,3
272,KAY CALDWELL,Yantai,China,2005-08-17,3,16.97,8.99,2,Jon Stephens,2,1
297,SHERRI RHODES,Ahmadnagar,India,2005-06-18,3,16.97,8.99,1,Mike Hillyer,1,1
