average_payment,customer_first_name,customer_last_name,high_attention_flag,payment_count,total_amount
3.656666666666667,ALLISON,STANLEY,1,15,54.85000000000001
3.656666666666667,CAROLE,BARNETT,0,9,32.910000000000004
3.6566666666666676,ENRIQUE,FORSYTHE,0,6,21.940000000000005
3.6566666666666676,MARC,OUTLAW,0,12,43.88000000000001
3.656666666666668,MARTHA,GONZALEZ,1,18,65.82000000000002
3.6775000000000007,KYLE,SPURLOCK,1,16,58.84000000000001
3.6823076923076936,PAULINE,HENRY,0,13,47.87000000000002
3.69,MARCIA,DEAN,1,20,73.8
3.6900000000000004,JEFFERY,PINSON,0,10,36.900000000000006
3.6900000000000004,THERESA,WATSON,0,10,36.900000000000006
3.6900000000000004,TONY,CARRANZA,0,10,36.900000000000006
3.704285714285714,CHRISTIAN,JUNG,0,7,25.93
3.7042857142857146,TED,BREAUX,1,14,51.86000000000001
3.704285714285715,CYNTHIA,YOUNG,1,14,51.860000000000014
3.704285714285715,KRISTINA,CHAMBERS,1,14,51.860000000000014
3.717272727272727,CATHY,SPENCER,0,11,40.88999999999999
3.717272727272728,ALFREDO,MCADAMS,0,11,40.89000000000001
3.717272727272728,AMANDA,CARTER,0,11,40.89000000000001
3.717272727272728,BECKY,MILES,0,11,40.89000000000001
3.717272727272728,GLENN,PULLEN,0,11,40.89000000000001
3.7233333333333345,CARRIE,PORTER,1,15,55.850000000000016
3.7233333333333345,GREGORY,MAULDIN,1,15,55.850000000000016
3.723333333333335,LUCILLE,HOLMES,1,15,55.85000000000002
3.74,TERESA,ROGERS,0,8,29.92
3.7400000000000007,ANNA,HILL,0,8,29.920000000000005
3.7400000000000007,RENE,MCALISTER,0,12,44.88000000000001
3.7400000000000007,SALVADOR,TEEL,0,12,44.88000000000001
3.740000000000001,ELIZABETH,BROWN,1,16,59.84000000000002
3.740000000000001,TYLER,WREN,0,8,29.92000000000001
3.7400000000000015,COLLEEN,BURTON,0,12,44.88000000000002
3.759230769230769,ELLEN,SIMPSON,0,13,48.87
3.759230769230769,SYLVIA,ORTIZ,0,13,48.87
3.7592307692307707,SHERRI,RHODES,0,13,48.87000000000002
3.7677777777777774,TERRY,CARLSON,0,9,33.91
3.7677777777777783,AGNES,BISHOP,0,9,33.910000000000004
3.7677777777777783,CAROL,GARCIA,0,9,33.910000000000004
3.7677777777777783,DOLORES,WAGNER,0,9,33.910000000000004
3.7677777777777783,LESLIE,GORDON,0,9,33.910000000000004
3.7677777777777783,REBECCA,SCOTT,0,9,33.910000000000004
3.767777777777779,GEORGE,LINTON,1,18,67.82000000000002
3.775714285714286,LORI,WOOD,1,14,52.86
3.775714285714287,MARION,OCAMPO,1,14,52.86000000000002
3.79,TRACY,HERRMANN,0,10,37.9
3.7900000000000005,JONATHAN,SCARBOROUGH,0,5,18.950000000000003
3.7900000000000014,EMILY,DIAZ,1,15,56.85000000000002
3.7900000000000014,JEANNE,LAWSON,0,10,37.90000000000001
3.7900000000000014,LORETTA,CARPENTER,0,10,37.90000000000001
3.8025000000000015,KEN,PREWITT,1,16,60.840000000000025
3.8025000000000015,LEROY,BUSTAMANTE,1,16,60.840000000000025
3.808181818181819,DEBBIE,REYES,0,11,41.89000000000001
3.808181818181819,HOWARD,FORTNER,0,11,41.89000000000001
3.8081818181818194,VICKIE,BREWER,0,11,41.890000000000015
3.823333333333334,HAROLD,MARTINO,0,12,45.88000000000001
3.823333333333334,JASON,MORRISSEY,0,12,45.88000000000001
3.823333333333334,MANUEL,MURRELL,0,12,45.88000000000001
3.8233333333333346,ALEXANDER,FENNELL,0,12,45.88000000000002
3.8233333333333346,FRED,WHEAT,0,12,45.88000000000002
3.8233333333333346,JOE,GILLILAND,0,12,45.88000000000002
3.8233333333333346,NATHAN,RUNYON,1,18,68.82000000000002
3.836153846153847,TAMARA,NGUYEN,0,13,49.87000000000001
3.847142857142857,ALLEN,BUTTERFIELD,0,7,26.93
3.847142857142857,CHRISTINA,RAMIREZ,0,7,26.93
3.847142857142857,JAY,ROBB,0,7,26.93
3.847142857142857,LESTER,KRAUS,0,7,26.93
3.8471428571428583,FREDDIE,DUGGAN,0,7,26.930000000000007
3.8471428571428588,CHARLES,KOWALSKI,1,14,53.86000000000002
3.865,KELLY,TORRES,0,8,30.92
3.8650000000000007,CAROLYN,PEREZ,1,16,61.84000000000001
3.865000000000001,ANDRE,RAPP,0,8,30.92000000000001
3.865000000000001,DANNY,ISOM,0,8,30.92000000000001
3.872352941176471,RYAN,SALISBURY,1,17,65.83000000000001
3.87888888888889,BERTHA,FERGUSON,0,9,34.91000000000001
3.8847368421052626,MELISSA,KING,1,19,73.80999999999999
3.8899999999999997,JEREMY,HURTADO,0,10,38.9
3.8899999999999997,JILL,HAWKINS,0,10,38.9
3.8900000000000006,JOANN,GARDNER,0,10,38.900000000000006
3.8900000000000015,CHRIS,BROTHERS,0,10,38.90000000000001
3.9066666666666667,SHIRLEY,ALLEN,0,12,46.88
3.9066666666666676,BILLY,POULIN,0,12,46.88000000000001
3.9066666666666676,OLGA,JIMENEZ,0,12,46.88000000000001
3.906666666666668,JOSE,ANDREW,0,12,46.88000000000002
3.9130769230769236,GERALD,FULTZ,1,13,50.870000000000005
3.913076923076924,JACK,FOUST,1,13,50.87000000000001
3.9130769230769245,JIMMY,SCHRADER,1,13,50.87000000000002
3.91857142857143,BARRY,LOVELACE,1,14,54.86000000000002
3.91857142857143,CURTIS,IRBY,1,14,54.86000000000002
3.91857142857143,VIOLA,HANSON,1,14,54.86000000000002
3.9233333333333333,GERTRUDE,CASTILLO,1,15,58.85
3.9233333333333342,AMY,LOPEZ,1,15,58.850000000000016
3.9233333333333342,JOY,GEORGE,1,15,58.850000000000016
3.9233333333333342,RODNEY,MOELLER,1,15,58.850000000000016
3.9233333333333347,MATTHEW,MAHAN,1,15,58.85000000000002
3.9275000000000015,STACEY,MONTGOMERY,1,16,62.840000000000025
3.931176470588236,MARIO,CHEATHAM,1,17,66.83000000000001
3.934444444444445,KATHY,JAMES,1,18,70.82000000000001
3.9899999999999998,ANDREA,HENDERSON,0,6,23.939999999999998
3.99,ANDREW,PURDY,1,13,51.870000000000005
3.99,BERNARD,COLBY,0,12,47.88
3.99,CASEY,MENA,1,18,71.82000000000001
3.99,CHARLOTTE,HUNTER,0,8,31.92
3.99,MELANIE,ARMSTRONG,0,8,31.92
3.99,TRACY,COLE,1,13,51.870000000000005
3.9900000000000007,CHRISTINE,ROBERTS,0,12,47.88000000000001
3.9900000000000007,CINDY,FISHER,0,11,43.89000000000001
3.9900000000000007,FRANCIS,SIKES,1,17,67.83000000000001
3.9900000000000007,KIRK,STCLAIR,0,6,23.940000000000005
3.9900000000000007,MICHELE,GRANT,1,14,55.86000000000001
3.9900000000000007,SUZANNE,NICHOLS,0,10,39.900000000000006
3.9900000000000007,VICTOR,BARKLEY,0,10,39.900000000000006
3.9900000000000007,YOLANDA,WEAVER,0,7,27.930000000000003
3.990000000000001,BILL,GAVIN,0,7,27.930000000000007
3.990000000000001,RON,DELUCA,1,13,51.87000000000001
3.9900000000000015,KELLY,KNOTT,0,11,43.890000000000015
4.037619047619048,CRYSTAL,FORD,1,21,84.78999999999999
4.0488235294117665,JULIA,FLORES,1,17,68.83000000000003
4.052500000000001,WADE,DELVALLE,1,16,64.84000000000002
4.061428571428572,SHAWN,HEATON,1,14,56.860000000000014
4.061428571428573,SETH,HANNON,1,14,56.86000000000002
4.066923076923078,WALTER,PERRYMAN,1,13,52.87000000000001
4.066923076923079,CARLA,GUTIERREZ,1,13,52.87000000000002
4.066923076923079,FRANK,WAGGONER,1,13,52.87000000000002
4.073333333333333,MINNIE,ROMERO,0,12,48.88
4.073333333333334,JULIE,SANCHEZ,0,12,48.88000000000001
4.080909090909092,BONNIE,HUGHES,0,11,44.89000000000001
4.080909090909092,GUY,BROWNLEE,0,11,44.890000000000015
4.080909090909092,JAMES,GANNON,0,11,44.89000000000001
4.080909090909092,PHILLIP,HOLM,0,11,44.89000000000001
4.09,VINCENT,RALSTON,0,10,40.9
4.090000000000001,STACY,CUNNINGHAM,0,10,40.900000000000006
4.090000000000002,DENNIS,GILMAN,0,10,40.90000000000001
4.101111111111111,ISAAC,OGLESBY,0,9,36.91
4.101111111111111,RUBEN,GEARY,0,9,36.91
4.101111111111112,CECIL,VINES,0,9,36.910000000000004
4.101111111111112,ELLA,OLIVER,1,18,73.82000000000001
4.101111111111112,WILLIAM,SATTERFIELD,0,9,36.910000000000004
4.101111111111113,VIVIAN,RUIZ,0,9,36.91000000000001
4.10764705882353,RALPH,MADRIGAL,1,17,69.83000000000001
4.115000000000001,CATHERINE,CAMPBELL,0,8,32.92000000000001
4.115000000000001,ETHEL,WEBB,1,16,65.84000000000002
4.115000000000001,MARJORIE,TUCKER,1,16,65.84000000000002
4.123333333333334,GRACE,ELLIS,1,15,61.850000000000016
4.123333333333334,TERRANCE,ROUSH,1,15,61.85000000000001
4.123333333333334,THELMA,MURRAY,1,15,61.85000000000001
4.123333333333335,NICHOLAS,BARFIELD,1,15,61.85000000000002
4.132857142857143,NORMA,GONZALES,0,7,28.93
4.1328571428571435,CONSTANCE,REID,1,14,57.860000000000014
4.1328571428571435,DEANNA,BYRD,0,7,28.930000000000007
4.1328571428571435,JUANITA,MASON,1,14,57.860000000000014
4.1328571428571435,LEWIS,LYMAN,0,7,28.930000000000003
4.1328571428571435,VIRGIL,WOFFORD,1,14,57.860000000000014
4.132857142857144,AUDREY,RAY,1,14,57.86000000000002
4.143846153846154,ERIK,GUILLEN,1,13,53.87000000000001
4.143846153846155,RACHEL,BARNES,1,13,53.87000000000002
4.156666666666666,ANITA,MORALES,0,6,24.939999999999998
4.156666666666666,BRIAN,WYMAN,0,6,24.939999999999998
4.156666666666667,JEFFREY,SPEAR,0,6,24.940000000000005
4.156666666666667,MONICA,HICKS,0,12,49.88000000000001
4.156666666666667,VIOLET,RODRIQUEZ,0,12,49.88000000000001
4.156666666666668,DIANA,ALEXANDER,0,12,49.88000000000002
4.156666666666668,LORRAINE,STEPHENS,0,12,49.88000000000002
4.166470588235294,REGINA,BERRY,1,17,70.83
4.171818181818182,ALEX,GRESHAM,0,11,45.89
4.171818181818183,BRANDY,GRAVES,0,11,45.89000000000001
4.171818181818183,DOROTHY,TAYLOR,0,11,45.89000000000001
4.171818181818183,MARGIE,WADE,0,11,45.89000000000001
4.171818181818183,WILLARD,LUMPKIN,0,11,45.89000000000001
4.19,CONNIE,WALLACE,0,10,41.900000000000006
4.19,HARVEY,GUAJARDO,0,10,41.900000000000006
4.19,KURT,EMMONS,0,10,41.900000000000006
4.19,NORA,HERRERA,0,5,20.950000000000003
4.19,TIMOTHY,BUNN,0,10,41.900000000000006
4.19,VICTORIA,GIBSON,0,10,41.900000000000006
4.190000000000001,ANGEL,BARCLAY,0,10,41.90000000000001
4.190000000000001,APRIL,BURNS,0,10,41.90000000000001
4.190000000000001,GERALDINE,PERKINS,0,10,41.90000000000001
4.190000000000001,JACKIE,LYNCH,1,15,62.85000000000002
4.204285714285715,RUSSELL,BRINSON,1,14,58.86000000000001
4.2042857142857155,TIM,CARY,1,14,58.860000000000014
4.212222222222222,ROSE,HOWARD,0,9,37.91
4.2122222222222225,BILLIE,HORTON,0,9,37.910000000000004
4.2122222222222225,BOB,PFEIFFER,0,9,37.910000000000004
4.2122222222222225,JANET,PHILLIPS,0,9,37.910000000000004
4.212222222222223,GLORIA,COOK,0,9,37.91000000000001
4.220769230769232,TODD,TAN,1,13,54.87000000000002
4.225294117647059,THEODORE,CULP,1,17,71.83
4.240000000000001,BETTY,WHITE,1,12,50.88000000000002
4.240000000000001,BRAD,MCCURDY,1,12,50.88000000000001
4.240000000000001,EDWARD,BAUGH,1,12,50.88000000000002
4.240000000000001,GARY,COY,1,12,50.88000000000001
4.240000000000001,MARY,SMITH,1,12,50.88000000000002
4.240000000000001,ROBERTA,HARPER,1,12,50.88000000000001
4.256666666666668,MORRIS,MCCARTER,1,15,63.850000000000016
4.262727272727274,ADAM,GOOCH,0,11,46.89000000000001
4.262727272727274,ANGELA,HERNANDEZ,0,11,46.89000000000001
4.262727272727274,ANNETTE,OLSON,0,11,46.89000000000001
4.262727272727274,DELORES,HANSEN,0,11,46.89000000000001
4.2627272727272745,SIDNEY,BURLESON,0,11,46.890000000000015
4.275714285714286,EVA,RAMOS,0,7,29.930000000000003
4.275714285714286,IAN,STILL,0,7,29.93
4.275714285714287,AUSTIN,CINTRON,0,7,29.930000000000007
4.275714285714287,JORDAN,ARCHULETA,1,14,59.860000000000014
4.275714285714287,PETER,MENARD,0,7,29.930000000000007
4.275714285714287,STANLEY,SCROGGINS,1,14,59.860000000000014
4.275714285714288,JOHN,FARNSWORTH,1,14,59.86000000000002
4.290000000000001,GAIL,KNIGHT,0,10,42.90000000000001
4.290000000000001,SHARON,ROBINSON,0,10,42.90000000000001
4.297692307692309,MAXINE,SILVA,1,13,55.87000000000001
4.2976923076923095,GABRIEL,HARDER,1,13,55.87000000000002
4.2976923076923095,LILLIE,KIM,1,13,55.87000000000002
4.302500000000001,LOUIS,LEONE,1,16,68.84000000000002
4.302500000000001,MAX,PITT,1,16,68.84000000000002
4.302500000000001,VIRGINIA,GREEN,1,16,68.84000000000002
4.323333333333333,GINA,WILLIAMSON,1,12,51.88
4.323333333333333,GWENDOLYN,MAY,1,12,51.88
4.323333333333334,ALICIA,MILLS,0,6,25.940000000000005
4.323333333333334,FERNANDO,CHURCHILL,1,12,51.88000000000001
4.323333333333334,GLENDA,FRAZIER,0,9,38.91000000000001
4.323333333333334,JEAN,BELL,0,9,38.910000000000004
4.323333333333334,JENNY,CASTRO,1,15,64.85000000000001
4.323333333333334,MARLENE,WELCH,1,12,51.88000000000001
4.323333333333334,RUBY,WASHINGTON,1,12,51.88000000000001
4.323333333333334,WALLACE,SLONE,0,9,38.91000000000001
4.323333333333335,AMBER,DIXON,1,12,51.88000000000002
4.323333333333335,HARRY,ARCE,1,12,51.88000000000002
4.323333333333335,JULIAN,VEST,1,15,64.85000000000002
4.323333333333335,TANYA,GILBERT,1,15,64.85000000000002
4.323333333333335,WILLIE,HOWELL,1,15,64.85000000000002
4.347142857142859,MITCHELL,WESTMORELAND,1,14,60.86000000000002
4.353636363636364,PATSY,DAVIDSON,0,11,47.89000000000001
4.353636363636364,VANESSA,SIMS,0,11,47.89000000000001
4.353636363636365,JUDY,GRAY,0,11,47.890000000000015
4.358421052631578,BRANDON,HUEY,1,19,82.80999999999999
4.374615384615386,LYNN,PAYNE,1,13,56.87000000000002
4.389999999999999,JESSE,SCHILLING,0,5,21.949999999999996
4.390000000000001,BARBARA,JONES,0,5,21.950000000000003
4.390000000000001,MIGUEL,BETANCOURT,0,10,43.900000000000006
4.3900000000000015,NICOLE,PETERSON,0,10,43.90000000000001
4.3900000000000015,RICKY,SHELBY,0,10,43.90000000000001
4.406666666666667,DAVID,ROYAL,1,12,52.88000000000001
4.406666666666667,TONI,HOLT,1,12,52.88000000000001
4.406666666666667,TROY,QUIGLEY,1,12,52.88000000000001
4.406666666666668,BETH,FRANKLIN,1,12,52.88000000000002
4.406666666666668,JOSHUA,MARK,1,12,52.88000000000002
4.406666666666668,LUIS,YANEZ,1,12,52.88000000000002
4.406666666666668,RONALD,WEINER,1,12,52.88000000000002
4.41857142857143,FLORENCE,WOODS,1,14,61.860000000000014
4.41857142857143,LEAH,CURTIS,0,7,30.930000000000007
4.4275,JENNIE,TERRY,1,16,70.84
4.4275,ROGER,QUINTANILLA,1,16,70.84
4.434444444444444,WILLIE,MARKHAM,0,9,39.91
4.434444444444445,DERRICK,BOURQUE,0,9,39.910000000000004
4.434444444444445,JEANETTE,GREENE,0,9,39.910000000000004
4.434444444444445,TYRONE,ASHER,0,9,39.910000000000004
4.444545454545455,JAVIER,ELROD,0,11,48.89000000000001
4.444545454545456,BRENDA,WRIGHT,0,11,48.890000000000015
4.444545454545456,MARK,RINEHART,0,11,48.890000000000015
4.451538461538463,HERMAN,DEVORE,1,13,57.87000000000001
4.451538461538463,JORGE,OLIVARES,1,13,57.87000000000002
4.489999999999999,SUE,PETERS,0,8,35.919999999999995
4.489999999999999,WESLEY,BULL,1,18,80.82
4.49,MYRTLE,FLEMING,0,10,44.900000000000006
4.49,RAMON,CHOATE,1,18,80.82000000000001
4.49,RITA,GRAHAM,0,10,44.900000000000006
4.49,SHERRY,MARSHALL,0,10,44.900000000000006
4.490000000000001,BENJAMIN,VARNEY,0,8,35.92000000000001
4.490000000000001,BRUCE,SCHWARZ,0,10,44.90000000000001
4.490000000000001,KRISTIN,JOHNSTON,0,8,35.92000000000001
4.490000000000001,NINA,SOTO,1,12,53.88000000000002
4.490000000000001,PEGGY,MYERS,1,12,53.88000000000002
4.490000000000001,RANDALL,NEUMANN,0,10,44.90000000000001
4.490000000000001,RICHARD,MCCRARY,0,10,44.90000000000001
4.519411764705883,VELMA,LUCAS,1,17,76.83000000000001
4.523333333333334,MICHAEL,SILVERMAN,1,15,67.85000000000001
4.523333333333334,PRISCILLA,LOWE,1,15,67.85000000000001
4.5284615384615385,ALFRED,CASILLAS,1,13,58.870000000000005
4.528461538461539,JESSIE,MILAM,1,13,58.87000000000001
4.535454545454546,ADRIAN,CLARY,0,11,49.89000000000001
4.535454545454547,DALE,RATCLIFF,0,11,49.890000000000015
4.535454545454547,HERBERT,KRUGER,0,11,49.890000000000015
4.545555555555556,EDDIE,TOMLIN,0,9,40.910000000000004
4.545555555555556,HELEN,HARRIS,0,9,40.910000000000004
4.545555555555556,LILLIAN,GRIFFIN,0,9,40.910000000000004
4.5525,COURTNEY,DAY,1,16,72.84
4.5614285714285705,JESSIE,BANKS,0,7,31.929999999999993
4.561428571428571,LAURA,RODRIGUEZ,0,7,31.93
4.561428571428572,ALMA,AUSTIN,1,14,63.860000000000014
4.561428571428572,HEATHER,MORRIS,0,7,31.930000000000007
4.568947368421052,KARL,SEAL,1,19,86.81
4.568947368421052,TERRENCE,GUNDERSON,1,19,86.80999999999999
4.573333333333335,RAMONA,HALE,1,12,54.88000000000002
4.580909090909089,ELEANOR,HUNT,1,22,100.77999999999997
4.590000000000001,AARON,SELBY,0,5,22.950000000000003
4.590000000000001,GLADYS,HAMILTON,1,15,68.85000000000001
4.590000000000001,JEFF,EAST,0,10,45.900000000000006
4.590000000000001,NAOMI,JENNINGS,0,10,45.900000000000006
4.590000000000001,SHANNON,FREEMAN,0,10,45.900000000000006
4.615000000000001,OSCAR,AQUINO,0,8,36.92000000000001
4.626363636363636,CLIFFORD,BOWENS,1,11,50.89
4.626363636363637,ALAN,KAHN,1,11,50.89000000000001
4.626363636363638,ROSA,REYNOLDS,1,11,50.890000000000015
4.626363636363638,SHANE,MILLARD,1,11,50.890000000000015
4.6328571428571435,ASHLEY,RICHARDSON,1,14,64.86000000000001
4.6328571428571435,JAMIE,WAUGH,1,14,64.86000000000001
4.6328571428571435,SAM,MCDUFFIE,1,14,64.86000000000001
4.637058823529411,STEPHEN,QUALLS,1,17,78.82999999999998
4.656666666666667,KATIE,ELLIOTT,0,6,27.940000000000005
4.656666666666667,MARIAN,MENDOZA,0,6,27.940000000000005
4.656666666666667,NELSON,CHRISTENSON,0,9,41.910000000000004
4.656666666666667,RANDY,GAITHER,1,15,69.85000000000001
4.656666666666667,THOMAS,GRIGSBY,0,6,27.940000000000005
4.656666666666668,JUNE,CARROLL,1,12,55.88000000000002
4.656666666666668,MATHEW,BOLIN,1,12,55.88000000000002
4.656666666666668,MAUREEN,LITTLE,0,9,41.91000000000001
4.656666666666668,RAUL,FORTIER,0,9,41.91000000000001
4.656666666666668,ROY,WHITING,1,15,69.85000000000002
4.656666666666668,STEVEN,CURLEY,1,12,55.88000000000002
4.677499999999999,WARREN,SHERROD,1,16,74.83999999999999
4.6775,MISTY,LAMBERT,1,16,74.84
4.682307692307694,DUANE,TUBBS,1,13,60.87000000000001
4.682307692307694,JANICE,WARD,1,13,60.87000000000001
4.682307692307694,PHILIP,CAUSEY,1,13,60.87000000000002
4.682307692307694,SARAH,LEWIS,1,13,60.87000000000001
4.682307692307694,TERRI,VASQUEZ,1,13,60.87000000000002
4.6899999999999995,LESLIE,SEWARD,0,10,46.9
4.69,CALVIN,MARTEL,0,10,46.900000000000006
4.690000000000001,BEN,EASTER,0,10,46.90000000000001
4.690000000000001,BEVERLY,BROOKS,0,10,46.90000000000001
