average_payment_amount,customer_id,first_name,last_name,payment_count,suspicious_activity_flag,total_payment_amount
3.1900000000000004,382,VICTOR,BARKLEY,5,0,15.950000000000001
3.1900000000000004,534,CHRISTIAN,JUNG,5,0,15.950000000000001
3.1900000000000004,574,JULIAN,VEST,5,0,15.950000000000001
3.2122222222222216,329,FRANK,WAGGONER,9,0,28.909999999999997
3.24,153,SUZANNE,NICHOLS,4,0,12.96
3.24,227,COLLEEN,BURTON,4,0,12.96
3.24,275,CAROLE,BARNETT,4,0,12.96
3.24,30,MELISSA,KING,4,0,12.96
3.24,359,WILLIE,MARKHAM,4,0,12.96
3.24,361,LAWRENCE,LAWTON,4,0,12.96
3.24,42,CAROLYN,PEREZ,4,0,12.96
3.24,476,DERRICK,BOURQUE,4,0,12.96
3.24,493,BRENT,HARKINS,4,0,12.96
3.24,546,KELLY,KNOTT,4,0,12.96
3.24,559,EVERETT,BANDA,4,0,12.96
3.24,74,DENISE,KELLY,4,0,12.96
3.24,91,LOIS,BUTLER,4,0,12.96
3.2400000000000007,336,JOSHUA,MARK,8,0,25.920000000000005
3.2627272727272736,31,BRENDA,WRIGHT,11,1,35.89000000000001
3.275714285714286,450,JAY,ROBB,7,0,22.93
3.275714285714286,451,JIM,REA,7,0,22.93
3.275714285714286,452,TOM,MILNER,7,0,22.93
3.323333333333333,498,GENE,SANBORN,6,0,19.939999999999998
3.3233333333333337,129,CARRIE,PORTER,6,0,19.94
3.3233333333333337,132,ESTHER,CRAWFORD,6,0,19.94
3.3233333333333337,138,HAZEL,WARREN,3,0,9.97
3.3233333333333337,15,HELEN,HARRIS,3,0,9.97
3.3233333333333337,280,TRACEY,BARRETT,3,0,9.97
3.3233333333333337,344,HENRY,BILLINGSLEY,3,0,9.97
3.3233333333333337,351,JACK,FOUST,3,0,9.97
3.3233333333333337,470,GORDON,ALLARD,3,0,9.97
3.3233333333333337,502,BRETT,CORNWELL,3,0,9.97
3.3233333333333337,524,JARED,ELY,3,0,9.97
3.3233333333333337,539,MATHEW,BOLIN,3,0,9.97
3.3233333333333337,85,ANNE,POWELL,6,0,19.94
3.3650000000000007,268,NINA,SOTO,8,0,26.920000000000005
3.3900000000000006,143,LESLIE,GORDON,5,0,16.950000000000003
3.3900000000000006,173,AUDREY,RAY,5,0,16.950000000000003
3.3900000000000006,23,SARAH,LEWIS,5,0,16.950000000000003
3.3900000000000006,279,DIANNE,SHELTON,5,0,16.950000000000003
3.3900000000000006,381,BOBBY,BOUDREAU,5,0,16.950000000000003
3.3900000000000006,386,TODD,TAN,5,0,16.950000000000003
3.418571428571428,371,BILLY,POULIN,7,0,23.929999999999996
3.4185714285714286,187,BRITTANY,RILEY,7,0,23.93
3.434444444444445,457,BILL,GAVIN,9,0,30.910000000000004
3.4899999999999998,230,JOY,GEORGE,6,0,20.939999999999998
3.49,133,PAULINE,HENRY,4,0,13.96
3.49,161,GERALDINE,PERKINS,2,0,6.98
3.49,165,LORRAINE,STEPHENS,2,0,6.98
3.49,166,LYNN,PAYNE,4,0,13.96
3.49,182,RENEE,LANE,4,0,13.96
3.49,188,MELANIE,ARMSTRONG,4,0,13.96
3.49,228,ALLISON,STANLEY,4,0,13.96
3.49,233,LILLIE,KIM,4,0,13.96
3.49,264,GWENDOLYN,MAY,4,0,13.96
3.49,282,JENNY,CASTRO,4,0,13.96
3.49,314,GEORGE,LINTON,2,0,6.98
3.49,321,KEVIN,SCHULER,2,0,6.98
3.49,380,RUSSELL,BRINSON,8,0,27.92
3.49,446,THEODORE,CULP,6,0,20.94
3.49,447,CLIFFORD,BOWENS,4,0,13.96
3.49,458,LLOYD,DOWD,2,0,6.98
3.49,473,JORGE,OLIVARES,4,0,13.96
3.49,481,HERMAN,DEVORE,4,0,13.96
3.49,518,GABRIEL,HARDER,2,0,6.98
3.49,52,JULIE,SANCHEZ,4,0,13.96
3.49,56,GLORIA,COOK,4,0,13.96
3.49,560,JORDAN,ARCHULETA,2,0,6.98
3.49,585,PERRY,SWAFFORD,4,0,13.96
3.49,67,KELLY,TORRES,4,0,13.96
3.4900000000000007,116,VICTORIA,GIBSON,6,0,20.940000000000005
3.5614285714285714,107,FLORENCE,WOODS,7,0,24.93
3.5614285714285714,62,JOAN,COOPER,7,0,24.93
3.5614285714285714,86,JACQUELINE,LONG,7,0,24.93
3.59,365,BRUCE,SCHWARZ,5,0,17.95
3.59,45,JANET,PHILLIPS,5,0,17.95
3.59,568,ALBERTO,HENNING,5,0,17.95
3.5900000000000007,283,FELICIA,SUTTON,5,0,17.950000000000003
3.6566666666666663,295,DAISY,BATES,9,0,32.91
3.6566666666666663,319,RONALD,WEINER,6,0,21.939999999999998
3.6566666666666667,115,WENDY,HARRISON,3,0,10.97
3.6566666666666667,118,KIM,CRUZ,3,0,10.97
3.6566666666666667,130,CHARLOTTE,HUNTER,6,0,21.94
3.6566666666666667,160,ERIN,DUNN,3,0,10.97
3.6566666666666667,214,KRISTIN,JOHNSTON,3,0,10.97
3.6566666666666667,238,NELLIE,GARRETT,3,0,10.97
3.6566666666666667,317,EDWARD,BAUGH,3,0,10.97
3.6566666666666667,334,RAYMOND,MCWHORTER,3,0,10.97
3.6566666666666667,37,PAMELA,BAKER,3,0,10.97
3.6566666666666667,408,MANUEL,MURRELL,3,0,10.97
3.6566666666666667,536,FERNANDO,CHURCHILL,3,0,10.97
3.6566666666666667,575,ISAAC,OGLESBY,3,0,10.97
3.6566666666666667,59,CHERYL,MURPHY,3,0,10.97
3.704285714285714,146,JAMIE,RICE,7,0,25.93
3.704285714285714,456,RONNIE,RICKETTS,7,0,25.93
3.704285714285714,459,TOMMY,COLLAZO,7,0,25.93
3.7042857142857146,122,THELMA,MURRAY,7,0,25.930000000000003
3.74,139,AMBER,DIXON,4,0,14.96
3.74,183,IDA,ANDREWS,4,0,14.96
3.74,20,SHARON,ROBINSON,4,0,14.96
3.74,205,EILEEN,CARR,4,0,14.96
3.74,212,WILMA,RICHARDS,4,0,14.96
3.74,229,TAMARA,NGUYEN,4,0,14.96
3.74,292,MISTY,LAMBERT,4,0,14.96
3.74,318,BRIAN,WYMAN,4,0,14.96
3.74,333,ANDREW,PURDY,4,0,14.96
3.74,422,MELVIN,ELLINGTON,4,0,14.96
3.74,499,MARC,OUTLAW,4,0,14.96
3.7677777777777783,561,IAN,STILL,9,0,33.910000000000004
3.79,427,JESUS,MCCARTNEY,5,0,18.95
3.7900000000000005,540,TYRONE,ASHER,5,0,18.950000000000003
3.7900000000000005,55,DORIS,REED,5,0,18.950000000000003
3.823333333333333,410,CURTIS,IRBY,6,0,22.939999999999998
3.823333333333333,516,ELMER,NOE,6,0,22.939999999999998
3.823333333333334,111,CARMEN,OWENS,6,0,22.940000000000005
3.823333333333334,144,CLARA,SHAW,6,0,22.940000000000005
3.823333333333334,307,JOSEPH,JOY,6,0,22.940000000000005
3.847142857142857,406,NATHAN,RUNYON,7,0,26.93
3.865,27,SHIRLEY,ALLEN,8,0,30.92
3.9899999999999993,426,BRADLEY,MOTLEY,5,0,19.949999999999996
3.9899999999999998,261,DEANNA,BYRD,6,0,23.939999999999998
3.9899999999999998,594,EDUARDO,HIATT,6,0,23.939999999999998
3.99,105,DAWN,SULLIVAN,3,0,11.97
3.99,112,ROSA,REYNOLDS,4,0,15.96
3.99,127,ELAINE,STEVENS,3,0,11.97
3.99,140,EVA,RAMOS,4,0,15.96
3.99,150,DANIELLE,DANIELS,2,0,7.98
3.99,169,ERICA,MATTHEWS,2,0,7.98
3.99,192,LAURIE,LAWRENCE,1,0,3.99
3.99,196,ALMA,AUSTIN,8,0,31.92
3.99,206,TERRI,VASQUEZ,3,0,11.97
3.99,207,GERTRUDE,CASTILLO,1,0,3.99
3.99,226,MAUREEN,LITTLE,2,0,7.98
3.99,252,MATTIE,HOFFMAN,3,0,11.97
3.99,255,IRMA,PEARSON,4,0,15.96
3.99,306,CHARLES,KOWALSKI,2,0,7.98
3.99,32,AMY,LOPEZ,4,0,15.96
3.99,326,JOSE,ANDREW,4,0,15.96
3.99,34,REBECCA,SCOTT,3,0,11.97
3.99,346,ARTHUR,SIMPKINS,3,0,11.97
3.99,354,JUSTIN,NGO,4,0,15.96
3.99,372,STEVE,MACKENZIE,3,0,11.97
3.99,397,JIMMY,SCHRADER,2,0,7.98
3.99,400,BRYAN,HARDISON,3,0,11.97
3.99,404,STANLEY,SCROGGINS,4,0,15.96
3.99,415,GLENN,PULLEN,2,0,7.98
3.99,417,TRAVIS,ESTEP,1,0,3.99
3.99,437,RANDALL,NEUMANN,3,0,11.97
3.99,44,MARIE,TURNER,4,0,15.96
3.99,463,DARRELL,POWER,4,0,15.96
3.99,464,JEROME,KENYON,2,0,7.98
3.99,468,TIM,CARY,6,0,23.94
3.99,487,HECTOR,POINDEXTER,1,0,3.99
3.99,490,SAM,MCDUFFIE,1,0,3.99
3.99,509,RAUL,FORTIER,2,0,7.98
3.99,528,CLAUDE,HERZOG,2,0,7.98
3.99,557,FELIX,GAFFNEY,3,0,11.97
3.99,567,ALFREDO,MCADAMS,2,0,7.98
3.99,581,VIRGIL,WOFFORD,3,0,11.97
3.99,582,ANDY,VANHORN,3,0,11.97
3.99,587,SERGIO,STANFIELD,4,0,15.96
3.99,595,TERRENCE,GUNDERSON,2,0,7.98
3.99,69,JUDY,GRAY,2,0,7.98
3.99,79,RACHEL,BARNES,2,0,7.98
3.99,99,EMILY,DIAZ,2,0,7.98
3.9900000000000007,190,YOLANDA,WEAVER,5,0,19.950000000000003
3.9900000000000007,194,KRISTEN,CHAVEZ,5,0,19.950000000000003
3.9900000000000007,215,JESSIE,BANKS,6,0,23.940000000000005
3.9900000000000007,249,DORA,MEDINA,5,0,19.950000000000003
3.9900000000000007,308,THOMAS,GRIGSBY,5,0,19.950000000000003
3.9900000000000007,364,BENJAMIN,VARNEY,5,0,19.950000000000003
3.9900000000000007,393,PHILIP,CAUSEY,5,0,19.950000000000003
3.9900000000000007,439,ALEXANDER,FENNELL,6,0,23.940000000000005
3.9900000000000007,479,ZACHARY,HITE,6,0,23.940000000000005
3.9900000000000007,5,ELIZABETH,BROWN,5,0,19.950000000000003
3.9900000000000007,94,NORMA,GONZALES,5,0,19.950000000000003
3.990000000000001,197,SUE,PETERS,8,0,31.92000000000001
3.990000000000001,213,GINA,WILLIAMSON,9,0,35.91000000000001
4.1328571428571435,277,OLGA,JIMENEZ,7,0,28.930000000000007
4.1328571428571435,434,EDDIE,TOMLIN,7,0,28.930000000000007
4.156666666666665,472,GREG,ROBINS,6,0,24.939999999999994
4.1899999999999995,57,EVELYN,MORGAN,5,0,20.95
4.1899999999999995,82,KATHRYN,COLEMAN,5,0,20.95
4.19,352,ALBERT,CROUSE,5,0,20.950000000000003
4.19,471,DEAN,SAUER,5,0,20.950000000000003
4.24,147,JOANNE,ROBERTSON,4,0,16.96
4.24,156,BERTHA,FERGUSON,4,0,16.96
4.24,174,YVONNE,WATKINS,4,0,16.96
4.24,357,KEITH,RICO,4,0,16.96
4.24,40,AMANDA,CARTER,4,0,16.96
4.24,486,GLEN,TALBERT,4,0,16.96
4.24,510,BEN,EASTER,8,0,33.92
4.24,522,ARNOLD,HAVENS,4,0,16.96
4.24,544,CODY,NOLEN,4,0,16.96
4.24,566,CASEY,MENA,4,0,16.96
4.275714285714287,66,JANICE,WARD,7,0,29.930000000000007
4.323333333333333,243,LYDIA,BURKE,3,0,12.97
4.323333333333333,258,MYRTLE,FLEMING,3,0,12.97
4.323333333333333,276,BRANDY,GRAVES,3,0,12.97
4.323333333333333,311,PAUL,TROUT,3,0,12.97
4.323333333333333,325,TIMOTHY,BUNN,3,0,12.97
4.323333333333333,331,ERIC,ROBERT,3,0,12.97
4.323333333333333,348,ROGER,QUINTANILLA,3,0,12.97
4.323333333333333,402,LUIS,YANEZ,3,0,12.97
4.323333333333333,421,LEE,HAWKS,3,0,12.97
4.323333333333333,424,KYLE,SPURLOCK,3,0,12.97
4.323333333333333,513,DUANE,TUBBS,3,0,12.97
4.323333333333333,515,ANDRE,RAPP,6,0,25.939999999999998
4.323333333333333,520,MITCHELL,WESTMORELAND,3,0,12.97
4.323333333333333,572,SIDNEY,BURLESON,3,0,12.97
4.323333333333333,579,DARYL,LARUE,3,0,12.97
4.323333333333333,81,ANDREA,HENDERSON,3,0,12.97
4.323333333333334,186,HOLLY,FOX,6,0,25.940000000000005
4.323333333333334,267,MARGIE,WADE,9,0,38.91000000000001
4.323333333333334,444,MARCUS,HIDALGO,6,0,25.940000000000005
4.323333333333334,98,LILLIAN,GRIFFIN,6,0,25.940000000000005
4.365,260,CHRISTY,VARGAS,8,0,34.92
4.389999999999999,273,PRISCILLA,LOWE,5,0,21.949999999999996
4.39,328,JEFFREY,SPEAR,5,0,21.95
4.39,77,JANE,BENNETT,5,0,21.95
4.390000000000001,330,SCOTT,SHELLEY,5,0,21.950000000000003
4.390000000000001,543,LANCE,PEMBERTON,5,0,21.950000000000003
4.418571428571429,343,DOUGLAS,GRAF,7,0,30.930000000000003
4.41857142857143,256,MABEL,HOLLAND,7,0,30.930000000000007
4.489999999999999,465,FLOYD,GANDY,4,0,17.959999999999997
4.49,12,NANCY,THOMAS,6,0,26.94
4.49,128,MARJORIE,TUCKER,2,0,8.98
4.49,134,EMMA,BOYD,4,0,17.96
4.49,392,SEAN,DOUGLASS,4,0,17.96
4.49,399,DANNY,ISOM,2,0,8.98
4.49,489,RICARDO,MEADOR,4,0,17.96
4.49,504,NATHANIEL,ADAM,2,0,8.98
4.49,532,NEIL,RENNER,2,0,8.98
4.49,551,CLAYTON,BARBEE,2,0,8.98
4.49,562,WALLACE,SLONE,4,0,17.96
4.490000000000001,340,PATRICK,NEWSOM,8,0,35.92000000000001
4.490000000000001,39,DEBRA,NELSON,6,0,26.940000000000005
4.490000000000001,405,LEONARD,SCHOFIELD,6,0,26.940000000000005
4.561428571428571,1,MARY,SMITH,7,0,31.93
4.561428571428571,299,JAMES,GANNON,7,0,31.93
4.561428571428572,200,JEANNE,LAWSON,7,0,31.930000000000007
4.561428571428572,491,RICK,MATTOX,7,0,31.930000000000007
4.59,517,BRAD,MCCURDY,5,0,22.95
4.590000000000001,148,ELEANOR,HUNT,5,0,22.950000000000003
4.590000000000001,363,ROY,WHITING,5,0,22.950000000000003
4.615000000000001,234,CLAUDIA,FULLER,8,0,36.92000000000001
4.656666666666667,113,CINDY,FISHER,6,0,27.940000000000005
4.656666666666667,269,CASSANDRA,WALTERS,3,0,13.97
4.656666666666667,310,DANIEL,CABRAL,6,0,27.940000000000005
4.656666666666667,375,AARON,SELBY,3,0,13.97
4.656666666666667,383,MARTIN,BALES,6,0,27.940000000000005
4.656666666666667,389,ALAN,KAHN,3,0,13.97
4.656666666666667,396,EARL,SHANKS,3,0,13.97
4.656666666666667,432,EDWIN,BURK,3,0,13.97
4.656666666666667,577,CLIFTON,MALCOLM,3,0,13.97
4.656666666666667,71,KATHY,JAMES,3,0,13.97
4.656666666666667,8,SUSAN,WILSON,3,0,13.97
4.656666666666667,88,BONNIE,HUGHES,3,0,13.97
4.656666666666668,526,KARL,SEAL,9,0,41.91000000000001
4.7042857142857155,149,VALERIE,BLACK,7,0,32.93000000000001
4.7042857142857155,171,DOLORES,WAGNER,7,0,32.93000000000001
4.7042857142857155,46,CATHERINE,CAMPBELL,7,0,32.93000000000001
4.7042857142857155,570,IVAN,CROMWELL,7,0,32.93000000000001
4.739999999999999,305,RICHARD,MCCRARY,4,0,18.959999999999997
4.74,100,ROBIN,HAYES,4,0,18.96
4.74,203,TARA,RYAN,4,0,18.96
4.74,298,ERIKA,PENA,4,0,18.96
4.74,360,RALPH,MADRIGAL,4,0,18.96
4.74,442,LEROY,BUSTAMANTE,4,0,18.96
4.74,484,ROBERTO,VU,4,0,18.96
4.74,538,TED,BREAUX,4,0,18.96
4.740000000000001,236,MARCIA,DEAN,8,0,37.92000000000001
4.790000000000001,221,BESSIE,MORRISON,5,0,23.950000000000003
4.790000000000001,239,MINNIE,ROMERO,5,0,23.950000000000003
4.790000000000001,297,SHERRI,RHODES,5,0,23.950000000000003
4.790000000000001,320,ANTHONY,SCHWAB,5,0,23.950000000000003
4.790000000000001,49,JOYCE,EDWARDS,5,0,23.950000000000003
4.847142857142858,576,MORRIS,MCCARTER,7,0,33.93000000000001
4.99,106,CONNIE,WALLACE,2,0,9.98
4.99,108,TRACY,COLE,5,0,24.950000000000003
4.99,114,GRACE,ELLIS,4,0,19.96
4.99,125,ETHEL,WEBB,4,0,19.96
4.99,13,KAREN,JACKSON,4,0,19.96
4.99,137,RHONDA,KENNEDY,4,0,19.96
4.99,14,BETTY,WHITE,1,0,4.99
4.99,152,ALICIA,MILLS,1,0,4.99
4.99,163,CATHY,SPENCER,6,0,29.94
4.99,168,REGINA,BERRY,1,0,4.99
4.99,170,BEATRICE,ARNOLD,2,0,9.98
4.99,181,ANA,BRADLEY,4,0,19.96
4.99,185,ROBERTA,HARPER,3,0,14.97
4.99,209,TONYA,CHAPMAN,4,0,19.96
4.99,217,AGNES,BISHOP,3,0,14.97
4.99,232,CONSTANCE,REID,2,0,9.98
4.99,24,KIMBERLY,LEE,5,0,24.950000000000003
4.99,240,MARLENE,WELCH,3,0,14.97
4.99,250,JO,FOWLER,1,0,4.99
4.99,335,GREGORY,MAULDIN,1,0,4.99
4.99,338,DENNIS,GILMAN,7,0,34.93
4.99,342,HAROLD,MARTINO,3,0,14.97
4.99,349,JOE,GILLILAND,4,0,19.96
4.99,373,LOUIS,LEONE,2,0,9.98
4.99,394,CHRIS,BROTHERS,1,0,4.99
4.99,429,FREDERICK,ISBELL,4,0,19.96
4.99,43,CHRISTINE,ROBERTS,1,0,4.99
4.99,441,MARIO,CHEATHAM,2,0,9.98
4.99,448,MIGUEL,BETANCOURT,5,0,24.950000000000003
4.99,483,VERNON,CHAPA,3,0,14.97
4.99,488,SHANE,MILLARD,2,0,9.98
4.99,495,CHARLIE,BESS,4,0,19.96
4.99,507,EDGAR,RHOADS,3,0,14.97
4.99,508,MILTON,HOWLAND,1,0,4.99
4.99,512,CECIL,VINES,3,0,14.97
4.99,535,JAVIER,ELROD,2,0,9.98
4.99,54,TERESA,ROGERS,4,0,19.96
4.99,541,DARREN,WINDHAM,2,0,9.98
4.99,578,WILLARD,LUMPKIN,3,0,14.97
4.99,583,MARSHALL,THORN,6,0,29.94
4.99,588,MARION,OCAMPO,5,0,24.950000000000003
4.99,592,TERRANCE,ROUSH,5,0,24.950000000000003
4.99,60,MILDRED,BAILEY,2,0,9.98
4.99,70,CHRISTINA,RAMIREZ,1,0,4.99
4.99,72,THERESA,WATSON,1,0,4.99
4.99,92,TINA,SIMMONS,3,0,14.97
4.990000000000001,120,SYLVIA,ORTIZ,6,0,29.940000000000005
4.990000000000001,242,GLENDA,FRAZIER,6,0,29.940000000000005
4.990000000000001,253,TERRY,CARLSON,6,0,29.940000000000005
4.990000000000001,384,ERNEST,STEPP,7,0,34.93000000000001
5.132857142857143,293,MAE,FLETCHER,7,0,35.93
5.132857142857143,316,STEVEN,CURLEY,7,0,35.93
5.1328571428571435,431,JOEL,FRANCISCO,7,0,35.93000000000001
5.156666666666667,327,LARRY,THRASHER,6,0,30.940000000000005
5.156666666666667,368,HARRY,ARCE,6,0,30.940000000000005
5.1899999999999995,16,SANDRA,MARTIN,5,0,25.95
5.1899999999999995,290,KRISTINA,CHAMBERS,5,0,25.949999999999996
5.19,109,EDNA,WEST,5,0,25.950000000000003
5.19,201,VICKI,FIELDS,5,0,25.950000000000003
5.19,339,WALTER,PERRYMAN,5,0,25.950000000000003
5.19,390,SHAWN,HEATON,5,0,25.950000000000003
5.19,500,REGINALD,KINDER,5,0,25.950000000000003
5.19,556,ARMANDO,GRUBER,5,0,25.950000000000003
