customer_id,first_name,last_name,active_status,payment_count,total_amount,avg_payment,large_payment_count
478,LEWIS,LYMAN,1,6,31.940000000000005,5.323333333333334,2
200,JEANNE,LAWSON,1,7,31.930000000000007,4.561428571428572,1
491,RICK,MATTOX,1,7,31.930000000000007,4.561428571428572,0
1,MARY,SMITH,1,7,31.93,4.561428571428571,2
299,JAMES,GANNON,1,7,31.93,4.561428571428571,2
197,SUE,PETERS,1,8,31.92000000000001,3.990000000000001,1
196,ALMA,AUSTIN,1,8,31.92,3.99,2
589,TRACY,HERRMANN,1,5,30.950000000000003,6.19,2
590,SETH,HANNON,1,5,30.950000000000003,6.19,3
89,JULIA,FLORES,1,5,30.949999999999996,6.1899999999999995,3
327,LARRY,THRASHER,1,6,30.940000000000005,5.156666666666667,2
368,HARRY,ARCE,0,6,30.940000000000005,5.156666666666667,1
256,MABEL,HOLLAND,1,7,30.930000000000007,4.41857142857143,1
343,DOUGLAS,GRAF,1,7,30.930000000000003,4.418571428571429,3
27,SHIRLEY,ALLEN,1,8,30.92,3.865,0
457,BILL,GAVIN,1,9,30.910000000000004,3.434444444444445,1
75,TAMMY,SANDERS,1,5,29.950000000000003,5.99,2
120,SYLVIA,ORTIZ,1,6,29.940000000000005,4.990000000000001,1
242,GLENDA,FRAZIER,1,6,29.940000000000005,4.990000000000001,0
253,TERRY,CARLSON,1,6,29.940000000000005,4.990000000000001,2
163,CATHY,SPENCER,1,6,29.94,4.99,3
583,MARSHALL,THORN,1,6,29.94,4.99,2
66,JANICE,WARD,1,7,29.930000000000007,4.275714285714287,1
466,LEO,EBERT,1,5,28.950000000000003,5.790000000000001,2
277,OLGA,JIMENEZ,1,7,28.930000000000007,4.1328571428571435,1
434,EDDIE,TOMLIN,1,7,28.930000000000007,4.1328571428571435,2
329,FRANK,WAGGONER,1,9,28.909999999999997,3.2122222222222216,2
155,GAIL,KNIGHT,1,5,27.950000000000003,5.590000000000001,2
423,ALFRED,CASILLAS,1,5,27.950000000000003,5.590000000000001,3
506,LESLIE,SEWARD,1,5,27.950000000000003,5.590000000000001,3
558,JIMMIE,EGGLESTON,0,5,27.950000000000003,5.590000000000001,1
113,CINDY,FISHER,1,6,27.940000000000005,4.656666666666667,2
310,DANIEL,CABRAL,1,6,27.940000000000005,4.656666666666667,2
383,MARTIN,BALES,1,6,27.940000000000005,4.656666666666667,2
380,RUSSELL,BRINSON,1,8,27.92,3.49,0
388,CRAIG,MORRELL,1,5,26.950000000000003,5.390000000000001,3
39,DEBRA,NELSON,1,6,26.940000000000005,4.490000000000001,1
405,LEONARD,SCHOFIELD,1,6,26.940000000000005,4.490000000000001,2
12,NANCY,THOMAS,1,6,26.94,4.49,3
406,NATHAN,RUNYON,0,7,26.93,3.847142857142857,1
268,NINA,SOTO,1,8,26.920000000000005,3.3650000000000007,0
68,NICOLE,PETERSON,1,5,25.950000000000003,5.19,2
87,WANDA,PATTERSON,1,5,25.950000000000003,5.19,1
109,EDNA,WEST,1,5,25.950000000000003,5.19,3
201,VICKI,FIELDS,1,5,25.950000000000003,5.19,2
339,WALTER,PERRYMAN,1,5,25.950000000000003,5.19,1
390,SHAWN,HEATON,1,5,25.950000000000003,5.19,3
500,REGINALD,KINDER,1,5,25.950000000000003,5.19,3
556,ARMANDO,GRUBER,1,5,25.950000000000003,5.19,3
16,SANDRA,MARTIN,0,5,25.95,5.1899999999999995,3
290,KRISTINA,CHAMBERS,1,5,25.949999999999996,5.1899999999999995,2
98,LILLIAN,GRIFFIN,1,6,25.940000000000005,4.323333333333334,1
186,HOLLY,FOX,1,6,25.940000000000005,4.323333333333334,0
444,MARCUS,HIDALGO,1,6,25.940000000000005,4.323333333333334,2
515,ANDRE,RAPP,1,6,25.939999999999998,4.323333333333333,1
122,THELMA,MURRAY,1,7,25.930000000000003,3.7042857142857146,1
146,JAMIE,RICE,1,7,25.93,3.704285714285714,1
456,RONNIE,RICKETTS,1,7,25.93,3.704285714285714,2
459,TOMMY,COLLAZO,1,7,25.93,3.704285714285714,1
336,JOSHUA,MARK,1,8,25.920000000000005,3.2400000000000007,0
24,KIMBERLY,LEE,1,5,24.950000000000003,4.99,2
108,TRACY,COLE,1,5,24.950000000000003,4.99,1
448,MIGUEL,BETANCOURT,1,5,24.950000000000003,4.99,3
588,MARION,OCAMPO,1,5,24.950000000000003,4.99,2
592,TERRANCE,ROUSH,0,5,24.950000000000003,4.99,3
472,GREG,ROBINS,1,6,24.939999999999994,4.156666666666665,2
62,JOAN,COOPER,1,7,24.93,3.5614285714285714,2
86,JACQUELINE,LONG,1,7,24.93,3.5614285714285714,0
107,FLORENCE,WOODS,1,7,24.93,3.5614285714285714,1
49,JOYCE,EDWARDS,1,5,23.950000000000003,4.790000000000001,2
221,BESSIE,MORRISON,1,5,23.950000000000003,4.790000000000001,2
239,MINNIE,ROMERO,1,5,23.950000000000003,4.790000000000001,1
297,SHERRI,RHODES,1,5,23.950000000000003,4.790000000000001,1
320,ANTHONY,SCHWAB,1,5,23.950000000000003,4.790000000000001,1
215,JESSIE,BANKS,1,6,23.940000000000005,3.9900000000000007,0
439,ALEXANDER,FENNELL,1,6,23.940000000000005,3.9900000000000007,1
479,ZACHARY,HITE,1,6,23.940000000000005,3.9900000000000007,1
468,TIM,CARY,1,6,23.94,3.99,1
261,DEANNA,BYRD,1,6,23.939999999999998,3.9899999999999998,2
594,EDUARDO,HIATT,1,6,23.939999999999998,3.9899999999999998,2
187,BRITTANY,RILEY,1,7,23.93,3.4185714285714286,2
371,BILLY,POULIN,1,7,23.929999999999996,3.418571428571428,2
148,ELEANOR,HUNT,1,5,22.950000000000003,4.590000000000001,2
363,ROY,WHITING,1,5,22.950000000000003,4.590000000000001,0
517,BRAD,MCCURDY,1,5,22.95,4.59,1
111,CARMEN,OWENS,1,6,22.940000000000005,3.823333333333334,1
144,CLARA,SHAW,1,6,22.940000000000005,3.823333333333334,1
307,JOSEPH,JOY,1,6,22.940000000000005,3.823333333333334,1
410,CURTIS,IRBY,1,6,22.939999999999998,3.823333333333333,1
516,ELMER,NOE,1,6,22.939999999999998,3.823333333333333,1
450,JAY,ROBB,1,7,22.93,3.275714285714286,0
451,JIM,REA,1,7,22.93,3.275714285714286,2
452,TOM,MILNER,1,7,22.93,3.275714285714286,1
330,SCOTT,SHELLEY,1,5,21.950000000000003,4.390000000000001,2
543,LANCE,PEMBERTON,1,5,21.950000000000003,4.390000000000001,1
77,JANE,BENNETT,1,5,21.95,4.39,1
328,JEFFREY,SPEAR,1,5,21.95,4.39,2
273,PRISCILLA,LOWE,1,5,21.949999999999996,4.389999999999999,2
130,CHARLOTTE,HUNTER,1,6,21.94,3.6566666666666667,1
319,RONALD,WEINER,1,6,21.939999999999998,3.6566666666666663,0
29,ANGELA,HERNANDEZ,1,7,21.93,3.132857142857143,1
96,DIANA,ALEXANDER,1,7,21.93,3.132857142857143,2
352,ALBERT,CROUSE,1,5,20.950000000000003,4.19,0
471,DEAN,SAUER,1,5,20.950000000000003,4.19,0
57,EVELYN,MORGAN,1,5,20.95,4.1899999999999995,2
82,KATHRYN,COLEMAN,1,5,20.95,4.1899999999999995,2
116,VICTORIA,GIBSON,1,6,20.940000000000005,3.4900000000000007,0
446,THEODORE,CULP,0,6,20.94,3.49,1
230,JOY,GEORGE,1,6,20.939999999999998,3.4899999999999998,1
5,ELIZABETH,BROWN,1,5,19.950000000000003,3.9900000000000007,0
94,NORMA,GONZALES,1,5,19.950000000000003,3.9900000000000007,0
190,YOLANDA,WEAVER,1,5,19.950000000000003,3.9900000000000007,0
194,KRISTEN,CHAVEZ,1,5,19.950000000000003,3.9900000000000007,1
249,DORA,MEDINA,1,5,19.950000000000003,3.9900000000000007,2
308,THOMAS,GRIGSBY,1,5,19.950000000000003,3.9900000000000007,1
364,BENJAMIN,VARNEY,1,5,19.950000000000003,3.9900000000000007,0
393,PHILIP,CAUSEY,1,5,19.950000000000003,3.9900000000000007,1
426,BRADLEY,MOTLEY,1,5,19.949999999999996,3.9899999999999993,2
85,ANNE,POWELL,1,6,19.94,3.3233333333333337,1
129,CARRIE,PORTER,1,6,19.94,3.3233333333333337,0
132,ESTHER,CRAWFORD,1,6,19.94,3.3233333333333337,0
498,GENE,SANBORN,1,6,19.939999999999998,3.323333333333333,1
55,DORIS,REED,1,5,18.950000000000003,3.7900000000000005,0
540,TYRONE,ASHER,1,5,18.950000000000003,3.7900000000000005,0
427,JESUS,MCCARTNEY,1,5,18.95,3.79,2
358,SAMUEL,MARLOW,1,6,18.94,3.1566666666666667,1
533,JESSIE,MILAM,1,6,18.94,3.1566666666666667,2
283,FELICIA,SUTTON,1,5,17.950000000000003,3.5900000000000007,1
45,JANET,PHILLIPS,1,5,17.95,3.59,0
365,BRUCE,SCHWARZ,1,5,17.95,3.59,1
568,ALBERTO,HENNING,1,5,17.95,3.59,0
35,VIRGINIA,GREEN,1,6,17.94,2.99,0
191,JEANETTE,GREENE,1,6,17.94,2.99,0
438,BARRY,LOVELACE,1,6,17.94,2.99,0
23,SARAH,LEWIS,1,5,16.950000000000003,3.3900000000000006,1
143,LESLIE,GORDON,1,5,16.950000000000003,3.3900000000000006,0
173,AUDREY,RAY,1,5,16.950000000000003,3.3900000000000006,0
279,DIANNE,SHELTON,1,5,16.950000000000003,3.3900000000000006,0
381,BOBBY,BOUDREAU,1,5,16.950000000000003,3.3900000000000006,0
386,TODD,TAN,1,5,16.950000000000003,3.3900000000000006,1
4,BARBARA,JONES,1,6,16.94,2.8233333333333337,1
10,DOROTHY,TAYLOR,1,5,15.950000000000001,3.1900000000000004,0
38,MARTHA,GONZALEZ,1,5,15.950000000000001,3.1900000000000004,0
216,NATALIE,MEYER,1,5,15.950000000000001,3.1900000000000004,1
382,VICTOR,BARKLEY,1,5,15.950000000000001,3.1900000000000004,0
534,CHRISTIAN,JUNG,0,5,15.950000000000001,3.1900000000000004,0
574,JULIAN,VEST,1,5,15.950000000000001,3.1900000000000004,2
430,RAY,HOULE,1,6,15.940000000000001,2.6566666666666667,1
395,JOHNNY,TURPIN,1,6,15.94,2.6566666666666667,1
123,SHANNON,FREEMAN,1,5,14.950000000000001,2.99,0
177,SAMANTHA,DUNCAN,1,5,14.950000000000001,2.99,0
362,NICHOLAS,BARFIELD,1,5,14.950000000000001,2.99,0
377,HOWARD,FORTNER,1,5,14.950000000000001,2.99,0
428,HERBERT,KRUGER,1,5,14.950000000000001,2.99,0
84,SARA,PERRY,1,6,14.940000000000001,2.49,1
514,FRANKLIN,TROUTMAN,1,6,14.940000000000001,2.49,0
387,JESSE,SCHILLING,1,6,14.94,2.4899999999999998,1
28,CYNTHIA,YOUNG,1,5,13.950000000000001,2.79,0
151,MEGAN,PALMER,1,5,13.950000000000001,2.79,0
189,LORETTA,CARPENTER,1,5,13.950000000000001,2.79,1
254,MAXINE,SILVA,1,5,13.950000000000001,2.79,0
162,LAUREN,HUDSON,1,5,12.950000000000001,2.5900000000000003,0
237,TANYA,GILBERT,1,5,12.950000000000001,2.5900000000000003,0
246,MARIAN,MENDOZA,1,5,12.950000000000001,2.5900000000000003,0
416,JEFFERY,PINSON,1,5,12.950000000000001,2.5900000000000003,0
76,IRENE,PRICE,1,6,12.940000000000001,2.1566666666666667,1
208,LUCY,WHEELER,1,5,11.950000000000001,2.39,1
241,HEIDI,LARSON,0,5,11.950000000000001,2.39,1
7,MARIA,MILLER,1,5,10.950000000000001,2.1900000000000004,0
53,HEATHER,MORRIS,1,5,10.950000000000001,2.1900000000000004,0
391,CLARENCE,GAMEZ,1,5,10.950000000000001,2.1900000000000004,0
