payment_day,customer_id,customer_name,home_store_id,city_name,country_name,daily_payment_amount,daily_payment_count,rolling_30d_avg_payment_amount,rolling_30d_avg_payment_count,amount_to_30d_avg_ratio,count_to_30d_avg_ratio,related_rental_count,involved_store_ids,involved_staff,involved_staff_count,involved_store_count,country_daily_amount_rank,country_customer_count,country_top_5_percent_cutoff,multiple_staff_or_store_flag
2005-07-06,152,ALICIA MILLS,1,Nagaon,India,10.98,2,0.17,0.03,66.01,60.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,3,60,3,1
2005-07-06,403,MIKE WAY,1,Valparai,India,10.98,2,1.2,0.2,9.17,10.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,3,60,3,1
2005-07-06,116,VICTORIA GIBSON,1,Pemalang,Indonesia,9.98,2,0.7,0.2,14.3,10.0,2,2,2:Jon Stephens,1,1,1,14,1,0
2005-07-06,449,OSCAR AQUINO,2,Sirjan,Iran,9.98,2,0.3,0.1,33.38,20.0,2,1,1:Mike Hillyer,1,1,1,8,1,0
2005-07-06,102,CRYSTAL FORD,1,Ashdod,Israel,8.97,3,0.4,0.07,22.46,45.0,3,2,2:Jon Stephens,1,1,1,4,1,0
2005-07-06,309,CHRISTOPHER GRECO,1,Brescia,Italy,12.98,2,0.87,0.13,15.0,15.0,2,2,2:Jon Stephens,1,1,1,7,1,0
2005-07-06,355,TERRY GRISSOM,2,Matsue,Japan,12.98,2,0.13,0.07,97.84,30.0,2,1,1:Mike Hillyer,1,1,1,31,2,0
2005-07-06,147,JOANNE ROBERTSON,2,Urawa,Japan,10.98,2,0.57,0.13,19.42,15.0,2,2,2:Jon Stephens,1,1,2,31,2,0
2005-07-06,573,BYRON BOX,1,Zhezqazghan,Kazakstan,3.9800000000000004,2,0.7,0.13,5.7,15.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-06,363,ROY WHITING,2,Nyeri,Kenya,3.99,1,0.77,0.17,5.22,6.0,1,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-06,23,SARAH LEWIS,2,Liepaja,Latvia,6.98,2,0.57,0.17,12.35,12.0,2,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-06,57,EVELYN MORGAN,2,Vaduz,Liechtenstein,4.99,1,0.7,0.17,7.15,6.0,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-06,81,ANDREA HENDERSON,1,Mahajanga,Madagascar,2.99,1,0.43,0.1,6.92,10.0,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-06,166,LYNN PAYNE,1,Lilongwe,Malawi,5.98,2,0.47,0.13,12.85,15.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,1,1,1
2005-07-06,306,CHARLES KOWALSKI,1,Sungai Petani,Malaysia,6.99,1,0.27,0.07,26.28,15.0,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-06,414,VINCENT RALSTON,1,Allende,Mexico,10.99,1,0.7,0.1,15.72,10.0,1,1,1:Mike Hillyer,1,1,1,30,2,0
2005-07-06,364,BENJAMIN VARNEY,1,Guadalajara,Mexico,9.98,2,0.67,0.17,15.01,12.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,2,30,2,1
2005-07-06,97,ANNIE RUSSELL,2,Tete,Mozambique,8.97,3,0.3,0.1,30.0,30.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,3,1,1
2005-07-06,513,DUANE TUBBS,2,Yangor,Nauru,0.99,1,0.43,0.1,2.29,10.0,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-06,321,KEVIN SCHULER,1,Birgunj,Nepal,10.98,2,0.23,0.07,47.19,30.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,1,1,1
2005-07-06,137,RHONDA KENNEDY,2,Apeldoorn,Netherlands,17.97,3,0.67,0.13,27.01,22.5,3,2,2:Jon Stephens,1,1,1,5,1,0
2005-07-06,103,GLADYS HAMILTON,1,Ilorin,Nigeria,11.98,2,0.27,0.13,45.15,15.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,13,1,1
2005-07-06,157,DARLENE ROSE,2,Pyongyang,North Korea,0.99,1,0.03,0.03,30.0,30.0,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-06,498,GENE SANBORN,1,Salala,Oman,3.9800000000000004,2,0.66,0.2,5.99,10.0,2,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-06,223,MELINDA FERNANDEZ,1,Mandi Bahauddin,Pakistan,6.98,2,0.37,0.07,19.07,30.0,2,1,1:Mike Hillyer,1,1,1,5,1,0
2005-07-06,416,JEFFERY PINSON,2,Dadu,Pakistan,6.98,2,0.43,0.17,16.17,12.0,2,1,1:Mike Hillyer,1,1,1,5,1,0
2005-07-06,205,EILEEN CARR,2,Ciudad del Este,Paraguay,7.99,1,0.5,0.13,16.02,7.5,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-06,122,THELMA MURRAY,1,Lima,Peru,7.98,2,0.86,0.23,9.23,8.57,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,4,1,1
2005-07-06,263,HILDA HOPKINS,1,Mandaluyong,Philippines,7.98,2,0.37,0.07,21.8,30.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,20,1,1
2005-07-06,373,LOUIS LEONE,1,Tanauan,Philippines,7.98,2,0.33,0.07,23.99,30.0,2,2,2:Jon Stephens,1,1,1,20,1,0
2005-07-06,558,JIMMIE EGGLESTON,1,Wroclaw,Poland,14.97,3,0.93,0.17,16.07,18.0,3,1,1:Mike Hillyer,1,1,1,8,1,0
2005-07-06,282,JENNY CASTRO,2,Ponce,Puerto Rico,5.98,2,0.47,0.13,12.85,15.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-06,100,ROBIN HAYES,1,Jelets,Russian Federation,14.98,2,0.63,0.13,23.7,15.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,28,2,1
2005-07-06,295,DAISY BATES,1,Kolpino,Russian Federation,9.99,1,1.16,0.33,8.59,3.0,1,1,1:Mike Hillyer,1,1,2,28,2,0
2005-07-06,49,JOYCE EDWARDS,2,Jedda,Saudi Arabia,5.98,2,0.8,0.17,7.49,12.0,2,2,2:Jon Stephens,1,1,1,5,1,0
2005-07-06,456,RONNIE RICKETTS,2,Ziguinchor,Senegal,10.98,2,0.86,0.23,12.7,8.57,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-06,357,KEITH RICO,1,Bratislava,Slovakia,3.99,1,0.57,0.13,7.06,7.5,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-06,83,LOUISE JENKINS,1,Springs,South Africa,9.98,2,0.7,0.13,14.28,15.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,11,1,1
2005-07-06,88,BONNIE HUGHES,2,Cheju,South Korea,13.96,4,0.47,0.1,29.98,40.0,4,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,5,1,1
2005-07-06,469,WESLEY BULL,2,Ourense (Orense),Spain,15.98,2,0.37,0.07,43.66,30.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,5,1,1
2005-07-06,66,JANICE WARD,2,Malm,Sweden,7.98,2,1.0,0.23,8.0,8.57,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-06,598,WADE DELVALLE,1,Lausanne,Switzerland,12.97,3,0.1,0.03,130.13,90.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,3,1,1
2005-07-06,576,MORRIS MCCARTER,2,Fengshan,Taiwan,10.97,3,1.13,0.23,9.7,12.86,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,10,1,1
2005-07-06,481,HERMAN DEVORE,1,Mwanza,Tanzania,0.99,1,0.47,0.13,2.13,7.5,1,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-06,86,JACQUELINE LONG,2,Songkhla,Thailand,5.98,2,0.83,0.23,7.2,8.57,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,3,1,1
2005-07-06,335,GREGORY MAULDIN,1,Sousse,Tunisia,0.99,1,0.17,0.03,5.95,30.0,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-06,493,BRENT HARKINS,1,Sultanbeyli,Turkey,10.98,2,0.43,0.13,25.42,15.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,15,1,1
2005-07-06,200,JEANNE LAWSON,2,Ashgabat,Turkmenistan,4.99,1,1.06,0.23,4.69,4.29,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-06,545,JULIO NOLAND,2,Konotop,Ukraine,14.98,2,0.1,0.03,150.3,60.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,6,1,1
2005-07-06,452,TOM MILNER,1,Abu Dhabi,United Arab Emirates,13.97,3,0.76,0.23,18.28,12.86,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,3,1,1
2005-07-06,583,MARSHALL THORN,1,Southampton,United Kingdom,17.97,3,1.0,0.2,18.01,15.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,9,1,1
2005-07-06,504,NATHANIEL ADAM,1,Joliet,United States,16.98,2,0.3,0.07,56.73,30.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,36,2,1
2005-07-06,330,SCOTT SHELLEY,1,Aurora,United States,10.97,3,0.73,0.17,14.99,18.0,3,2,2:Jon Stephens,1,1,2,36,2,0
2005-07-06,111,CARMEN OWENS,1,Caracas,Venezuela,13.98,2,0.83,0.23,16.82,8.57,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,7,1,1
2005-07-06,520,MITCHELL WESTMORELAND,2,Nha Trang,Vietnam,7.99,1,0.6,0.13,13.35,7.5,1,1,1:Mike Hillyer,1,1,1,6,1,0
2005-07-06,470,GORDON ALLARD,1,Hodeida,Yemen,15.97,3,0.33,0.1,48.05,30.0,3,1,1:Mike Hillyer,1,1,1,4,1,0
2005-07-06,553,MAX PITT,1,Novi Sad,Yugoslavia,22.950000000000003,5,0.9,0.13,25.54,37.5,5,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,2,1,1
2005-07-07,441,MARIO CHEATHAM,1,Batna,Algeria,9.98,2,0.47,0.13,21.45,15.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,3,1,1
2005-07-07,320,ANTHONY SCHWAB,2,Tafuna,American Samoa,2.99,1,1.0,0.23,3.0,4.29,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-07,528,CLAUDE HERZOG,1,Benguela,Angola,9.99,1,0.47,0.13,21.47,7.5,1,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-07,331,ERIC ROBERT,1,Santa F,Argentina,21.97,3,1.06,0.2,20.64,15.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,13,1,1
2005-07-07,41,STEPHANIE MITCHELL,1,Yerevan,Armenia,9.99,1,0.53,0.1,18.77,10.0,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-07,159,JILL HAWKINS,1,Linz,Austria,4.99,1,0.27,0.1,18.78,10.0,1,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-07,332,STEPHEN QUALLS,1,Dhaka,Bangladesh,13.98,2,0.0,0.0,,,2,1,1:Mike Hillyer,1,1,1,3,1,0
2005-07-07,431,JOEL FRANCISCO,2,Sucre,Bolivia,3.99,1,1.2,0.23,3.33,4.29,1,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-07,591,KENT ARSENAULT,1,Juiz de Fora,Brazil,11.99,1,0.33,0.13,36.11,7.5,1,2,2:Jon Stephens,1,1,1,28,2,0
2005-07-07,206,TERRI VASQUEZ,1,Blumenau,Brazil,9.98,2,0.8,0.2,12.51,10.0,2,2,2:Jon Stephens,1,1,2,28,2,0
2005-07-07,91,LOIS BUTLER,2,Bandar Seri Begawan,Brunei,12.97,3,0.47,0.17,27.89,18.0,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,1,1,1
2005-07-07,228,ALLISON STANLEY,2,Phnom Penh,Cambodia,3.99,1,1.06,0.27,3.75,3.75,1,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-07,352,ALBERT CROUSE,1,Bamenda,Cameroon,4.99,1,0.7,0.17,7.15,6.0,1,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-07,476,DERRICK BOURQUE,1,Gatineau,Canada,10.98,2,0.7,0.17,15.72,12.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,5,1,1
2005-07-07,535,JAVIER ELROD,1,NDjamna,Chad,4.99,1,0.33,0.07,15.0,15.0,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-07,515,ANDRE RAPP,1,Coquimbo,Chile,6.99,1,0.9,0.23,7.79,4.29,1,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-07,168,REGINA BERRY,1,Jinchang,China,11.98,2,0.27,0.07,45.04,30.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,53,3,1
2005-07-07,442,LEROY BUSTAMANTE,1,Tongliao,China,11.97,3,0.9,0.2,13.33,15.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,2,53,3,1
2005-07-07,249,DORA MEDINA,2,Tianjin,China,9.99,1,0.67,0.17,15.02,6.0,1,1,1:Mike Hillyer,1,1,3,53,3,0
2005-07-07,120,SYLVIA ORTIZ,2,Dos Quebradas,Colombia,10.97,3,1.0,0.2,10.99,15.0,3,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,6,1,1
2005-07-07,375,AARON SELBY,2,Mwene-Ditu,"Congo, The Democratic Republic of the",4.99,1,0.7,0.13,7.14,7.5,1,2,2:Jon Stephens,1,1,1,2,1,0
2005-07-07,258,MYRTLE FLEMING,1,Santiago de los Caballeros,Dominican Republic,2.99,1,0.43,0.1,6.92,10.0,1,2,2:Jon Stephens,1,1,1,3,1,0
2005-07-07,494,RAMON CHOATE,2,Robamba,Ecuador,9.98,2,0.27,0.13,37.61,15.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,3,1,1
2005-07-07,559,EVERETT BANDA,2,Bilbays,Egypt,12.98,2,0.63,0.17,20.55,12.0,2,1,1:Mike Hillyer,1,1,1,6,1,0
2005-07-07,317,EDWARD BAUGH,2,Trshavn,Faroe Islands,9.98,2,0.37,0.1,27.29,20.0,2,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-07,298,ERIKA PENA,1,Oulu,Finland,2.99,1,0.76,0.2,3.91,5.0,1,2,2:Jon Stephens,1,1,1,1,1,0
2005-07-07,104,RITA GRAHAM,1,Toulon,France,11.98,2,0.3,0.13,40.11,15.0,2,2,2:Jon Stephens,1,1,1,4,1,0
2005-07-07,65,ROSE HOWARD,2,Cayenne,French Guiana,4.99,1,0.6,0.1,8.33,10.0,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-07,56,GLORIA COOK,1,Papeete,French Polynesia,3.99,1,0.83,0.2,4.8,5.0,1,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-07,195,VANESSA SIMS,1,Siegen,Germany,9.98,2,0.0,0.0,,,2,1,1:Mike Hillyer,1,1,1,7,1,0
2005-07-07,3,LINDA WILLIAMS,1,Athenai,Greece,4.99,1,0.87,0.13,5.77,7.5,1,1,1:Mike Hillyer,1,1,1,2,1,0
2005-07-07,207,GERTRUDE CASTILLO,1,Nuuk,Greenland,2.99,1,0.57,0.1,5.29,10.0,1,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-07,26,JESSICA HALL,2,Citt del Vaticano,Holy See (Vatican City State),20.950000000000003,5,1.4,0.23,14.99,21.43,5,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,1,1,1
2005-07-07,592,TERRANCE ROUSH,1,Szkesfehrvr,Hungary,12.97,3,1.33,0.23,9.74,12.86,3,1,1:Mike Hillyer,1,1,1,1,1,0
2005-07-07,492,LESTER KRAUS,2,Kanchrapara,India,18.97,3,0.73,0.13,25.92,22.5,3,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,1,60,3,1
2005-07-07,209,TONYA CHAPMAN,2,Bhilwara,India,11.98,2,0.77,0.17,15.66,12.0,2,"2,1","2:Jon Stephens,1:Mike Hillyer",2,2,2,60,3,1
2005-07-07,367,ADAM GOOCH,1,Adoni,India,8.99,1,0.03,0.03,272.42,30.0,1,1,1:Mike Hillyer,1,1,3,60,3,0
2005-07-07,153,SUZANNE NICHOLS,2,Jakarta,Indonesia,5.99,1,0.5,0.2,12.03,5.0,1,1,1:Mike Hillyer,1,1,1,14,1,0
2005-07-07,524,JARED ELY,1,Purwakarta,Indonesia,5.99,1,0.33,0.1,18.02,10.0,1,1,1:Mike Hillyer,1,1,1,14,1,0
2005-07-07,185,ROBERTA HARPER,1,Shahr-e Kord,Iran,9.99,1,0.5,0.1,20.02,10.0,1,1,1:Mike Hillyer,1,1,1,8,1,0
2005-07-07,161,GERALDINE PERKINS,1,Tel Aviv-Jaffa,Israel,7.98,2,0.4,0.1,20.0,20.0,2,2,2:Jon Stephens,1,1,1,4,1,0
2005-07-07,33,ANNA HILL,2,Alessandria,Italy,5.99,1,0.67,0.07,8.99,15.0,1,1,1:Mike Hillyer,1,1,1,7,1,0
2005-07-07,337,JERRY JORDON,1,Onomichi,Japan,11.98,2,0.57,0.1,21.18,20.0,2,"1,2","1:Mike Hillyer,2:Jon Stephens",2,2,1,31,2,1
