customer_id,first_name,last_name,country,city,month,monthly_payment_sum,payment_count,deviation_from_previous_average,staff_count,store_count,country_month_rank
451,JIM,REA,Mexico,El Fuerte,2005-06,22.93,7,15.96,2,2,6
273,PRISCILLA,LOWE,Mexico,Salamanca,2005-06,21.95,5,16.97,2,2,7
364,BENJAMIN,VARNEY,Mexico,Guadalajara,2005-06,19.95,5,13.96,2,2,10
137,RHONDA,KENNEDY,Netherlands,Apeldoorn,2005-06,19.96,4,16.97,2,2,2
277,OLGA,JIMENEZ,Nigeria,Ogbomosho,2005-06,28.93,7,21.94,2,2,1
25,DEBORAH,WALKER,Pakistan,Shikarpur,2005-06,33.94,6,22.96,2,2,1
122,THELMA,MURRAY,Peru,Lima,2005-06,25.93,7,19.95,2,2,1
236,MARCIA,DEAN,Philippines,Tanza,2005-06,37.92,8,28.95,2,2,1
27,SHIRLEY,ALLEN,Philippines,Davao,2005-06,30.92,8,27.93,2,2,2
434,EDDIE,TOMLIN,Philippines,Ozamis,2005-06,28.93,7,22.94,2,2,3
380,RUSSELL,BRINSON,Poland,Tychy,2005-06,27.92,8,23.93,2,2,2
230,JOY,GEORGE,Romania,Botosani,2005-06,20.94,6,14.96,2,2,1
46,CATHERINE,CAMPBELL,Russian Federation,Moscow,2005-06,32.93,7,21.96,2,2,1
295,DAISY,BATES,Russian Federation,Kolpino,2005-06,32.91,9,28.92,2,2,2
393,PHILIP,CAUSEY,Russian Federation,Korolev,2005-06,19.95,5,13.97,2,2,5
100,ROBIN,HAYES,Russian Federation,Jelets,2005-06,18.96,4,17.97,2,2,6
447,CLIFFORD,BOWENS,Russian Federation,Nabereznyje Telny,2005-06,13.96,4,9.98,2,2,13
338,DENNIS,GILMAN,South Africa,Paarl,2005-06,34.93,7,33.94,2,2,1
471,DEAN,SAUER,South Africa,Johannesburg,2005-06,20.95,5,17.96,2,2,4
52,JULIE,SANCHEZ,Spain,A Corua (La Corua),2005-06,13.96,4,12.97,2,2,2
155,GAIL,KNIGHT,Switzerland,Bern,2005-06,27.95,5,24.96,2,2,1
576,MORRIS,MCCARTER,Taiwan,Fengshan,2005-06,33.93,7,29.95,2,2,1
75,TAMMY,SANDERS,Taiwan,Changhwa,2005-06,29.95,5,23.97,2,2,2
517,BRAD,MCCURDY,Taiwan,Chungho,2005-06,22.95,5,17.96,2,2,3
86,JACQUELINE,LONG,Thailand,Songkhla,2005-06,24.93,7,22.94,2,2,2
327,LARRY,THRASHER,Turkey,Adana,2005-06,30.94,6,23.95,2,2,2
526,KARL,SEAL,United States,Cape Coral,2005-06,41.91,9,28.94,2,2,1
561,IAN,STILL,United States,Garland,2005-06,33.91,9,23.93,2,2,2
149,VALERIE,BLACK,United States,Brockton,2005-06,32.93,7,27.94,2,2,3
457,BILL,GAVIN,United States,Rockford,2005-06,30.91,9,22.92,2,2,4
62,JOAN,COOPER,United States,Saint Louis,2005-06,24.93,7,18.95,2,2,6
308,THOMAS,GRIGSBY,United States,Kansas City,2005-06,19.95,5,15.96,2,2,14
113,CINDY,FISHER,Venezuela,Cuman,2005-06,27.94,6,25.96,2,2,1
111,CARMEN,OWENS,Venezuela,Caracas,2005-06,22.94,6,19.95,2,2,3
523,HARVEY,GUAJARDO,Vietnam,Vinh,2005-06,24.96,4,18.98,2,2,2
213,GINA,WILLIAMSON,Yemen,Taizz,2005-06,35.91,9,34.92,2,2,1
441,MARIO,CHEATHAM,Algeria,Batna,2005-07,66.83,17,59.35,2,2,1
528,CLAUDE,HERZOG,Angola,Benguela,2005-07,56.89,11,43.93,2,2,1
585,PERRY,SWAFFORD,Argentina,Quilmes,2005-07,70.87,13,56.91,2,2,1
89,JULIA,FLORES,Argentina,La Plata,2005-07,68.83,17,48.37,2,2,2
219,WILLIE,HOWELL,Argentina,Vicente Lpez,2005-07,64.85,15,61.87,2,2,3
107,FLORENCE,WOODS,Argentina,Merlo,2005-07,61.86,14,43.41,2,2,5
560,JORDAN,ARCHULETA,Argentina,Avellaneda,2005-07,59.86,14,54.88,2,2,6
243,LYDIA,BURKE,Argentina,San Miguel de Tucumn,2005-07,45.87,13,36.89,2,2,8
173,AUDREY,RAY,Austria,Graz,2005-07,57.86,14,45.4,2,2,1
333,ANDREW,PURDY,Azerbaijan,Baku,2005-07,51.87,13,41.9,2,2,2
332,STEPHEN,QUALLS,Bangladesh,Dhaka,2005-07,78.83,17,67.85,2,2,1
144,CLARA,SHAW,Belarus,Molodetno,2005-07,93.82,18,79.36,2,2,1
455,JON,WILES,Bolivia,El Alto,2005-07,45.91,9,40.94,2,2,1
92,TINA,SIMMONS,Brazil,Goinia,2005-07,78.85,15,65.88,2,2,2
591,KENT,ARSENAULT,Brazil,Juiz de Fora,2005-07,75.85,15,66.88,2,2,3
314,GEORGE,LINTON,Brazil,Sorocaba,2005-07,67.82,18,58.84,2,2,5
354,JUSTIN,NGO,Brazil,Santo Andr,2005-07,67.81,19,57.85,2,2,6
307,JOSEPH,JOY,Brazil,Angra dos Reis,2005-07,62.87,13,41.92,2,2,7
362,NICHOLAS,BARFIELD,Brazil,Belm,2005-07,61.85,15,51.88,2,2,8
206,TERRI,VASQUEZ,Brazil,Blumenau,2005-07,60.87,13,48.9,2,2,9
254,MAXINE,SILVA,Brazil,Poos de Caldas,2005-07,55.87,13,44.41,2,2,10
229,TAMARA,NGUYEN,Brazil,Anpolis,2005-07,49.87,13,34.91,2,2,13
126,ELLEN,SIMPSON,Brazil,Po,2005-07,48.87,13,39.89,2,2,14
342,HAROLD,MARTINO,Brazil,Boa Vista,2005-07,45.88,12,30.91,2,2,17
183,IDA,ANDREWS,Brazil,Luzinia,2005-07,34.89,11,26.92,2,2,21
228,ALLISON,STANLEY,Cambodia,Phnom Penh,2005-07,54.85,15,44.88,2,2,1
436,TROY,QUIGLEY,Canada,Vancouver,2005-07,52.88,12,38.9,2,2,2
45,JANET,PHILLIPS,Chile,Antofagasta,2005-07,37.91,9,27.44,2,2,1
595,TERRENCE,GUNDERSON,China,Jinzhou,2005-07,86.81,19,79.33,2,2,1
484,ROBERTO,VU,China,Yinchuan,2005-07,77.85,15,62.89,2,2,2
168,REGINA,BERRY,China,Jinchang,2005-07,70.83,17,65.35,2,2,3
302,MICHAEL,SILVERMAN,China,Tiefa,2005-07,67.85,15,60.87,2,2,4
485,CLYDE,TOBIAS,China,Shaoguan,2005-07,63.82,18,56.34,2,2,6
211,STACEY,MONTGOMERY,China,Fuyu,2005-07,62.84,16,52.36,2,2,7
442,LEROY,BUSTAMANTE,China,Tongliao,2005-07,60.84,16,44.38,2,2,8
533,JESSIE,MILAM,China,Binzhou,2005-07,58.87,13,44.92,2,2,9
424,KYLE,SPURLOCK,China,Shanwei,2005-07,58.84,16,51.86,2,2,10
154,MICHELE,GRANT,China,Yuncheng,2005-07,55.86,14,41.39,2,2,12
339,WALTER,PERRYMAN,China,Xinxiang,2005-07,52.87,13,36.9,2,2,14
588,MARION,OCAMPO,China,Weifang,2005-07,52.86,14,36.4,2,2,15
90,RUBY,WASHINGTON,China,Meixian,2005-07,51.88,12,42.91,2,2,16
538,TED,BREAUX,China,Baicheng,2005-07,51.86,14,38.39,2,2,17
324,GARY,COY,China,Yuzhou,2005-07,50.88,12,46.9,2,2,19
165,LORRAINE,STEPHENS,China,Hami,2005-07,49.88,12,43.9,2,2,21
138,HAZEL,WARREN,China,Hohhot,2005-07,47.85,15,40.88,2,2,24
490,SAM,MCDUFFIE,Colombia,Sogamoso,2005-07,64.86,14,56.88,2,2,1
235,JACKIE,LYNCH,Colombia,Buenaventura,2005-07,62.85,15,57.87,2,2,2
494,RAMON,CHOATE,Ecuador,Robamba,2005-07,80.82,18,76.83,2,2,1
233,LILLIE,KIM,Egypt,Idfu,2005-07,55.87,13,41.91,2,2,3
559,EVERETT,BANDA,Egypt,Bilbays,2005-07,41.88,12,28.92,2,2,5
35,VIRGINIA,GREEN,France,Toulouse,2005-07,68.84,16,54.38,2,2,1
402,LUIS,YANEZ,France,Brest,2005-07,52.88,12,45.4,2,2,2
43,CHRISTINE,ROBERTS,French Polynesia,Faaa,2005-07,47.88,12,40.4,2,2,1
114,GRACE,ELLIS,Germany,Duisburg,2005-07,61.85,15,45.39,2,2,2
227,COLLEEN,BURTON,Germany,Saarbrcken,2005-07,44.88,12,33.91,2,2,4
3,LINDA,WILLIAMS,Greece,Athenai,2005-07,68.87,13,53.4,2,2,1
209,TONYA,CHAPMAN,India,Bhilwara,2005-07,82.83,17,65.87,2,2,1
225,ARLENE,HARVEY,India,Ambattur,2005-07,80.83,17,72.35,2,2,2
508,MILTON,HOWLAND,India,Vijayawada,2005-07,74.86,14,69.38,2,2,3
502,BRETT,CORNWELL,India,Siliguri (Shiliguri),2005-07,73.85,15,64.89,2,2,4
403,MIKE,WAY,India,Valparai,2005-07,61.88,12,41.92,2,2,6
300,JOHN,FARNSWORTH,India,Parbhani,2005-07,59.86,14,52.89,2,2,8
32,AMY,LOPEZ,India,Jhansi,2005-07,58.85,15,43.39,2,2,10
421,LEE,HAWKS,India,Pudukkottai,2005-07,57.88,12,50.41,2,2,11
135,JUANITA,MASON,India,Pune,2005-07,57.86,14,49.89,2,2,12
170,BEATRICE,ARNOLD,India,Udaipur,2005-07,56.88,12,46.91,2,2,13
296,RAMONA,HALE,India,Patiala,2005-07,54.88,12,41.92,2,2,15
529,ERIK,GUILLEN,India,Bhimavaram,2005-07,53.87,13,50.39,2,2,18
202,CARLA,GUTIERREZ,India,Bhusawal,2005-07,52.87,13,42.91,2,2,20
28,CYNTHIA,YOUNG,India,Munger (Monghyr),2005-07,51.86,14,41.9,2,2,22
356,GERALD,FULTZ,India,Satna,2005-07,50.87,13,43.89,2,2,23
297,SHERRI,RHODES,India,Ahmadnagar,2005-07,48.87,13,34.41,2,2,25
167,SALLY,PIERCE,India,Chandrapur,2005-07,48.85,15,35.38,2,2,26
440,BERNARD,COLBY,India,Dhule (Dhulia),2005-07,47.88,12,42.89,2,2,27
208,LUCY,WHEELER,India,Balurghat,2005-07,46.87,13,38.4,2,2,30
419,CHAD,CARBONE,India,Katihar,2005-07,39.87,13,36.88,2,2,39
372,STEVE,MACKENZIE,Indonesia,Probolinggo,2005-07,77.84,16,68.87,2,2,1
473,JORGE,OLIVARES,Indonesia,Lhokseumawe,2005-07,57.87,13,44.91,2,2,2
411,NORMAN,CURRIER,Indonesia,Cianjur,2005-07,32.88,12,26.91,2,2,11
459,TOMMY,COLLAZO,Iran,Qomsheh,2005-07,89.82,18,75.36,2,2,1
185,ROBERTA,HARPER,Iran,Shahr-e Kord,2005-07,50.88,12,40.91,2,2,2
36,KATHLEEN,ADAMS,Iran,Arak,2005-07,40.87,13,39.39,2,2,6
102,CRYSTAL,FORD,Israel,Ashdod,2005-07,84.79,21,74.82,2,2,1
309,CHRISTOPHER,GRECO,Italy,Brescia,2005-07,76.84,16,59.87,2,2,1
285,MIRIAM,MCKINNEY,Japan,Otsu,2005-07,68.87,13,50.9,2,2,1
531,JAMIE,WAUGH,Japan,Kuwana,2005-07,64.86,14,59.38,2,2,2
574,JULIAN,VEST,Japan,Akishima,2005-07,64.85,15,56.38,2,2,3
337,JERRY,JORDON,Japan,Onomichi,2005-07,62.88,12,46.91,2,2,4
404,STANLEY,SCROGGINS,Japan,Omiya,2005-07,59.86,14,48.89,2,2,5
79,RACHEL,BARNES,Japan,Kamakura,2005-07,53.87,13,44.4,2,2,7
240,MARLENE,WELCH,Japan,Iwaki,2005-07,51.88,12,38.91,2,2,9
264,GWENDOLYN,MAY,Japan,Higashiosaka,2005-07,51.88,12,37.92,2,2,10
519,RON,DELUCA,Japan,Isesaki,2005-07,51.87,13,40.89,2,2,11
396,EARL,SHANKS,Japan,Iwatsuki,2005-07,39.88,12,29.9,2,2,22
147,JOANNE,ROBERTSON,Japan,Urawa,2005-07,31.87,13,22.4,2,2,28
573,BYRON,BOX,Kazakstan,Zhezqazghan,2005-07,70.85,15,58.88,2,2,1
363,ROY,WHITING,Kenya,Nyeri,2005-07,69.85,15,56.38,2,2,1
306,CHARLES,KOWALSKI,Malaysia,Sungai Petani,2005-07,53.86,14,44.38,2,2,1
273,PRISCILLA,LOWE,Mexico,Salamanca,2005-07,67.85,15,54.39,2,2,1
425,FRANCIS,SIKES,Mexico,San Juan Bautista Tuxtepec,2005-07,67.83,17,61.34,2,2,2
467,ALVIN,DELOACH,Mexico,Cuauhtmoc,2005-07,66.87,13,48.9,2,2,3
84,SARA,PERRY,Mexico,Atlixco,2005-07,64.88,12,50.93,2,2,4
486,GLEN,TALBERT,Mexico,Acua,2005-07,58.88,12,43.92,2,2,5
323,MATTHEW,MAHAN,Mexico,Cuautla,2005-07,58.85,15,47.38,2,2,6
581,VIRGIL,WOFFORD,Mexico,Jos Azueta,2005-07,57.86,14,46.89,2,2,7
108,TRACY,COLE,Mexico,Huixquilucan,2005-07,51.87,13,36.41,2,2,11
115,WENDY,HARRISON,Mexico,Nezahualcyotl,2005-07,50.85,15,42.88,2,2,13
133,PAULINE,HENRY,Mexico,Torren,2005-07,47.87,13,35.9,2,2,15
369,FRED,WHEAT,Mexico,Jurez,2005-07,45.88,12,35.91,2,2,18
40,AMANDA,CARTER,Morocco,Nador,2005-07,40.89,11,29.92,2,2,1
257,MARSHA,DOUGLAS,Mozambique,Beira,2005-07,88.82,18,81.35,2,2,1
137,RHONDA,KENNEDY,Netherlands,Apeldoorn,2005-07,96.81,19,85.34,2,2,1
415,GLENN,PULLEN,Netherlands,Amersfoort,2005-07,40.89,11,34.41,2,2,2
286,VELMA,LUCAS,Nigeria,Effon-Alaiye,2005-07,76.83,17,66.35,2,2,1
103,GLADYS,HAMILTON,Nigeria,Ilorin,2005-07,68.85,15,55.88,2,2,2
409,RODNEY,MOELLER,Nigeria,Deba Habe,2005-07,58.85,15,47.87,2,2,5
232,CONSTANCE,REID,Nigeria,Zaria,2005-07,57.86,14,48.38,2,2,6
198,ELSIE,KELLEY,Nigeria,Ikerre,2005-07,52.85,15,43.88,2,2,7
345,CARL,ARTIS,Paraguay,San Lorenzo,2005-07,49.9,10,42.93,2,2,1
122,THELMA,MURRAY,Peru,Lima,2005-07,61.85,15,45.9,2,2,1
522,ARNOLD,HAVENS,Philippines,Santa Rosa,2005-07,96.82,18,85.35,2,2,1
236,MARCIA,DEAN,Philippines,Tanza,2005-07,73.8,20,50.36,2,2,2
71,KATHY,JAMES,Philippines,Baybay,2005-07,70.82,18,57.35,2,2,3
373,LOUIS,LEONE,Philippines,Tanauan,2005-07,68.84,16,61.36,2,2,4
244,VIOLA,HANSON,Philippines,Lapu-Lapu,2005-07,54.86,14,42.89,2,2,5
580,ROSS,GREY,Philippines,Iligan,2005-07,49.85,15,48.86,2,2,6
349,JOE,GILLILAND,Philippines,Imus,2005-07,45.88,12,33.41,2,2,9
263,HILDA,HOPKINS,Philippines,Mandaluyong,2005-07,43.87,13,35.39,2,2,10
128,MARJORIE,TUCKER,Poland,Jastrzebie-Zdrj,2005-07,65.84,16,56.86,2,2,1
380,RUSSELL,BRINSON,Poland,Tychy,2005-07,58.86,14,42.91,2,2,2
572,SIDNEY,BURLESON,Poland,Czestochowa,2005-07,46.89,11,36.41,2,2,4
360,RALPH,MADRIGAL,Puerto Rico,Arecibo,2005-07,69.83,17,57.36,2,2,1
563,KEN,PREWITT,Romania,Bucuresti,2005-07,60.84,16,52.36,2,2,1
295,DAISY,BATES,Russian Federation,Kolpino,2005-07,87.82,18,69.37,2,2,1
346,ARTHUR,SIMPKINS,Russian Federation,Maikop,2005-07,83.85,15,72.88,2,2,2
462,WARREN,SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07,74.84,16,60.87,2,2,3
100,ROBIN,HAYES,Russian Federation,Jelets,2005-07,69.87,13,59.9,2,2,4
376,RANDY,GAITHER,Russian Federation,Kurgan,2005-07,69.85,15,68.37,2,2,5
179,DANA,HART,Russian Federation,Kirovo-Tepetsk,2005-07,68.86,14,55.89,2,2,6
393,PHILIP,CAUSEY,Russian Federation,Korolev,2005-07,60.87,13,47.91,2,2,7
397,JIMMY,SCHRADER,Russian Federation,Atinsk,2005-07,50.87,13,46.39,2,2,10
351,JACK,FOUST,Russian Federation,Zeleznogorsk,2005-07,50.87,13,44.89,2,2,11
487,HECTOR,POINDEXTER,Russian Federation,Pjatigorsk,2005-07,46.86,14,42.87,2,2,15
49,JOYCE,EDWARDS,Saudi Arabia,Jedda,2005-07,69.87,13,50.92,2,2,1
101,PEGGY,MYERS,Saudi Arabia,Abha,2005-07,53.88,12,43.89,2,2,2
125,ETHEL,WEBB,South Africa,Boksburg,2005-07,65.84,16,53.87,2,2,1
432,EDWIN,BURK,South Africa,Newcastle,2005-07,56.88,12,38.41,2,2,2
145,LUCILLE,HOLMES,South Africa,Soshanguve,2005-07,55.85,15,52.37,2,2,3
407,DALE,RATCLIFF,South Africa,Rustenburg,2005-07,49.89,11,43.91,2,2,4
245,COURTNEY,DAY,South Korea,Uijongbu,2005-07,72.84,16,53.89,2,2,1
469,WESLEY,BULL,Spain,Ourense (Orense),2005-07,80.82,18,65.86,2,2,1
52,JULIE,SANCHEZ,Spain,A Corua (La Corua),2005-07,48.88,12,41.41,2,2,2
50,DIANE,COLLINS,Sudan,Omdurman,2005-07,80.83,17,62.38,2,2,1
598,WADE,DELVALLE,Switzerland,Lausanne,2005-07,64.84,16,61.85,2,2,1
30,MELISSA,KING,Taiwan,Lungtan,2005-07,73.81,19,60.85,2,2,1
348,ROGER,QUINTANILLA,Taiwan,Hsichuh,2005-07,70.84,16,63.37,2,2,2
75,TAMMY,SANDERS,Taiwan,Changhwa,2005-07,70.8,20,52.84,2,2,3
576,MORRIS,MCCARTER,Taiwan,Fengshan,2005-07,63.85,15,44.9,2,2,4
5,ELIZABETH,BROWN,Taiwan,Nantou,2005-07,59.84,16,44.88,2,2,5
481,HERMAN,DEVORE,Tanzania,Mwanza,2005-07,57.87,13,47.9,2,2,2
42,CAROLYN,PEREZ,Thailand,Pak Kret,2005-07,61.84,16,52.37,2,2,2
366,BRANDON,HUEY,Turkey,Balikesir,2005-07,82.81,19,77.83,2,2,1
566,CASEY,MENA,Turkey,Tokat,2005-07,71.82,18,57.85,2,2,2
172,BERNICE,WILLIS,Turkey,Batman,2005-07,70.86,14,62.89,2,2,3
13,KAREN,JACKSON,Turkey,Osmaniye,2005-07,61.87,13,41.91,2,2,4
518,GABRIEL,HARDER,Turkey,Sivas,2005-07,55.87,13,50.89,2,2,5
507,EDGAR,RHOADS,Turkey,Eskisehir,2005-07,49.85,15,39.38,2,2,6
475,PEDRO,CHESTNUT,Ukraine,ostka,2005-07,71.85,15,65.87,2,2,1
386,TODD,TAN,Ukraine,Kamjanets-Podilskyi,2005-07,54.87,13,42.4,2,2,4
131,MONICA,HICKS,Ukraine,Mukateve,2005-07,49.88,12,34.41,2,2,5
292,MISTY,LAMBERT,United Arab Emirates,Sharja,2005-07,74.84,16,66.87,2,2,1
497,GILBERT,SLEDGE,United Kingdom,York,2005-07,67.86,14,52.39,2,2,2
526,KARL,SEAL,United States,Cape Coral,2005-07,86.81,19,59.37,2,2,1
479,ZACHARY,HITE,United States,Akron,2005-07,79.85,15,61.89,2,2,2
2,PATRICIA,JOHNSON,United States,San Bernardino,2005-07,75.86,14,71.87,2,2,3
181,ANA,BRADLEY,United States,Memphis,2005-07,72.88,12,59.41,2,2,4
63,ASHLEY,RICHARDSON,United States,Lincoln,2005-07,64.86,14,63.87,2,2,5
51,ALICE,STEWART,United States,Fontana,2005-07,58.88,12,49.91,2,2,6
291,TONI,HOLT,United States,Roanoke,2005-07,52.88,12,41.91,2,2,9
14,BETTY,WHITE,United States,Citrus Heights,2005-07,50.88,12,37.91,2,2,12
182,RENEE,LANE,United States,Compton,2005-07,39.88,12,30.41,2,2,25
539,MATHEW,BOLIN,Venezuela,Valencia,2005-07,55.88,12,47.91,2,2,1
290,KRISTINA,CHAMBERS,Venezuela,Valle de la Pascua,2005-07,51.86,14,37.39,2,2,2
532,NEIL,RENNER,Vietnam,Cam Ranh,2005-07,69.86,14,63.88,2,2,1
520,MITCHELL,WESTMORELAND,Vietnam,Nha Trang,2005-07,60.86,14,50.88,2,2,2
199,BETH,FRANKLIN,Vietnam,Haiphong,2005-07,52.88,12,44.4,2,2,3
470,GORDON,ALLARD,Yemen,Hodeida,2005-07,96.83,17,90.35,2,2,1
210,ELLA,OLIVER,Yemen,Aden,2005-07,73.82,18,70.34,2,2,2
553,MAX,PITT,Yugoslavia,Novi Sad,2005-07,68.84,16,56.36,2,2,1
445,MICHEAL,FORMAN,Argentina,Escobar,2005-08,66.86,14,48.92,2,2,1
266,NORA,HERRERA,Austria,Salzburg,2005-08,71.83,17,56.2,2,2,1
21,MICHELLE,CLARK,Bangladesh,Tangail,2005-08,79.83,17,55.55,2,2,1
569,DAVE,GARDINER,China,Leshan,2005-08,75.82,18,56.2,2,2,1
422,MELVIN,ELLINGTON,China,Laohekou,2005-08,56.87,13,44.24,2,2,6
93,PHYLLIS,FOSTER,China,Zalantun,2005-08,48.88,12,34.58,2,2,13
460,LEON,BOSTIC,Colombia,Florencia,2005-08,54.88,12,36.59,2,2,1
119,SHERRY,MARSHALL,Egypt,Shubra al-Khayma,2005-08,77.82,18,52.54,2,2,1
15,HELEN,HARRIS,India,Bhopal,2005-08,79.82,18,54.38,2,2,1
121,JOSEPHINE,GOMEZ,India,Etawah,2005-08,67.86,14,53.9,2,2,6
554,DWAYNE,OLVERA,India,Rajkot,2005-08,56.88,12,41.91,2,2,10
186,HOLLY,FOX,India,Haldia,2005-08,55.86,14,37.25,2,2,12
279,DIANNE,SHELTON,Iran,Tabriz,2005-08,66.86,14,45.58,2,2,2
36,KATHLEEN,ADAMS,Iran,Arak,2005-08,48.89,11,34.28,2,2,3
499,MARC,OUTLAW,Italy,Brindisi,2005-08,61.87,13,41.26,2,2,2
147,JOANNE,ROBERTSON,Japan,Urawa,2005-08,76.85,15,59.91,2,2,1
54,TERESA,ROGERS,Japan,Iwakuni,2005-08,64.86,14,43.58,2,2,3
150,DANIELLE,DANIELS,Mexico,Hidalgo,2005-08,68.84,16,56.54,2,2,1
198,ELSIE,KELLEY,Nigeria,Ikerre,2005-08,70.84,16,47.24,2,2,1
280,TRACEY,BARRETT,Nigeria,Owo,2005-08,68.88,12,52.26,2,2,2
416,JEFFERY,PINSON,Pakistan,Dadu,2005-08,63.87,13,44.6,2,2,1
565,JAIME,NETTLES,Peru,Hunuco,2005-08,66.87,13,46.92,2,2,1
597,FREDDIE,DUGGAN,Peru,Sullana,2005-08,47.88,12,32.25,2,2,2
263,HILDA,HOPKINS,Philippines,Mandaluyong,2005-08,60.89,11,40.61,2,2,3
461,DEREK,BLAKELY,Philippines,Gingoog,2005-08,52.86,14,37.91,2,2,7
160,ERIN,DUNN,Russian Federation,Ljubertsy,2005-08,66.85,15,46.91,2,2,2
127,ELAINE,STEVENS,Russian Federation,Smolensk,2005-08,56.88,12,39.92,2,2,4
471,DEAN,SAUER,South Africa,Johannesburg,2005-08,55.88,12,37.93,2,2,1
327,LARRY,THRASHER,Turkey,Adana,2005-08,58.87,13,41.91,2,2,2
275,CAROLE,BARNETT,United States,Peoria,2005-08,59.84,16,43.55,2,2,6
294,SHELLY,WATTS,United States,Dayton,2005-08,57.87,13,39.25,2,2,7
308,THOMAS,GRIGSBY,United States,Kansas City,2005-08,53.87,13,36.58,2,2,8
6,JENNIFER,DAVIS,United States,Laredo,2005-08,48.88,12,33.93,2,2,11
