customer_id,first_name,last_name,payment_count,total_amount,average_payment,risk_flag
182,RENEE,LANE,12,39.88,3.3233333333333337,normal
183,IDA,ANDREWS,11,34.89,3.171818181818182,normal
185,ROBERTA,HARPER,12,50.88000000000001,4.240000000000001,high
187,BRITTANY,RILEY,11,63.890000000000015,5.8081818181818194,high
195,VANESSA,SIMS,11,47.89000000000001,4.353636363636364,normal
196,ALMA,AUSTIN,14,63.860000000000014,4.561428571428572,high
198,ELSIE,KELLEY,15,52.850000000000016,3.5233333333333343,high
199,BETH,FRANKLIN,12,52.88000000000002,4.406666666666668,high
202,CARLA,GUTIERREZ,13,52.87000000000002,4.066923076923079,high
204,ROSEMARY,SCHMIDT,14,48.860000000000014,3.490000000000001,normal
206,TERRI,VASQUEZ,13,60.87000000000002,4.682307692307694,high
207,GERTRUDE,CASTILLO,15,58.85,3.9233333333333333,high
208,LUCY,WHEELER,13,46.87000000000001,3.605384615384616,normal
209,TONYA,CHAPMAN,17,82.83,4.87235294117647,high
210,ELLA,OLIVER,18,73.82000000000001,4.101111111111112,high
211,STACEY,MONTGOMERY,16,62.840000000000025,3.9275000000000015,high
213,GINA,WILLIAMSON,12,51.88,4.323333333333333,high
219,WILLIE,HOWELL,15,64.85000000000002,4.323333333333335,high
220,CHARLENE,ALVAREZ,12,59.88000000000001,4.990000000000001,high
221,BESSIE,MORRISON,12,58.88000000000002,4.906666666666668,high
222,DELORES,HANSEN,11,46.89000000000001,4.262727272727274,normal
225,ARLENE,HARVEY,17,80.83,4.754705882352941,high
227,COLLEEN,BURTON,12,44.88000000000002,3.7400000000000015,normal
228,ALLISON,STANLEY,15,54.85000000000001,3.656666666666667,high
229,TAMARA,NGUYEN,13,49.87000000000001,3.836153846153847,normal
230,JOY,GEORGE,15,58.850000000000016,3.9233333333333342,high
231,GEORGIA,JACOBS,11,36.89,3.3536363636363635,normal
232,CONSTANCE,REID,14,57.860000000000014,4.1328571428571435,high
233,LILLIE,KIM,13,55.87000000000002,4.2976923076923095,high
235,JACKIE,LYNCH,15,62.85000000000002,4.190000000000001,high
236,MARCIA,DEAN,20,73.8,3.69,high
237,TANYA,GILBERT,15,64.85000000000002,4.323333333333335,high
239,MINNIE,ROMERO,12,48.88,4.073333333333333,normal
240,MARLENE,WELCH,12,51.88000000000001,4.323333333333334,high
241,HEIDI,LARSON,15,53.85000000000001,3.5900000000000007,high
243,LYDIA,BURKE,13,45.87000000000001,3.5284615384615394,normal
244,VIOLA,HANSON,14,54.86000000000002,3.91857142857143,high
245,COURTNEY,DAY,16,72.84,4.5525,high
251,VICKIE,BREWER,11,41.890000000000015,3.8081818181818194,normal
254,MAXINE,SILVA,13,55.87000000000001,4.297692307692309,high
257,MARSHA,DOUGLAS,18,88.82,4.934444444444444,high
259,LENA,JENSEN,10,53.90000000000001,5.3900000000000015,high
260,CHRISTY,VARGAS,12,36.879999999999995,3.073333333333333,normal
262,PATSY,DAVIDSON,11,47.89000000000001,4.353636363636364,normal
263,HILDA,HOPKINS,13,43.870000000000005,3.374615384615385,normal
264,GWENDOLYN,MAY,12,51.88,4.323333333333333,high
265,JENNIE,TERRY,16,70.84,4.4275,high
267,MARGIE,WADE,11,45.89000000000001,4.171818181818183,normal
268,NINA,SOTO,12,53.88000000000002,4.490000000000001,high
273,PRISCILLA,LOWE,15,67.85000000000001,4.523333333333334,high
276,BRANDY,GRAVES,11,45.89000000000001,4.171818181818183,normal
277,OLGA,JIMENEZ,12,46.88000000000001,3.9066666666666676,normal
280,TRACEY,BARRETT,11,34.89000000000001,3.1718181818181823,normal
282,JENNY,CASTRO,15,64.85000000000001,4.323333333333334,high
283,FELICIA,SUTTON,17,50.83,2.9899999999999998,high
284,SONIA,GREGORY,12,60.88000000000002,5.073333333333335,high
285,MIRIAM,MCKINNEY,13,68.87,5.297692307692308,high
286,VELMA,LUCAS,17,76.83000000000001,4.519411764705883,high
287,BECKY,MILES,11,40.89000000000001,3.717272727272728,normal
289,VIOLET,RODRIQUEZ,12,49.88000000000001,4.156666666666667,normal
290,KRISTINA,CHAMBERS,14,51.860000000000014,3.704285714285715,high
291,TONI,HOLT,12,52.88000000000001,4.406666666666667,high
292,MISTY,LAMBERT,16,74.84,4.6775,high
295,DAISY,BATES,18,87.82000000000001,4.8788888888888895,high
296,RAMONA,HALE,12,54.88000000000002,4.573333333333335,high
297,SHERRI,RHODES,13,48.87000000000002,3.7592307692307707,normal
299,JAMES,GANNON,11,44.89000000000001,4.080909090909092,normal
300,JOHN,FARNSWORTH,14,59.86000000000002,4.275714285714288,high
302,MICHAEL,SILVERMAN,15,67.85000000000001,4.523333333333334,high
304,DAVID,ROYAL,12,52.88000000000001,4.406666666666667,high
306,CHARLES,KOWALSKI,14,53.86000000000002,3.8471428571428588,high
307,JOSEPH,JOY,13,62.87000000000001,4.836153846153847,high
309,CHRISTOPHER,GRECO,16,76.83999999999999,4.802499999999999,high
312,MARK,RINEHART,11,48.890000000000015,4.444545454545456,normal
314,GEORGE,LINTON,18,67.82000000000002,3.767777777777779,high
316,STEVEN,CURLEY,12,55.88000000000002,4.656666666666668,high
317,EDWARD,BAUGH,12,50.88000000000002,4.240000000000001,high
319,RONALD,WEINER,12,52.88000000000002,4.406666666666668,high
320,ANTHONY,SCHWAB,11,39.890000000000015,3.626363636363638,normal
321,KEVIN,SCHULER,10,50.90000000000001,5.090000000000002,high
322,JASON,MORRISSEY,12,45.88000000000001,3.823333333333334,normal
323,MATTHEW,MAHAN,15,58.85000000000002,3.9233333333333347,high
324,GARY,COY,12,50.88000000000001,4.240000000000001,high
326,JOSE,ANDREW,12,46.88000000000002,3.906666666666668,normal
329,FRANK,WAGGONER,13,52.87000000000002,4.066923076923079,high
330,SCOTT,SHELLEY,12,41.88000000000001,3.4900000000000007,normal
331,ERIC,ROBERT,12,63.88000000000002,5.323333333333335,high
332,STEPHEN,QUALLS,17,78.82999999999998,4.637058823529411,high
333,ANDREW,PURDY,13,51.870000000000005,3.99,high
334,RAYMOND,MCWHORTER,11,53.89000000000001,4.899090909090909,high
335,GREGORY,MAULDIN,15,55.850000000000016,3.7233333333333345,high
336,JOSHUA,MARK,12,52.88000000000002,4.406666666666668,high
337,JERRY,JORDON,12,62.88000000000001,5.240000000000001,high
339,WALTER,PERRYMAN,13,52.87000000000001,4.066923076923078,high
342,HAROLD,MARTINO,12,45.88000000000001,3.823333333333334,normal
343,DOUGLAS,GRAF,9,54.91000000000001,6.101111111111113,high
346,ARTHUR,SIMPKINS,15,83.85,5.59,high
347,RYAN,SALISBURY,17,65.83000000000001,3.872352941176471,high
348,ROGER,QUINTANILLA,16,70.84,4.4275,high
349,JOE,GILLILAND,12,45.88000000000002,3.8233333333333346,normal
351,JACK,FOUST,13,50.87000000000001,3.913076923076924,high
354,JUSTIN,NGO,19,67.81000000000002,3.5689473684210533,high
355,TERRY,GRISSOM,11,52.89000000000001,4.808181818181819,high
356,GERALD,FULTZ,13,50.870000000000005,3.9130769230769236,high
357,KEITH,RICO,12,42.88000000000001,3.573333333333334,normal
360,RALPH,MADRIGAL,17,69.83000000000001,4.10764705882353,high
362,NICHOLAS,BARFIELD,15,61.85000000000002,4.123333333333335,high
363,ROY,WHITING,15,69.85000000000002,4.656666666666668,high
366,BRANDON,HUEY,19,82.80999999999999,4.358421052631578,high
367,ADAM,GOOCH,11,46.89000000000001,4.262727272727274,normal
368,HARRY,ARCE,12,51.88000000000002,4.323333333333335,high
369,FRED,WHEAT,12,45.88000000000002,3.8233333333333346,normal
371,BILLY,POULIN,12,46.88000000000001,3.9066666666666676,normal
372,STEVE,MACKENZIE,16,77.84000000000002,4.865000000000001,high
373,LOUIS,LEONE,16,68.84000000000002,4.302500000000001,high
376,RANDY,GAITHER,15,69.85000000000001,4.656666666666667,high
377,HOWARD,FORTNER,11,41.89000000000001,3.808181818181819,normal
380,RUSSELL,BRINSON,14,58.86000000000001,4.204285714285715,high
381,BOBBY,BOUDREAU,14,37.86000000000001,2.7042857142857146,normal
385,PHILLIP,HOLM,11,44.89000000000001,4.080909090909092,normal
386,TODD,TAN,13,54.87000000000002,4.220769230769232,high
388,CRAIG,MORRELL,11,35.89000000000001,3.2627272727272736,normal
389,ALAN,KAHN,11,50.89000000000001,4.626363636363637,high
390,SHAWN,HEATON,14,56.860000000000014,4.061428571428572,high
391,CLARENCE,GAMEZ,11,37.89000000000001,3.4445454545454552,normal
393,PHILIP,CAUSEY,13,60.87000000000002,4.682307692307694,high
396,EARL,SHANKS,12,39.88000000000001,3.323333333333334,normal
397,JIMMY,SCHRADER,13,50.87000000000002,3.9130769230769245,high
400,BRYAN,HARDISON,10,51.90000000000001,5.190000000000001,high
402,LUIS,YANEZ,12,52.88000000000002,4.406666666666668,high
403,MIKE,WAY,12,61.88000000000002,5.156666666666668,high
404,STANLEY,SCROGGINS,14,59.860000000000014,4.275714285714287,high
405,LEONARD,SCHOFIELD,11,29.889999999999997,2.717272727272727,normal
406,NATHAN,RUNYON,18,68.82000000000002,3.8233333333333346,high
407,DALE,RATCLIFF,11,49.890000000000015,4.535454545454547,normal
408,MANUEL,MURRELL,12,45.88000000000001,3.823333333333334,normal
409,RODNEY,MOELLER,15,58.850000000000016,3.9233333333333342,high
410,CURTIS,IRBY,14,54.86000000000002,3.91857142857143,high
411,NORMAN,CURRIER,12,32.88,2.74,normal
415,GLENN,PULLEN,11,40.89000000000001,3.717272727272728,normal
419,CHAD,CARBONE,13,39.870000000000005,3.0669230769230773,normal
420,JACOB,LANCE,11,39.890000000000015,3.626363636363638,normal
421,LEE,HAWKS,12,57.88000000000001,4.823333333333334,high
423,ALFRED,CASILLAS,13,58.870000000000005,4.5284615384615385,high
424,KYLE,SPURLOCK,16,58.84000000000001,3.6775000000000007,high
425,FRANCIS,SIKES,17,67.83000000000001,3.9900000000000007,high
426,BRADLEY,MOTLEY,11,65.89000000000001,5.990000000000001,high
428,HERBERT,KRUGER,11,49.890000000000015,4.535454545454547,normal
432,EDWIN,BURK,12,56.88000000000002,4.740000000000001,high
433,DON,BONE,14,65.86000000000001,4.7042857142857155,high
436,TROY,QUIGLEY,12,52.88000000000001,4.406666666666667,high
438,BARRY,LOVELACE,14,54.86000000000002,3.91857142857143,high
439,ALEXANDER,FENNELL,12,45.88000000000002,3.8233333333333346,normal
440,BERNARD,COLBY,12,47.88,3.99,normal
441,MARIO,CHEATHAM,17,66.83000000000001,3.931176470588236,high
442,LEROY,BUSTAMANTE,16,60.840000000000025,3.8025000000000015,high
443,FRANCISCO,SKIDMORE,10,54.90000000000001,5.490000000000001,high
446,THEODORE,CULP,17,71.83,4.225294117647059,high
447,CLIFFORD,BOWENS,11,50.89,4.626363636363636,high
452,TOM,MILNER,13,45.870000000000005,3.528461538461539,normal
454,ALEX,GRESHAM,11,45.89,4.171818181818182,normal
459,TOMMY,COLLAZO,18,89.81999999999998,4.989999999999998,high
461,DEREK,BLAKELY,11,26.89,2.444545454545455,normal
462,WARREN,SHERROD,16,74.83999999999999,4.677499999999999,high
467,ALVIN,DELOACH,13,66.87000000000002,5.143846153846155,high
468,TIM,CARY,14,58.860000000000014,4.2042857142857155,high
469,WESLEY,BULL,18,80.82,4.489999999999999,high
470,GORDON,ALLARD,17,96.82999999999998,5.695882352941176,high
473,JORGE,OLIVARES,13,57.87000000000002,4.451538461538463,high
475,PEDRO,CHESTNUT,15,71.85,4.79,high
477,DAN,PAINE,10,58.90000000000001,5.8900000000000015,high
479,ZACHARY,HITE,15,79.85,5.323333333333333,high
481,HERMAN,DEVORE,13,57.87000000000001,4.451538461538463,high
482,MAURICE,CRAWLEY,12,69.88000000000001,5.823333333333334,high
484,ROBERTO,VU,15,77.85000000000001,5.19,high
485,CLYDE,TOBIAS,18,63.82000000000002,3.545555555555557,high
486,GLEN,TALBERT,12,58.88000000000002,4.906666666666668,high
487,HECTOR,POINDEXTER,14,46.86000000000001,3.3471428571428574,normal
488,SHANE,MILLARD,11,50.890000000000015,4.626363636363638,high
490,SAM,MCDUFFIE,14,64.86000000000001,4.6328571428571435,high
491,RICK,MATTOX,11,60.890000000000015,5.535454545454547,high
494,RAMON,CHOATE,18,80.82000000000001,4.49,high
495,CHARLIE,BESS,11,56.89000000000001,5.171818181818183,high
497,GILBERT,SLEDGE,14,67.86000000000001,4.847142857142858,high
498,GENE,SANBORN,15,51.85000000000001,3.4566666666666674,high
499,MARC,OUTLAW,12,43.88000000000001,3.6566666666666676,normal
500,REGINALD,KINDER,11,38.89000000000001,3.535454545454546,normal
502,BRETT,CORNWELL,15,73.85000000000001,4.923333333333334,high
504,NATHANIEL,ADAM,11,57.89000000000001,5.262727272727274,high
507,EDGAR,RHOADS,15,49.85000000000001,3.3233333333333337,normal
508,MILTON,HOWLAND,14,74.86,5.347142857142857,high
511,CHESTER,BENNER,11,35.89,3.2627272727272727,normal
513,DUANE,TUBBS,13,60.87000000000001,4.682307692307694,high
517,BRAD,MCCURDY,12,50.88000000000001,4.240000000000001,high
518,GABRIEL,HARDER,13,55.87000000000002,4.2976923076923095,high
519,RON,DELUCA,13,51.87000000000001,3.990000000000001,high
520,MITCHELL,WESTMORELAND,14,60.86000000000002,4.347142857142859,high
522,ARNOLD,HAVENS,18,96.82,5.378888888888889,high
525,ADRIAN,CLARY,11,49.89000000000001,4.535454545454546,normal
526,KARL,SEAL,19,86.81,4.568947368421052,high
528,CLAUDE,HERZOG,11,56.89000000000001,5.171818181818183,high
529,ERIK,GUILLEN,13,53.87000000000001,4.143846153846154,high
531,JAMIE,WAUGH,14,64.86000000000001,4.6328571428571435,high
532,NEIL,RENNER,14,69.86000000000001,4.990000000000001,high
533,JESSIE,MILAM,13,58.87000000000001,4.528461538461539,high
535,JAVIER,ELROD,11,48.89000000000001,4.444545454545455,normal
536,FERNANDO,CHURCHILL,12,51.88000000000001,4.323333333333334,high
537,CLINTON,BUFORD,12,40.88000000000001,3.4066666666666676,normal
538,TED,BREAUX,14,51.86000000000001,3.7042857142857146,high
539,MATHEW,BOLIN,12,55.88000000000002,4.656666666666668,high
546,KELLY,KNOTT,11,43.890000000000015,3.9900000000000015,normal
550,GUY,BROWNLEE,11,44.890000000000015,4.080909090909092,normal
553,MAX,PITT,16,68.84000000000002,4.302500000000001,high
558,JIMMIE,EGGLESTON,15,70.85000000000001,4.723333333333334,high
559,EVERETT,BANDA,12,41.88,3.49,normal
560,JORDAN,ARCHULETA,14,59.860000000000014,4.275714285714287,high
563,KEN,PREWITT,16,60.840000000000025,3.8025000000000015,high
565,JAIME,NETTLES,11,34.89,3.171818181818182,normal
566,CASEY,MENA,18,71.82000000000001,3.99,high
567,ALFREDO,MCADAMS,11,40.89000000000001,3.717272727272728,normal
570,IVAN,CROMWELL,14,44.860000000000014,3.204285714285715,normal
572,SIDNEY,BURLESON,11,46.890000000000015,4.2627272727272745,normal
573,BYRON,BOX,15,70.85000000000001,4.723333333333334,high
574,JULIAN,VEST,15,64.85000000000002,4.323333333333335,high
576,MORRIS,MCCARTER,15,63.850000000000016,4.256666666666668,high
577,CLIFTON,MALCOLM,11,52.89000000000001,4.808181818181819,high
578,WILLARD,LUMPKIN,11,45.89000000000001,4.171818181818183,normal
579,DARYL,LARUE,14,65.86000000000001,4.7042857142857155,high
580,ROSS,GREY,15,49.850000000000016,3.3233333333333346,normal
581,VIRGIL,WOFFORD,14,57.860000000000014,4.1328571428571435,high
582,ANDY,VANHORN,10,53.90000000000001,5.3900000000000015,high
583,MARSHALL,THORN,12,68.88,5.739999999999999,high
584,SALVADOR,TEEL,12,44.88000000000001,3.7400000000000007,normal
585,PERRY,SWAFFORD,13,70.87000000000002,5.451538461538463,high
588,MARION,OCAMPO,14,52.86000000000002,3.775714285714287,high
590,SETH,HANNON,14,56.86000000000002,4.061428571428573,high
591,KENT,ARSENAULT,15,75.85000000000001,5.0566666666666675,high
592,TERRANCE,ROUSH,15,61.85000000000001,4.123333333333334,high
593,RENE,MCALISTER,12,44.88000000000001,3.7400000000000007,normal
594,EDUARDO,HIATT,14,65.86000000000001,4.7042857142857155,high
595,TERRENCE,GUNDERSON,19,86.80999999999999,4.568947368421052,high
598,WADE,DELVALLE,16,64.84000000000002,4.052500000000001,high
