customer_id,first_name,last_name,payment_count,suspicious_large_payments,total_amount
207,GERTRUDE,CASTILLO,15,1,58.85
208,LUCY,WHEELER,13,0,46.87000000000001
209,TONYA,CHAPMAN,17,1,82.83
21,MICHELLE,CLARK,9,0,31.909999999999997
210,ELLA,OLIVER,18,1,73.82000000000001
211,STACEY,MONTGOMERY,16,1,62.840000000000025
212,WILMA,RICHARDS,7,1,40.93000000000001
213,GINA,WILLIAMSON,12,1,51.88
214,KRISTIN,JOHNSTON,8,0,35.92000000000001
215,JESSIE,BANKS,7,2,31.929999999999993
216,NATALIE,MEYER,6,1,32.940000000000005
217,AGNES,BISHOP,9,0,33.910000000000004
218,VERA,MCCOY,8,1,37.92000000000001
219,WILLIE,HOWELL,15,0,64.85000000000002
22,LAURA,RODRIGUEZ,7,0,31.93
220,CHARLENE,ALVAREZ,12,3,59.88000000000001
221,BESSIE,MORRISON,12,1,58.88000000000002
222,DELORES,HANSEN,11,1,46.89000000000001
223,MELINDA,FERNANDEZ,7,0,32.93000000000001
225,ARLENE,HARVEY,17,0,80.83
226,MAUREEN,LITTLE,9,1,41.91000000000001
227,COLLEEN,BURTON,12,0,44.88000000000002
228,ALLISON,STANLEY,15,2,54.85000000000001
229,TAMARA,NGUYEN,13,0,49.87000000000001
23,SARAH,LEWIS,13,1,60.87000000000001
230,JOY,GEORGE,15,1,58.850000000000016
231,GEORGIA,JACOBS,11,1,36.89
232,CONSTANCE,REID,14,1,57.860000000000014
233,LILLIE,KIM,13,1,55.87000000000002
235,JACKIE,LYNCH,15,0,62.85000000000002
236,MARCIA,DEAN,20,0,73.8
237,TANYA,GILBERT,15,1,64.85000000000002
238,NELLIE,GARRETT,9,1,42.910000000000004
239,MINNIE,ROMERO,12,1,48.88
240,MARLENE,WELCH,12,1,51.88000000000001
242,GLENDA,FRAZIER,9,0,38.91000000000001
243,LYDIA,BURKE,13,0,45.87000000000001
244,VIOLA,HANSON,14,0,54.86000000000002
245,COURTNEY,DAY,16,1,72.84
247,STELLA,MORENO,7,0,33.93000000000001
249,DORA,MEDINA,8,1,47.92000000000001
25,DEBORAH,WALKER,12,1,39.88
251,VICKIE,BREWER,11,1,41.890000000000015
253,TERRY,CARLSON,9,0,33.91
254,MAXINE,SILVA,13,0,55.87000000000001
257,MARSHA,DOUGLAS,18,0,88.82
258,MYRTLE,FLEMING,10,1,44.900000000000006
259,LENA,JENSEN,10,0,53.90000000000001
26,JESSICA,HALL,13,0,46.87000000000002
260,CHRISTY,VARGAS,12,0,36.879999999999995
262,PATSY,DAVIDSON,11,0,47.89000000000001
263,HILDA,HOPKINS,13,0,43.870000000000005
264,GWENDOLYN,MAY,12,2,51.88
265,JENNIE,TERRY,16,1,70.84
267,MARGIE,WADE,11,0,45.89000000000001
268,NINA,SOTO,12,0,53.88000000000002
269,CASSANDRA,WALTERS,9,1,46.91000000000001
27,SHIRLEY,ALLEN,12,0,46.88
270,LEAH,CURTIS,7,1,30.930000000000007
272,KAY,CALDWELL,6,1,36.940000000000005
273,PRISCILLA,LOWE,15,1,67.85000000000001
274,NAOMI,JENNINGS,10,0,45.900000000000006
275,CAROLE,BARNETT,9,1,32.910000000000004
276,BRANDY,GRAVES,11,1,45.89000000000001
277,OLGA,JIMENEZ,12,0,46.88000000000001
278,BILLIE,HORTON,9,1,37.910000000000004
279,DIANNE,SHELTON,9,1,42.910000000000004
28,CYNTHIA,YOUNG,14,1,51.860000000000014
280,TRACEY,BARRETT,11,0,34.89000000000001
282,JENNY,CASTRO,15,2,64.85000000000001
283,FELICIA,SUTTON,17,0,50.83
284,SONIA,GREGORY,12,1,60.88000000000002
285,MIRIAM,MCKINNEY,13,3,68.87
286,VELMA,LUCAS,17,1,76.83000000000001
287,BECKY,MILES,11,0,40.89000000000001
289,VIOLET,RODRIQUEZ,12,1,49.88000000000001
29,ANGELA,HERNANDEZ,11,1,46.89000000000001
290,KRISTINA,CHAMBERS,14,0,51.860000000000014
291,TONI,HOLT,12,0,52.88000000000001
292,MISTY,LAMBERT,16,2,74.84
293,MAE,FLETCHER,10,1,46.90000000000001
294,SHELLY,WATTS,10,0,47.90000000000001
295,DAISY,BATES,18,3,87.82000000000001
296,RAMONA,HALE,12,0,54.88000000000002
297,SHERRI,RHODES,13,1,48.87000000000002
298,ERIKA,PENA,10,0,32.9
299,JAMES,GANNON,11,1,44.89000000000001
3,LINDA,WILLIAMS,13,1,68.87000000000002
30,MELISSA,KING,19,1,73.80999999999999
300,JOHN,FARNSWORTH,14,1,59.86000000000002
301,ROBERT,BAUGHMAN,10,0,48.90000000000001
302,MICHAEL,SILVERMAN,15,1,67.85000000000001
303,WILLIAM,SATTERFIELD,9,0,36.910000000000004
304,DAVID,ROYAL,12,1,52.88000000000001
305,RICHARD,MCCRARY,10,1,44.90000000000001
306,CHARLES,KOWALSKI,14,0,53.86000000000002
307,JOSEPH,JOY,13,1,62.87000000000001
309,CHRISTOPHER,GRECO,16,1,76.83999999999999
31,BRENDA,WRIGHT,11,1,48.890000000000015
310,DANIEL,CABRAL,8,1,41.92
311,PAUL,TROUT,8,1,45.92000000000001
312,MARK,RINEHART,11,0,48.890000000000015
314,GEORGE,LINTON,18,0,67.82000000000002
316,STEVEN,CURLEY,12,0,55.88000000000002
317,EDWARD,BAUGH,12,2,50.88000000000002
319,RONALD,WEINER,12,1,52.88000000000002
32,AMY,LOPEZ,15,1,58.850000000000016
320,ANTHONY,SCHWAB,11,0,39.890000000000015
321,KEVIN,SCHULER,10,1,50.90000000000001
322,JASON,MORRISSEY,12,0,45.88000000000001
323,MATTHEW,MAHAN,15,0,58.85000000000002
324,GARY,COY,12,0,50.88000000000001
325,TIMOTHY,BUNN,10,1,41.900000000000006
326,JOSE,ANDREW,12,0,46.88000000000002
329,FRANK,WAGGONER,13,0,52.87000000000002
330,SCOTT,SHELLEY,12,0,41.88000000000001
331,ERIC,ROBERT,12,2,63.88000000000002
332,STEPHEN,QUALLS,17,2,78.82999999999998
333,ANDREW,PURDY,13,1,51.870000000000005
334,RAYMOND,MCWHORTER,11,0,53.89000000000001
335,GREGORY,MAULDIN,15,1,55.850000000000016
336,JOSHUA,MARK,12,1,52.88000000000002
337,JERRY,JORDON,12,1,62.88000000000001
338,DENNIS,GILMAN,10,0,40.90000000000001
339,WALTER,PERRYMAN,13,0,52.87000000000001
34,REBECCA,SCOTT,9,0,33.910000000000004
340,PATRICK,NEWSOM,9,0,30.910000000000004
342,HAROLD,MARTINO,12,1,45.88000000000001
343,DOUGLAS,GRAF,9,1,54.91000000000001
345,CARL,ARTIS,10,1,49.90000000000001
346,ARTHUR,SIMPKINS,15,3,83.85
347,RYAN,SALISBURY,17,0,65.83000000000001
348,ROGER,QUINTANILLA,16,2,70.84
349,JOE,GILLILAND,12,0,45.88000000000002
35,VIRGINIA,GREEN,16,0,68.84000000000002
351,JACK,FOUST,13,0,50.87000000000001
352,ALBERT,CROUSE,9,0,43.91000000000001
354,JUSTIN,NGO,19,1,67.81000000000002
355,TERRY,GRISSOM,11,0,52.89000000000001
356,GERALD,FULTZ,13,0,50.870000000000005
357,KEITH,RICO,12,1,42.88000000000001
359,WILLIE,MARKHAM,9,1,39.91
36,KATHLEEN,ADAMS,13,0,40.870000000000005
360,RALPH,MADRIGAL,17,1,69.83000000000001
362,NICHOLAS,BARFIELD,15,1,61.85000000000002
363,ROY,WHITING,15,1,69.85000000000002
364,BENJAMIN,VARNEY,8,1,35.92000000000001
365,BRUCE,SCHWARZ,10,0,44.90000000000001
366,BRANDON,HUEY,19,0,82.80999999999999
367,ADAM,GOOCH,11,1,46.89000000000001
369,FRED,WHEAT,12,0,45.88000000000002
37,PAMELA,BAKER,6,1,36.94
371,BILLY,POULIN,12,2,46.88000000000001
372,STEVE,MACKENZIE,16,1,77.84000000000002
373,LOUIS,LEONE,16,1,68.84000000000002
374,JEREMY,HURTADO,10,0,38.9
376,RANDY,GAITHER,15,2,69.85000000000001
377,HOWARD,FORTNER,11,1,41.89000000000001
379,CARLOS,COUGHLIN,6,0,30.940000000000005
38,MARTHA,GONZALEZ,18,0,65.82000000000002
380,RUSSELL,BRINSON,14,2,58.86000000000001
381,BOBBY,BOUDREAU,14,0,37.86000000000001
382,VICTOR,BARKLEY,10,1,39.900000000000006
385,PHILLIP,HOLM,11,1,44.89000000000001
386,TODD,TAN,13,1,54.87000000000002
388,CRAIG,MORRELL,11,0,35.89000000000001
389,ALAN,KAHN,11,1,50.89000000000001
39,DEBRA,NELSON,15,1,73.85000000000001
390,SHAWN,HEATON,14,0,56.860000000000014
391,CLARENCE,GAMEZ,11,0,37.89000000000001
393,PHILIP,CAUSEY,13,2,60.87000000000002
394,CHRIS,BROTHERS,10,0,38.90000000000001
396,EARL,SHANKS,12,0,39.88000000000001
397,JIMMY,SCHRADER,13,0,50.87000000000002
398,ANTONIO,MEEK,7,0,33.93000000000001
399,DANNY,ISOM,8,0,30.92000000000001
40,AMANDA,CARTER,11,1,40.89000000000001
400,BRYAN,HARDISON,10,0,51.90000000000001
401,TONY,CARRANZA,10,1,36.900000000000006
402,LUIS,YANEZ,12,0,52.88000000000002
403,MIKE,WAY,12,0,61.88000000000002
404,STANLEY,SCROGGINS,14,1,59.860000000000014
407,DALE,RATCLIFF,11,2,49.890000000000015
408,MANUEL,MURRELL,12,0,45.88000000000001
409,RODNEY,MOELLER,15,0,58.850000000000016
41,STEPHANIE,MITCHELL,15,1,70.85000000000002
410,CURTIS,IRBY,14,0,54.86000000000002
411,NORMAN,CURRIER,12,0,32.88
414,VINCENT,RALSTON,10,1,40.9
415,GLENN,PULLEN,11,1,40.89000000000001
416,JEFFERY,PINSON,10,0,36.900000000000006
417,TRAVIS,ESTEP,7,1,35.93000000000001
418,JEFF,EAST,10,1,45.900000000000006
419,CHAD,CARBONE,13,0,39.870000000000005
42,CAROLYN,PEREZ,16,0,61.84000000000001
420,JACOB,LANCE,11,0,39.890000000000015
421,LEE,HAWKS,12,1,57.88000000000001
423,ALFRED,CASILLAS,13,3,58.870000000000005
424,KYLE,SPURLOCK,16,1,58.84000000000001
425,FRANCIS,SIKES,17,1,67.83000000000001
426,BRADLEY,MOTLEY,11,2,65.89000000000001
427,JESUS,MCCARTNEY,10,0,49.90000000000001
428,HERBERT,KRUGER,11,0,49.890000000000015
429,FREDERICK,ISBELL,9,0,45.91000000000001
43,CHRISTINE,ROBERTS,12,0,47.88000000000001
430,RAY,HOULE,7,0,33.93
432,EDWIN,BURK,12,0,56.88000000000002
433,DON,BONE,14,1,65.86000000000001
434,EDDIE,TOMLIN,9,1,40.910000000000004
435,RICKY,SHELBY,10,1,43.90000000000001
436,TROY,QUIGLEY,12,2,52.88000000000001
437,RANDALL,NEUMANN,10,1,44.90000000000001
438,BARRY,LOVELACE,14,1,54.86000000000002
439,ALEXANDER,FENNELL,12,0,45.88000000000002
44,MARIE,TURNER,10,2,53.90000000000001
440,BERNARD,COLBY,12,1,47.88
441,MARIO,CHEATHAM,17,2,66.83000000000001
442,LEROY,BUSTAMANTE,16,0,60.840000000000025
443,FRANCISCO,SKIDMORE,10,2,54.90000000000001
447,CLIFFORD,BOWENS,11,1,50.89
448,MIGUEL,BETANCOURT,10,1,43.900000000000006
449,OSCAR,AQUINO,8,1,36.92000000000001
45,JANET,PHILLIPS,9,1,37.910000000000004
451,JIM,REA,7,2,37.93000000000001
452,TOM,MILNER,13,0,45.870000000000005
453,CALVIN,MARTEL,10,1,46.900000000000006
454,ALEX,GRESHAM,11,1,45.89
455,JON,WILES,9,1,45.91000000000001
458,LLOYD,DOWD,9,0,31.91
459,TOMMY,COLLAZO,18,2,89.81999999999998
46,CATHERINE,CAMPBELL,8,1,32.92000000000001
460,LEON,BOSTIC,8,0,41.92000000000001
462,WARREN,SHERROD,16,2,74.83999999999999
463,DARRELL,POWER,10,0,30.900000000000006
464,JEROME,KENYON,6,0,32.940000000000005
467,ALVIN,DELOACH,13,1,66.87000000000002
468,TIM,CARY,14,0,58.860000000000014
469,WESLEY,BULL,18,1,80.82
47,FRANCES,PARKER,10,1,47.900000000000006
470,GORDON,ALLARD,17,2,96.82999999999998
472,GREG,ROBINS,9,0,48.91000000000001
473,JORGE,OLIVARES,13,1,57.87000000000002
474,DUSTIN,GILLETTE,10,0,31.9
475,PEDRO,CHESTNUT,15,1,71.85
476,DERRICK,BOURQUE,9,0,39.910000000000004
477,DAN,PAINE,10,2,58.90000000000001
479,ZACHARY,HITE,15,3,79.85
48,ANN,EVANS,8,0,44.92000000000001
480,COREY,HAUSER,8,1,43.92000000000001
481,HERMAN,DEVORE,13,1,57.87000000000001
483,VERNON,CHAPA,9,1,48.910000000000004
484,ROBERTO,VU,15,2,77.85000000000001
485,CLYDE,TOBIAS,18,0,63.82000000000002
486,GLEN,TALBERT,12,1,58.88000000000002
487,HECTOR,POINDEXTER,14,0,46.86000000000001
488,SHANE,MILLARD,11,1,50.890000000000015
49,JOYCE,EDWARDS,13,2,69.87
490,SAM,MCDUFFIE,14,1,64.86000000000001
491,RICK,MATTOX,11,1,60.890000000000015
493,BRENT,HARKINS,8,0,42.92000000000001
494,RAMON,CHOATE,18,1,80.82000000000001
495,CHARLIE,BESS,11,1,56.89000000000001
497,GILBERT,SLEDGE,14,1,67.86000000000001
498,GENE,SANBORN,15,0,51.85000000000001
499,MARC,OUTLAW,12,0,43.88000000000001
5,ELIZABETH,BROWN,16,1,59.84000000000002
50,DIANE,COLLINS,17,3,80.83
500,REGINALD,KINDER,11,0,38.89000000000001
501,RUBEN,GEARY,9,0,36.91
502,BRETT,CORNWELL,15,2,73.85000000000001
503,ANGEL,BARCLAY,10,0,41.90000000000001
504,NATHANIEL,ADAM,11,2,57.89000000000001
505,RAFAEL,ABNEY,6,1,33.94
506,LESLIE,SEWARD,10,2,46.9
507,EDGAR,RHOADS,15,0,49.85000000000001
508,MILTON,HOWLAND,14,2,74.86
509,RAUL,FORTIER,9,1,41.91000000000001
51,ALICE,STEWART,12,1,58.88000000000002
511,CHESTER,BENNER,11,0,35.89
512,CECIL,VINES,9,0,36.910000000000004
513,DUANE,TUBBS,13,1,60.87000000000001
515,ANDRE,RAPP,8,0,30.92000000000001
516,ELMER,NOE,9,0,46.91000000000001
517,BRAD,MCCURDY,12,0,50.88000000000001
518,GABRIEL,HARDER,13,0,55.87000000000002
519,RON,DELUCA,13,0,51.87000000000001
52,JULIE,SANCHEZ,12,0,48.88000000000001
520,MITCHELL,WESTMORELAND,14,1,60.86000000000002
521,ROLAND,SOUTH,9,0,31.91
522,ARNOLD,HAVENS,18,1,96.82
523,HARVEY,GUAJARDO,10,0,41.900000000000006
524,JARED,ELY,8,1,48.92000000000001
525,ADRIAN,CLARY,11,0,49.89000000000001
526,KARL,SEAL,19,0,86.81
528,CLAUDE,HERZOG,11,2,56.89000000000001
529,ERIK,GUILLEN,13,0,53.87000000000001
53,HEATHER,MORRIS,7,0,31.930000000000007
530,DARRYL,ASHCRAFT,9,0,30.909999999999997
531,JAMIE,WAUGH,14,0,64.86000000000001
532,NEIL,RENNER,14,1,69.86000000000001
533,JESSIE,MILAM,13,3,58.87000000000001
535,JAVIER,ELROD,11,1,48.89000000000001
536,FERNANDO,CHURCHILL,12,1,51.88000000000001
537,CLINTON,BUFORD,12,0,40.88000000000001
538,TED,BREAUX,14,2,51.86000000000001
539,MATHEW,BOLIN,12,0,55.88000000000002
540,TYRONE,ASHER,9,0,39.910000000000004
541,DARREN,WINDHAM,7,1,33.93000000000001
542,LONNIE,TIRADO,8,2,47.92000000000001
545,JULIO,NOLAND,9,1,42.910000000000004
546,KELLY,KNOTT,11,1,43.890000000000015
547,KURT,EMMONS,10,0,41.900000000000006
549,NELSON,CHRISTENSON,9,1,41.910000000000004
55,DORIS,REED,7,0,36.93000000000001
550,GUY,BROWNLEE,11,1,44.890000000000015
552,HUGH,WALDROP,9,1,48.91000000000001
553,MAX,PITT,16,0,68.84000000000002
559,EVERETT,BANDA,12,0,41.88
56,GLORIA,COOK,9,0,37.91000000000001
560,JORDAN,ARCHULETA,14,1,59.860000000000014
562,WALLACE,SLONE,9,1,38.91000000000001
563,KEN,PREWITT,16,0,60.840000000000025
564,BOB,PFEIFFER,9,1,37.910000000000004
565,JAIME,NETTLES,11,0,34.89
566,CASEY,MENA,18,1,71.82000000000001
567,ALFREDO,MCADAMS,11,0,40.89000000000001
57,EVELYN,MORGAN,15,0,49.850000000000016
570,IVAN,CROMWELL,14,0,44.860000000000014
571,JOHNNIE,CHISHOLM,9,2,48.91000000000001
572,SIDNEY,BURLESON,11,0,46.890000000000015
573,BYRON,BOX,15,2,70.85000000000001
574,JULIAN,VEST,15,0,64.85000000000002
575,ISAAC,OGLESBY,9,1,36.91
576,MORRIS,MCCARTER,15,1,63.850000000000016
577,CLIFTON,MALCOLM,11,1,52.89000000000001
578,WILLARD,LUMPKIN,11,0,45.89000000000001
579,DARYL,LARUE,14,3,65.86000000000001
58,JEAN,BELL,9,1,38.910000000000004
580,ROSS,GREY,15,0,49.850000000000016
581,VIRGIL,WOFFORD,14,1,57.860000000000014
582,ANDY,VANHORN,10,1,53.90000000000001
583,MARSHALL,THORN,12,1,68.88
584,SALVADOR,TEEL,12,0,44.88000000000001
585,PERRY,SWAFFORD,13,2,70.87000000000002
587,SERGIO,STANFIELD,10,1,48.900000000000006
588,MARION,OCAMPO,14,0,52.86000000000002
589,TRACY,HERRMANN,10,1,37.9
59,CHERYL,MURPHY,11,2,60.890000000000015
590,SETH,HANNON,14,0,56.86000000000002
591,KENT,ARSENAULT,15,2,75.85000000000001
593,RENE,MCALISTER,12,0,44.88000000000001
594,EDUARDO,HIATT,14,1,65.86000000000001
595,TERRENCE,GUNDERSON,19,2,86.80999999999999
598,WADE,DELVALLE,16,0,64.84000000000002
61,KATHERINE,RIVERA,6,0,32.940000000000005
63,ASHLEY,RICHARDSON,14,2,64.86000000000001
65,ROSE,HOWARD,9,0,37.91
66,JANICE,WARD,13,1,60.87000000000001
67,KELLY,TORRES,8,0,30.92
68,NICOLE,PETERSON,10,0,43.90000000000001
69,JUDY,GRAY,11,1,47.890000000000015
7,MARIA,MILLER,11,1,59.890000000000015
71,KATHY,JAMES,18,1,70.82000000000001
72,THERESA,WATSON,10,0,36.900000000000006
73,BEVERLY,BROOKS,10,1,46.90000000000001
74,DENISE,KELLY,10,0,47.90000000000001
75,TAMMY,SANDERS,20,1,70.80000000000001
78,LORI,WOOD,14,0,52.86
79,RACHEL,BARNES,13,1,53.87000000000002
8,SUSAN,WILSON,12,0,35.88000000000001
80,MARILYN,ROSS,12,1,61.88000000000002
82,KATHRYN,COLEMAN,11,2,64.89000000000001
83,LOUISE,JENKINS,9,0,31.91
84,SARA,PERRY,12,2,64.88000000000001
86,JACQUELINE,LONG,12,3,64.88000000000001
87,WANDA,PATTERSON,11,1,56.890000000000015
88,BONNIE,HUGHES,11,1,44.89000000000001
89,JULIA,FLORES,17,1,68.83000000000003
90,RUBY,WASHINGTON,12,1,51.88000000000001
91,LOIS,BUTLER,19,0,59.810000000000024
92,TINA,SIMMONS,15,1,78.85000000000001
95,PAULA,BRYANT,9,0,43.91000000000001
96,DIANA,ALEXANDER,12,0,49.88000000000002
97,ANNIE,RUSSELL,12,0,40.88000000000001
98,LILLIAN,GRIFFIN,9,0,40.910000000000004
99,EMILY,DIAZ,15,0,56.85000000000002
