average_payment,customer_id,first_name,high_risk,last_name,payment_count,total_amount
3.5284615384615394,243,LYDIA,0,BURKE,13,45.87000000000001
3.535454545454546,500,REGINALD,0,KINDER,11,38.89000000000001
3.5400000000000005,75,TAMMY,0,SANDERS,20,70.80000000000001
3.545555555555555,21,MICHELLE,0,CLARK,9,31.909999999999997
3.5455555555555556,458,LLOYD,0,DOWD,9,31.91
3.5455555555555556,521,ROLAND,0,SOUTH,9,31.91
3.5455555555555556,83,LOUISE,0,JENKINS,9,31.91
3.545555555555556,121,JOSEPHINE,0,GOMEZ,9,31.910000000000004
3.545555555555557,485,CLYDE,0,TOBIAS,18,63.82000000000002
3.561428571428571,569,DAVE,0,GARDINER,7,24.929999999999996
3.5614285714285714,395,JOHNNY,0,TURPIN,7,24.93
3.5614285714285714,456,RONNIE,0,RICKETTS,7,24.93
3.5614285714285723,313,DONALD,0,MAHON,7,24.930000000000007
3.5689473684210533,354,JUSTIN,0,NGO,19,67.81000000000002
3.573333333333334,357,KEITH,0,RICO,12,42.88000000000001
3.5900000000000007,192,LAURIE,0,LAWRENCE,10,35.900000000000006
3.5900000000000007,241,HEIDI,0,LARSON,15,53.85000000000001
3.5900000000000007,431,JOEL,0,FRANCISCO,5,17.950000000000003
3.5900000000000007,489,RICARDO,0,MEADOR,5,17.950000000000003
3.605384615384616,208,LUCY,0,WHEELER,13,46.87000000000001
3.605384615384617,26,JESSICA,0,HALL,13,46.87000000000002
3.615,551,CLAYTON,0,BARBEE,8,28.92
3.626363636363638,320,ANTHONY,0,SCHWAB,11,39.890000000000015
3.626363636363638,420,JACOB,0,LANCE,11,39.890000000000015
3.6566666666666667,93,PHYLLIS,0,FOSTER,6,21.94
3.656666666666667,228,ALLISON,0,STANLEY,15,54.85000000000001
3.656666666666667,275,CAROLE,0,BARNETT,9,32.910000000000004
3.6566666666666676,499,MARC,0,OUTLAW,12,43.88000000000001
3.6566666666666676,596,ENRIQUE,0,FORSYTHE,6,21.940000000000005
3.656666666666668,38,MARTHA,0,GONZALEZ,18,65.82000000000002
3.6775000000000007,424,KYLE,0,SPURLOCK,16,58.84000000000001
3.6823076923076936,133,PAULINE,0,HENRY,13,47.87000000000002
3.69,236,MARCIA,0,DEAN,20,73.8
3.6900000000000004,401,TONY,0,CARRANZA,10,36.900000000000006
3.6900000000000004,416,JEFFERY,0,PINSON,10,36.900000000000006
3.6900000000000004,72,THERESA,0,WATSON,10,36.900000000000006
3.704285714285714,534,CHRISTIAN,0,JUNG,7,25.93
3.7042857142857146,538,TED,0,BREAUX,14,51.86000000000001
3.704285714285715,28,CYNTHIA,0,YOUNG,14,51.860000000000014
3.704285714285715,290,KRISTINA,0,CHAMBERS,14,51.860000000000014
3.717272727272727,163,CATHY,0,SPENCER,11,40.88999999999999
3.717272727272728,287,BECKY,0,MILES,11,40.89000000000001
3.717272727272728,40,AMANDA,0,CARTER,11,40.89000000000001
3.717272727272728,415,GLENN,0,PULLEN,11,40.89000000000001
3.717272727272728,567,ALFREDO,0,MCADAMS,11,40.89000000000001
3.7233333333333345,129,CARRIE,0,PORTER,15,55.850000000000016
3.7233333333333345,335,GREGORY,0,MAULDIN,15,55.850000000000016
3.723333333333335,145,LUCILLE,0,HOLMES,15,55.85000000000002
3.74,54,TERESA,0,ROGERS,8,29.92
3.7400000000000007,33,ANNA,0,HILL,8,29.920000000000005
3.7400000000000007,584,SALVADOR,0,TEEL,12,44.88000000000001
3.7400000000000007,593,RENE,0,MCALISTER,12,44.88000000000001
3.740000000000001,496,TYLER,0,WREN,8,29.92000000000001
3.740000000000001,5,ELIZABETH,0,BROWN,16,59.84000000000002
3.7400000000000015,227,COLLEEN,0,BURTON,12,44.88000000000002
3.759230769230769,120,SYLVIA,0,ORTIZ,13,48.87
3.759230769230769,126,ELLEN,0,SIMPSON,13,48.87
3.7592307692307707,297,SHERRI,0,RHODES,13,48.87000000000002
3.7677777777777774,253,TERRY,0,CARLSON,9,33.91
3.7677777777777783,143,LESLIE,0,GORDON,9,33.910000000000004
3.7677777777777783,171,DOLORES,0,WAGNER,9,33.910000000000004
3.7677777777777783,18,CAROL,0,GARCIA,9,33.910000000000004
3.7677777777777783,217,AGNES,0,BISHOP,9,33.910000000000004
3.7677777777777783,34,REBECCA,0,SCOTT,9,33.910000000000004
3.767777777777779,314,GEORGE,0,LINTON,18,67.82000000000002
3.775714285714286,78,LORI,0,WOOD,14,52.86
3.775714285714287,588,MARION,0,OCAMPO,14,52.86000000000002
3.79,589,TRACY,0,HERRMANN,10,37.9
3.7900000000000005,353,JONATHAN,0,SCARBOROUGH,5,18.950000000000003
3.7900000000000014,189,LORETTA,0,CARPENTER,10,37.90000000000001
3.7900000000000014,200,JEANNE,0,LAWSON,10,37.90000000000001
3.7900000000000014,99,EMILY,0,DIAZ,15,56.85000000000002
3.8025000000000015,442,LEROY,0,BUSTAMANTE,16,60.840000000000025
3.8025000000000015,563,KEN,0,PREWITT,16,60.840000000000025
3.808181818181819,141,DEBBIE,0,REYES,11,41.89000000000001
3.808181818181819,377,HOWARD,0,FORTNER,11,41.89000000000001
3.8081818181818194,251,VICKIE,0,BREWER,11,41.890000000000015
3.823333333333334,322,JASON,0,MORRISSEY,12,45.88000000000001
3.823333333333334,342,HAROLD,0,MARTINO,12,45.88000000000001
3.823333333333334,408,MANUEL,0,MURRELL,12,45.88000000000001
3.8233333333333346,349,JOE,0,GILLILAND,12,45.88000000000002
3.8233333333333346,369,FRED,0,WHEAT,12,45.88000000000002
3.8233333333333346,406,NATHAN,0,RUNYON,18,68.82000000000002
3.8233333333333346,439,ALEXANDER,0,FENNELL,12,45.88000000000002
3.836153846153847,229,TAMARA,0,NGUYEN,13,49.87000000000001
3.847142857142857,412,ALLEN,0,BUTTERFIELD,7,26.93
3.847142857142857,450,JAY,0,ROBB,7,26.93
3.847142857142857,492,LESTER,0,KRAUS,7,26.93
3.847142857142857,70,CHRISTINA,0,RAMIREZ,7,26.93
3.8471428571428583,597,FREDDIE,0,DUGGAN,7,26.930000000000007
3.8471428571428588,306,CHARLES,0,KOWALSKI,14,53.86000000000002
3.865,67,KELLY,0,TORRES,8,30.92
3.8650000000000007,42,CAROLYN,0,PEREZ,16,61.84000000000001
3.865000000000001,399,DANNY,0,ISOM,8,30.92000000000001
3.865000000000001,515,ANDRE,0,RAPP,8,30.92000000000001
3.872352941176471,347,RYAN,0,SALISBURY,17,65.83000000000001
3.87888888888889,156,BERTHA,0,FERGUSON,9,34.91000000000001
3.8847368421052626,30,MELISSA,0,KING,19,73.80999999999999
3.8899999999999997,159,JILL,0,HAWKINS,10,38.9
3.8899999999999997,374,JEREMY,0,HURTADO,10,38.9
3.8900000000000006,164,JOANN,0,GARDNER,10,38.900000000000006
3.8900000000000015,394,CHRIS,0,BROTHERS,10,38.90000000000001
3.9066666666666667,27,SHIRLEY,0,ALLEN,12,46.88
3.9066666666666676,277,OLGA,0,JIMENEZ,12,46.88000000000001
3.9066666666666676,371,BILLY,0,POULIN,12,46.88000000000001
3.906666666666668,326,JOSE,0,ANDREW,12,46.88000000000002
3.9130769230769236,356,GERALD,0,FULTZ,13,50.870000000000005
3.913076923076924,351,JACK,0,FOUST,13,50.87000000000001
3.9130769230769245,397,JIMMY,0,SCHRADER,13,50.87000000000002
3.91857142857143,244,VIOLA,0,HANSON,14,54.86000000000002
3.91857142857143,410,CURTIS,0,IRBY,14,54.86000000000002
3.91857142857143,438,BARRY,0,LOVELACE,14,54.86000000000002
3.9233333333333333,207,GERTRUDE,0,CASTILLO,15,58.85
3.9233333333333342,230,JOY,0,GEORGE,15,58.850000000000016
3.9233333333333342,32,AMY,0,LOPEZ,15,58.850000000000016
3.9233333333333342,409,RODNEY,0,MOELLER,15,58.850000000000016
3.9233333333333347,323,MATTHEW,0,MAHAN,15,58.85000000000002
3.9275000000000015,211,STACEY,0,MONTGOMERY,16,62.840000000000025
3.931176470588236,441,MARIO,0,CHEATHAM,17,66.83000000000001
3.934444444444445,71,KATHY,0,JAMES,18,70.82000000000001
3.9899999999999998,81,ANDREA,0,HENDERSON,6,23.939999999999998
3.99,108,TRACY,0,COLE,13,51.870000000000005
3.99,130,CHARLOTTE,0,HUNTER,8,31.92
3.99,188,MELANIE,0,ARMSTRONG,8,31.92
3.99,333,ANDREW,0,PURDY,13,51.870000000000005
3.99,440,BERNARD,0,COLBY,12,47.88
3.99,566,CASEY,0,MENA,18,71.82000000000001
3.9900000000000007,113,CINDY,0,FISHER,11,43.89000000000001
3.9900000000000007,153,SUZANNE,0,NICHOLS,10,39.900000000000006
3.9900000000000007,154,MICHELE,0,GRANT,14,55.86000000000001
3.9900000000000007,190,YOLANDA,0,WEAVER,7,27.930000000000003
3.9900000000000007,382,VICTOR,0,BARKLEY,10,39.900000000000006
3.9900000000000007,425,FRANCIS,0,SIKES,17,67.83000000000001
3.9900000000000007,43,CHRISTINE,0,ROBERTS,12,47.88000000000001
3.9900000000000007,586,KIRK,0,STCLAIR,6,23.940000000000005
3.990000000000001,457,BILL,0,GAVIN,7,27.930000000000007
3.990000000000001,519,RON,0,DELUCA,13,51.87000000000001
3.9900000000000015,546,KELLY,0,KNOTT,11,43.890000000000015
4.037619047619048,102,CRYSTAL,0,FORD,21,84.78999999999999
4.0488235294117665,89,JULIA,0,FLORES,17,68.83000000000003
4.052500000000001,598,WADE,0,DELVALLE,16,64.84000000000002
4.061428571428572,390,SHAWN,0,HEATON,14,56.860000000000014
4.061428571428573,590,SETH,0,HANNON,14,56.86000000000002
4.066923076923078,339,WALTER,0,PERRYMAN,13,52.87000000000001
4.066923076923079,202,CARLA,0,GUTIERREZ,13,52.87000000000002
4.066923076923079,329,FRANK,0,WAGGONER,13,52.87000000000002
4.073333333333333,239,MINNIE,0,ROMERO,12,48.88
4.073333333333334,52,JULIE,0,SANCHEZ,12,48.88000000000001
4.080909090909092,299,JAMES,0,GANNON,11,44.89000000000001
4.080909090909092,385,PHILLIP,0,HOLM,11,44.89000000000001
4.080909090909092,550,GUY,0,BROWNLEE,11,44.890000000000015
4.080909090909092,88,BONNIE,0,HUGHES,11,44.89000000000001
4.09,414,VINCENT,0,RALSTON,10,40.9
4.090000000000001,180,STACY,0,CUNNINGHAM,10,40.900000000000006
4.090000000000002,338,DENNIS,0,GILMAN,10,40.90000000000001
4.101111111111111,501,RUBEN,0,GEARY,9,36.91
4.101111111111111,575,ISAAC,0,OGLESBY,9,36.91
4.101111111111112,210,ELLA,0,OLIVER,18,73.82000000000001
4.101111111111112,303,WILLIAM,0,SATTERFIELD,9,36.910000000000004
4.101111111111112,512,CECIL,0,VINES,9,36.910000000000004
4.101111111111113,184,VIVIAN,0,RUIZ,9,36.91000000000001
4.10764705882353,360,RALPH,0,MADRIGAL,17,69.83000000000001
4.115000000000001,125,ETHEL,0,WEBB,16,65.84000000000002
4.115000000000001,128,MARJORIE,0,TUCKER,16,65.84000000000002
4.115000000000001,46,CATHERINE,0,CAMPBELL,8,32.92000000000001
4.123333333333334,114,GRACE,0,ELLIS,15,61.850000000000016
4.123333333333334,122,THELMA,0,MURRAY,15,61.85000000000001
4.123333333333334,592,TERRANCE,0,ROUSH,15,61.85000000000001
4.123333333333335,362,NICHOLAS,0,BARFIELD,15,61.85000000000002
4.132857142857143,94,NORMA,0,GONZALES,7,28.93
4.1328571428571435,135,JUANITA,0,MASON,14,57.860000000000014
4.1328571428571435,232,CONSTANCE,0,REID,14,57.860000000000014
4.1328571428571435,261,DEANNA,0,BYRD,7,28.930000000000007
4.1328571428571435,478,LEWIS,0,LYMAN,7,28.930000000000003
4.1328571428571435,581,VIRGIL,0,WOFFORD,14,57.860000000000014
4.132857142857144,173,AUDREY,0,RAY,14,57.86000000000002
4.143846153846154,529,ERIK,0,GUILLEN,13,53.87000000000001
4.143846153846155,79,RACHEL,0,BARNES,13,53.87000000000002
4.156666666666666,136,ANITA,0,MORALES,6,24.939999999999998
4.156666666666666,318,BRIAN,0,WYMAN,6,24.939999999999998
4.156666666666667,131,MONICA,0,HICKS,12,49.88000000000001
4.156666666666667,289,VIOLET,0,RODRIQUEZ,12,49.88000000000001
4.156666666666667,328,JEFFREY,0,SPEAR,6,24.940000000000005
4.156666666666668,165,LORRAINE,0,STEPHENS,12,49.88000000000002
4.156666666666668,96,DIANA,0,ALEXANDER,12,49.88000000000002
4.166470588235294,168,REGINA,0,BERRY,17,70.83
4.171818181818182,454,ALEX,0,GRESHAM,11,45.89
4.171818181818183,10,DOROTHY,0,TAYLOR,11,45.89000000000001
4.171818181818183,267,MARGIE,0,WADE,11,45.89000000000001
4.171818181818183,276,BRANDY,0,GRAVES,11,45.89000000000001
4.171818181818183,578,WILLARD,0,LUMPKIN,11,45.89000000000001
4.19,106,CONNIE,0,WALLACE,10,41.900000000000006
4.19,116,VICTORIA,0,GIBSON,10,41.900000000000006
4.19,266,NORA,0,HERRERA,5,20.950000000000003
4.19,325,TIMOTHY,0,BUNN,10,41.900000000000006
4.19,523,HARVEY,0,GUAJARDO,10,41.900000000000006
4.19,547,KURT,0,EMMONS,10,41.900000000000006
4.190000000000001,142,APRIL,0,BURNS,10,41.90000000000001
4.190000000000001,161,GERALDINE,0,PERKINS,10,41.90000000000001
4.190000000000001,235,JACKIE,0,LYNCH,15,62.85000000000002
4.190000000000001,503,ANGEL,0,BARCLAY,10,41.90000000000001
4.204285714285715,380,RUSSELL,0,BRINSON,14,58.86000000000001
4.2042857142857155,468,TIM,0,CARY,14,58.860000000000014
4.212222222222222,65,ROSE,0,HOWARD,9,37.91
4.2122222222222225,278,BILLIE,0,HORTON,9,37.910000000000004
4.2122222222222225,45,JANET,0,PHILLIPS,9,37.910000000000004
4.2122222222222225,564,BOB,0,PFEIFFER,9,37.910000000000004
4.212222222222223,56,GLORIA,0,COOK,9,37.91000000000001
4.220769230769232,386,TODD,0,TAN,13,54.87000000000002
4.225294117647059,446,THEODORE,0,CULP,17,71.83
4.240000000000001,1,MARY,0,SMITH,12,50.88000000000002
4.240000000000001,14,BETTY,0,WHITE,12,50.88000000000002
4.240000000000001,185,ROBERTA,0,HARPER,12,50.88000000000001
4.240000000000001,317,EDWARD,0,BAUGH,12,50.88000000000002
4.240000000000001,324,GARY,0,COY,12,50.88000000000001
4.240000000000001,517,BRAD,0,MCCURDY,12,50.88000000000001
4.256666666666668,576,MORRIS,0,MCCARTER,15,63.850000000000016
4.262727272727274,175,ANNETTE,0,OLSON,11,46.89000000000001
4.262727272727274,222,DELORES,0,HANSEN,11,46.89000000000001
4.262727272727274,29,ANGELA,0,HERNANDEZ,11,46.89000000000001
4.262727272727274,367,ADAM,0,GOOCH,11,46.89000000000001
4.2627272727272745,572,SIDNEY,0,BURLESON,11,46.890000000000015
4.275714285714286,140,EVA,0,RAMOS,7,29.930000000000003
4.275714285714286,561,IAN,0,STILL,7,29.93
4.275714285714287,341,PETER,0,MENARD,7,29.930000000000007
4.275714285714287,404,STANLEY,0,SCROGGINS,14,59.860000000000014
4.275714285714287,560,JORDAN,0,ARCHULETA,14,59.860000000000014
4.275714285714287,599,AUSTIN,0,CINTRON,7,29.930000000000007
4.275714285714288,300,JOHN,0,FARNSWORTH,14,59.86000000000002
4.290000000000001,155,GAIL,0,KNIGHT,10,42.90000000000001
4.290000000000001,20,SHARON,0,ROBINSON,10,42.90000000000001
4.297692307692309,254,MAXINE,0,SILVA,13,55.87000000000001
4.2976923076923095,233,LILLIE,0,KIM,13,55.87000000000002
4.2976923076923095,518,GABRIEL,0,HARDER,13,55.87000000000002
4.302500000000001,35,VIRGINIA,0,GREEN,16,68.84000000000002
4.302500000000001,373,LOUIS,0,LEONE,16,68.84000000000002
4.302500000000001,553,MAX,0,PITT,16,68.84000000000002
4.323333333333333,213,GINA,0,WILLIAMSON,12,51.88
4.323333333333333,264,GWENDOLYN,0,MAY,12,51.88
4.323333333333334,152,ALICIA,0,MILLS,6,25.940000000000005
4.323333333333334,240,MARLENE,0,WELCH,12,51.88000000000001
4.323333333333334,242,GLENDA,0,FRAZIER,9,38.91000000000001
4.323333333333334,282,JENNY,0,CASTRO,15,64.85000000000001
4.323333333333334,536,FERNANDO,0,CHURCHILL,12,51.88000000000001
4.323333333333334,562,WALLACE,0,SLONE,9,38.91000000000001
4.323333333333334,58,JEAN,0,BELL,9,38.910000000000004
4.323333333333334,90,RUBY,0,WASHINGTON,12,51.88000000000001
4.323333333333335,139,AMBER,0,DIXON,12,51.88000000000002
4.323333333333335,219,WILLIE,0,HOWELL,15,64.85000000000002
4.323333333333335,237,TANYA,0,GILBERT,15,64.85000000000002
4.323333333333335,368,HARRY,0,ARCE,12,51.88000000000002
4.323333333333335,574,JULIAN,0,VEST,15,64.85000000000002
4.347142857142859,520,MITCHELL,0,WESTMORELAND,14,60.86000000000002
4.353636363636364,195,VANESSA,0,SIMS,11,47.89000000000001
4.353636363636364,262,PATSY,0,DAVIDSON,11,47.89000000000001
4.353636363636365,69,JUDY,0,GRAY,11,47.890000000000015
4.358421052631578,366,BRANDON,0,HUEY,19,82.80999999999999
4.374615384615386,166,LYNN,0,PAYNE,13,56.87000000000002
4.389999999999999,387,JESSE,0,SCHILLING,5,21.949999999999996
4.390000000000001,4,BARBARA,0,JONES,5,21.950000000000003
4.390000000000001,448,MIGUEL,0,BETANCOURT,10,43.900000000000006
4.3900000000000015,435,RICKY,0,SHELBY,10,43.90000000000001
4.3900000000000015,68,NICOLE,0,PETERSON,10,43.90000000000001
4.406666666666667,291,TONI,0,HOLT,12,52.88000000000001
4.406666666666667,304,DAVID,0,ROYAL,12,52.88000000000001
4.406666666666667,436,TROY,0,QUIGLEY,12,52.88000000000001
4.406666666666668,199,BETH,0,FRANKLIN,12,52.88000000000002
4.406666666666668,319,RONALD,0,WEINER,12,52.88000000000002
4.406666666666668,336,JOSHUA,0,MARK,12,52.88000000000002
4.406666666666668,402,LUIS,0,YANEZ,12,52.88000000000002
4.41857142857143,107,FLORENCE,0,WOODS,14,61.860000000000014
4.41857142857143,270,LEAH,0,CURTIS,7,30.930000000000007
4.4275,265,JENNIE,0,TERRY,16,70.84
4.4275,348,ROGER,0,QUINTANILLA,16,70.84
4.434444444444444,359,WILLIE,0,MARKHAM,9,39.91
4.434444444444445,191,JEANETTE,0,GREENE,9,39.910000000000004
4.434444444444445,476,DERRICK,0,BOURQUE,9,39.910000000000004
4.434444444444445,540,TYRONE,0,ASHER,9,39.910000000000004
4.444545454545455,535,JAVIER,0,ELROD,11,48.89000000000001
4.444545454545456,31,BRENDA,0,WRIGHT,11,48.890000000000015
4.444545454545456,312,MARK,0,RINEHART,11,48.890000000000015
4.451538461538463,473,JORGE,0,OLIVARES,13,57.87000000000002
4.451538461538463,481,HERMAN,0,DEVORE,13,57.87000000000001
4.489999999999999,197,SUE,0,PETERS,8,35.919999999999995
4.489999999999999,469,WESLEY,0,BULL,18,80.82
4.49,104,RITA,0,GRAHAM,10,44.900000000000006
4.49,119,SHERRY,0,MARSHALL,10,44.900000000000006
4.49,258,MYRTLE,0,FLEMING,10,44.900000000000006
4.49,494,RAMON,0,CHOATE,18,80.82000000000001
4.490000000000001,101,PEGGY,0,MYERS,12,53.88000000000002
4.490000000000001,214,KRISTIN,0,JOHNSTON,8,35.92000000000001
4.490000000000001,268,NINA,0,SOTO,12,53.88000000000002
4.490000000000001,305,RICHARD,0,MCCRARY,10,44.90000000000001
4.490000000000001,364,BENJAMIN,0,VARNEY,8,35.92000000000001
4.490000000000001,365,BRUCE,0,SCHWARZ,10,44.90000000000001
4.490000000000001,437,RANDALL,0,NEUMANN,10,44.90000000000001
4.519411764705883,286,VELMA,0,LUCAS,17,76.83000000000001
4.523333333333334,273,PRISCILLA,0,LOWE,15,67.85000000000001
4.523333333333334,302,MICHAEL,0,SILVERMAN,15,67.85000000000001
4.5284615384615385,423,ALFRED,0,CASILLAS,13,58.870000000000005
4.528461538461539,533,JESSIE,0,MILAM,13,58.87000000000001
4.535454545454546,525,ADRIAN,0,CLARY,11,49.89000000000001
4.535454545454547,407,DALE,0,RATCLIFF,11,49.890000000000015
4.535454545454547,428,HERBERT,0,KRUGER,11,49.890000000000015
4.545555555555556,15,HELEN,0,HARRIS,9,40.910000000000004
4.545555555555556,434,EDDIE,0,TOMLIN,9,40.910000000000004
4.545555555555556,98,LILLIAN,0,GRIFFIN,9,40.910000000000004
4.5525,245,COURTNEY,0,DAY,16,72.84
4.5614285714285705,215,JESSIE,0,BANKS,7,31.929999999999993
4.561428571428571,22,LAURA,0,RODRIGUEZ,7,31.93
4.561428571428572,196,ALMA,0,AUSTIN,14,63.860000000000014
4.561428571428572,53,HEATHER,0,MORRIS,7,31.930000000000007
4.568947368421052,526,KARL,0,SEAL,19,86.81
4.568947368421052,595,TERRENCE,0,GUNDERSON,19,86.80999999999999
4.573333333333335,296,RAMONA,0,HALE,12,54.88000000000002
4.580909090909089,148,ELEANOR,1,HUNT,22,100.77999999999997
4.590000000000001,103,GLADYS,0,HAMILTON,15,68.85000000000001
4.590000000000001,123,SHANNON,0,FREEMAN,10,45.900000000000006
4.590000000000001,274,NAOMI,0,JENNINGS,10,45.900000000000006
4.590000000000001,375,AARON,0,SELBY,5,22.950000000000003
4.590000000000001,418,JEFF,0,EAST,10,45.900000000000006
4.615000000000001,449,OSCAR,0,AQUINO,8,36.92000000000001
4.626363636363636,447,CLIFFORD,0,BOWENS,11,50.89
4.626363636363637,389,ALAN,0,KAHN,11,50.89000000000001
4.626363636363638,112,ROSA,0,REYNOLDS,11,50.890000000000015
