average_payment,customer_full_name,customer_id,high_risk,max_payment,payment_count,total_amount
3.3536363636363635,GEORGIA JACOBS,231,1,9.99,11,36.89
3.3649999999999993,EDNA WEST,109,0,6.99,8,26.919999999999995
3.3649999999999998,HOLLY FOX,186,0,5.99,8,26.919999999999998
3.365,ANNE POWELL,85,0,7.99,8,26.92
3.374615384615385,HILDA HOPKINS,263,1,4.99,13,43.870000000000005
3.3899999999999997,JOAN COOPER,62,0,4.99,5,16.95
3.3899999999999997,VICKI FIELDS,201,0,6.99,5,16.95
3.3900000000000006,WENDY HARRISON,115,1,6.99,15,50.85000000000001
3.4066666666666676,ANNIE RUSSELL,97,1,5.99,12,40.88000000000001
3.4066666666666676,CLINTON BUFORD,537,1,5.99,12,40.88000000000001
3.4185714285714286,IRMA PEARSON,255,0,8.99,7,23.93
3.4185714285714286,LEO EBERT,466,0,6.99,7,23.93
3.434444444444444,DARRYL ASHCRAFT,530,0,4.99,9,30.909999999999997
3.434444444444445,PATRICK NEWSOM,340,0,4.99,9,30.910000000000004
3.4445454545454552,CLARENCE GAMEZ,391,1,7.99,11,37.89000000000001
3.4445454545454552,KIM CRUZ,118,1,7.99,11,37.89000000000001
3.4566666666666674,GENE SANBORN,498,1,6.99,15,51.85000000000001
3.4899999999999998,MARVIN YEE,413,0,7.99,6,20.939999999999998
3.4899999999999998,WAYNE TRUONG,370,0,7.99,8,27.919999999999998
3.49,EVERETT BANDA,559,1,7.99,12,41.88
3.49,LEONA OBRIEN,281,0,6.99,8,27.92
3.49,MILDRED BAILEY,60,0,5.99,8,27.92
3.4900000000000007,LANCE PEMBERTON,543,0,4.99,8,27.920000000000005
3.4900000000000007,MARCUS HIDALGO,444,0,6.99,8,27.920000000000005
3.4900000000000007,SCOTT SHELLEY,330,1,5.99,12,41.88000000000001
3.490000000000001,ROSEMARY SCHMIDT,204,1,6.99,14,48.860000000000014
3.5233333333333343,ELSIE KELLEY,198,1,5.99,15,52.850000000000016
3.528461538461539,TOM MILNER,452,1,6.99,13,45.870000000000005
3.5284615384615394,LYDIA BURKE,243,1,5.99,13,45.87000000000001
3.5284615384615394,VERONICA STONE,158,1,8.99,13,45.87000000000001
3.535454545454546,REGINALD KINDER,500,1,6.99,11,38.89000000000001
3.5400000000000005,TAMMY SANDERS,75,1,9.99,20,70.80000000000001
3.545555555555555,MICHELLE CLARK,21,0,6.99,9,31.909999999999997
3.5455555555555556,LLOYD DOWD,458,0,7.99,9,31.91
3.5455555555555556,LOUISE JENKINS,83,0,6.99,9,31.91
3.5455555555555556,ROLAND SOUTH,521,0,7.99,9,31.91
3.545555555555556,JOSEPHINE GOMEZ,121,0,8.99,9,31.910000000000004
3.545555555555557,CLYDE TOBIAS,485,1,6.99,18,63.82000000000002
3.561428571428571,DAVE GARDINER,569,0,5.99,7,24.929999999999996
3.5614285714285714,JOHNNY TURPIN,395,0,7.99,7,24.93
3.5614285714285714,RONNIE RICKETTS,456,0,7.99,7,24.93
3.5614285714285723,DONALD MAHON,313,0,5.99,7,24.930000000000007
3.5689473684210533,JUSTIN NGO,354,1,8.99,19,67.81000000000002
3.573333333333334,KEITH RICO,357,1,8.99,12,42.88000000000001
3.5900000000000007,JOEL FRANCISCO,431,0,4.99,5,17.950000000000003
3.5900000000000007,LAURIE LAWRENCE,192,0,7.99,10,35.900000000000006
3.5900000000000007,RICARDO MEADOR,489,0,4.99,5,17.950000000000003
3.605384615384616,LUCY WHEELER,208,1,6.99,13,46.87000000000001
3.605384615384617,JESSICA HALL,26,1,6.99,13,46.87000000000002
3.615,CLAYTON BARBEE,551,0,9.99,8,28.92
3.626363636363638,ANTHONY SCHWAB,320,1,4.99,11,39.890000000000015
3.626363636363638,JACOB LANCE,420,1,4.99,11,39.890000000000015
3.6566666666666667,PHYLLIS FOSTER,93,0,4.99,6,21.94
3.656666666666667,ALLISON STANLEY,228,1,8.99,15,54.85000000000001
3.656666666666667,CAROLE BARNETT,275,0,9.99,9,32.910000000000004
3.6566666666666676,ENRIQUE FORSYTHE,596,0,4.99,6,21.940000000000005
3.6566666666666676,MARC OUTLAW,499,1,6.99,12,43.88000000000001
3.656666666666668,MARTHA GONZALEZ,38,1,5.99,18,65.82000000000002
3.6775000000000007,KYLE SPURLOCK,424,1,8.99,16,58.84000000000001
3.6823076923076936,PAULINE HENRY,133,1,6.99,13,47.87000000000002
3.69,MARCIA DEAN,236,1,5.99,20,73.8
3.6900000000000004,JEFFERY PINSON,416,0,7.99,10,36.900000000000006
3.6900000000000004,THERESA WATSON,72,0,5.99,10,36.900000000000006
3.6900000000000004,TONY CARRANZA,401,0,8.99,10,36.900000000000006
3.7042857142857146,TED BREAUX,538,1,8.99,14,51.86000000000001
3.704285714285715,CYNTHIA YOUNG,28,1,9.99,14,51.860000000000014
3.704285714285715,KRISTINA CHAMBERS,290,1,7.99,14,51.860000000000014
3.717272727272727,CATHY SPENCER,163,1,10.99,11,40.88999999999999
3.717272727272728,ALFREDO MCADAMS,567,1,7.99,11,40.89000000000001
3.717272727272728,AMANDA CARTER,40,1,8.99,11,40.89000000000001
3.717272727272728,BECKY MILES,287,1,6.99,11,40.89000000000001
3.717272727272728,GLENN PULLEN,415,1,8.99,11,40.89000000000001
3.7233333333333345,CARRIE PORTER,129,1,7.99,15,55.850000000000016
3.7233333333333345,GREGORY MAULDIN,335,1,8.99,15,55.850000000000016
3.723333333333335,LUCILLE HOLMES,145,1,8.99,15,55.85000000000002
3.74,TERESA ROGERS,54,0,7.99,8,29.92
3.7400000000000007,ANNA HILL,33,0,5.99,8,29.920000000000005
3.7400000000000007,RENE MCALISTER,593,1,6.99,12,44.88000000000001
3.7400000000000007,SALVADOR TEEL,584,1,7.99,12,44.88000000000001
3.740000000000001,ELIZABETH BROWN,5,1,8.99,16,59.84000000000002
3.740000000000001,TYLER WREN,496,0,5.99,8,29.92000000000001
3.7400000000000015,COLLEEN BURTON,227,1,7.99,12,44.88000000000002
3.759230769230769,ELLEN SIMPSON,126,1,7.99,13,48.87
3.759230769230769,SYLVIA ORTIZ,120,1,9.99,13,48.87
3.7592307692307707,SHERRI RHODES,297,1,8.99,13,48.87000000000002
3.7677777777777774,TERRY CARLSON,253,0,7.99,9,33.91
3.7677777777777783,AGNES BISHOP,217,0,6.99,9,33.910000000000004
3.7677777777777783,CAROL GARCIA,18,0,4.99,9,33.910000000000004
3.7677777777777783,DOLORES WAGNER,171,0,5.99,9,33.910000000000004
3.7677777777777783,LESLIE GORDON,143,0,7.99,9,33.910000000000004
3.7677777777777783,REBECCA SCOTT,34,0,5.99,9,33.910000000000004
3.767777777777779,GEORGE LINTON,314,1,6.99,18,67.82000000000002
3.775714285714286,LORI WOOD,78,1,6.99,14,52.86
3.775714285714287,MARION OCAMPO,588,1,5.99,14,52.86000000000002
3.79,TRACY HERRMANN,589,0,9.99,10,37.9
3.7900000000000005,JONATHAN SCARBOROUGH,353,0,5.99,5,18.950000000000003
3.7900000000000014,EMILY DIAZ,99,1,7.99,15,56.85000000000002
3.7900000000000014,JEANNE LAWSON,200,0,6.99,10,37.90000000000001
3.7900000000000014,LORETTA CARPENTER,189,0,5.99,10,37.90000000000001
3.8025000000000015,KEN PREWITT,563,1,7.99,16,60.840000000000025
3.8025000000000015,LEROY BUSTAMANTE,442,1,5.99,16,60.840000000000025
3.808181818181819,DEBBIE REYES,141,1,7.99,11,41.89000000000001
3.808181818181819,HOWARD FORTNER,377,1,10.99,11,41.89000000000001
3.8081818181818194,VICKIE BREWER,251,1,8.99,11,41.890000000000015
3.823333333333334,HAROLD MARTINO,342,1,8.99,12,45.88000000000001
3.823333333333334,JASON MORRISSEY,322,1,7.99,12,45.88000000000001
3.823333333333334,MANUEL MURRELL,408,1,6.99,12,45.88000000000001
3.8233333333333346,ALEXANDER FENNELL,439,1,6.99,12,45.88000000000002
3.8233333333333346,FRED WHEAT,369,1,7.99,12,45.88000000000002
3.8233333333333346,JOE GILLILAND,349,1,5.99,12,45.88000000000002
3.836153846153847,TAMARA NGUYEN,229,1,7.99,13,49.87000000000001
3.847142857142857,ALLEN BUTTERFIELD,412,0,8.99,7,26.93
3.847142857142857,CHRISTINA RAMIREZ,70,0,7.99,7,26.93
3.847142857142857,JAY ROBB,450,0,7.99,7,26.93
3.847142857142857,LESTER KRAUS,492,0,8.99,7,26.93
3.8471428571428583,FREDDIE DUGGAN,597,0,4.99,7,26.930000000000007
3.8471428571428588,CHARLES KOWALSKI,306,1,6.99,14,53.86000000000002
3.865,KELLY TORRES,67,0,7.99,8,30.92
3.8650000000000007,CAROLYN PEREZ,42,1,6.99,16,61.84000000000001
3.865000000000001,ANDRE RAPP,515,0,6.99,8,30.92000000000001
3.865000000000001,DANNY ISOM,399,0,6.99,8,30.92000000000001
3.872352941176471,RYAN SALISBURY,347,1,6.99,17,65.83000000000001
3.87888888888889,BERTHA FERGUSON,156,0,6.99,9,34.91000000000001
3.8847368421052626,MELISSA KING,30,1,9.99,19,73.80999999999999
3.8899999999999997,JEREMY HURTADO,374,0,7.99,10,38.9
3.8899999999999997,JILL HAWKINS,159,0,7.99,10,38.9
3.8900000000000006,JOANN GARDNER,164,0,6.99,10,38.900000000000006
3.8900000000000015,CHRIS BROTHERS,394,0,6.99,10,38.90000000000001
3.9066666666666667,SHIRLEY ALLEN,27,1,7.99,12,46.88
3.9066666666666676,BILLY POULIN,371,1,8.99,12,46.88000000000001
3.9066666666666676,OLGA JIMENEZ,277,1,5.99,12,46.88000000000001
3.906666666666668,JOSE ANDREW,326,1,7.99,12,46.88000000000002
3.9130769230769236,GERALD FULTZ,356,1,6.99,13,50.870000000000005
3.913076923076924,JACK FOUST,351,1,7.99,13,50.87000000000001
3.9130769230769245,JIMMY SCHRADER,397,1,6.99,13,50.87000000000002
3.91857142857143,BARRY LOVELACE,438,1,8.99,14,54.86000000000002
3.91857142857143,CURTIS IRBY,410,1,5.99,14,54.86000000000002
3.91857142857143,VIOLA HANSON,244,1,5.99,14,54.86000000000002
3.9233333333333333,GERTRUDE CASTILLO,207,1,9.99,15,58.85
3.9233333333333342,AMY LOPEZ,32,1,9.99,15,58.850000000000016
3.9233333333333342,JOY GEORGE,230,1,9.99,15,58.850000000000016
3.9233333333333342,RODNEY MOELLER,409,1,7.99,15,58.850000000000016
3.9233333333333347,MATTHEW MAHAN,323,1,7.99,15,58.85000000000002
3.9275000000000015,STACEY MONTGOMERY,211,1,8.99,16,62.840000000000025
3.931176470588236,MARIO CHEATHAM,441,1,10.99,17,66.83000000000001
3.934444444444445,KATHY JAMES,71,1,8.99,18,70.82000000000001
3.9899999999999998,ANDREA HENDERSON,81,0,9.99,6,23.939999999999998
3.99,ANDREW PURDY,333,1,10.99,13,51.870000000000005
3.99,BERNARD COLBY,440,1,9.99,12,47.88
3.99,CASEY MENA,566,1,9.99,18,71.82000000000001
3.99,CHARLOTTE HUNTER,130,0,5.99,8,31.92
3.99,MELANIE ARMSTRONG,188,0,5.99,8,31.92
3.99,TRACY COLE,108,1,6.99,13,51.870000000000005
3.9900000000000007,CHRISTINE ROBERTS,43,1,4.99,12,47.88000000000001
3.9900000000000007,CINDY FISHER,113,1,6.99,11,43.89000000000001
3.9900000000000007,FRANCIS SIKES,425,1,8.99,17,67.83000000000001
3.9900000000000007,KIRK STCLAIR,586,0,6.99,6,23.940000000000005
3.9900000000000007,MICHELE GRANT,154,1,7.99,14,55.86000000000001
3.9900000000000007,SUZANNE NICHOLS,153,0,9.99,10,39.900000000000006
3.9900000000000007,VICTOR BARKLEY,382,0,9.99,10,39.900000000000006
3.9900000000000007,YOLANDA WEAVER,190,0,5.99,7,27.930000000000003
3.990000000000001,BILL GAVIN,457,0,7.99,7,27.930000000000007
3.990000000000001,RON DELUCA,519,1,7.99,13,51.87000000000001
3.9900000000000015,KELLY KNOTT,546,1,9.99,11,43.890000000000015
4.037619047619048,CRYSTAL FORD,102,1,6.99,21,84.78999999999999
4.0488235294117665,JULIA FLORES,89,1,8.99,17,68.83000000000003
4.052500000000001,WADE DELVALLE,598,1,6.99,16,64.84000000000002
4.061428571428572,SHAWN HEATON,390,1,5.99,14,56.860000000000014
4.061428571428573,SETH HANNON,590,1,5.99,14,56.86000000000002
4.066923076923078,WALTER PERRYMAN,339,1,7.99,13,52.87000000000001
4.066923076923079,CARLA GUTIERREZ,202,1,8.99,13,52.87000000000002
4.066923076923079,FRANK WAGGONER,329,1,7.99,13,52.87000000000002
4.073333333333333,MINNIE ROMERO,239,1,8.99,12,48.88
4.073333333333334,JULIE SANCHEZ,52,1,7.99,12,48.88000000000001
4.080909090909092,BONNIE HUGHES,88,1,8.99,11,44.89000000000001
4.080909090909092,GUY BROWNLEE,550,1,8.99,11,44.890000000000015
4.080909090909092,JAMES GANNON,299,1,9.99,11,44.89000000000001
4.080909090909092,PHILLIP HOLM,385,1,8.99,11,44.89000000000001
4.09,VINCENT RALSTON,414,0,10.99,10,40.9
4.090000000000001,STACY CUNNINGHAM,180,0,9.99,10,40.900000000000006
4.090000000000002,DENNIS GILMAN,338,0,7.99,10,40.90000000000001
4.101111111111111,ISAAC OGLESBY,575,0,8.99,9,36.91
4.101111111111111,RUBEN GEARY,501,0,7.99,9,36.91
4.101111111111112,CECIL VINES,512,0,6.99,9,36.910000000000004
4.101111111111112,ELLA OLIVER,210,1,8.99,18,73.82000000000001
4.101111111111112,WILLIAM SATTERFIELD,303,0,6.99,9,36.910000000000004
4.101111111111113,VIVIAN RUIZ,184,0,6.99,9,36.91000000000001
4.10764705882353,RALPH MADRIGAL,360,1,9.99,17,69.83000000000001
4.115000000000001,CATHERINE CAMPBELL,46,0,8.99,8,32.92000000000001
4.115000000000001,ETHEL WEBB,125,1,9.99,16,65.84000000000002
4.115000000000001,MARJORIE TUCKER,128,1,6.99,16,65.84000000000002
4.123333333333334,GRACE ELLIS,114,1,10.99,15,61.850000000000016
4.123333333333334,THELMA MURRAY,122,1,7.99,15,61.85000000000001
4.123333333333335,NICHOLAS BARFIELD,362,1,8.99,15,61.85000000000002
4.132857142857143,NORMA GONZALES,94,0,8.99,7,28.93
4.1328571428571435,CONSTANCE REID,232,1,10.99,14,57.860000000000014
4.1328571428571435,DEANNA BYRD,261,0,5.99,7,28.930000000000007
4.1328571428571435,JUANITA MASON,135,1,7.99,14,57.860000000000014
4.1328571428571435,LEWIS LYMAN,478,0,4.99,7,28.930000000000003
4.1328571428571435,VIRGIL WOFFORD,581,1,8.99,14,57.860000000000014
4.132857142857144,AUDREY RAY,173,1,8.99,14,57.86000000000002
4.143846153846154,ERIK GUILLEN,529,1,7.99,13,53.87000000000001
4.143846153846155,RACHEL BARNES,79,1,9.99,13,53.87000000000002
4.156666666666666,ANITA MORALES,136,0,8.99,6,24.939999999999998
4.156666666666666,BRIAN WYMAN,318,0,8.99,6,24.939999999999998
4.156666666666667,JEFFREY SPEAR,328,0,6.99,6,24.940000000000005
4.156666666666667,MONICA HICKS,131,1,8.99,12,49.88000000000001
4.156666666666667,VIOLET RODRIQUEZ,289,1,8.99,12,49.88000000000001
4.156666666666668,DIANA ALEXANDER,96,1,6.99,12,49.88000000000002
4.156666666666668,LORRAINE STEPHENS,165,1,7.99,12,49.88000000000002
4.166470588235294,REGINA BERRY,168,1,6.99,17,70.83
4.171818181818182,ALEX GRESHAM,454,1,9.99,11,45.89
4.171818181818183,BRANDY GRAVES,276,1,8.99,11,45.89000000000001
4.171818181818183,DOROTHY TAYLOR,10,1,7.99,11,45.89000000000001
4.171818181818183,MARGIE WADE,267,1,6.99,11,45.89000000000001
4.171818181818183,WILLARD LUMPKIN,578,1,6.99,11,45.89000000000001
4.19,CONNIE WALLACE,106,0,7.99,10,41.900000000000006
4.19,HARVEY GUAJARDO,523,0,6.99,10,41.900000000000006
4.19,KURT EMMONS,547,0,4.99,10,41.900000000000006
4.19,NORA HERRERA,266,0,5.99,5,20.950000000000003
4.19,TIMOTHY BUNN,325,0,9.99,10,41.900000000000006
4.19,VICTORIA GIBSON,116,0,6.99,10,41.900000000000006
4.190000000000001,ANGEL BARCLAY,503,0,6.99,10,41.90000000000001
4.190000000000001,APRIL BURNS,142,0,7.99,10,41.90000000000001
4.190000000000001,GERALDINE PERKINS,161,0,6.99,10,41.90000000000001
4.190000000000001,JACKIE LYNCH,235,1,6.99,15,62.85000000000002
4.204285714285715,RUSSELL BRINSON,380,1,10.99,14,58.86000000000001
4.2042857142857155,TIM CARY,468,1,6.99,14,58.860000000000014
4.212222222222222,ROSE HOWARD,65,0,6.99,9,37.91
4.2122222222222225,BILLIE HORTON,278,0,8.99,9,37.910000000000004
4.2122222222222225,BOB PFEIFFER,564,0,10.99,9,37.910000000000004
4.2122222222222225,JANET PHILLIPS,45,0,9.99,9,37.910000000000004
4.212222222222223,GLORIA COOK,56,0,7.99,9,37.91000000000001
4.220769230769232,TODD TAN,386,1,8.99,13,54.87000000000002
4.24,DWAYNE OLVERA,554,0,5.99,4,16.96
4.240000000000001,BETTY WHITE,14,1,7.99,12,50.88000000000002
4.240000000000001,BRAD MCCURDY,517,1,7.99,12,50.88000000000001
4.240000000000001,EDWARD BAUGH,317,1,8.99,12,50.88000000000002
4.240000000000001,GARY COY,324,1,7.99,12,50.88000000000001
4.240000000000001,MARY SMITH,1,1,7.99,12,50.88000000000002
4.240000000000001,ROBERTA HARPER,185,1,9.99,12,50.88000000000001
4.256666666666668,MORRIS MCCARTER,576,1,8.99,15,63.850000000000016
4.262727272727274,ADAM GOOCH,367,1,8.99,11,46.89000000000001
4.262727272727274,ANGELA HERNANDEZ,29,1,10.99,11,46.89000000000001
4.262727272727274,ANNETTE OLSON,175,1,7.99,11,46.89000000000001
4.262727272727274,DELORES HANSEN,222,1,8.99,11,46.89000000000001
4.2627272727272745,SIDNEY BURLESON,572,1,6.99,11,46.890000000000015
4.275714285714286,EVA RAMOS,140,0,9.99,7,29.930000000000003
4.275714285714286,IAN STILL,561,0,10.99,7,29.93
4.275714285714287,AUSTIN CINTRON,599,0,9.99,7,29.930000000000007
4.275714285714287,JORDAN ARCHULETA,560,1,9.99,14,59.860000000000014
4.275714285714287,PETER MENARD,341,0,9.99,7,29.930000000000007
4.275714285714287,STANLEY SCROGGINS,404,1,8.99,14,59.860000000000014
4.275714285714288,JOHN FARNSWORTH,300,1,10.99,14,59.86000000000002
4.290000000000001,GAIL KNIGHT,155,0,7.99,10,42.90000000000001
4.290000000000001,SHARON ROBINSON,20,0,6.99,10,42.90000000000001
4.297692307692309,MAXINE SILVA,254,1,7.99,13,55.87000000000001
4.2976923076923095,GABRIEL HARDER,518,1,7.99,13,55.87000000000002
4.2976923076923095,LILLIE KIM,233,1,8.99,13,55.87000000000002
4.302500000000001,LOUIS LEONE,373,1,8.99,16,68.84000000000002
4.302500000000001,MAX PITT,553,1,6.99,16,68.84000000000002
4.302500000000001,VIRGINIA GREEN,35,1,6.99,16,68.84000000000002
4.323333333333333,GINA WILLIAMSON,213,1,8.99,12,51.88
4.323333333333333,GWENDOLYN MAY,264,1,8.99,12,51.88
4.323333333333334,ALICIA MILLS,152,0,7.99,6,25.940000000000005
4.323333333333334,FERNANDO CHURCHILL,536,1,8.99,12,51.88000000000001
4.323333333333334,GLENDA FRAZIER,242,0,6.99,9,38.91000000000001
4.323333333333334,JEAN BELL,58,0,9.99,9,38.910000000000004
4.323333333333334,JENNY CASTRO,282,1,9.99,15,64.85000000000001
4.323333333333334,MARLENE WELCH,240,1,8.99,12,51.88000000000001
4.323333333333334,RUBY WASHINGTON,90,1,9.99,12,51.88000000000001
4.323333333333334,WALLACE SLONE,562,0,8.99,9,38.91000000000001
4.323333333333335,AMBER DIXON,139,1,7.99,12,51.88000000000002
4.323333333333335,JULIAN VEST,574,1,7.99,15,64.85000000000002
4.323333333333335,TANYA GILBERT,237,1,8.99,15,64.85000000000002
4.323333333333335,WILLIE HOWELL,219,1,7.99,15,64.85000000000002
4.347142857142859,MITCHELL WESTMORELAND,520,1,10.99,14,60.86000000000002
4.353636363636364,PATSY DAVIDSON,262,1,7.99,11,47.89000000000001
4.353636363636364,VANESSA SIMS,195,1,6.99,11,47.89000000000001
4.353636363636365,JUDY GRAY,69,1,8.99,11,47.890000000000015
4.358421052631578,BRANDON HUEY,366,1,6.99,19,82.80999999999999
4.374615384615386,LYNN PAYNE,166,1,8.99,13,56.87000000000002
4.389999999999999,JESSE SCHILLING,387,0,6.99,5,21.949999999999996
4.390000000000001,BARBARA JONES,4,0,5.99,5,21.950000000000003
4.390000000000001,MIGUEL BETANCOURT,448,0,10.99,10,43.900000000000006
4.3900000000000015,NICOLE PETERSON,68,0,7.99,10,43.90000000000001
4.3900000000000015,RICKY SHELBY,435,0,8.99,10,43.90000000000001
4.406666666666667,DAVID ROYAL,304,1,8.99,12,52.88000000000001
4.406666666666667,TONI HOLT,291,1,7.99,12,52.88000000000001
4.406666666666667,TROY QUIGLEY,436,1,9.99,12,52.88000000000001
4.406666666666668,BETH FRANKLIN,199,1,8.99,12,52.88000000000002
4.406666666666668,JOSHUA MARK,336,1,8.99,12,52.88000000000002
4.406666666666668,LUIS YANEZ,402,1,7.99,12,52.88000000000002
4.406666666666668,RONALD WEINER,319,1,8.99,12,52.88000000000002
4.41857142857143,FLORENCE WOODS,107,1,7.99,14,61.860000000000014
4.41857142857143,LEAH CURTIS,270,0,9.99,7,30.930000000000007
4.4275,JENNIE TERRY,265,1,9.99,16,70.84
4.4275,ROGER QUINTANILLA,348,1,9.99,16,70.84
4.434444444444444,WILLIE MARKHAM,359,0,9.99,9,39.91
4.434444444444445,DERRICK BOURQUE,476,0,7.99,9,39.910000000000004
4.434444444444445,JEANETTE GREENE,191,0,6.99,9,39.910000000000004
4.434444444444445,TYRONE ASHER,540,0,7.99,9,39.910000000000004
4.444545454545455,JAVIER ELROD,535,1,8.99,11,48.89000000000001
4.444545454545456,BRENDA WRIGHT,31,1,9.99,11,48.890000000000015
4.444545454545456,MARK RINEHART,312,1,6.99,11,48.890000000000015
4.451538461538463,HERMAN DEVORE,481,1,10.99,13,57.87000000000001
4.451538461538463,JORGE OLIVARES,473,1,8.99,13,57.87000000000002
4.489999999999999,SUE PETERS,197,0,8.99,8,35.919999999999995
4.489999999999999,WESLEY BULL,469,1,10.99,18,80.82
4.49,DANIELLE DANIELS,150,0,6.99,4,17.96
4.49,FRANKLIN TROUTMAN,514,0,5.99,4,17.96
4.49,MYRTLE FLEMING,258,0,9.99,10,44.900000000000006
4.49,RAMON CHOATE,494,1,8.99,18,80.82000000000001
4.49,RITA GRAHAM,104,0,7.99,10,44.900000000000006
4.49,SHERRY MARSHALL,119,0,8.99,10,44.900000000000006
4.490000000000001,BENJAMIN VARNEY,364,0,10.99,8,35.92000000000001
4.490000000000001,BRUCE SCHWARZ,365,0,7.99,10,44.90000000000001
4.490000000000001,KRISTIN JOHNSTON,214,0,7.99,8,35.92000000000001
4.490000000000001,NINA SOTO,268,1,7.99,12,53.88000000000002
4.490000000000001,PEGGY MYERS,101,1,8.99,12,53.88000000000002
4.490000000000001,RANDALL NEUMANN,437,0,8.99,10,44.90000000000001
4.490000000000001,RICHARD MCCRARY,305,0,8.99,10,44.90000000000001
