customer_id,customer_first_name,customer_last_name,staff_id,staff_first_name,staff_last_name,payment_count,total_amount,average_check,share_payments_above_5
371,BILLY,POULIN,2,Jon,Stephens,4,10.96,2.74,0.25
382,VICTOR,BARKLEY,1,Mike,Hillyer,4,10.96,2.74,0.0
7,MARIA,MILLER,1,Mike,Hillyer,4,9.96,2.49,0.0
151,MEGAN,PALMER,2,Jon,Stephens,4,9.96,2.49,0.0
268,NINA,SOTO,1,Mike,Hillyer,4,9.96,2.49,0.0
329,FRANK,WAGGONER,2,Jon,Stephens,4,9.96,2.49,0.0
574,JULIAN,VEST,1,Mike,Hillyer,4,9.96,2.49,0.25
416,JEFFERY,PINSON,2,Jon,Stephens,4,7.96,1.99,0.0
76,IRENE,PRICE,2,Jon,Stephens,4,4.96,1.24,0.0
178,MARION,SNYDER,1,Mike,Hillyer,3,21.97,7.32,0.6667
347,RYAN,SALISBURY,1,Mike,Hillyer,3,21.97,7.32,0.6667
155,GAIL,KNIGHT,1,Mike,Hillyer,3,20.97,6.99,0.6667
322,JASON,MORRISSEY,2,Jon,Stephens,3,19.97,6.66,0.6667
403,MIKE,WAY,1,Mike,Hillyer,3,19.97,6.66,0.6667
423,ALFRED,CASILLAS,1,Mike,Hillyer,3,19.97,6.66,0.6667
506,LESLIE,SEWARD,1,Mike,Hillyer,3,19.97,6.66,0.6667
21,MICHELLE,CLARK,1,Mike,Hillyer,3,18.97,6.32,0.3333
82,KATHRYN,COLEMAN,1,Mike,Hillyer,3,18.97,6.32,0.6667
273,PRISCILLA,LOWE,2,Jon,Stephens,3,18.97,6.32,0.6667
341,PETER,MENARD,2,Jon,Stephens,3,18.97,6.32,0.6667
384,ERNEST,STEPP,1,Mike,Hillyer,3,18.97,6.32,0.6667
16,SANDRA,MARTIN,1,Mike,Hillyer,3,17.97,5.99,0.6667
75,TAMMY,SANDERS,1,Mike,Hillyer,3,17.97,5.99,0.3333
87,WANDA,PATTERSON,2,Jon,Stephens,3,17.97,5.99,0.3333
213,GINA,WILLIAMSON,2,Jon,Stephens,3,16.97,5.66,0.3333
339,WALTER,PERRYMAN,1,Mike,Hillyer,3,16.97,5.66,0.3333
343,DOUGLAS,GRAF,1,Mike,Hillyer,3,16.97,5.66,0.6667
434,EDDIE,TOMLIN,2,Jon,Stephens,3,16.97,5.66,0.6667
500,REGINALD,KINDER,2,Jon,Stephens,3,16.97,5.66,0.6667
589,TRACY,HERRMANN,1,Mike,Hillyer,3,16.97,5.66,0.3333
26,JESSICA,HALL,2,Jon,Stephens,3,15.97,5.32,0.3333
98,LILLIAN,GRIFFIN,2,Jon,Stephens,3,15.97,5.32,0.3333
204,ROSEMARY,SCHMIDT,1,Mike,Hillyer,3,15.97,5.32,0.3333
204,ROSEMARY,SCHMIDT,2,Jon,Stephens,3,15.97,5.32,0.3333
239,MINNIE,ROMERO,1,Mike,Hillyer,3,15.97,5.32,0.3333
328,JEFFREY,SPEAR,2,Jon,Stephens,3,15.97,5.32,0.6667
340,PATRICK,NEWSOM,2,Jon,Stephens,3,15.97,5.32,0.3333
403,MIKE,WAY,2,Jon,Stephens,3,15.97,5.32,0.3333
543,LANCE,PEMBERTON,2,Jon,Stephens,3,15.97,5.32,0.3333
108,TRACY,COLE,1,Mike,Hillyer,3,14.97,4.99,0.3333
242,GLENDA,FRAZIER,1,Mike,Hillyer,3,14.97,4.99,0.0
242,GLENDA,FRAZIER,2,Jon,Stephens,3,14.97,4.99,0.0
256,MABEL,HOLLAND,1,Mike,Hillyer,3,14.97,4.99,0.3333
290,KRISTINA,CHAMBERS,2,Jon,Stephens,3,14.97,4.99,0.3333
316,STEVEN,CURLEY,1,Mike,Hillyer,3,14.97,4.99,0.0
405,LEONARD,SCHOFIELD,2,Jon,Stephens,3,14.97,4.99,0.3333
438,BARRY,LOVELACE,1,Mike,Hillyer,3,14.97,4.99,0.0
517,BRAD,MCCURDY,1,Mike,Hillyer,3,14.97,4.99,0.3333
583,MARSHALL,THORN,1,Mike,Hillyer,3,14.97,4.99,0.3333
583,MARSHALL,THORN,2,Jon,Stephens,3,14.97,4.99,0.3333
594,EDUARDO,HIATT,1,Mike,Hillyer,3,14.97,4.99,0.3333
261,DEANNA,BYRD,2,Jon,Stephens,3,13.97,4.66,0.3333
283,FELICIA,SUTTON,2,Jon,Stephens,3,13.97,4.66,0.3333
427,JESUS,MCCARTNEY,1,Mike,Hillyer,3,13.97,4.66,0.6667
491,RICK,MATTOX,1,Mike,Hillyer,3,13.97,4.66,0.0
556,ARMANDO,GRUBER,2,Jon,Stephens,3,13.97,4.66,0.6667
590,SETH,HANNON,2,Jon,Stephens,3,13.97,4.66,0.3333
55,DORIS,REED,1,Mike,Hillyer,3,12.97,4.32,0.0
129,CARRIE,PORTER,1,Mike,Hillyer,3,12.97,4.32,0.0
130,CHARLOTTE,HUNTER,1,Mike,Hillyer,3,12.97,4.32,0.3333
146,JAMIE,RICE,2,Jon,Stephens,3,12.97,4.32,0.3333
249,DORA,MEDINA,2,Jon,Stephens,3,12.97,4.32,0.3333
293,MAE,FLETCHER,2,Jon,Stephens,3,12.97,4.32,0.0
299,JAMES,GANNON,2,Jon,Stephens,3,12.97,4.32,0.0
363,ROY,WHITING,2,Jon,Stephens,3,12.97,4.32,0.0
371,BILLY,POULIN,1,Mike,Hillyer,3,12.97,4.32,0.3333
430,RAY,HOULE,1,Mike,Hillyer,3,12.97,4.32,0.3333
1,MARY,SMITH,2,Jon,Stephens,3,11.97,3.99,0.3333
4,BARBARA,JONES,1,Mike,Hillyer,3,11.97,3.99,0.3333
24,KIMBERLY,LEE,1,Mike,Hillyer,3,11.97,3.99,0.3333
27,SHIRLEY,ALLEN,1,Mike,Hillyer,3,11.97,3.99,0.0
77,JANE,BENNETT,1,Mike,Hillyer,3,11.97,3.99,0.0
94,NORMA,GONZALES,2,Jon,Stephens,3,11.97,3.99,0.0
277,OLGA,JIMENEZ,1,Mike,Hillyer,3,11.97,3.99,0.3333
388,CRAIG,MORRELL,1,Mike,Hillyer,3,11.97,3.99,0.3333
390,SHAWN,HEATON,2,Jon,Stephens,3,11.97,3.99,0.3333
405,LEONARD,SCHOFIELD,1,Mike,Hillyer,3,11.97,3.99,0.3333
592,TERRANCE,ROUSH,1,Mike,Hillyer,3,11.97,3.99,0.3333
86,JACQUELINE,LONG,1,Mike,Hillyer,3,10.97,3.66,0.0
123,SHANNON,FREEMAN,2,Jon,Stephens,3,10.97,3.66,0.0
143,LESLIE,GORDON,1,Mike,Hillyer,3,10.97,3.66,0.0
381,BOBBY,BOUDREAU,1,Mike,Hillyer,3,10.97,3.66,0.0
428,HERBERT,KRUGER,1,Mike,Hillyer,3,10.97,3.66,0.0
452,TOM,MILNER,2,Jon,Stephens,3,10.97,3.66,0.0
540,TYRONE,ASHER,2,Jon,Stephens,3,10.97,3.66,0.0
561,IAN,STILL,2,Jon,Stephens,3,10.97,3.66,0.0
98,LILLIAN,GRIFFIN,1,Mike,Hillyer,3,9.97,3.32,0.0
149,VALERIE,BLACK,1,Mike,Hillyer,3,9.97,3.32,0.3333
208,LUCY,WHEELER,1,Mike,Hillyer,3,9.97,3.32,0.3333
260,CHRISTY,VARGAS,2,Jon,Stephens,3,9.97,3.32,0.0
261,DEANNA,BYRD,1,Mike,Hillyer,3,9.97,3.32,0.3333
308,THOMAS,GRIGSBY,1,Mike,Hillyer,3,9.97,3.32,0.3333
330,SCOTT,SHELLEY,2,Jon,Stephens,3,9.97,3.32,0.3333
576,MORRIS,MCCARTER,1,Mike,Hillyer,3,9.97,3.32,0.0
45,JANET,PHILLIPS,2,Jon,Stephens,3,8.97,2.99,0.0
130,CHARLOTTE,HUNTER,2,Jon,Stephens,3,8.97,2.99,0.0
173,AUDREY,RAY,2,Jon,Stephens,3,8.97,2.99,0.0
191,JEANETTE,GREENE,1,Mike,Hillyer,3,8.97,2.99,0.0
191,JEANETTE,GREENE,2,Jon,Stephens,3,8.97,2.99,0.0
236,MARCIA,DEAN,1,Mike,Hillyer,3,8.97,2.99,0.0
237,TANYA,GILBERT,1,Mike,Hillyer,3,8.97,2.99,0.0
246,MARIAN,MENDOZA,1,Mike,Hillyer,3,8.97,2.99,0.0
254,MAXINE,SILVA,1,Mike,Hillyer,3,8.97,2.99,0.0
336,JOSHUA,MARK,1,Mike,Hillyer,3,8.97,2.99,0.0
362,NICHOLAS,BARFIELD,1,Mike,Hillyer,3,8.97,2.99,0.0
450,JAY,ROBB,2,Jon,Stephens,3,8.97,2.99,0.0
514,FRANKLIN,TROUTMAN,2,Jon,Stephens,3,8.97,2.99,0.0
594,EDUARDO,HIATT,2,Jon,Stephens,3,8.97,2.99,0.3333
28,CYNTHIA,YOUNG,2,Jon,Stephens,3,7.97,2.66,0.0
216,NATALIE,MEYER,1,Mike,Hillyer,3,7.97,2.66,0.0
393,PHILIP,CAUSEY,2,Jon,Stephens,3,7.97,2.66,0.0
53,HEATHER,MORRIS,1,Mike,Hillyer,3,6.97,2.32,0.0
122,THELMA,MURRAY,1,Mike,Hillyer,3,6.97,2.32,0.0
129,CARRIE,PORTER,2,Jon,Stephens,3,6.97,2.32,0.0
162,LAUREN,HUDSON,1,Mike,Hillyer,3,6.97,2.32,0.0
177,SAMANTHA,DUNCAN,1,Mike,Hillyer,3,6.97,2.32,0.0
386,TODD,TAN,1,Mike,Hillyer,3,6.97,2.32,0.0
96,DIANA,ALEXANDER,1,Mike,Hillyer,3,5.97,1.99,0.0
406,NATHAN,RUNYON,2,Jon,Stephens,3,5.97,1.99,0.0
514,FRANKLIN,TROUTMAN,1,Mike,Hillyer,3,5.97,1.99,0.0
4,BARBARA,JONES,2,Jon,Stephens,3,4.97,1.66,0.0
391,CLARENCE,GAMEZ,2,Jon,Stephens,3,4.97,1.66,0.0
430,RAY,HOULE,2,Jon,Stephens,3,2.97,0.99,0.0
438,BARRY,LOVELACE,2,Jon,Stephens,3,2.97,0.99,0.0
289,VIOLET,RODRIQUEZ,1,Mike,Hillyer,2,17.98,8.99,1.0
590,SETH,HANNON,1,Mike,Hillyer,2,16.98,8.49,1.0
25,DEBORAH,WALKER,2,Jon,Stephens,2,15.98,7.99,1.0
388,CRAIG,MORRELL,2,Jon,Stephens,2,14.98,7.49,1.0
550,GUY,BROWNLEE,2,Jon,Stephens,2,14.98,7.49,0.5
193,KATIE,ELLIOTT,1,Mike,Hillyer,2,13.98,6.99,0.5
390,SHAWN,HEATON,1,Mike,Hillyer,2,13.98,6.99,1.0
589,TRACY,HERRMANN,2,Jon,Stephens,2,13.98,6.99,0.5
21,MICHELLE,CLARK,2,Jon,Stephens,2,12.98,6.49,0.5
24,KIMBERLY,LEE,2,Jon,Stephens,2,12.98,6.49,0.5
456,RONNIE,RICKETTS,2,Jon,Stephens,2,12.98,6.49,1.0
592,TERRANCE,ROUSH,2,Jon,Stephens,2,12.98,6.49,1.0
62,JOAN,COOPER,2,Jon,Stephens,2,11.98,5.99,0.5
75,TAMMY,SANDERS,2,Jon,Stephens,2,11.98,5.99,0.5
295,DAISY,BATES,2,Jon,Stephens,2,11.98,5.99,0.5
330,SCOTT,SHELLEY,1,Mike,Hillyer,2,11.98,5.99,0.5
393,PHILIP,CAUSEY,1,Mike,Hillyer,2,11.98,5.99,0.5
556,ARMANDO,GRUBER,1,Mike,Hillyer,2,11.98,5.99,0.5
290,KRISTINA,CHAMBERS,1,Mike,Hillyer,2,10.98,5.49,0.5
66,JANICE,WARD,2,Jon,Stephens,2,9.98,4.99,0.5
77,JANE,BENNETT,2,Jon,Stephens,2,9.98,4.99,0.5
108,TRACY,COLE,2,Jon,Stephens,2,9.98,4.99,0.0
186,HOLLY,FOX,2,Jon,Stephens,2,9.98,4.99,0.0
253,TERRY,CARLSON,1,Mike,Hillyer,2,9.98,4.99,0.0
308,THOMAS,GRIGSBY,2,Jon,Stephens,2,9.98,4.99,0.0
327,LARRY,THRASHER,1,Mike,Hillyer,2,9.98,4.99,0.0
338,DENNIS,GILMAN,2,Jon,Stephens,2,9.98,4.99,0.0
347,RYAN,SALISBURY,2,Jon,Stephens,2,9.98,4.99,0.5
363,ROY,WHITING,1,Mike,Hillyer,2,9.98,4.99,0.0
386,TODD,TAN,2,Jon,Stephens,2,9.98,4.99,0.5
45,JANET,PHILLIPS,1,Mike,Hillyer,2,8.98,4.49,0.0
116,VICTORIA,GIBSON,1,Mike,Hillyer,2,8.98,4.49,0.0
187,BRITTANY,RILEY,1,Mike,Hillyer,2,8.98,4.49,0.5
200,JEANNE,LAWSON,1,Mike,Hillyer,2,8.98,4.49,0.0
267,MARGIE,WADE,1,Mike,Hillyer,2,8.98,4.49,0.5
307,JOSEPH,JOY,2,Jon,Stephens,2,8.98,4.49,0.5
310,DANIEL,CABRAL,1,Mike,Hillyer,2,8.98,4.49,0.5
339,WALTER,PERRYMAN,2,Jon,Stephens,2,8.98,4.49,0.0
431,JOEL,FRANCISCO,1,Mike,Hillyer,2,8.98,4.49,0.0
500,REGINALD,KINDER,1,Mike,Hillyer,2,8.98,4.49,0.5
571,JOHNNIE,CHISHOLM,2,Jon,Stephens,2,8.98,4.49,0.0
16,SANDRA,MARTIN,2,Jon,Stephens,2,7.98,3.99,0.5
46,CATHERINE,CAMPBELL,1,Mike,Hillyer,2,7.98,3.99,0.0
76,IRENE,PRICE,1,Mike,Hillyer,2,7.98,3.99,0.5
87,WANDA,PATTERSON,1,Mike,Hillyer,2,7.98,3.99,0.0
94,NORMA,GONZALES,1,Mike,Hillyer,2,7.98,3.99,0.0
132,ESTHER,CRAWFORD,2,Jon,Stephens,2,7.98,3.99,0.0
163,CATHY,SPENCER,1,Mike,Hillyer,2,7.98,3.99,0.5
173,AUDREY,RAY,1,Mike,Hillyer,2,7.98,3.99,0.0
177,SAMANTHA,DUNCAN,2,Jon,Stephens,2,7.98,3.99,0.0
216,NATALIE,MEYER,2,Jon,Stephens,2,7.98,3.99,0.5
234,CLAUDIA,FULLER,1,Mike,Hillyer,2,7.98,3.99,0.0
239,MINNIE,ROMERO,2,Jon,Stephens,2,7.98,3.99,0.0
319,RONALD,WEINER,1,Mike,Hillyer,2,7.98,3.99,0.0
423,ALFRED,CASILLAS,2,Jon,Stephens,2,7.98,3.99,0.5
446,THEODORE,CULP,1,Mike,Hillyer,2,7.98,3.99,0.0
468,TIM,CARY,2,Jon,Stephens,2,7.98,3.99,0.0
478,LEWIS,LYMAN,1,Mike,Hillyer,2,7.98,3.99,0.5
506,LESLIE,SEWARD,2,Jon,Stephens,2,7.98,3.99,0.5
517,BRAD,MCCURDY,2,Jon,Stephens,2,7.98,3.99,0.0
540,TYRONE,ASHER,1,Mike,Hillyer,2,7.98,3.99,0.0
155,GAIL,KNIGHT,2,Jon,Stephens,2,6.98,3.49,0.0
249,DORA,MEDINA,1,Mike,Hillyer,2,6.98,3.49,0.5
410,CURTIS,IRBY,2,Jon,Stephens,2,6.98,3.49,0.5
28,CYNTHIA,YOUNG,1,Mike,Hillyer,2,5.98,2.99,0.0
29,ANGELA,HERNANDEZ,2,Jon,Stephens,2,5.98,2.99,0.0
39,DEBRA,NELSON,2,Jon,Stephens,2,5.98,2.99,0.0
55,DORIS,REED,2,Jon,Stephens,2,5.98,2.99,0.0
113,CINDY,FISHER,2,Jon,Stephens,2,5.98,2.99,0.0
143,LESLIE,GORDON,2,Jon,Stephens,2,5.98,2.99,0.0
162,LAUREN,HUDSON,2,Jon,Stephens,2,5.98,2.99,0.0
230,JOY,GEORGE,1,Mike,Hillyer,2,5.98,2.99,0.0
328,JEFFREY,SPEAR,1,Mike,Hillyer,2,5.98,2.99,0.0
362,NICHOLAS,BARFIELD,2,Jon,Stephens,2,5.98,2.99,0.0
381,BOBBY,BOUDREAU,2,Jon,Stephens,2,5.98,2.99,0.0
383,MARTIN,BALES,2,Jon,Stephens,2,5.98,2.99,0.0
391,CLARENCE,GAMEZ,1,Mike,Hillyer,2,5.98,2.99,0.0
439,ALEXANDER,FENNELL,2,Jon,Stephens,2,5.98,2.99,0.0
444,MARCUS,HIDALGO,1,Mike,Hillyer,2,5.98,2.99,0.0
516,ELMER,NOE,2,Jon,Stephens,2,5.98,2.99,0.0
543,LANCE,PEMBERTON,1,Mike,Hillyer,2,5.98,2.99,0.0
85,ANNE,POWELL,2,Jon,Stephens,2,4.98,2.49,0.0
176,JUNE,CARROLL,2,Jon,Stephens,2,4.98,2.49,0.0
254,MAXINE,SILVA,2,Jon,Stephens,2,4.98,2.49,0.0
427,JESUS,MCCARTNEY,2,Jon,Stephens,2,4.98,2.49,0.0
53,HEATHER,MORRIS,2,Jon,Stephens,2,3.98,1.99,0.0
123,SHANNON,FREEMAN,1,Mike,Hillyer,2,3.98,1.99,0.0
237,TANYA,GILBERT,2,Jon,Stephens,2,3.98,1.99,0.0
246,MARIAN,MENDOZA,2,Jon,Stephens,2,3.98,1.99,0.0
283,FELICIA,SUTTON,1,Mike,Hillyer,2,3.98,1.99,0.0
