customer_id,customer_first_name,customer_last_name,country_name,city_name,july_amount,july_count,prev_total_amount,prev_total_count,prev_avg_month_amount,prev_avg_month_count,foreign_store_operation_share,last_foreign_store_payment_date,july_amount_growth,july_count_growth,country_growth_rank
332,STEPHEN,QUALLS,Bangladesh,Dhaka,78.82999999999998,17,10.98,2,10.98,2.0,0.5294117647058824,2005-07-28 21:35:44.000,67.84999999999998,15.0,1
144,CLARA,SHAW,Belarus,Molodetno,93.81999999999998,18,28.920000000000005,8,14.460000000000003,4.0,0.6666666666666666,2005-07-31 08:15:32.000,79.35999999999997,14.0,1
527,CORY,MEEHAN,Belarus,Mogiljov,26.909999999999997,9,7.960000000000001,4,7.960000000000001,4.0,0.4444444444444444,2005-07-31 09:19:46.000,18.949999999999996,5.0,2
455,JON,WILES,Bolivia,El Alto,45.91000000000001,9,9.940000000000001,6,4.970000000000001,3.0,0.4444444444444444,2005-07-27 15:54:19.000,40.94000000000001,6.0,1
591,KENT,ARSENAULT,Brazil,Juiz de Fora,75.85000000000001,15,8.97,3,8.97,3.0,0.3333333333333333,2005-07-29 22:14:26.000,66.88000000000001,12.0,1
92,TINA,SIMMONS,Brazil,Goinia,78.85000000000001,15,25.950000000000003,5,12.975000000000001,2.5,0.5333333333333333,2005-07-30 13:57:54.000,65.875,12.5,2
314,GEORGE,LINTON,Brazil,Sorocaba,67.82000000000002,18,17.96,4,8.98,2.0,0.5555555555555556,2005-07-30 17:14:30.000,58.84000000000002,16.0,3
354,JUSTIN,NGO,Brazil,Santo Andr,67.81000000000002,19,19.93,7,9.965,3.5,0.47368421052631576,2005-07-30 09:55:10.000,57.84500000000001,15.5,4
362,NICHOLAS,BARFIELD,Brazil,Belm,61.85000000000002,15,19.94,6,9.97,3.0,0.4,2005-07-29 05:10:31.000,51.880000000000024,12.0,5
443,FRANCISCO,SKIDMORE,Brazil,So Leopoldo,54.90000000000001,10,7.98,2,3.99,1.0,0.5,2005-07-31 18:10:56.000,50.91000000000001,9.0,6
206,TERRI,VASQUEZ,Brazil,Blumenau,60.87000000000002,13,11.97,3,11.97,3.0,0.46153846153846156,2005-07-30 23:05:44.000,48.90000000000002,10.0,7
39,DEBRA,NELSON,Brazil,Vila Velha,73.85000000000001,15,26.940000000000005,6,26.940000000000005,6.0,0.5333333333333333,2005-07-31 19:15:13.000,46.910000000000004,9.0,8
254,MAXINE,SILVA,Brazil,Poos de Caldas,55.87000000000001,13,22.93,7,11.465,3.5,0.46153846153846156,2005-07-27 16:45:40.000,44.405000000000015,9.5,9
307,JOSEPH,JOY,Brazil,Angra dos Reis,62.87000000000001,13,41.900000000000006,10,20.950000000000003,5.0,0.9230769230769231,2005-07-31 21:57:32.000,41.92000000000001,8.0,10
126,ELLEN,SIMPSON,Brazil,Po,48.87,13,17.96,4,8.98,2.0,0.38461538461538464,2005-07-31 18:41:55.000,39.89,11.0,11
74,DENISE,KELLY,Brazil,Rio Claro,47.90000000000001,10,19.950000000000003,5,9.975000000000001,2.5,0.6,2005-07-31 19:14:20.000,37.92500000000001,7.5,12
427,JESUS,MCCARTNEY,Brazil,Guaruj,49.90000000000001,10,25.939999999999998,6,12.969999999999999,3.0,0.4,2005-07-29 10:26:15.000,36.930000000000014,7.0,13
229,TAMARA,NGUYEN,Brazil,Anpolis,49.87000000000001,13,14.96,4,14.96,4.0,0.7692307692307693,2005-07-31 14:51:04.000,34.91000000000001,9.0,14
325,TIMOTHY,BUNN,Brazil,Braslia,41.900000000000006,10,18.96,4,9.48,2.0,0.7,2005-07-31 18:39:36.000,32.42,8.0,15
47,FRANCES,PARKER,Brazil,Juazeiro do Norte,47.900000000000006,10,33.94,6,16.97,3.0,0.6,2005-07-30 15:07:04.000,30.930000000000007,7.0,16
342,HAROLD,MARTINO,Brazil,Boa Vista,45.88000000000001,12,14.97,3,14.97,3.0,0.5833333333333334,2005-07-31 16:03:47.000,30.91000000000001,9.0,17
374,JEREMY,HURTADO,Brazil,Vitria de Santo Anto,38.9,10,16.93,7,8.465,3.5,0.4,2005-07-31 13:13:50.000,30.435,6.5,18
310,DANIEL,CABRAL,Brazil,Ibirit,41.92,8,28.930000000000003,7,14.465000000000002,3.5,0.625,2005-07-31 01:19:02.000,27.455,4.5,19
183,IDA,ANDREWS,Brazil,Luzinia,34.89,11,15.950000000000001,5,7.9750000000000005,2.5,0.45454545454545453,2005-07-31 11:34:32.000,26.915,8.5,20
398,ANTONIO,MEEK,Brazil,Bag,33.93000000000001,7,24.96,4,12.48,2.0,0.5714285714285714,2005-07-30 15:15:51.000,21.450000000000006,5.0,21
91,LOIS,BUTLER,Brunei,Bandar Seri Begawan,59.810000000000024,19,18.950000000000003,5,9.475000000000001,2.5,0.3684210526315789,2005-07-29 03:34:21.000,50.33500000000002,16.5,1
228,ALLISON,STANLEY,Cambodia,Phnom Penh,54.85000000000001,15,19.94,6,9.97,3.0,0.6,2005-07-28 20:37:56.000,44.88000000000001,12.0,1
516,ELMER,NOE,Cambodia,Battambang,46.91000000000001,9,28.919999999999998,8,14.459999999999999,4.0,0.3333333333333333,2005-07-28 10:33:42.000,32.45000000000001,5.0,2
352,ALBERT,CROUSE,Cameroon,Bamenda,43.91000000000001,9,23.940000000000005,6,11.970000000000002,3.0,0.3333333333333333,2005-07-27 20:40:40.000,31.94000000000001,6.0,1
361,LAWRENCE,LAWTON,Cameroon,Yaound,29.9,10,23.94,6,11.97,3.0,0.5,2005-07-31 22:22:37.000,17.93,7.0,2
436,TROY,QUIGLEY,Canada,Vancouver,52.88000000000001,12,27.96,4,13.98,2.0,0.5,2005-07-28 18:32:49.000,38.900000000000006,10.0,1
410,CURTIS,IRBY,Canada,Richmond Hill,54.86000000000002,14,22.939999999999998,6,22.939999999999998,6.0,0.5714285714285714,2005-07-30 14:48:24.000,31.920000000000023,8.0,2
476,DERRICK,BOURQUE,Canada,Gatineau,39.910000000000004,9,20.94,6,10.47,3.0,0.5555555555555556,2005-07-31 09:12:42.000,29.440000000000005,6.0,3
189,LORETTA,CARPENTER,Canada,Oshawa,37.90000000000001,10,19.94,6,9.97,3.0,0.5,2005-07-30 19:26:21.000,27.930000000000014,7.0,4
463,DARRELL,POWER,Canada,Halifax,30.900000000000006,10,17.95,5,8.975,2.5,0.8,2005-07-31 15:57:07.000,21.925000000000004,7.5,5
535,JAVIER,ELROD,Chad,NDjamna,48.89000000000001,11,22.94,6,11.47,3.0,0.2727272727272727,2005-07-30 21:40:15.000,37.42000000000001,8.0,1
45,JANET,PHILLIPS,Chile,Antofagasta,37.910000000000004,9,20.939999999999998,6,10.469999999999999,3.0,0.2222222222222222,2005-07-11 01:27:49.000,27.440000000000005,6.0,1
464,JEROME,KENYON,Chile,Rancagua,32.940000000000005,6,13.96,4,6.98,2.0,0.3333333333333333,2005-07-12 07:44:49.000,25.960000000000004,4.0,2
595,TERRENCE,GUNDERSON,China,Jinzhou,86.80999999999999,19,14.97,3,7.485,1.5,0.3684210526315789,2005-07-31 11:51:46.000,79.32499999999999,17.5,1
168,REGINA,BERRY,China,Jinchang,70.83,17,10.97,3,5.485,1.5,0.5882352941176471,2005-07-31 14:12:36.000,65.345,15.5,2
484,ROBERTO,VU,China,Yinchuan,77.85000000000001,15,29.93,7,14.965,3.5,0.6666666666666666,2005-07-31 23:22:20.000,62.885000000000005,11.5,3
302,MICHAEL,SILVERMAN,China,Tiefa,67.85000000000001,15,13.97,3,6.985,1.5,0.6,2005-07-31 03:03:07.000,60.86500000000001,13.5,4
485,CLYDE,TOBIAS,China,Shaoguan,63.82000000000002,18,14.97,3,7.485,1.5,0.4444444444444444,2005-07-30 12:20:59.000,56.33500000000002,16.5,5
64,JUDITH,COX,China,Daxian,59.81000000000002,19,12.950000000000001,5,6.4750000000000005,2.5,0.47368421052631576,2005-07-31 15:04:57.000,53.335000000000015,16.5,6
211,STACEY,MONTGOMERY,China,Fuyu,62.840000000000025,16,20.97,3,10.485,1.5,0.5625,2005-07-30 03:43:35.000,52.355000000000025,14.5,7
424,KYLE,SPURLOCK,China,Shanwei,58.84000000000001,16,13.96,4,6.98,2.0,0.5,2005-07-31 18:13:22.000,51.860000000000014,14.0,8
324,GARY,COY,China,Yuzhou,50.88000000000001,12,7.970000000000001,3,3.9850000000000003,1.5,0.5833333333333334,2005-07-31 05:48:49.000,46.89500000000001,10.5,9
552,HUGH,WALDROP,China,Haining,48.91000000000001,9,6.970000000000001,3,3.4850000000000003,1.5,0.5555555555555556,2005-07-30 18:09:56.000,45.42500000000001,7.5,10
533,JESSIE,MILAM,China,Binzhou,58.87000000000001,13,27.910000000000004,9,13.955000000000002,4.5,0.6153846153846154,2005-07-31 20:22:01.000,44.915000000000006,8.5,11
442,LEROY,BUSTAMANTE,China,Tongliao,60.840000000000025,16,32.93,7,16.465,3.5,0.4375,2005-07-31 13:32:18.000,44.37500000000003,12.5,12
165,LORRAINE,STEPHENS,China,Hami,49.88000000000002,12,11.97,3,5.985,1.5,0.4166666666666667,2005-07-29 13:18:52.000,43.89500000000002,10.5,13
90,RUBY,WASHINGTON,China,Meixian,51.88000000000001,12,8.97,3,8.97,3.0,0.3333333333333333,2005-07-29 06:40:40.000,42.91000000000001,9.0,14
594,EDUARDO,HIATT,China,Jining,65.86000000000001,14,45.9,10,22.95,5.0,0.35714285714285715,2005-07-31 11:04:20.000,42.91000000000001,9.0,15
495,CHARLIE,BESS,China,Baiyin,56.89000000000001,11,29.94,6,14.97,3.0,0.5454545454545454,2005-07-31 09:09:22.000,41.92000000000001,8.0,16
241,HEIDI,LARSON,China,Xiangfan,53.85000000000001,15,23.93,7,11.965,3.5,0.6666666666666666,2005-07-31 15:44:43.000,41.885000000000005,11.5,17
169,ERICA,MATTHEWS,China,Pingxiang,49.90000000000001,10,16.96,4,8.48,2.0,0.5,2005-07-27 23:35:49.000,41.420000000000016,8.0,18
389,ALAN,KAHN,China,Emeishan,50.89000000000001,11,18.96,4,9.48,2.0,0.36363636363636365,2005-07-28 14:15:54.000,41.41000000000001,9.0,19
154,MICHELE,GRANT,China,Yuncheng,55.86000000000001,14,28.939999999999998,6,14.469999999999999,3.0,0.42857142857142855,2005-07-27 07:19:34.000,41.39000000000001,11.0,20
138,HAZEL,WARREN,China,Hohhot,47.850000000000016,15,13.950000000000001,5,6.9750000000000005,2.5,0.26666666666666666,2005-07-30 14:37:44.000,40.875000000000014,12.5,21
538,TED,BREAUX,China,Baicheng,51.86000000000001,14,26.94,6,13.47,3.0,0.5714285714285714,2005-07-31 05:35:48.000,38.39000000000001,11.0,22
339,WALTER,PERRYMAN,China,Xinxiang,52.87000000000001,13,31.940000000000005,6,15.970000000000002,3.0,0.5384615384615384,2005-07-31 06:10:48.000,36.900000000000006,10.0,23
435,RICKY,SHELBY,China,Junan,43.90000000000001,10,14.96,4,7.48,2.0,0.5,2005-07-31 05:57:54.000,36.420000000000016,8.0,24
588,MARION,OCAMPO,China,Weifang,52.86000000000002,14,32.93000000000001,7,16.465000000000003,3.5,0.5,2005-07-30 18:57:29.000,36.39500000000002,10.5,25
129,CARRIE,PORTER,China,Liaocheng,55.850000000000016,15,19.94,6,19.94,6.0,0.4,2005-07-31 23:24:31.000,35.91000000000001,9.0,26
283,FELICIA,SUTTON,China,Korla,50.83,17,17.950000000000003,5,17.950000000000003,5.0,0.5882352941176471,2005-07-31 14:55:22.000,32.879999999999995,12.0,27
564,BOB,PFEIFFER,China,Xintai,37.910000000000004,9,11.97,3,5.985,1.5,0.4444444444444444,2005-07-31 21:41:35.000,31.925000000000004,7.5,28
546,KELLY,KNOTT,China,Sanya,43.890000000000015,11,25.94,6,12.97,3.0,0.36363636363636365,2005-07-31 04:37:41.000,30.920000000000016,8.0,29
521,ROLAND,SOUTH,China,Yingkou,31.91,9,1.98,2,1.98,2.0,0.3333333333333333,2005-07-31 02:13:30.000,29.93,7.0,30
37,PAMELA,BAKER,China,Nanyang,36.94,6,14.950000000000001,5,7.4750000000000005,2.5,0.3333333333333333,2005-07-28 12:45:47.000,29.464999999999996,3.5,31
496,TYLER,WREN,China,Rizhao,29.92000000000001,8,8.97,3,4.485,1.5,0.625,2005-07-27 06:29:23.000,25.43500000000001,6.5,32
511,CHESTER,BENNER,China,Suihua,35.89,11,28.94,6,14.47,3.0,0.2727272727272727,2005-07-11 03:14:26.000,21.42,8.0,33
281,LEONA,OBRIEN,China,Fuzhou,27.92,8,17.96,4,8.98,2.0,0.25,2005-07-27 21:13:28.000,18.94,6.0,34
67,KELLY,TORRES,China,Xiangtan,30.92,8,26.94,6,13.47,3.0,0.75,2005-07-29 11:32:58.000,17.450000000000003,5.0,35
151,MEGAN,PALMER,China,Laiwu,29.900000000000006,10,24.93,7,12.465,3.5,0.6,2005-07-31 20:02:02.000,17.435000000000006,6.5,36
599,AUSTIN,CINTRON,China,Tieli,29.930000000000007,7,25.950000000000003,5,12.975000000000001,2.5,0.42857142857142855,2005-07-30 03:52:37.000,16.955000000000005,4.5,37
422,MELVIN,ELLINGTON,China,Laohekou,21.93,7,15.950000000000001,5,7.9750000000000005,2.5,0.7142857142857143,2005-07-31 01:40:14.000,13.954999999999998,4.5,38
110,TIFFANY,JORDAN,China,Enshi,22.93,7,18.97,3,9.485,1.5,0.7142857142857143,2005-07-27 22:40:06.000,13.445,5.5,39
93,PHYLLIS,FOSTER,China,Zalantun,21.94,6,20.950000000000003,5,10.475000000000001,2.5,0.3333333333333333,2005-07-11 17:00:04.000,11.465,3.5,40
235,JACKIE,LYNCH,Colombia,Buenaventura,62.85000000000002,15,9.96,4,4.98,2.0,0.5333333333333333,2005-07-31 22:31:43.000,57.87000000000002,13.0,1
490,SAM,MCDUFFIE,Colombia,Sogamoso,64.86000000000001,14,15.97,3,7.985,1.5,0.5,2005-07-30 08:56:36.000,56.875000000000014,12.5,2
87,WANDA,PATTERSON,Colombia,Sincelejo,56.890000000000015,11,33.93000000000001,7,16.965000000000003,3.5,0.5454545454545454,2005-07-30 18:44:44.000,39.92500000000001,7.5,3
180,STACY,CUNNINGHAM,Colombia,Pereira,40.900000000000006,10,8.97,3,4.485,1.5,0.4,2005-07-30 19:05:36.000,36.415000000000006,8.5,4
460,LEON,BOSTIC,Colombia,Florencia,41.92000000000001,8,12.950000000000001,5,6.4750000000000005,2.5,0.375,2005-07-29 15:05:52.000,35.44500000000001,5.5,5
120,SYLVIA,ORTIZ,Colombia,Dos Quebradas,48.87,13,38.92,8,19.46,4.0,0.3076923076923077,2005-07-30 04:54:14.000,29.409999999999997,9.0,6
265,JENNIE,TERRY,Czech Republic,Olomouc,70.84,16,16.96,4,8.48,2.0,0.5625,2005-07-30 20:52:45.000,62.36,14.0,1
418,JEFF,EAST,Dominican Republic,San Felipe de Puerto Plata,45.900000000000006,10,8.97,3,8.97,3.0,0.6,2005-07-31 02:14:35.000,36.93000000000001,7.0,1
437,RANDALL,NEUMANN,Dominican Republic,La Romana,44.90000000000001,10,25.94,6,12.97,3.0,0.2,2005-07-09 09:18:43.000,31.930000000000014,7.0,2
258,MYRTLE,FLEMING,Dominican Republic,Santiago de los Caballeros,44.900000000000006,10,12.97,3,12.97,3.0,0.5,2005-07-30 07:39:59.000,31.930000000000007,7.0,3
494,RAMON,CHOATE,Ecuador,Robamba,80.82000000000001,18,7.98,2,3.99,1.0,0.2777777777777778,2005-07-31 10:58:32.000,76.83000000000001,17.0,1
262,PATSY,DAVIDSON,Ecuador,Portoviejo,47.89000000000001,11,25.949999999999996,5,12.974999999999998,2.5,0.7272727272727273,2005-07-30 08:50:25.000,34.915000000000006,8.5,2
491,RICK,MATTOX,Egypt,Mit Ghamr,60.890000000000015,11,35.91000000000001,9,17.955000000000005,4.5,0.36363636363636365,2005-07-28 10:16:37.000,42.93500000000001,6.5,1
233,LILLIE,KIM,Egypt,Idfu,55.87000000000002,13,13.96,4,13.96,4.0,0.6153846153846154,2005-07-31 02:49:20.000,41.91000000000002,9.0,2
423,ALFRED,CASILLAS,Egypt,Sawhaj,58.870000000000005,13,27.950000000000003,5,27.950000000000003,5.0,0.5384615384615384,2005-07-28 09:30:02.000,30.92,8.0,3
119,SHERRY,MARSHALL,Egypt,Shubra al-Khayma,44.900000000000006,10,30.939999999999998,6,15.469999999999999,3.0,0.4,2005-07-30 06:00:35.000,29.430000000000007,7.0,4
559,EVERETT,BANDA,Egypt,Bilbays,41.88,12,12.96,4,12.96,4.0,0.75,2005-07-31 13:41:57.000,28.92,8.0,5
317,EDWARD,BAUGH,Faroe Islands,Trshavn,50.88000000000002,12,17.96,4,8.98,2.0,0.6666666666666666,2005-07-31 09:52:40.000,41.90000000000002,10.0,1
298,ERIKA,PENA,Finland,Oulu,32.9,10,22.950000000000003,5,11.475000000000001,2.5,0.6,2005-07-29 18:32:13.000,21.424999999999997,7.5,1
35,VIRGINIA,GREEN,France,Toulouse,68.84000000000002,16,28.92,8,14.46,4.0,0.6875,2005-07-31 02:59:20.000,54.38000000000002,12.0,1
402,LUIS,YANEZ,France,Brest,52.88000000000002,12,14.96,4,7.48,2.0,0.6666666666666666,2005-07-31 10:08:33.000,45.40000000000002,10.0,2
104,RITA,GRAHAM,France,Toulon,44.900000000000006,10,23.94,6,11.97,3.0,0.5,2005-07-31 17:32:03.000,32.93000000000001,7.0,3
65,ROSE,HOWARD,French Guiana,Cayenne,37.91,9,18.96,4,9.48,2.0,0.5555555555555556,2005-07-30 16:12:28.000,28.429999999999996,7.0,1
43,CHRISTINE,ROBERTS,French Polynesia,Faaa,47.88000000000001,12,14.97,3,7.485,1.5,0.5833333333333334,2005-07-30 12:43:58.000,40.39500000000001,10.5,1
56,GLORIA,COOK,French Polynesia,Papeete,37.91000000000001,9,33.92,8,16.96,4.0,0.3333333333333333,2005-07-28 12:49:44.000,20.95000000000001,5.0,2
584,SALVADOR,TEEL,Gambia,Banjul,44.88000000000001,12,25.950000000000003,5,12.975000000000001,2.5,0.5,2005-07-31 08:25:13.000,31.90500000000001,9.5,1
114,GRACE,ELLIS,Germany,Duisburg,61.850000000000016,15,32.93,7,16.465,3.5,0.6,2005-07-31 08:24:41.000,45.38500000000002,11.5,1
196,ALMA,AUSTIN,Germany,Mannheim,63.860000000000014,14,54.879999999999995,12,27.439999999999998,6.0,0.7142857142857143,2005-07-31 21:29:28.000,36.420000000000016,8.0,2
227,COLLEEN,BURTON,Germany,Saarbrcken,44.88000000000002,12,21.94,6,10.97,3.0,0.3333333333333333,2005-07-31 00:52:24.000,33.91000000000002,9.0,3
448,MIGUEL,BETANCOURT,Germany,Erlangen,43.900000000000006,10,32.93000000000001,7,16.465000000000003,3.5,0.8,2005-07-27 00:57:42.000,27.435000000000002,6.5,4
251,VICKIE,BREWER,Germany,Halle/Saale,41.890000000000015,11,37.910000000000004,9,18.955000000000002,4.5,0.2727272727272727,2005-07-31 14:06:25.000,22.935000000000013,6.5,5
3,LINDA,WILLIAMS,Greece,Athenai,68.87000000000002,13,30.94,6,15.47,3.0,0.46153846153846156,2005-07-31 11:32:58.000,53.40000000000002,10.0,1
207,GERTRUDE,CASTILLO,Greenland,Nuuk,58.85,15,21.93,7,10.965,3.5,0.5333333333333333,2005-07-31 05:49:53.000,47.885000000000005,11.5,1
592,TERRANCE,ROUSH,Hungary,Szkesfehrvr,61.85000000000001,15,24.950000000000003,5,24.950000000000003,5.0,0.3333333333333333,2005-07-31 06:20:58.000,36.900000000000006,10.0,1
225,ARLENE,HARVEY,India,Ambattur,80.83,17,16.97,3,8.485,1.5,0.47058823529411764,2005-07-31 22:02:09.000,72.345,15.5,1
508,MILTON,HOWLAND,India,Vijayawada,74.86,14,10.97,3,5.485,1.5,0.21428571428571427,2005-07-31 07:43:19.000,69.375,12.5,2
209,TONYA,CHAPMAN,India,Bhilwara,82.83,17,33.93,7,16.965,3.5,0.47058823529411764,2005-07-31 15:00:15.000,65.865,13.5,3
502,BRETT,CORNWELL,India,Siliguri (Shiliguri),73.85000000000001,15,17.93,7,8.965,3.5,0.6,2005-07-30 13:43:00.000,64.885,11.5,4
446,THEODORE,CULP,India,Uluberia,71.83,17,27.910000000000004,9,13.955000000000002,4.5,0.47058823529411764,2005-07-30 09:19:41.000,57.875,12.5,5
426,BRADLEY,MOTLEY,India,Purnea (Purnia),65.89000000000001,11,20.939999999999994,6,10.469999999999997,3.0,0.36363636363636365,2005-07-31 23:29:51.000,55.420000000000016,8.0,6
300,JOHN,FARNSWORTH,India,Parbhani,59.86000000000002,14,13.950000000000001,5,6.9750000000000005,2.5,0.2857142857142857,2005-07-31 10:35:22.000,52.88500000000002,11.5,7
421,LEE,HAWKS,India,Pudukkottai,57.88000000000001,12,14.950000000000001,5,7.4750000000000005,2.5,0.5833333333333334,2005-07-31 13:37:41.000,50.40500000000001,9.5,8
529,ERIK,GUILLEN,India,Bhimavaram,53.87000000000001,13,6.96,4,3.48,2.0,0.38461538461538464,2005-07-30 04:20:25.000,50.390000000000015,11.0,9
135,JUANITA,MASON,India,Pune,57.860000000000014,14,15.950000000000001,5,7.9750000000000005,2.5,0.7142857142857143,2005-07-30 04:37:36.000,49.88500000000001,11.5,10
59,CHERYL,MURPHY,India,Mysore,60.890000000000015,11,24.94,6,12.47,3.0,0.36363636363636365,2005-07-31 02:45:38.000,48.420000000000016,8.0,11
170,BEATRICE,ARNOLD,India,Udaipur,56.88000000000001,12,19.950000000000003,5,9.975000000000001,2.5,0.5833333333333334,2005-07-31 00:41:23.000,46.90500000000001,9.5,12
367,ADAM,GOOCH,India,Adoni,46.89000000000001,11,4.970000000000001,3,2.4850000000000003,1.5,0.5454545454545454,2005-07-29 08:59:25.000,44.40500000000001,9.5,13
356,GERALD,FULTZ,India,Satna,50.870000000000005,13,13.96,4,6.98,2.0,0.6153846153846154,2005-07-30 04:10:18.000,43.89,11.0,14
32,AMY,LOPEZ,India,Jhansi,58.850000000000016,15,30.93,7,15.465,3.5,0.4,2005-07-30 01:42:03.000,43.38500000000002,11.5,15
202,CARLA,GUTIERREZ,India,Bhusawal,52.87000000000002,13,9.96,4,9.96,4.0,0.46153846153846156,2005-07-29 22:34:35.000,42.91000000000002,9.0,16
440,BERNARD,COLBY,India,Dhule (Dhulia),47.88,12,4.99,1,4.99,1.0,0.4166666666666667,2005-07-27 23:18:22.000,42.89,11.0,17
403,MIKE,WAY,India,Valparai,61.88000000000002,12,39.92,8,19.96,4.0,0.5833333333333334,2005-07-31 21:04:49.000,41.920000000000016,8.0,18
296,RAMONA,HALE,India,Patiala,54.88000000000002,12,25.93,7,12.965,3.5,0.5833333333333334,2005-07-30 16:41:34.000,41.91500000000002,8.5,19
28,CYNTHIA,YOUNG,India,Munger (Monghyr),51.860000000000014,14,19.93,7,9.965,3.5,0.6428571428571429,2005-07-31 21:14:02.000,41.89500000000001,10.5,20
175,ANNETTE,OLSON,India,Allappuzha (Alleppey),46.89000000000001,11,5.98,2,5.98,2.0,0.2727272727272727,2005-07-31 15:31:25.000,40.91000000000001,9.0,21
208,LUCY,WHEELER,India,Balurghat,46.87000000000001,13,16.94,6,8.47,3.0,0.46153846153846156,2005-07-30 16:27:53.000,38.40000000000001,10.0,22
95,PAULA,BRYANT,India,Pathankot,43.91000000000001,9,13.950000000000001,5,6.9750000000000005,2.5,0.7777777777777778,2005-07-31 21:44:30.000,36.93500000000001,6.5,23
123,SHANNON,FREEMAN,India,Varanasi (Benares),45.900000000000006,10,17.94,6,8.97,3.0,0.6,2005-07-31 19:30:01.000,36.93000000000001,7.0,24
419,CHAD,CARBONE,India,Katihar,39.870000000000005,13,5.98,2,2.99,1.0,0.38461538461538464,2005-07-12 06:56:26.000,36.88,12.0,25
468,TIM,CARY,India,Bijapur,58.860000000000014,14,44.89,11,22.445,5.5,0.5,2005-07-29 19:43:02.000,36.41500000000001,8.5,26
